Gene	exon_phyloP	TSG	OG	NG
BID	0.051784608695652184	0	0	0
PPP1R11	0.7210895555555555	0	0	0
RNF185	1.2403910952380952	0	0	0
IMMT	1.4691008571428572	0	0	0
ZNF597	0.31884575	0	0	1
SFXN1	1.3403925142857143	0	0	0
HMGXB4	1.933673037037037	0	0	0
POGZ	1.8019884912280715	0	0	0
CBR1	0.9364134444444446	0	0	0
ENG	0.65948116	0	0	0
SPG21	1.1798553428571426	0	0	0
UCHL1	1.336176911764706	0	0	0
TUBGCP3	1.8985852580645162	0	0	0
SIRT5	0.8505288499999999	0	0	0
RAB3IP	1.614857615384615	0	0	0
VMA21	0.8021957142857142	0	0	1
RABEP2	1.0660703055555556	0	0	0
RNF8	0.9116524444444446	0	0	0
GGH	0.8101442173913044	0	0	0
HECA	1.95957425	0	0	0
FAM3C	1.6487473157894734	0	0	0
SMO	2.7959750526315785	0	1	0
CISH	0.755103625	0	0	0
ZNF224	0.05603011111111113	0	0	0
TMEM128	0.5671585454545455	0	0	0
NMT2	1.896959769230769	0	0	0
PDK2	1.6254871315789472	0	0	0
HIST1H4J	2.66748	0	0	0
PARD3B	1.49080945	0	0	0
BVES	1.5060782499999996	0	0	0
CTSL1	0.7998008095238095	0	0	0
C3ORF26	1.1159137586206898	0	0	0
SLC35B2	1.6108675555555554	0	0	0
DLAT	2.176473347826087	0	0	0
LNX2	2.1565478000000002	0	0	0
POLR1D	0.8995145999999999	0	0	0
TERF1	0.6328210909090909	0	0	0
C19ORF26	1.1756872380952381	0	0	1
CCR10	1.1306988333333334	0	0	0
POLG2	1.3935458	0	0	0
MAGEH1	0.163931	0	0	0
LIG4	0.7026710000000002	0	0	0
HDAC6	0.872410844660194	0	0	0
MMD	1.9740370999999997	0	0	0
CRYZL1	0.9835341428571428	0	0	0
ITSN1	2.1487183163265313	0	0	0
ZFYVE9	2.5246485416666675	0	0	0
PPOX	0.959106583333333	0	0	1
INO80B	1.9426899999999996	0	0	0
WBP1	1.3472320526315786	0	0	0
ZNF280D	0.99239175	0	0	0
RIN1	0.9316950689655173	0	0	0
HBXIP	0.906870142857143	0	0	0
GDF6	1.3842430000000001	0	0	1
EDEM2	1.9192789999999997	0	0	0
SLU7	1.9172221562499994	0	0	0
PTTG1	0.4425135263157895	0	0	0
ABHD8	1.2356338999999998	0	0	1
MEOX2	2.4753593333333335	0	0	0
PRDM15	1.4132241186440673	0	0	0
RILPL2	1.1350915000000001	0	0	0
RASD1	1.5586715	0	0	0
RNF169	1.11242775	0	0	0
DNAJC7	1.9179890545454537	0	0	0
NKIRAS2	1.1859410833333337	0	0	0
DZIP1L	0.5925769393939393	0	0	0
ZNF77	0.1530723333333333	0	0	0
SULF2	1.9141501627906978	0	0	0
G6PC3	1.2151847499999997	0	0	0
ACP6	1.090180590909091	0	0	0
UNKL	1.1165455438596492	0	0	0
C17ORF42	0.8415638181818181	0	0	0
SC65	1.0686022272727274	0	0	0
TOMM5	0.7948508181818181	0	0	0
ZBTB12	1.198569	0	0	0
COQ5	1.693373090909091	0	0	0
IDH3A	1.4229488448275867	0	0	0
MYL6B	1.267554266666667	0	0	1
MLPH	0.19942345312499998	0	0	0
ABHD4	1.596313448275862	0	0	0
RBM17	1.871116647058823	0	0	0
BFAR	1.3246756551724135	0	0	0
PARN	1.6691358039215687	0	0	0
DECR1	1.2554265800000004	0	0	0
USP28	1.8034917619047621	0	0	0
ZNF165	0.4785555	0	0	0
SDF2L1	1.6601302	0	0	0
ANKS1A	2.3301690357142855	0	0	0
TAF11	1.6125755714285714	0	0	0
AIG1	1.4073325652173911	0	0	0
TIMM22	2.20034975	0	0	0
FGFBP3	0.329288	0	0	0
OLFML3	1.0896796666666664	0	0	0
NDUFB2	0.46933818181818177	0	0	0
HADHB	1.39347196875	0	0	0
HADHA	2.1343161428571427	0	0	0
SLC36A4	1.2981470434782612	0	0	1
IKBIP	0.6944496666666667	0	0	0
APAF1	1.6993427142857143	0	0	0
COASY	1.1151374749999998	0	0	0
EYA3	1.8874584857142862	0	0	0
PPIL1	1.6554508000000001	0	0	0
GM2A	0.6808652222222222	0	0	0
HOMER3	1.1179025151515158	0	0	0
WTIP	1.533688642857143	0	0	0
COX16	0.5999368	0	0	0
ATG4C	2.093299444444445	0	0	0
NUDT11	0.7549105	0	0	0
MRPS5	1.14985	0	0	0
PLEKHA3	1.8217856666666667	0	0	0
FKBP7	1.4491123684210527	0	0	1
GOSR2	1.3508656551724134	0	0	0
ZNF331	0.182088375	1	0	0
KDELC2	1.4317834999999999	0	0	0
MCAM	0.7943192264150946	0	0	0
UFSP2	1.417201333333333	0	0	1
RAB4A	2.027233285714286	0	0	0
HMGB3	1.5824542307692309	0	0	0
DDX42	2.158382436363637	0	0	0
CCDC47	2.0482987083333337	0	0	0
MOCOS	1.4667224705882353	0	0	1
FAM65B	1.7303670263157898	0	0	1
SCRIB	1.714576265306122	0	0	0
NFX1	2.0635652941176468	0	0	0
CCL27	0.6777292	0	0	0
ISOC1	2.094770571428571	0	0	0
MCC	1.4125741176470588	0	0	0
S1PR3	0.21918766666666667	0	0	0
MFAP2	0.8882216000000002	0	0	1
PAM	1.562371975308642	0	0	0
EBPL	0.8456371428571429	0	0	1
EREG	0.564531	0	0	0
CEP55	1.2767563846153844	0	0	0
ENTPD6	0.724188476190476	0	0	0
GPATCH3	1.8401912	0	0	0
ZNF550	-0.06752073333333335	0	0	0
CBARA1	1.6303429230769233	0	0	0
ZNF512	1.8253452571428574	0	0	1
TRPC1	2.9225863684210522	0	0	0
TMEM205	0.6549904814814812	0	0	0
ZNF12	0.5448794285714285	0	0	1
AK5	1.5910959500000001	0	0	0
CENPJ	1.2609677692307693	0	0	0
TTLL12	1.59115365	0	0	0
DCTD	0.9762421250000001	0	0	0
ZNF780A	0.22766076190476195	0	0	0
RUFY1	1.5092126595744686	0	0	0
FKBP9	1.3864670769230771	0	0	1
C14ORF169	1.521275	0	0	0
TMEM98	1.5118441250000003	0	0	0
SERPINB6	0.6532071666666667	0	0	0
BC043620	NA	0	0	0
DEPDC1	1.6357890869565217	0	0	0
ATRIP	0.8871676363636365	0	0	0
ICT1	1.257285153846154	0	0	0
INPP4A	2.032289897959184	0	0	0
TBX20	3.2156606999999995	0	0	0
NAA40	1.614125259259259	0	0	0
LAMTOR1	1.8116154736842107	0	0	0
TROAP	0.539470288888889	0	0	0
PKN1	1.4491165263157895	0	0	0
TMEM194B	0.6714374736842106	0	0	1
PDCD6	0.9964895714285715	0	0	0
SERTAD4	1.3133968333333332	0	0	0
SYNC	0.4539017272727273	0	0	0
ACTR8	2.331247307692308	0	0	0
PTS	1.0196187826086955	0	0	0
B4GALT6	2.1117871666666663	0	0	0
VTA1	1.759982	0	0	0
TECPR1	1.5539703384615384	0	0	1
ARVCF	1.7899031538461536	0	0	0
MYLK	1.406828194029851	0	0	0
UBOX5	0.9758774999999998	0	0	0
HOXA13	1.0249825	0	1	0
CST3	0.05759311111111111	0	0	0
ABCA5	1.544244661971831	0	0	0
TMEM39B	2.0230243823529412	0	0	0
NLRC5	0.43963217307692304	0	0	0
MLF2	1.2669515333333332	0	0	0
NAPG	1.8139126956521738	0	0	0
ZNF234	0.21184900000000004	0	0	0
SEMA6C	1.6020186129032263	0	0	0
LIN9	2.247110625	0	0	0
ZNF44	0.11867196774193545	0	0	1
DHX36	2.1357387884615395	0	0	0
BBS4	1.60863337735849	0	0	0
PAQR8	0.6213891428571429	0	0	1
EAPP	1.6609688333333334	0	0	0
XPA	1.3913318333333333	1	0	0
PPARD	1.5415778125	0	0	0
THY1	0.27626809090909094	0	0	0
SH2D5	1.0184686086956518	0	0	0
NIPA1	1.0198072857142857	0	0	0
SDAD1	1.9972904390243906	0	0	0
ACSS1	1.3601371304347827	0	0	0
CDK2AP2	1.204975	0	0	0
PITPNM1	1.8601633090909093	0	0	0
KIT	1.7920794814814813	0	1	0
CABIN1	1.855427274193548	0	0	0
KLHL20	2.0000196086956525	0	0	0
SF3B2	1.7933347499999999	0	0	0
TCP1	1.6118842826086957	0	0	0
MRPL18	0.420237	0	0	0
PRKRIP1	0.7479944000000001	0	0	0
HIBADH	2.1054917333333334	0	0	0
ZNF397	0.4718364230769231	0	0	0
HDDC3	1.2208495000000001	0	0	1
UNC45A	1.6355824400000003	0	0	0
FBXO3	1.4914014324324334	0	0	0
COX5A	1.2815272857142859	0	0	0
NCOA6	1.5344229999999996	0	0	0
TUBE1	1.3369085937499998	0	0	0
SYNRG	1.9250891607142857	0	0	0
CKAP5	2.781613840579711	0	0	0
CDHR4	0.8721814615384618	0	0	0
EXOSC3	1.6539565	0	0	0
ZNF785	0.27623425000000007	0	0	1
THADA	1.1985432023809526	0	0	0
WNT9A	1.602569	0	0	0
ZNF688	0.5698471764705882	0	0	0
CAPN5	1.3557384642857142	0	0	0
SGCB	1.5512546923076924	0	0	1
TAF7	1.119371	0	0	0
ZNF614	0.1865999230769231	0	0	1
DNAJC2	1.9869004871794869	0	0	0
PSMC2	2.3762476086956523	0	0	0
NDUFB6	1.1707488333333333	0	0	0
PITX1	1.573888714285714	0	0	0
IAH1	0.8671142631578947	0	0	0
FAM171B	1.7181548750000002	0	0	1
CPT1C	0.9976128769230769	0	0	0
DOLPP1	2.3281696874999995	0	0	0
VPS11	2.4702919999999997	0	0	0
ARL2BP	1.5782883846153848	0	0	0
ZNF337	0.127459	0	0	1
GBF1	3.0271991904761903	0	0	0
GNL2	2.30226215625	0	0	0
ZNF575	0.5580942666666666	0	0	1
NRG2	2.0707163461538465	0	0	0
DHX57	1.754847533333333	0	0	0
STK11IP	0.8850579230769231	0	0	0
INHBC	0.8584375	0	0	0
CH25H	1.182961	0	0	0
HIATL2	0.7704138181818183	0	0	0
ATP10A	1.6860893055555553	0	0	0
PISD	0.8914922499999998	0	0	0
KIAA0564	2.2538459803921564	0	0	0
PRICKLE3	1.288995923076923	0	0	0
SLC2A11	0.5545674655172413	0	0	1
GLTSCR2	0.8683918055555554	0	0	0
CDADC1	1.41156304	0	0	1
RWDD3	1.041730380952381	0	0	0
OLA1	2.500094185185185	0	0	0
TRAPPC9	1.49657018	0	0	0
ZNF643	0.5479937272727273	0	0	0
TSPYL2	0.589361277777778	0	0	0
HOXC8	1.7358105	0	0	0
F11R	0.5241406153846153	0	0	0
TNFSF9	0.2332036666666667	0	0	0
C14ORF118	1.0304272250000004	0	0	0
DCAF4	0.9780394347826088	0	0	0
DNAJB11	1.9327627500000006	0	0	0
TBCCD1	1.2369030588235292	0	0	1
CENPV	1.2327886	0	0	0
ZNF432	0.17389782352941174	0	0	1
C20ORF3	1.2487026153846155	0	0	0
C14ORF166	2.1824983999999996	0	0	0
HAT1	2.0334278095238094	0	0	0
ZFP62	0.8792008235294118	0	0	0
RBM34	0.6751809677419354	0	0	0
RPE	2.302331105263157	0	0	0
PRR13	0.39000696874999996	0	0	0
ODF2	1.5639925999999997	0	0	0
RNGTT	2.298941818181818	0	0	0
JKAMP	1.3505260303030302	0	0	1
C14ORF149	1.2191632727272728	0	0	0
CDH6	2.023330368421053	0	0	0
MLLT1	2.145169214285714	0	0	0
FAM58A	0.9572287692307688	0	0	1
IFT88	1.823135818181818	0	0	0
AGRN	1.627221092592593	0	0	1
PSMD1	2.8183815833333337	0	0	0
CARS2	0.6488223249999998	0	0	0
PGGT1B	2.4029494000000002	0	0	0
CTBS	1.1173542307692306	0	0	0
RNF170	1.1764955909090906	0	0	0
HOOK3	2.2847825000000004	0	0	0
ZNF75D	0.06913806666666665	0	0	1
ZNF449	0.5143142857142856	0	0	0
ZNF613	0.1253977	0	0	1
NEIL1	0.5426570500000002	0	0	0
ECE1	1.8192986279069765	0	0	0
ZNF26	0.3072333125	0	0	0
RHBDF2	1.2817093225806453	0	0	0
PRPF8	3.1850629999999995	0	0	0
NBPF15	-0.0530999705882353	0	0	1
HIST1H3D	2.9530076666666667	0	0	0
HIST1H2BF	0.702733	0	0	0
HIST1H2AD	3.058301	0	0	1
SUCLG2	2.1452292000000006	0	0	0
CTNNBIP1	1.263987266666667	0	0	0
ZC3H3	1.1239206428571427	0	0	0
C10ORF57	0.3974796666666666	0	0	0
WBP5	0.5355298000000001	0	0	0
HSPA12A	2.4192752941176465	0	0	0
ZNF552	0.10228599999999997	0	0	1
N4BP2L1	0.8604033636363638	0	0	0
SMARCD1	2.329101631578947	1	0	0
GAS2L3	1.1399357037037037	0	0	0
C11ORF83	0.0804912	0	0	0
POP4	1.0322317941176469	0	0	0
SLC25A23	1.5007989166666666	0	0	0
DNTTIP2	0.9656728333333329	0	0	0
HAUS3	0.4487967058823529	0	0	0
BLOC1S1	1.1847233076923078	0	0	0
XPO4	3.0021031562500005	0	0	0
WDTC1	2.2503200357142856	0	0	0
GABARAPL2	1.8576769	0	0	0
MRPL35	0.7506514	0	0	0
MXD3	1.2585368709677414	0	0	0
EMILIN1	1.6945830000000002	0	0	0
CEBPA	1.219222	1	0	0
RNF207	1.308376512820513	0	0	0
RTTN	1.3247360821917813	0	0	0
RPP14	0.5843724857142857	0	0	0
CTSZ	1.3664094166666665	0	0	0
GALNT5	1.875239923076923	0	0	0
ISOC2	0.43053495238095224	0	0	0
RNPEP	1.227189366666667	0	0	0
GPS2	1.2203491463414637	0	0	0
BLOC1S2	1.7379227272727276	0	0	0
GPX4	1.3242449565217391	0	0	0
INTS1	2.197248275362319	0	0	0
EXO1	1.084623783783784	0	0	0
TEX264	1.040935212121212	0	0	1
POMT1	1.111208568627451	0	0	0
KCNG1	1.100864375	0	0	1
EIF2C4	3.1268158181818184	0	0	0
DKK2	1.2717008333333335	0	0	0
ZNF790	0.14082469230769232	0	0	1
CNOT10	2.037749807692308	0	0	1
PRSS12	1.65379805	0	0	0
ZNF826	-0.1084767142857143	0	0	0
OSBPL1A	1.4669480344827581	0	0	0
C14ORF132	0.6475592500000001	0	0	0
ABLIM3	2.136423181818181	0	0	0
PGF	0.7408323636363636	0	0	0
CUTA	0.7868947187499999	0	0	0
NDUFA10	0.75034115	0	0	0
TOMM34	1.5322385714285716	0	0	0
NDUFS5	0.7723249999999999	0	0	1
GABRE	0.8202618235294116	0	0	1
VPS72	2.009107608695652	0	0	0
PLIN3	0.7184694782608695	0	0	1
FNTB	1.8930807272727277	0	0	0
BMS1	2.42172	0	0	1
ZNF467	0.5252812857142858	0	0	0
NDUFB8	1.70892094117647	0	0	0
C12ORF11	2.3360394062500003	0	0	0
FGFR1OP2	1.1796206111111112	0	0	0
NCOA4	0.7123612222222223	1	0	0
ZNF696	0.0251005625	0	0	1
AP3D1	1.9295608888888882	0	0	0
HIST1H1B	2.012198	0	0	0
LYPLA1	1.6087395588235294	0	0	0
RBM38	1.5040537692307696	0	0	0
PIGK	2.051838166666667	0	0	0
DFNA5	0.5109568205128203	0	0	0
SNRPC	2.2261355454545457	0	0	0
OVOL1	0.8655077777777778	0	0	0
C20ORF30	0.4284374	0	0	0
DOK1	1.2368532941176469	0	0	0
CYB5B	0.9467217647058822	0	0	0
PRDX2	0.9022881111111111	0	0	0
HGF	1.7408895128205135	0	0	0
MRPS9	1.6262599375	0	0	0
ARMCX1	0.19072175	0	0	0
ZNF33A	0.2629607368421053	0	0	1
PSMB4	1.0977645000000003	0	0	0
AKAP17A	0.7341007000000002	0	0	0
CALHM2	0.2137346	0	0	0
COX7A2	0.7512356818181819	0	0	0
KIF2C	1.8782855128205131	0	0	0
TSPAN31	1.1077759999999996	0	0	0
BCDIN3D	1.1886445	0	0	0
SFT2D3	0.311289	0	0	0
AP1M1	1.5912271086956518	0	0	0
TCHP	0.86209	0	0	0
CDKL3	1.1109091111111113	0	0	0
SPECC1L	1.8227823103448275	0	0	0
CXADR	1.5500646666666666	0	0	0
WNT2	2.125206166666667	0	0	0
ILVBL	1.3652095681818184	0	0	0
HEXB	1.4261415555555557	0	0	0
DGAT1	1.5768317222222221	0	0	1
ATG12	0.5013380625000001	0	0	0
AP3S1	2.2869869545454544	0	0	0
TRAF2	1.0767443939393941	0	0	0
PIGB	1.3233717586206895	0	0	1
HIATL1	2.223005	0	0	0
C7ORF50	0.1694146	0	0	0
INSR	1.9093705454545455	0	0	0
KRR1	1.3453004999999998	0	0	0
ACP2	1.491232555555555	0	0	0
ZCWPW1	0.6398024411764706	0	0	0
MEPCE	1.3676598181818185	0	0	0
CA12	0.8954068095238096	0	0	0
ETV7	0.7901583846153847	0	0	0
PDCL	1.2908256249999999	0	0	1
ACTL6A	2.283777794871795	0	0	0
CHID1	0.7806947971014493	0	0	0
CHMP6	1.3174043846153842	0	0	0
MCTS1	1.654686476190476	0	0	0
C2ORF18	1.746228857142857	0	0	0
BDKRB2	0.24321581818181814	0	0	0
ZNF438	0.41632583333333334	0	0	0
CPT2	1.4106034285714286	0	0	0
ZNF765	-0.026737846153846147	0	0	1
SLC16A13	1.0880482	0	0	1
ZNF23	0.5482164838709679	0	0	0
ARPC1B	1.4459740222222224	0	0	0
ZMYM4	2.0915580000000005	0	0	0
NRBF2	1.749481	0	0	0
ATG14	2.123674909090909	0	0	0
FAM110B	0.5174932105263157	0	0	0
PPP1CA	1.9217570000000002	0	0	0
SNF8	1.9885657317073178	0	0	0
MFN2	1.9808228709677418	0	0	0
ITM2C	0.9833798421052632	0	0	1
GYG1	1.4533956944444446	0	0	0
C22ORF32	1.1645121428571428	0	0	0
ERAP1	1.7644229999999999	0	0	0
FOXA1	1.3817897692307695	0	1	0
ZNF24	0.8137942	0	0	0
MBTD1	2.4833397000000006	0	0	0
UTP18	1.4271453448275861	0	0	0
ATG5	1.697904846153846	0	0	0
HPS6	1.34473	0	0	0
ROBO2	2.4930890961538457	1	0	0
TSHZ2	1.5190880999999998	0	0	0
GLYCTK	0.99238076	0	0	0
ZNF347	0.028376949999999995	0	0	1
ZNF428	0.8560881250000001	0	0	1
PSEN1	1.3459903750000002	0	0	0
RNF24	1.1041757692307692	0	0	0
GPR173	0.7754456000000001	0	0	0
TMEM41A	0.6186385999999999	0	0	0
SGK3	1.8632361666666672	0	0	0
USP37	1.7317653749999995	0	0	0
RQCD1	1.7774684444444446	0	0	0
FAM40A	2.039509809523809	0	0	0
AES	0.828603551724138	0	0	0
SLC9A6	2.3929338	0	0	1
KCNC3	1.0640068	0	0	0
AGL	2.2382103095238106	0	0	0
AKR1B1	0.9930207222222217	0	0	0
CYLD	1.822104137254902	1	0	0
ROGDI	1.2582591777777776	0	0	0
CHIC1	1.6011685714285715	0	0	0
HAS3	1.6607378333333334	0	0	0
MED27	2.5050587	0	0	0
ST13	2.1030839130434784	0	0	0
XPNPEP3	1.5148502903225805	0	0	0
USP30	1.224116527777778	0	0	0
RPS6KB2	1.6787967674418611	0	0	0
CENPH	0.640707157894737	0	0	0
DDX11	0.7663680612244895	0	0	0
ZNF20	0.11142000000000002	0	0	1
CENPB	1.122857	0	0	0
SEL1L3	1.3539001777777777	0	0	1
ZNF823	0.19816999999999993	0	0	1
ZNF585B	0.3077963076923077	0	0	0
ZNF566	0.4194059999999998	0	0	1
ZNF75A	0.40559880000000004	0	0	0
SALL4	1.3940178571428572	0	1	0
MSRB2	0.9442181111111112	0	0	1
INCENP	0.9442043793103447	0	0	0
TRAP1	1.3511802075471697	0	0	0
SLC9A5	2.2640037499999996	0	0	0
PPP5C	1.4778983571428572	0	0	0
MAD1L1	0.7130388679245281	0	0	0
BBS9	1.5609670408163265	0	0	0
CSTB	0.1300098	0	0	0
ATP6V0E2	0.5354102608695651	0	0	1
KIF18A	1.6409340869565217	0	0	0
METTL15	0.6550476923076924	0	0	0
POLR3H	1.1564076249999997	0	0	0
TUT1	1.3749931904761905	0	0	0
SLC30A4	1.7011374	0	0	0
SDHAF1	0.419935	0	0	0
CLINT1	2.21970590625	0	0	0
RFX1	1.8484421176470587	0	0	0
PMS2L3	0.4343905862068965	0	0	0
LRRC28	1.201291627118644	0	0	0
TTC23	0.45873481481481493	0	0	0
SLC12A6	2.1682576271186442	0	0	0
RALGAPB	2.624020854166666	0	0	0
CYP2R1	1.6979001111111114	0	0	1
LRRC34	0.7176796451612902	0	0	1
TMEM33	1.4860319999999998	0	0	0
POLR3B	2.9691270588235295	0	0	0
C19ORF12	0.46482682352941174	0	0	0
DIS3L	1.4893911777777775	0	0	0
ELOF1	0.4995559523809522	0	0	0
ZNF793	0.3980506923076922	0	0	1
CXCL2	0.25153075	0	0	0
MAP1S	0.8343737346938774	0	0	0
SLC9A8	2.3597085185185187	0	0	0
ABHD10	1.0480001428571428	0	0	0
MAGT1	1.825758142857143	0	0	0
BLMH	1.9568453947368425	0	0	0
RAVER2	1.4500066842105261	0	0	0
RHOJ	1.7762065384615389	0	0	0
B3GALTL	1.5396941666666668	0	0	0
ERBB3	1.7823691466666667	0	1	0
ST6GALNAC6	1.0936430588235293	0	0	1
EIF5B	2.6308088	0	0	0
TXNDC9	1.177653318181818	0	0	0
NDUFS2	1.6303387111111114	0	0	0
MRPS18A	1.3888585555555555	0	0	0
TSEN15	0.7108220000000001	0	0	1
AIDA	1.952714571428571	0	0	0
BROX	1.6470594827586207	0	0	0
ENOSF1	1.0042343278688517	0	0	0
VPS36	1.9629160833333332	0	0	1
TMEM192	0.6476848181818182	0	0	1
APH1B	1.1136408636363635	0	0	0
LOC283922	NA	0	0	0
C14ORF159	0.36911862650602406	0	0	0
KIFC1	1.2488839999999997	0	0	0
PHLPP2	1.806446571428571	0	0	0
SBF1	2.1484202333333333	0	0	0
PAPOLG	2.296948571428571	0	0	0
PHF20	1.6118006122448976	0	0	0
ZNF323	0.2151847272727274	0	0	0
RALGAPA2	2.458282130434783	0	0	0
RPUSD2	1.9411404	0	0	0
DCAKD	0.9914737222222221	0	0	0
ZNF513	1.8175471818181819	0	0	1
TPP1	1.3819397441860468	0	0	0
GNL3L	1.1681224761904763	0	0	0
ZBTB24	1.9564397142857144	0	0	0
ZNF480	0.06043053846153846	0	0	0
AKR1A1	1.5819802258064517	0	0	0
VAMP3	1.4820347500000002	0	0	0
C1ORF43	1.4495084347826088	0	0	0
UBAP2L	2.447021212121212	0	0	0
UQCRQ	0.6675231538461539	0	0	0
SFN	2.039477	0	0	0
ELOVL4	2.267098666666666	0	0	0
ZNF304	0.022544	0	0	0
RAD54B	1.4676760322580646	0	0	0
GOT2	1.9268945652173914	0	0	0
ZNF215	0.2629077777777778	0	0	0
MRPS24	0.9647777500000001	0	0	1
TRIM65	0.7779058823529411	0	0	0
DHX29	2.323433742857144	0	0	0
SKIV2L2	2.7096939761904766	0	0	0
CASP2	1.2671061599999998	0	0	0
SRC	1.504787696969697	0	1	0
ERMAP	0.69553275	0	0	0
OSGEPL1	1.1062425416666668	0	0	0
ZFAT	1.287433162790698	0	0	0
MND1	1.475894722222222	0	0	0
GRM8	1.5820065625000002	0	0	0
EPB41L5	1.5731486222222224	0	0	0
MRS2	1.4209455357142855	0	0	0
CEP164	0.800991459016393	0	0	0
PTTG3	0.435049	0	0	0
SCN9A	2.627887473684211	0	0	0
OPHN1	1.4328824545454542	0	0	0
SNRPB2	1.5617994	0	0	0
MRGPRF	0.41631775000000004	0	0	0
DLD	1.8479924210526313	0	0	0
SPATA7	0.5112851896551726	0	0	0
NUDC	1.7994048000000002	0	0	0
EPHB6	1.382540243902439	0	0	0
HOXC6	2.3456251	0	0	0
PPIF	1.4546046874999998	0	0	0
FAM134A	1.9363891724137932	0	0	0
CNPPD1	1.6535217500000001	0	0	1
IFIH1	1.6243342631578945	0	0	1
IMAA	1.810155	0	0	0
DENR	1.8393508000000003	0	0	0
VHL	0.5578201428571429	1	0	0
DOPEY2	2.050442604651163	0	0	0
LYSMD4	0.52627525	0	0	1
EMILIN2	1.0889553846153845	0	0	0
USP27X	1.893476	0	0	0
DAGLB	1.2798057428571428	0	0	0
ZNF507	1.3568236875000002	0	0	0
NT5DC1	1.4085494210526315	0	0	0
MPHOSPH6	1.1694659615384615	0	0	0
ABCF3	1.9039265312499993	0	0	0
CDS1	2.5933703999999995	0	0	0
PANK4	2.001252355555556	0	0	0
PELP1	1.24703825	0	0	0
EDC4	2.2600357704918026	0	0	0
HYAL3	0.7731644999999999	0	0	0
MRPS33	0.6207625882352942	0	0	0
WDYHV1	0.9486220384615387	0	0	0
FMNL1	1.584259211538461	0	0	0
INADL	1.4394935362318844	0	0	1
LSM4	1.0904301875000002	0	0	0
PFDN1	1.4460307777777777	0	0	0
NBEA	3.0210127323943663	0	0	0
LRFN4	1.5533302857142854	0	0	0
DHRS7	1.1450483448275863	0	0	0
P2RY1	1.088104	0	0	1
RABAC1	1.0399833333333333	0	0	0
SH3BP1	1.3461924418604654	0	0	0
ZER1	2.4063841363636365	0	0	0
ZDHHC20	1.5978700333333333	0	0	0
PITX3	2.099344	0	0	0
ZNF571	0.21431912499999997	0	0	0
SURF6	0.5879395714285715	0	0	0
CHFR	0.9349549733333328	0	0	0
MTCH2	1.9722731249999998	0	0	0
ZNF846	0.11917612500000002	0	0	1
GGN	0.6687144615384615	0	0	0
ALDH4A1	1.66617325	0	0	0
INPP5F	2.5701257037037033	0	0	0
MYST1	2.108174636363637	0	0	0
GGCX	1.797362484848485	0	0	1
VANGL1	1.4767410625	0	0	0
TMEM55B	1.2148870999999999	0	0	0
SLC25A19	0.8287712432432431	0	0	0
DPM2	0.6244693333333333	0	0	0
TRAF3	1.5251534193548384	0	0	0
SCCPDH	2.0219228333333334	0	0	0
PCK2	1.600625441860465	0	0	0
POLD2	1.5056508260869566	0	0	0
SYAP1	1.6116	0	0	0
TRPC3	2.458824380952381	0	0	0
GLE1	1.6939888695652172	0	0	0
BTBD19	0.71875	0	0	0
PAN2	2.218205376811594	0	0	0
SPAG16	0.8874324736842103	0	0	0
ZNF764	0.46750814285714287	0	0	0
GNG2	0.6409518918918918	0	0	0
NFKBID	1.0278107575757576	0	0	0
RPL17	1.6666891860465114	0	0	0
PPID	2.1158237333333334	0	0	0
RINT1	1.5651407499999999	0	0	0
GRHPR	0.9625199375000001	0	0	0
NHEDC2	0.9057681315789471	0	0	0
TAF2	2.6937674318181823	0	0	0
GLT25D1	1.6904545	0	0	0
RBM23	1.2247822173913046	0	0	0
GK	2.0484061219512193	0	0	0
GLYR1	1.7422701190476182	0	0	0
UBN1	1.781645405405405	0	0	0
TRMT12	0.5522593333333333	0	0	1
PSMB8	1.6340646153846152	0	0	1
TRIM22	-0.03292664516129032	0	0	0
SPIN4	0.4140065	0	0	1
CCNC	2.0717672916666667	1	0	0
EYA4	2.3375930588235296	0	0	0
HEATR1	1.691003442307692	0	0	0
GPC4	1.7471395454545458	0	0	0
TBC1D7	1.1377711162790698	0	0	0
SLC50A1	0.9370772580645162	0	0	1
PRKAB1	1.641094043478261	0	0	0
AUH	1.3761003157894736	0	0	0
VAT1	1.643827833333333	0	0	0
RCAN3	1.6293071764705882	0	0	0
LIMA1	1.2532795609756096	0	0	0
GADD45GIP1	1.310818	0	0	0
EDC3	1.1412627954545453	0	0	0
TM2D1	0.9189336060606061	0	0	1
INTS3	2.024776244897959	0	0	0
ACTR3B	1.8492956956521738	0	0	0
ZFYVE1	2.4225946896551718	0	0	0
PSMB5	1.476778076923077	0	0	0
TSPAN12	1.6225536999999997	0	0	0
TTC16	0.5965389523809524	0	0	0
DGKD	2.0011554999999994	0	0	0
KCNK1	0.7703429411764706	0	0	0
ATAD5	1.5474288846153845	0	0	0
SNRNP48	1.2768223636363636	0	0	0
ST7L	1.7850326764705884	0	0	0
CAPZA1	2.4137832380952378	0	0	0
ZNF223	0.1279716818181818	0	0	1
FADS3	1.0779093720930233	0	0	0
YIPF6	1.0847880526315787	0	0	0
TAF1A	0.7645517142857143	0	0	0
TERF2	1.2808123823529414	0	0	0
ZNF180	0.353667	0	0	0
DEDD2	1.2509909411764708	0	0	0
ZNF526	0.6536761999999999	0	0	1
