Gene	ATAC_seq_peak_signal	TSG	OG	NG
PLEKHF1	427.2629251	0	0	0
NCOA7	41.00056486	0	0	0
MKI67	23.31909728	0	0	0
GFPT1	46.67742228	0	0	0
AKIRIN1	211.4642082	0	0	0
CRABP2	41.18534338	0	0	0
CKAP2	68.55563979	0	0	0
HELLS	23.00931949	0	0	0
AHSA2	79.06724467	0	0	0
AKAP1	81.158276	0	0	0
ADAMTS12	16.50118822	0	0	0
SLC43A2	73.73190339	0	0	0
UBR2	154.1281706	0	0	0
TALDO1	36.99880363	0	0	0
RNF111	43.21928803	0	0	0
PABPN1	119.7084245	0	0	0
KDM3A	73.33489436	0	0	0
PPM1M	21.76349789	0	0	0
XIAP	26.86926617	0	0	0
VPS13B	42.14623677	0	0	0
RNF6	55.39345777	0	0	0
TBC1D10A	63.33629622	0	0	0
NTN4	153.4506187	0	0	0
MAP3K3	135.4920793	0	0	0
E2F8	42.97870065	0	0	0
ZMPSTE24	147.2896585	0	0	0
TMEM189-UBE2V1	42.43439375	0	0	0
ZBED4	69.85695097	0	0	0
MAFF	65.74551116	0	0	0
ZNF41	27.6871596	0	0	1
DSCR3	113.7495018	0	0	0
IFNGR2	15.63278204	0	0	0
SPIRE1	26.87811977	0	0	0
ZNF584	94.30383221	0	0	0
ATP5E	67.40581118	0	0	0
LRRC58	61.79292682	0	0	0
ZNF638	43.43692487	0	0	0
ICAM5	53.90562809	0	0	0
SLC25A30	55.18945703	0	0	0
ZNF345	52.25564334	0	0	0
GTPBP4	50.7920451	0	0	0
CCDC85B	75.40549895	0	0	0
FIBP	72.66425166	0	0	0
PRMT2	72.87577417	0	0	0
TOMM20	79.58058014	0	0	0
CRTAP	59.95775399	0	0	1
PDIA4	96.49102793	0	0	0
GLIS1	30.34650452	0	0	0
NEMF	19.31460186	0	0	0
ZNF281	51.27229198	0	0	0
CMPK1	42.0789187	0	0	0
BANP	110.8944902	0	0	0
CHMP1A	46.34341064	0	0	0
ZNF574	100.0644495	0	0	1
MXD1	130.9830743	0	0	0
SNX14	47.58505158	0	0	0
DAXX	75.04784571	1	1	0
OGFRL1	31.53185553	0	0	1
TBK1	43.15271356	0	0	0
TUBB2A	38.94013492	0	0	0
KIAA0776	9.68281662	0	0	0
RGS4	32.0581264	0	0	0
CAMKK2	33.89125571	0	0	0
SNX9	17.18339791	0	0	0
TRAF6	33.71828532	0	0	0
DNAJC25	64.20872518	0	0	0
DYNLT1	49.64225176	0	0	0
LASS6	48.83234852	0	0	0
IDH1	52.14877248	0	1	0
HOXA5	33.70565835	0	0	0
MDN1	38.81354536	0	0	0
SQRDL	36.66512259	0	0	0
SPAST	77.76885992	0	0	0
UBAP1	67.51661522	0	0	0
ZNF131	118.5370141	0	0	0
SIX2	184.4355509	0	1	0
HIGD1A	61.8202415	0	0	0
RHOG	44.02475241	0	0	0
PBX2	61.34464742	0	0	0
PTPN6	123.0085512	1	0	0
SAMD4B	119.6542792	0	0	0
TRAPPC10	44.73663729	0	0	0
ATP6V0C	62.57982601	0	0	0
MVD	97.60011187	0	0	0
NAPA	166.4266286	0	0	0
LRRC16A	48.2213398	0	0	0
DMXL2	26.47679138	0	0	0
PSMD7	28.71288136	0	0	0
PDIA3	53.10486931	0	0	0
SNRPB	50.47021264	0	0	0
UBE2L6	20.39916368	0	0	0
ZMYM3	26.38877763	1	0	0
GCAT	48.75396425	0	0	0
LYSMD3	78.12045389	0	0	0
THBS2	25.40702375	0	0	0
XPO6	72.47586772	0	0	0
NSMAF	31.25469006	0	0	0
RBFOX2	73.52450475	0	0	0
CFDP1	68.52304151	0	0	0
ZNF34	69.76796155	0	0	1
SLC25A1	67.02552664	0	0	0
CCBE1	15.80005991	0	0	0
NAA60	46.59801029	0	0	0
PIAS2	95.71145179	0	0	0
DPY19L3	112.4209522	0	0	0
BMP1	24.9061065	0	0	0
CADM1	74.02607099	0	0	0
DOHH	26.99738331	0	0	0
NOL3	56.89036597	0	0	0
MSX2	35.95011922	0	0	0
RHOBTB1	35.07042374	0	0	0
C18ORF54	25.97085053	0	0	1
SYPL1	93.25454849	0	0	0
ACADM	47.66457156	0	0	0
TGFBR1	59.71356783	0	0	0
LRRC59	24.08143814	0	0	0
MDP1	62.23526421	0	0	0
SYNJ1	54.36933264	0	0	0
TMEM158	25.31891145	0	0	0
RBMX	108.9775355	0	0	0
PPP2R1B	53.60067788	0	0	0
ASB1	25.01463972	0	0	0
C3ORF21	82.28558257	0	0	0
ALDH7A1	42.86480812	0	0	0
KDELR2	42.44180988	0	0	0
FKBP2	152.0744866	0	0	0
CCNT1	54.94568781	0	0	0
NNT	24.83072158	0	0	0
MBD2	46.42398067	0	0	0
NANP	49.51155473	0	0	0
SLC1A3	28.95484116	0	0	1
CDK9	40.87942076	0	0	0
STK39	24.1094776	0	0	0
ORC2	86.52220939	0	0	0
RSL1D1	36.85657189	0	0	0
MAPK14	53.6460724	0	0	0
H1F0	34.47943941	0	0	0
C13ORF15	8.407696501	0	0	0
PARP4	35.22200929	0	0	0
EML6	96.14236112	0	0	0
TGFBRAP1	12.17044183	0	0	0
OSGIN2	81.4516026	0	0	0
STAU2	46.24380473	0	0	0
CD46	116.6632424	0	0	0
RAC1	55.15897007	0	1	0
STAT2	92.92792189	0	0	0
NDFIP2	31.17588432	0	0	0
ZAK	31.40225835	0	0	0
ADRBK1	116.318683	0	0	0
FBXL20	121.8158091	0	0	0
CCT4	45.77876224	0	0	0
UTP3	42.21988032	0	0	0
RAB11FIP2	40.96477556	0	0	0
CCNJ	31.99537193	0	0	0
CCNA2	42.70418453	0	0	0
TRPM7	41.5063311	0	0	0
HDAC4	155.1958067	0	0	0
MORC3	77.79774127	0	0	0
PPP1R14B	39.70939831	0	0	0
RALB	87.3349873	0	0	0
EHMT1	87.75613028	0	0	0
TOMM6	104.028587	0	0	0
LOC100128731	0	0	0	0
ROR1	35.46120267	0	0	0
RPS14	48.27852518	0	0	0
UCKL1	68.57313441	0	0	0
MYO18A	53.79501228	0	0	0
FRMD5	51.15557519	0	0	0
LRRC37B2	8.164698976	0	0	0
HINT1	54.87709072	0	0	0
DPY19L1	58.70882217	0	0	0
PSMD3	147.0897089	0	0	0
RAB5B	135.7200734	0	0	0
ADAMTS15	26.4617286	0	0	0
HES4	49.34527104	0	0	0
SGMS2	31.04278966	0	0	0
DIAPH3	67.26140124	0	0	0
FARP1	60.50677107	0	0	0
DDX5	93.18401448	0	1	0
CEP95	93.18401448	0	0	0
GFRA1	16.29812515	0	0	0
GPSM2	36.81976556	0	0	0
ANKRD32	36.67892039	0	0	0
SPSB2	194.6985992	0	0	1
TMEM167B	49.18394218	0	0	1
ENSA	187.2926672	0	0	0
TMF1	100.2872924	0	0	0
CBFB	19.85556698	1	0	0
C11ORF24	74.89775214	0	0	0
PRKRIR	74.6350621	0	0	0
SRP9	115.5357534	0	0	0
COPG	39.40003267	0	0	0
FNBP1L	26.239176	0	0	0
VOPP1	81.49145539	0	0	0
KCNMA1	30.66063062	0	0	0
RPS4X	33.33592765	0	0	0
CD9	56.70174336	0	0	0
USF1	103.3216119	0	0	0
HJURP	38.35397884	0	0	0
PTPN2	60.42160108	0	0	0
C2ORF29	14.73858573	0	0	0
RPLP2	86.34786653	0	0	0
PHGDH	77.11366614	0	0	0
UFM1	54.14517643	0	0	0
ARMC8	34.91795201	0	0	0
BMP6	91.96335676	0	0	0
LDHB	317.3864428	0	0	0
STAMBPL1	30.07403812	0	0	0
DEGS1	45.99735018	0	0	1
RPS29	61.61071947	0	0	0
FOSL1	50.36876148	0	0	0
RNF38	94.89463733	0	0	0
ZCCHC9	51.40366015	0	0	0
SDPR	51.99900183	0	0	0
FKBP14	70.50577442	0	0	0
PLEKHA8	70.50577442	0	0	0
DNAJC27	76.79394765	0	0	1
NEDD4	29.02406891	0	0	0
MED8	38.72538746	0	0	0
KATNB1	89.4738562	0	0	0
ADD1	74.86567734	0	0	0
C21ORF59	27.34674735	0	0	1
PLEKHB2	33.99113397	0	0	0
EIF2C2	28.39328247	0	0	0
ABCC1	29.92454547	0	0	0
TMEM187	50.47021264	0	0	1
HCFC1	50.47021264	0	0	0
SYNJ2	33.00984612	0	0	0
PFDN6	49.61218912	0	0	0
SCYL3	149.0753873	0	0	0
MARCH3	91.48166197	0	0	0
GTF3C1	100.4546672	0	0	0
FOXQ1	65.90015809	0	0	0
LUZP1	25.97085053	0	0	0
XYLT1	34.00589764	0	0	0
SHMT2	32.66817392	0	0	0
ZNF529	51.40167531	0	0	1
CMTM3	22.90884265	0	0	0
HIST1H1D	36.91359888	0	0	0
HSPA4L	38.55213565	0	0	0
BAG6	69.85695097	0	0	0
ZNF326	56.76208641	0	0	0
DCTN6	75.34316802	0	0	0
RBBP7	41.08966068	0	0	0
VDR	63.08643417	0	0	0
PIK3IP1	68.68853056	0	0	0
COQ10B	166.8582016	0	0	0
BNC1	15.58361069	0	0	0
STAT3	127.6920156	0	1	0
PPIL4	52.55565151	0	0	0
ANGPT1	10.48790336	0	0	0
CCNO	28.23243981	0	0	0
RPS2	82.72915238	0	0	0
ITGB5	31.53185553	0	0	0
MDFIC	32.7524867	0	0	0
CEP192	62.96786439	0	0	0
RORB	41.17657962	0	0	0
ECI2	62.75979857	0	0	1
SEC14L1	89.4738562	0	0	0
MTHFD1L	42.35306692	0	0	0
HCFC2	41.35755956	0	0	0
RPL34	57.33038886	0	0	0
AKAP9	220.0267584	0	0	0
DIAPH2	20.38342381	0	0	0
RER1	68.95043794	0	0	0
TIMM13	63.3129254	0	0	1
HOXA6	38.16067382	0	0	0
NRSN2	60.86078454	0	0	0
RAN	52.93142295	0	0	0
RBFA	95.5905412	0	0	0
KIAA0430	56.22535378	0	0	1
ADARB1	14.4734542	0	0	0
EIF2S3	49.58314602	0	0	0
RAB23	27.87361733	0	0	0
RPN1	143.8375544	0	0	0
CSE1L	85.49390916	0	0	0
RPL11	31.75693585	0	0	0
C14ORF147	65.78784959	0	0	0
SLC7A1	45.97797448	0	0	0
GSG2	22.43643138	0	0	0
SNX2	79.96449298	0	0	0
LDB2	33.83181865	0	0	0
SF3B5	70.59671159	0	0	0
CCM2	98.6611851	0	0	0
EML4	46.21991868	0	0	0
TM2D2	156.5762768	0	0	0
ADAM9	156.5762768	0	0	0
KHDRBS3	37.65467169	0	0	0
TAF1	52.1710903	0	0	0
SIM1	41.07508249	0	0	0
MXRA8	32.23271951	0	0	0
NFYB	45.35711261	0	0	0
MBD3	54.86761257	0	0	0
SWAP70	32.49780792	0	0	0
STT3A	90.81082547	0	0	0
CLN8	46.86708314	0	0	0
RIMKLB	45.36251053	0	0	1
INPP5K	88.13955399	0	0	0
C1ORF93	3.952686525	0	0	0
ATAD1	31.01980815	0	0	0
RAB28	72.23752199	0	0	0
ZNRD1	43.95755101	0	0	0
IWS1	54.57359866	0	0	0
MXD4	111.0025764	0	0	0
CHMP2B	76.51156321	0	0	1
CCDC90B	92.8787546	0	0	0
GDF15	39.55191576	0	0	0
ADPGK	70.72782728	0	0	0
TRAPPC6B	45.26505631	0	0	0
COG1	33.82735033	0	0	1
ZNF395	97.00214237	0	0	0
TM2D3	66.2563471	0	0	0
C21ORF63	12.65456221	0	0	0
GNPAT	36.25651413	0	0	0
GXYLT2	21.00980456	0	0	0
PLEKHA1	66.42608625	0	0	0
P4HTM	30.58047116	0	0	0
PCBP2	66.49084739	0	0	0
SSU72	54.56407898	0	0	0
TRIP13	161.2699349	0	0	0
C3ORF23	6.135097568	0	0	0
RRS1	80.91942545	0	0	0
ADHFE1	61.99918678	0	0	0
TNFRSF21	179.7465	0	0	0
ATF6	44.17988406	0	0	0
PAIP2	45.06757808	0	0	0
PAK2	70.74588064	0	0	0
DCLK2	35.04485092	0	0	1
SUN2	75.85799037	0	0	0
PDS5A	59.57753323	0	0	0
LRP12	97.83363084	0	0	0
MBOAT2	55.38472803	0	0	0
RBX1	139.0197716	0	0	0
TCF7L1	31.39112607	0	0	0
PTGR1	16.66292261	0	0	0
FASTK	45.22156991	0	0	0
TBC1D8	54.17448715	0	0	0
SCARF2	41.82174065	0	0	0
INSIG2	55.25899876	0	0	1
BRCA1	58.08074112	1	0	0
TPI1	100.6418155	0	0	0
LRP4	20.29023428	0	0	0
AGAP3	59.75353316	0	0	0
LARP6	15.2479144	0	0	0
MAEA	57.35913516	0	0	0
ZDHHC2	26.40268834	0	0	0
CTNNAL1	55.94539	0	0	0
COX18	71.60080652	0	0	0
MRPS30	56.19206263	0	0	0
POLR1B	28.65643708	0	0	0
RNPEPL1	45.69382706	0	0	1
EHD4	75.84901248	0	0	0
TAF12	82.03540104	0	0	0
KIF2A	74.23214683	0	0	0
STRADA	69.87509971	0	0	0
SC5DL	67.1378237	0	0	0
CEP120	81.33683907	0	0	0
CYP4V2	41.06852178	0	0	0
TBC1D9	17.21797421	0	0	0
CSTF3	51.99908595	0	0	0
GRPEL1	79.11497823	0	0	0
SRM	71.49565893	0	0	0
GPT2	122.0412513	0	0	0
PACS1	28.40849459	0	0	0
CISD2	55.3448289	0	0	0
IRX1	21.6286433	0	0	1
NFIC	46.57495354	0	0	0
AHCYL2	106.24147	0	0	0
SBF2	33.29646535	0	0	0
ZBTB25	58.7358515	0	0	0
ZBTB1	58.7358515	0	0	0
UBE2G2	39.7720686	0	0	0
MALT1	119.8978162	0	1	0
PGM2	48.80882718	0	0	1
TAPBP	28.28207157	0	0	0
ZBTB22	66.05005671	0	0	1
DNAJA2	45.91318494	0	0	0
MAPKAPK3	67.40581118	0	0	0
PDXDC1	82.27188519	0	0	0
ABHD2	84.8921813	0	0	0
RTF1	48.02310903	0	0	0
KCNMB4	1033.482259	0	0	0
TMUB1	41.387787	0	0	1
ARNT	121.8716246	1	1	0
SP9	17.23806446	0	0	1
LGALS3	43.91553924	0	0	0
ABHD5	52.91298846	0	0	0
G2E3	39.05222961	0	0	0
DCAF12	37.85078304	0	0	0
PDIK1L	60.41173283	0	0	0
GRAMD1A	74.5376977	0	0	0
RRAS2	20.62632603	0	0	0
NSD1	49.64225176	0	0	0
EXOSC2	45.4310431	0	0	0
NUP155	48.42827228	0	0	0
ELAVL1	39.0456177	0	0	0
PKNOX2	24.97675496	0	0	0
ARFGEF2	44.22056072	0	0	0
NOVA1	62.48989858	0	0	0
UBL5	46.04466908	0	0	0
NPAS3	27.14039901	0	0	0
PQLC1	37.72394627	0	0	0
UBE3C	49.35573376	0	0	0
STX18	30.48109605	0	0	0
FOXM1	58.74672164	0	0	0
SLC39A1	157.8299131	0	0	0
CREB3L4	112.3248822	0	0	0
CBL	57.05973556	1	1	0
RPL22	41.65404723	1	0	0
SEPW1	29.19516565	0	0	0
SMARCA4	58.7358515	1	0	0
SUPT5H	73.35298989	0	0	0
BUB1	47.31208541	0	0	0
SEMA3F	35.08778423	0	0	0
IFT57	66.72734201	0	0	0
VPS54	26.36600483	0	0	0
HIRIP3	197.7891422	0	0	0
ZNF747	32.96518065	0	0	1
UPF2	94.30873271	0	0	0
NPC1	110.4726673	0	0	0
ATXN10	25.88345785	0	0	0
CD276	26.27223141	0	0	0
SMC3	48.30130752	0	0	0
PSMD14	39.75873755	0	0	0
DCAF8	124.2222345	0	0	0
COL16A1	23.65090175	0	0	0
VPS45	67.04436628	0	0	0
WDFY1	22.12255827	0	0	0
MED25	42.10748342	0	0	0
MBTPS1	71.5013913	0	0	0
RAB21	243.5871691	0	0	0
SLFN12	39.53988964	0	0	0
ST3GAL6	17.23518541	0	0	0
TAX1BP1	89.46426242	0	0	0
ADSL	73.44287103	0	0	0
SMG5	97.28160605	0	0	0
C18ORF10	3.934595432	0	0	0
TIFA	55.41261407	0	0	0
ZNF140	72.16117403	0	0	0
DCP1A	52.91298846	0	0	0
ADAR	30.9037679	0	0	0
INO80	48.10497335	0	0	0
PSAP	60.54774022	0	0	0
FRAT1	45.61543475	0	0	0
CHAC1	44.11322434	0	0	0
ATP6V1B2	68.67135799	0	0	0
FLRT3	36.61115323	0	0	0
ARL5A	74.23214683	0	0	0
ZNF787	75.50729417	0	0	0
BACH2	35.67555132	0	0	0
ELL	133.2933601	1	0	0
CLCN6	102.6170517	0	0	1
MTHFR	102.6170517	0	0	0
RDH10	91.4109702	0	0	1
RPL7	91.4109702	0	0	0
EPOR	85.48977478	0	0	0
CDC42	66.3948107	0	0	0
FKBP5	63.821225	0	0	0
PRH1	111.1013021	0	0	1
APRT	74.23214683	0	0	0
STAM2	49.24603016	0	0	1
PARP14	42.85664239	0	0	0
TJP2	45.00939787	0	0	0
RIOK2	46.77685361	0	0	0
PRMT7	37.78432351	0	0	0
RBM25	59.38234988	0	0	0
REPIN1	39.55530314	0	0	0
FAM57A	14.96617552	0	0	0
LENG9	58.61291729	0	0	1
TXNDC5	62.52029194	0	0	0
AP1S2	101.3877312	0	0	0
REEP3	39.62686853	0	0	0
SH2B1	61.43920738	0	0	0
ARF3	46.39645997	0	0	0
PDLIM1	26.63340262	0	0	0
COL13A1	18.56892874	0	0	0
GOT1	69.44910262	0	0	0
RMND5A	22.38956224	0	0	0
ACAD9	81.02322604	0	0	0
ANKRD37	84.57581468	0	0	1
SMG9	50.90919866	0	0	1
TBX15	13.81662463	0	0	0
TPRG1L	55.9000425	0	0	1
SVEP1	8.626936997	0	0	0
TTC35	166.7603639	0	0	0
MTFR1	77.23597708	0	0	0
CD55	100.8917956	0	0	0
RNF34	74.02450409	0	0	0
DPY19L4	55.94566289	0	0	0
SLC15A4	40.04988835	0	0	0
RPS24	57.87513562	0	0	0
MRM1	32.2857125	0	0	0
SSR1	85.20359015	0	0	0
EPHA7	567.7074288	0	0	0
NFYC	236.9804437	0	0	0
NFIX	26.53356354	0	0	0
PLEKHH3	97.21160496	0	0	1
UBE2B	74.71521987	0	0	0
LEMD2	46.9794007	0	0	1
RLIM	42.97870065	0	0	0
GMPPA	50.67627441	0	0	1
CEBPG	85.35891217	0	0	0
RGS10	49.42275495	0	0	0
ZNF398	61.26802883	0	0	0
RNF150	30.46837775	0	0	0
ZBTB34	11.95697603	0	0	0
RAB20	41.2713095	0	0	0
TNPO3	41.55678928	0	0	0
PANK3	96.64182923	0	0	0
ZDHHC17	73.25209599	0	0	0
PUF60	80.23994398	0	0	0
CAPN7	143.1986424	0	0	0
MAP3K11	123.4442402	0	0	0
PER2	57.13918784	0	0	1
SASH1	24.68917424	0	0	0
SUPT16H	52.87548532	0	0	0
FAM189B	54.43925484	0	0	1
MRPL33	30.05547892	0	0	0
UBR7	46.40931213	0	0	0
RPS23	33.05090627	0	0	0
KIF16B	56.37792754	0	0	1
MCPH1	43.59469116	0	0	0
AKAP11	73.01694119	0	0	0
ATRX	16.54419031	1	0	0
RANBP3	48.83129592	0	0	0
PPIG	33.99059115	0	0	0
CETN3	69.54730207	0	0	0
ZDHHC7	26.00002993	0	0	0
ZNF692	75.16688661	0	0	0
TFB1M	84.87303758	0	0	0
BOD1L	23.69066831	0	0	0
RAB7A	66.97810633	0	0	0
TMEM63A	58.93936413	0	0	0
UBE2E2	31.93585861	0	0	0
STK38L	322.282123	0	0	0
PIGV	43.63739205	0	0	0
AVL9	166.9354143	0	0	0
ATAD3B	31.33703269	0	0	0
GRWD1	28.93060587	0	0	0
FDX1	31.16764907	0	0	0
TFEB	137.1582692	0	1	0
NPHP3	113.5336581	0	0	1
NAPEPLD	38.85810394	0	0	0
CUL5	45.68819524	0	0	0
GPD2	45.44854374	0	0	0
NACC2	47.03048995	0	0	0
MAOA	49.4568222	0	0	1
COPS4	116.9979006	0	0	0
UBB	66.84960541	0	0	0
TPCN1	101.0748805	0	0	0
CDK5	86.79234678	0	0	0
SLC4A2	86.79234678	0	0	1
GLCE	50.58964321	0	0	0
ZNF76	68.56062031	0	0	0
TBCA	50.81253097	0	0	0
TRIM38	24.6630793	0	0	1
MRPL20	30.74210906	0	0	0
SLCO5A1	27.55941851	0	0	0
INTS12	40.00347941	0	0	1
TEF	136.0920536	0	0	0
IMPA2	135.4034892	0	0	1
SFT2D2	77.43165759	0	0	1
RBM24	18.50849438	0	0	1
MIF	113.9141701	0	0	0
ZKSCAN5	106.8833081	0	0	0
PEX1	385.1335378	0	0	1
MAML1	84.75655616	0	0	0
SRRT	85.44958424	0	0	0
NADK	37.86313543	0	0	0
CXXC4	26.6967246	0	0	0
ABL2	26.20029143	0	1	0
CAMLG	155.7398361	0	0	0
RMI1	96.93538118	0	0	0
HNRNPK	96.93538118	0	0	0
XAB2	52.33911062	0	0	0
GPR125	33.60927626	0	0	0
AGA	45.68819524	0	0	0
EFNA1	98.17421203	0	0	0
MIER2	39.1125861	0	0	1
LEPROTL1	39.4128965	1	0	0
ALDH3A2	87.41787346	0	0	0
C15ORF24	49.68149567	0	0	0
MOBKL3	5.045469078	0	0	0
POLG	81.00515569	1	0	0
SCD5	45.86623652	0	0	1
UFSP1	117.7272002	0	0	1
UNK	97.88580587	0	0	0
GUF1	46.18060146	0	0	0
FAM13B	43.62231077	0	0	0
CROT	81.71717359	0	0	0
KCTD20	36.54553873	0	0	0
ESCO1	82.07256942	0	0	0
IGF2R	52.4369451	0	0	0
IPO13	72.35812619	0	0	0
CAPNS1	119.6542792	0	0	0
FAM123B	48.20994389	0	0	0
SGOL1	75.40704168	0	0	0
ZNF8	62.11679026	0	0	0
GSTA4	214.5123887	0	0	0
USP20	72.60865811	0	0	0
LAMB2	47.02882656	0	0	1
PHF6	146.6441014	1	0	0
DDX20	52.91298846	0	0	0
NUFIP1	21.13469814	0	0	0
LRDD	28.65349587	0	0	0
CDT1	23.87045088	0	0	0
PPP3CB	54.44532533	0	0	0
CTH	68.85952611	0	0	0
PDZD9	9.65952437	0	0	0
NAA25	25.82363677	0	0	0
CHD9	120.085704	0	0	0
IREB2	44.5411568	0	0	0
TMEM9B	59.84670434	0	0	0
LRPPRC	33.08377009	0	0	0
RIOK3	67.64715673	0	0	0
APPL1	110.0542207	0	0	0
SEC62	48.21941091	0	0	0
ACAP2	166.6051565	0	0	0
MYL9	37.2017063	0	0	0
SUPV3L1	45.48943683	0	0	0
ZNF644	42.85664239	0	0	0
MRAS	25.82622095	0	0	0
TRIP6	98.71061589	0	0	0
COL4A2	51.34450392	0	0	0
COL4A1	24.79744209	0	0	0
NAPB	64.46727157	0	0	0
RAD54L2	10.90131213	0	0	0
ARID3B	63.80798887	0	0	0
GGPS1	121.8193046	0	0	0
ARID4B	121.8193046	0	0	0
HIP1R	24.8835761	0	0	1
KLHL24	158.1311799	0	0	0
DGKA	48.56740753	0	0	0
CD151	33.05218229	0	0	0
GPBP1L1	106.8483516	0	0	0
TMEM69	106.8483516	0	0	0
MMP15	35.73687465	0	0	0
NCLN	61.26802883	0	0	0
MCRS1	28.29599464	0	0	0
SNX21	31.49463898	0	0	1
FMR1	29.72475053	0	0	0
CISD1	64.67685111	0	0	0
IPMK	64.67685111	0	0	0
SSX2IP	75.56640427	0	0	0
CFL2	38.87532761	0	0	0
CRK	75.99651777	0	0	0
PCNXL3	123.4442402	0	0	1
SNX7	26.83000781	0	0	0
LAPTM4B	33.32763505	0	0	0
METTL11A	8.772564612	0	0	0
CCNH	50.78488281	0	0	0
COPS8	42.7624163	0	0	0
ABCB10	64.78209835	0	0	0
SAMD1	36.00686983	0	0	1
OPN3	91.19394189	0	0	0
HSPB8	55.7155202	0	0	0
DTX4	49.36338259	0	0	0
IL1RAP	79.82160025	0	0	0
QTRTD1	107.4650017	0	0	1
SP4	121.3392837	0	0	0
PIK3C2B	251.9061287	0	0	0
SEPSECS	30.64626591	0	0	0
SLC4A11	18.59684352	0	0	1
WDR4	66.88559122	0	0	0
WDR75	65.37772053	0	0	1
LMCD1	56.79630962	0	0	0
TFG	83.7504263	0	0	0
ARPC1A	49.03639477	0	0	0
RNF7	100.0654488	0	0	0
MKRN1	76.28959174	0	0	0
FUZ	52.77390255	0	0	1
ORAI3	61.48562557	0	0	0
FOXN3	31.01980815	0	0	0
CAPRIN2	121.4009835	0	0	0
BPGM	102.4572687	0	0	1
RAB9A	31.53185553	0	0	0
MBD1	72.47586772	0	0	0
RRM1	48.02310903	0	0	0
C19ORF28	11.09994538	0	0	0
PRKD1	55.39345777	0	0	0
EARS2	115.4116021	0	0	0
PYGL	24.66662825	0	0	0
HSPA13	83.99628189	0	0	0
DNAJA3	54.28206705	0	0	0
SNAP47	47.97365021	0	0	0
ETV4	32.88768275	0	1	0
TMEM8A	25.00994939	0	0	0
POLE3	65.53471127	0	0	0
DLST	32.89877488	0	0	0
TBC1D22A	38.82913229	0	0	0
TMEM237	26.76550573	0	0	0
MIB1	127.2546059	0	0	0
TIMMDC1	72.3937808	0	0	0
DAZAP2	66.5503375	0	0	0
MITF	92.71908134	0	1	0
HYOU1	66.1841435	0	0	0
NAA50	81.06868601	0	0	0
ATP6V1A	81.06868601	0	0	0
PEMT	193.8193087	0	0	0
NDUFC2	82.62385272	0	0	0
SAP130	127.8270332	0	0	0
ATP6V1H	64.47444206	0	0	0
FANCC	34.21796422	1	0	0
TM9SF1	47.75338807	0	0	0
SMNDC1	53.81033975	0	0	0
ZNF667	45.84924685	0	0	0
NR1D2	73.10407151	0	0	0
CDC5L	147.3024422	0	0	0
FRS2	245.5465653	0	0	0
UBE4B	94.17142682	0	0	0
CBR4	63.321431	0	0	1
ZFYVE28	48.83129592	0	0	0
PGP	76.29613698	0	0	0
SEC23A	73.21072627	0	0	0
GFPT2	58.83842713	0	0	0
NEURL4	58.8538252	0	0	1
RIOK1	56.90560381	0	0	0
PSMD11	46.65952882	0	0	0
MICALL1	25.31807523	0	0	0
MOBKL1A	36.65698696	0	0	0
NDEL1	80.49596258	0	0	0
CAMTA2	45.66417888	0	0	0
ADI1	58.72243719	0	0	0
WDR6	74.25172097	0	0	0
FADD	60.78744729	0	0	0
ZNF260	385.1335378	0	0	0
LOXL2	55.98152907	0	0	0
YPEL2	118.2881047	0	0	0
ADAM15	103.9147002	0	0	0
PAPD4	32.49780792	0	0	0
RNF2	32.35179426	0	0	0
RBM5	32.49780792	0	0	0
PELO	41.53199451	0	0	0
DDAH1	23.8449928	0	0	1
ZNF202	36.25651413	0	0	0
TMEFF2	99.07475261	0	0	0
PHKA2	46.78978893	0	0	0
DNAJC5	75.83900677	0	0	0
FAM126A	107.8093257	0	0	0
LYN	44.0631678	0	0	0
RIPK4	41.95292521	0	0	0
C14ORF93	81.82874968	0	0	0
EPB41L4A	48.87729464	0	0	0
PNPLA2	56.13447618	0	0	0
LIF	11.01125009	0	0	0
FOXD2	28.50220831	0	0	0
CSRP2BP	52.91298846	0	0	0
NUF2	66.42608625	0	0	0
UBA6	67.13787262	0	0	0
GOLGA1	59.11385882	0	0	0
WDR33	45.42194195	0	0	0
JAK1	59.47430893	1	1	0
OSTC	32.96518065	0	0	1
INPP5E	28.11024095	0	0	0
PSRC1	51.99089348	0	0	1
FDPS	135.6204841	0	0	0
P4HA2	50.40125082	0	0	0
TMOD3	32.9504896	0	0	0
BTBD9	32.06121055	0	0	0
C9ORF5	56.81186446	0	0	0
RPUSD4	72.47586772	0	0	0
NR6A1	66.260643	0	0	0
RASSF4	68.49073856	0	0	0
FAM55C	20.39457159	0	0	0
MAP3K4	21.81140717	0	0	0
RGS17	21.60411764	0	0	0
TMTC4	64.97448157	0	0	0
ATP5L	17.84702668	0	0	0
POU3F3	9.642887617	0	0	0
NQO1	49.14807837	0	0	0
FBXO45	71.77752004	0	0	0
NID1	26.9009334	0	0	0
BRD1	312.8026572	0	0	0
C4ORF14	50.5370771	0	0	0
POLR2B	50.5370771	0	0	0
MAP2K7	76.88170031	0	0	0
DAG1	86.16928626	0	0	0
PHC3	44.64670924	0	0	0
BNIP3L	85.61783406	0	0	0
TMEM19	145.812844	0	0	1
AKAP12	21.35486787	0	0	0
PARP1	58.93936413	0	0	0
