Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bacterial invasion of epithelial cells	14/74	3.6275444806436225E-7	1.5736390141383602E-6	0	0	5.2190121155638405	77.39554727481125	SHC1;PXN;ILK;PIK3R3;PIK3R2;WASL;ACTB;PTK2;CRKL;CDC42;PIK3CA;CTNNB1;RAC1;WASF2
RNA transport	21/165	5.89601766283925E-7	2.5221853335479014E-6	0	0	3.5109717868338555	50.360742070170474	UPF2;PRMT5;NUP210;NUP155;EIF1AX;EIF4A3;NUP153;CASC3;EIF2S2;EIF2S1;EEF1A1;FXR1;NXF1;XPO1;DDX39B;XPOT;NUP85;NUP62;NUP98;RAE1;EIF4E
Signaling pathways regulating pluripotency of stem cells	19/139	6.697531553384274E-7	2.8258078334826797E-6	0	0	3.7707764822624665	53.60670319602604	MAP2K1;MAP2K2;STAT3;PIK3R3;PIK3R2;INHBA;NRAS;PIK3CA;MYC;AKT1;MAPK1;CTNNB1;KRAS;IL6ST;JAK2;FGFR3;HRAS;FGFR2;FGFR1
Oxytocin signaling pathway	20/153	7.08981576078648E-7	2.9508962896246427E-6	0	0	3.6060401171963044	51.05949532219652	KCNJ5;MAP2K1;JUN;MAP2K2;ROCK2;ITPR1;NFATC3;ITPR3;ACTB;EGFR;GNAI2;PPP1CA;NRAS;GNAQ;GNAS;MAPK1;KRAS;PRKACA;CALM2;HRAS
C-type lectin receptor signaling pathway	16/104	1.023285502742229E-6	4.2022924645947545E-6	0	0	4.244031830238727	58.53577517715409	JUN;PRKCD;ITPR1;NFATC3;PIK3R3;ITPR3;PIK3R2;PTPN11;NRAS;PIK3CA;BCL3;AKT1;MAPK1;KRAS;CALM2;HRAS
Epstein-Barr virus infection	23/201	1.1662224637450572E-6	4.7262699846510206E-6	0	0	3.1566306399039292	43.12506927541702	JUN;PSMD12;HDAC2;STAT3;PIK3R3;PIK3R2;HLA-A;CCND3;PSMD7;SNW1;CCND2;BCL2L11;PIK3CA;SIN3A;TRAF3;MYC;BCL2;AKT1;PSMD1;CALR;RAC1;CD58;MYD88
JAK-STAT signaling pathway	20/162	1.7666766517547522E-6	7.066706607019009E-6	0	0	3.4057045551298426	45.11336015037421	PDGFRB;PDGFRA;STAT3;MPL;PIK3R3;PIK3R2;PTPN11;EGFR;CCND3;CCND2;PIK3CA;MYC;BCL2;AKT1;IL6ST;JAK2;SOS1;HRAS;MCL1;BCL2L1
Protein processing in endoplasmic reticulum	20/165	2.3572885734535525E-6	9.308267700303773E-6	0	0	3.343782654127482	43.328730646546695	VCP;XBP1;SEC24B;HSP90AB1;HSPA5;EDEM1;UBE2D3;CUL1;RRBP1;EIF2S1;HERPUD1;DNAJA1;SEC61A1;BCL2;MAN1A1;CALR;SEC62;SEC24C;MAP3K5;SEC31A
mTOR signaling pathway	19/152	2.644770793848605E-6	1.0311258284878104E-5	0	0	3.4482758620689657	44.285952251030466	MAP2K1;MAP2K2;LRP5;PIK3R3;PIK3R2;BRAF;RPTOR;NRAS;PIK3CA;RPS6KB1;RPS6KA2;AKT1;MAPK1;RICTOR;KRAS;SOS1;HRAS;EIF4E;ATP6V1C1
Natural killer cell mediated cytotoxicity	17/131	5.282330203416757E-6	2.0336971283154514E-5	0	0	3.5798894445906817	43.49974939307262	MAP2K1;MAP2K2;SHC1;PIK3R3;PIK3R2;BRAF;PTPN11;HLA-A;VAV2;NRAS;PIK3CA;MAPK1;FYN;KRAS;RAC1;SOS1;HRAS
Alcoholism	20/180	8.963932851150339E-6	3.4085078001904994E-5	0	0	3.0651340996168583	35.62391262222448	HDAC4;MAP2K1;HDAC2;SHC1;H3F3A;BRAF;GNAI2;PPP1CA;NRAS;GNB1;GNAS;MAPK1;KRAS;PRKACA;HIST1H3B;SOS1;CALM2;HRAS;HIST1H2AC;HIST1H2BD
Serotonergic synapse	15/113	1.4194455789569305E-5	5.331576077057739E-5	0	0	3.6618858712236806	40.8763836690333	KCNJ5;MAP2K1;ITPR1;ITPR3;BRAF;GNAI2;NRAS;GNAQ;GNB1;GNAS;MAPK1;KRAS;PRKACA;HRAS;RAPGEF3
Influenza A	19/171	1.492801195941061E-5	5.539551425901768E-5	0	0	3.0651340996168583	34.060601111785736	MAP2K1;JUN;MAP2K2;PIK3R3;PIK3R2;EIF2S1;ACTB;NXF1;XPO1;DDX39B;PIK3CA;AKT1;MAPK1;VDAC1;NUP98;PRSS3;JAK2;RAE1;MYD88
Melanogenesis	14/101	1.654568098471646E-5	6.0667496943960354E-5	0	0	3.8238306589279625	42.09802564983561	TCF7L2;MAP2K1;MAP2K2;GNAI2;NRAS;GNAQ;KIT;GNAS;MAPK1;CTNNB1;KRAS;PRKACA;CALM2;HRAS
Longevity regulating pathway	14/102	1.8548789432425926E-5	6.721208406102571E-5	0	0	3.7863421230561194	41.25259889938329	HDAC2;PIK3R3;IRS2;PIK3R2;SOD2;RPTOR;NRAS;PIK3CA;RPS6KB1;AKT1;KRAS;PRKACA;HRAS;EIF4E
Shigellosis	11/65	1.9770022404062708E-5	7.08042662843176E-5	0	0	4.6684350132626005	50.56542457846899	CDC42;FBXW11;ROCK2;ABL1;MAPK1;U2AF1;WASL;RAC1;WASF2;ACTB;CRKL
Chagas disease (American trypanosomiasis)	14/103	2.0762458753522866E-5	7.350387696649475E-5	0	0	3.749581519919652	40.429353056463285	JUN;PIK3R3;PIK3R2;TGFBR1;GNAI2;PPP2CA;PIK3CA;GNAQ;GNA11;GNAS;AKT1;MAPK1;CALR;MYD88
mRNA surveillance pathway	13/91	2.374311856322592E-5	8.310091497129072E-5	0	0	3.9408866995073892	41.963419957335994	UPF2;CSTF3;EIF4A3;CASC3;GSPT1;SMG6;WDR33;PPP1CA;PPP2CA;NXF1;DDX39B;WDR82;ETF1
cAMP signaling pathway	21/212	3.133840031834133E-5	1.0845199211291157E-4	0	0	2.73259596616786	28.338841075878623	JUN;MAP2K1;MAP2K2;ROCK2;PIK3R3;ATP2A2;PIK3R2;BRAF;VAV2;GNAI2;PPP1CA;RAP1A;PIK3CA;GNAS;AKT1;MAPK1;SOX9;RAC1;PRKACA;CALM2;RAPGEF3
cGMP-PKG signaling pathway	18/166	3.4556451494551624E-5	1.182598562257989E-4	0	0	2.9912754466140425	30.729122281233327	MAP2K1;MAP2K2;ROCK2;ITPR1;NFATC3;ATP2A2;IRS2;ITPR3;GNAI2;PPP1CA;GNA13;GNAQ;GNA11;AKT1;MAPK1;VDAC1;CALM2;MEF2D
Insulin resistance	14/108	3.569038998536751E-5	1.2079824302739772E-4	0	0	3.5759897828863347	36.620385008688984	MLXIP;PTPN1;PRKCD;STAT3;SLC2A1;PIK3R3;IRS2;PIK3R2;PTPN11;PPP1CA;PIK3CA;RPS6KB1;RPS6KA2;AKT1
Cell cycle	15/124	4.330080306862807E-5	1.4496355809932008E-4	0	0	3.3370411568409346	33.5283850161565	ZBTB17;HDAC2;PCNA;PLK1;CUL1;SMC3;YWHAZ;CCND3;CCND2;MYC;CDC27;CDC16;ABL1;MCM6;YWHAG
Fluid shear stress and atherosclerosis	16/139	4.501395388338311E-5	1.4907847092561288E-4	0	0	3.175390721905235	31.78101880018139	JUN;HSP90AB1;SDC4;PIK3R3;PIK3R2;ACTB;PTK2;VEGFA;PIK3CA;KDR;BCL2;AKT1;CTNNB1;RAC1;CALM2;MAP3K5
Cushing syndrome	17/155	4.896228816323016E-5	1.6042962504547755E-4	0	0	3.0255839822024475	30.027287769231048	SCARB1;TCF7L2;MAP2K1;MAP2K2;ITPR1;ITPR3;BRAF;CACNA1H;EGFR;GNAI2;RAP1A;GNAQ;GNA11;GNAS;MAPK1;CTNNB1;PRKACA
Salmonella infection	12/86	6.150772299576667E-5	1.9941451244943298E-4	0	0	3.849238171611869	37.32355213036991	CDC42;JUN;ROCK2;MAPK1;FLNB;WASL;RAC1;FLNC;WASF2;MYH10;ACTB;MYD88
Hippo signaling pathway	17/160	7.313787692560544E-5	2.3465068846965077E-4	0	0	2.931034482758621	27.912722576638195	TCF7L2;FBXW11;CSNK1D;YWHAZ;ACTB;TGFBR1;PPP1CA;LATS1;PPP2CA;CCND3;CCND2;RASSF4;MYC;CTNNB1;TEAD1;YWHAG;TEAD3
Vascular smooth muscle contraction	15/132	8.951108202716312E-5	2.8422075530274473E-4	0	0	3.134796238244514	29.21990005898485	MAP2K1;MAP2K2;ROCK2;PRKCD;ITPR1;ITPR3;BRAF;PPP1CA;GNA13;GNAQ;GNA11;GNAS;MAPK1;PRKACA;CALM2
Small cell lung cancer	12/93	1.3304121150698605E-4	4.1812952187909907E-4	0	0	3.559510567296997	31.76810364150293	ZBTB17;RXRA;PIK3CA;TRAF3;COL4A1;MYC;BCL2;AKT1;PIK3R3;PIK3R2;PTK2;BCL2L1
Pathogenic Escherichia coli infection	9/55	1.466979835910235E-4	4.563937267276287E-4	0	0	4.514106583072101	39.84662648890804	CDC42;ROCK2;ABL1;CTNNB1;FYN;WASL;EZR;YWHAZ;ACTB
Regulation of lipolysis in adipocytes	9/55	1.466979835910235E-4	4.518297894603524E-4	0	0	4.514106583072101	39.84662648890804	PIK3CA;GNAS;AQP7;AKT1;PIK3R3;IRS2;PIK3R2;PRKACA;GNAI2
Measles	15/138	1.4815807637515665E-4	4.518087873618638E-4	0	0	2.9985007496251876	26.43847307520153	JUN;CSNK2A1;STAT3;PIK3R3;MSN;PIK3R2;EIF2S1;CCND3;CCND2;PIK3CA;TRAF3;BCL2;AKT1;MYD88;BCL2L1
Calcium signaling pathway	18/188	1.7383943506270763E-4	5.249269215619015E-4	0	0	2.641232575201761	22.86615003550444	PDGFRB;PDGFRA;ITPR1;ATP2A2;CXCR4;ITPR3;CACNA1E;CACNA1H;EGFR;ITPKB;STIM2;GNAQ;GNA11;ERBB2;GNAS;VDAC1;PRKACA;CALM2
Type II diabetes mellitus	8/46	2.208232445543607E-4	6.603258186674087E-4	0	0	4.7976011994003	40.386916820881346	PKM;PIK3CA;PRKCD;PIK3R3;MAPK1;IRS2;PIK3R2;CACNA1E
Prion diseases	7/35	2.21329148695075E-4	6.554747865200298E-4	0	0	5.517241379310345	46.43232884873289	STIP1;MAP2K1;MAP2K2;HSPA5;MAPK1;FYN;PRKACA
Phosphatidylinositol signaling system	12/99	2.4230651875405338E-4	7.107657883452232E-4	0	0	3.343782654127482	27.83801722668372	ITPKB;DGKD;MTMR3;PIK3CA;ITPK1;INPPL1;ITPR1;PIK3R3;ITPR3;PIK3R2;CALM2;PIK3C2B
Non-alcoholic fatty liver disease (NAFLD)	15/149	3.4466848097765014E-4	0.0010014895485010967	0	0	2.77713492247165	22.141895471287658	MLXIP;XBP1;JUN;PIK3R3;IRS2;PIK3R2;EIF2S1;CDC42;BCL2L11;RXRA;PIK3CA;AKT1;RAC1;NDUFV2;MAP3K5
Tight junction	16/170	4.737384214069488E-4	0.0013636582597508432	0	0	2.5963488843813387	19.874674868104208	ACTR2;JUN;PCNA;ROCK2;MSN;WASL;ACTB;PPP2CA;CDC42;RAP1A;ERBB2;RAC1;PRKACA;EZR;MYH10;MAP3K5
Endocytosis	20/244	6.091870879517855E-4	0.0017373113248995364	0	0	2.2611644997173546	16.74027163879453	ARFGEF1;PDGFRA;AGAP1;CXCR4;ASAP1;HLA-A;WASL;VPS37B;EGFR;TGFBR1;EPN1;CDC42;RAB10;CAPZB;CHMP4B;HRAS;FGFR3;FGFR2;CYTH1;SH3GL1
Wnt signaling pathway	15/158	6.429059360697771E-4	0.0018166516358668928	0	0	2.618943692710607	19.247958446761654	TCF7L2;JUN;CSNK2A1;CTBP2;FBXW11;ROCK2;CUL1;NFATC3;LRP5;CCND3;CCND2;MYC;CTNNB1;RAC1;PRKACA
Circadian entrainment	11/97	7.706347709443651E-4	0.0021577773586442224	0	0	3.128332740846072	22.424815088140654	KCNJ5;GNAQ;GNB1;ITPR1;GNAS;MAPK1;ITPR3;PRKACA;CALM2;CACNA1H;GNAI2
Inflammatory mediator regulation of TRP channels	11/100	9.951494645075182E-4	0.002761315631246087	0	0	3.03448275862069	20.97621897421135	PIK3CA;GNAQ;PRKCD;ITPR1;GNAS;PIK3R3;ITPR3;PIK3R2;PRKACA;CALM2;PPP1CA
Toll-like receptor signaling pathway	11/104	0.0013759973237797716	0.003783992640394372	0	0	2.9177718832891246	19.223963217083302	MAP2K1;JUN;MAP2K2;PIK3CA;TRAF3;AKT1;PIK3R3;MAPK1;PIK3R2;RAC1;MYD88
AMPK signaling pathway	12/120	0.0013879569079132891	0.0037831037844008237	0	0	2.7586206896551726	18.15151024427986	RPTOR;PPP2CA;RAB10;PIK3CA;RPS6KB1;RAB14;SCD;AKT1;PIK3R3;IRS2;PIK3R2;HMGCR
Hedgehog signaling pathway	7/47	0.0014208295413596398	0.0038387324450769216	0	0	4.108584005869406	26.937990172955978	CCND2;SMO;FBXW11;CUL1;BCL2;CSNK1D;PRKACA
Gastric acid secretion	9/75	0.001524014712432664	0.004081708968950092	0	0	3.310344827586207	21.472244417998585	GNAQ;ITPR1;GNAS;ITPR3;PRKACA;EZR;CALM2;ACTB;GNAI2
Th17 cell differentiation	11/107	0.0017339722879640175	0.004603995385283771	0	0	2.8359651949726072	18.02919605684714	JUN;HSP90AB1;RXRA;STAT3;NFATC3;RARA;MAPK1;RORA;IL6ST;JAK2;TGFBR1
Cortisol synthesis and secretion	8/65	0.0023370311146580698	0.00615218447277509	0	0	3.395225464190982	20.571242982136805	SCARB1;GNA11;GNAQ;ITPR1;GNAS;ITPR3;PRKACA;CACNA1H
Mitophagy	8/65	0.0023370311146580698	0.006100047316226148	0	0	3.395225464190982	20.571242982136805	NRAS;JUN;CSNK2A1;MFN2;KRAS;AMBRA1;HRAS;BCL2L1
Dopaminergic synapse	12/131	0.002916664161917718	0.007549013124963506	0	0	2.526980784416952	14.750782145327914	PPP2CA;KCNJ5;GNAQ;GNB1;ITPR1;GNAS;AKT1;ITPR3;PRKACA;CALM2;GNAI2;PPP1CA
Aldosterone synthesis and secretion	10/98	0.002920725256943109	0.007496528159487314	0	0	2.814919071076707	16.42765184483217	SCARB1;KCNJ5;GNAQ;GNA11;ITPR1;GNAS;ITPR3;PRKACA;CALM2;CACNA1H
Glucagon signaling pathway	10/103	0.004189601607156263	0.010664440454579578	0	0	2.678272514228323	14.66394276904703	PPP4C;PKM;GNAQ;ITPR1;GNAS;SLC2A1;AKT1;ITPR3;PRKACA;CALM2
Ubiquitin mediated proteolysis	12/137	0.00420349857213742	0.010612111149330536	0	0	2.4163100931286183	13.221657646086745	DDB1;FBXW11;UBE2D3;CDC27;CDC16;CUL1;HUWE1;UBE2O;TRIP12;SAE1;PRPF19;UBE2L3
Circadian rhythm	5/31	0.004795359898796202	0.012007893079912442	0	0	4.449388209121246	23.760206969357174	FBXW11;BHLHE40;CUL1;RORA;CSNK1D
Osteoclast differentiation	11/127	0.006516562218672108	0.016186299704443623	0	0	2.3893565028509367	12.02660687502542	MAP2K1;JUN;PIK3CA;AKT1;PIK3R3;MAPK1;PIK3R2;FYN;RAC1;TGFBR1;FOSL2
Adrenergic signaling in cardiomyocytes	12/145	0.006587754938942093	0.016232228169553317	0	0	2.2829964328180736	11.46644698890996	PPP2CA;GNAQ;GNAS;BCL2;AKT1;ATP2A2;MAPK1;PRKACA;CALM2;RAPGEF3;GNAI2;PPP1CA
TNF signaling pathway	10/110	0.006654920305129721	0.016267582968094874	0	0	2.5078369905956115	12.570279128260527	MAP2K1;JUN;PIK3CA;TRAF3;BCL3;AKT1;PIK3R3;MAPK1;PIK3R2;MAP3K5
Amoebiasis	9/96	0.008062151275468062	0.019552303880662703	0	0	2.586206896551724	12.467003923579638	PIK3CA;COL4A1;GNA11;GNAQ;GNAS;PIK3R3;PIK3R2;PRKACA;PTK2
Aminoacyl-tRNA biosynthesis	7/66	0.009752861928233122	0.02346782401481095	0	0	2.925809822361547	13.547068564933593	DARS;KARS;MARS;IARS;EPRS;AARS;FARSB
Aldosterone-regulated sodium reabsorption	5/37	0.01029706973750346	0.02458525177636485	0	0	3.7278657968313147	17.05832587409674	PIK3CA;PIK3R3;MAPK1;PIK3R2;KRAS
Adipocytokine signaling pathway	7/69	0.012317892897424468	0.0291839308646672	0	0	2.798600699650175	12.304614319201262	RXRA;STAT3;SLC2A1;AKT1;IRS2;PTPN11;JAK2
Renin secretion	7/69	0.012317892897424468	0.028961152766463636	0	0	2.798600699650175	12.304614319201262	GNAQ;ITPR1;GNAS;ITPR3;PRKACA;CALM2;GNAI2
Viral myocarditis	6/59	0.01965421489646597	0.04585983475842059	0	0	2.8053769725306843	11.023626319449694	ABL1;DMD;FYN;RAC1;HLA-A;ACTB
Citrate cycle (TCA cycle)	4/30	0.022200899246570815	0.051412608781532414	0	0	3.6781609195402303	14.005048218195807	CS;IDH1;IDH2;ACO2
Proteasome	5/45	0.02280681451683776	0.052421633367059926	0	0	3.0651340996168583	11.58833993980297	PSMD12;PSMD7;PSMA2;PSME4;PSMD1
RNA polymerase	4/31	0.02477950215130717	0.05653397527853784	0	0	3.559510567296997	13.16213924353012	POLR2A;POLR3B;POLR1A;POLR3H
Pancreatic secretion	8/98	0.025947399910061	0.05876322920807933	0	0	2.251935256861365	8.223355654968147	RAP1A;GNAQ;ITPR1;GNAS;ATP2A2;ITPR3;RAC1;PRSS3
NOD-like receptor signaling pathway	12/178	0.029090804794102466	0.06540122537652233	0	0	1.8597442851607904	6.578535094048924	JUN;HSP90AB1;TRAF3;PRKCD;ITPR1;BCL2;MFN2;MAPK1;VDAC1;ITPR3;MYD88;BCL2L1
Vibrio cholerae infection	5/50	0.034176107492569385	0.07627710947616935	0	0	2.7586206896551726	9.313733766578114	SEC61A1;GNAS;PRKACA;ACTB;ATP6V1C1
Epithelial cell signaling in Helicobacter pylori infection	6/68	0.03645982999576572	0.08078868804817152	0	0	2.4340770791075053	8.060553766740655	CDC42;JUN;PTPN11;RAC1;EGFR;ATP6V1C1
Insulin secretion	7/86	0.036469362795255644	0.08023259814956242	0	0	2.245388933440257	7.435117634121213	RIMS2;GNA11;GNAQ;SLC2A1;GNAS;ITPR3;PRKACA
Thermogenesis	14/231	0.042515346670090375	0.09287040265523287	0	0	1.671891327063741	5.279649187230476	SMARCD2;ACTB;RPTOR;NRAS;RPS6KB1;RPS6KA2;GNAS;KRAS;PRKACA;NDUFV2;SOS1;HRAS;MAP3K5;FGFR1
TGF-beta signaling pathway	7/90	0.044914749637862954	0.09742072456663232	0	0	2.145593869731801	6.657754258740001	PPP2CA;RPS6KB1;MYC;CUL1;MAPK1;INHBA;TGFBR1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	6/72	0.04620096483688613	0.09950977041790858	0	0	2.2988505747126435	7.068401372867186	TCF7L2;ITGB4;ATP2A2;CTNNB1;DMD;ACTB
Bile secretion	6/72	0.04620096483688613	0.09881873034556199	0	0	2.2988505747126435	7.068401372867186	SCARB1;RXRA;SLC2A1;GNAS;HMGCR;PRKACA
Dilated cardiomyopathy (DCM)	7/91	0.04720647461947161	0.10027306332963624	0	0	2.1220159151193636	6.478990390783643	ITGB4;GNAS;ATP2A2;DMD;PRKACA;ACTB;TTN
Protein export	3/23	0.049010199374592285	0.10339137950256455	0	0	3.598200899550225	10.851191071771888	SEC61A1;HSPA5;SEC62
Inositol phosphate metabolism	6/74	0.051622210758209136	0.10816082254100962	0	0	2.236719478098789	6.6291964765492555	ITPKB;MTMR3;PIK3CA;ITPK1;INPPL1;PIK3C2B
Thyroid hormone synthesis	6/74	0.051622210758209136	0.10743000617248928	0	0	2.236719478098789	6.6291964765492555	HSPA5;GNAQ;ITPR1;GNAS;ITPR3;PRKACA
Toxoplasmosis	8/113	0.05314890356630231	0.10986484764041014	0	0	1.953005797985963	5.731403705244813	STAT3;BCL2;AKT1;MAPK1;JAK2;MYD88;BCL2L1;GNAI2
Glutamatergic synapse	8/114	0.05543547553426484	0.11382750976369045	0	0	1.9358741681790683	5.599584827708332	GNAQ;GNB1;ITPR1;GNAS;MAPK1;ITPR3;PRKACA;GNAI2
NF-kappa B signaling pathway	7/95	0.05711062467769426	0.11649054570019755	0	0	2.0326678765880217	5.819050673687901	CSNK2A1;PARP1;TRAF3;BCL2;CARD11;MYD88;BCL2L1
Ribosome biogenesis in eukaryotes	7/101	0.07421250831028854	0.15037797736558467	0	0	1.9119153294639812	4.972552535838857	FBL;NXF1;XPO1;CSNK2A1;XRN2;GTPBP4;MDN1
Carbohydrate digestion and absorption	4/44	0.07432234534059988	0.14961622460722068	0	0	2.5078369905956115	6.5187301006813945	PIK3CA;PIK3R3;AKT1;PIK3R2
Basal transcription factors	4/45	0.07934825469144668	0.15869650938289337	0	0	2.452107279693487	6.213416281547155	GTF2A1;TAF15;GTF2B;TAF1
Retrograde endocannabinoid signaling	9/148	0.08987890965166209	0.17859809143685113	0	0	1.6775396085740915	4.041682696375582	KCNJ5;GNAQ;GNB1;ITPR1;MAPK1;ITPR3;PRKACA;NDUFV2;GNAI2
Huntington disease	11/193	0.09328867943796551	0.18418534145444473	0	0	1.5722708593889585	3.7295153330950566	HDAC2;POLR2A;SIN3A;GNAQ;ITPR1;TFAM;HTT;VDAC1;NDUFV2;SOD2;RCOR1
Amphetamine addiction	5/68	0.10011041508665164	0.19639495443750768	0	0	2.028397565922921	4.668319576579636	JUN;GNAS;PRKACA;CALM2;PPP1CA
Cocaine addiction	4/49	0.10106568331074012	0.19701411683359465	0	0	2.251935256861365	5.16140102734269	JUN;GNAS;PRKACA;GNAI2
Cholesterol metabolism	4/50	0.10688217146815475	0.20704219378736896	0	0	2.2068965517241383	4.93468304004413	ABCA1;SCARB1;LRP1;VDAC1
Salivary secretion	6/90	0.10837554280822406	0.20862291990583132	0	0	1.8390804597701151	4.08671785799156	GNAQ;ITPR1;GNAS;ITPR3;PRKACA;CALM2
Morphine addiction	6/91	0.11269336121937878	0.21558729972402899	0	0	1.8188707843880259	3.970749101323507	KCNJ5;GNB1;GNAS;PRKACA;PDE7A;GNAI2
Amyotrophic lateral sclerosis (ALS)	4/51	0.11284629771201814	0.21454728206976287	0	0	2.1636240703177823	4.720440477980354	BCL2;RAC1;MAP3K5;BCL2L1
Base excision repair	3/33	0.11627944583254544	0.21971821666517788	0	0	2.5078369905956115	5.396260737566899	PCNA;PARP1;XRCC1
p53 signaling pathway	5/72	0.11994219331549491	0.22525728988519775	0	0	1.9157088122605366	4.062730602751847	CCND3;CCND2;BCL2;PPM1D;BCL2L1
PPAR signaling pathway	5/74	0.130497881345723	0.24359604517868294	0	0	1.8639328984156573	3.7957097618822946	RXRA;SCD;UBC;ILK;AQP7
Pertussis	5/76	0.14145733885810408	0.2624630142668437	0	0	1.8148820326678765	3.5494684201916904	JUN;MAPK1;CALM2;MYD88;GNAI2
Antigen processing and presentation	5/77	0.14708265851763971	0.271266220499599	0	0	1.7913121361397224	3.4335164306230506	HSP90AB1;HSPA5;NFYA;HLA-A;CALR
Alzheimer disease	9/171	0.16938856891866125	0.3105457096842123	0	0	1.4519056261343013	2.577945522845807	RTN3;LRP1;GNAQ;ITPR1;ATP2A2;MAPK1;ITPR3;NDUFV2;CALM2
Other types of O-glycan biosynthesis	2/22	0.1888538102089987	0.3441832754104828	0	0	2.5078369905956115	4.180017690730159	B4GALT1;GXYLT1
Terpenoid backbone biosynthesis	2/22	0.1888538102089987	0.3421586679080682	0	0	2.5078369905956115	4.180017690730159	HMGCS1;HMGCR
Hypertrophic cardiomyopathy (HCM)	5/85	0.19524254575549246	0.35166493621457123	0	0	1.622718052738337	2.650730497265656	ITGB4;ATP2A2;DMD;ACTB;TTN
Mismatch repair	2/23	0.20217225307594888	0.3620293834150713	0	0	2.39880059970015	3.834807093147041	PCNA;MSH3
Necroptosis	8/162	0.2351729223213185	0.41868936459517975	0	0	1.362281822051937	1.971813293513922	HSP90AB1;PARP1;STAT3;BCL2;CHMP4B;VDAC1;JAK2;HIST1H2AC
Cysteine and methionine metabolism	3/47	0.24216776937244505	0.42866478716501766	0	0	1.760821716801174	2.4970644715788946	AMD1;DNMT3B;SMS
Endocrine and other factor-regulated calcium reabsorption	3/48	0.25195224921906967	0.44343595862556257	0	0	1.7241379310344829	2.376751201123449	GNAQ;GNAS;PRKACA
Notch signaling pathway	3/48	0.25195224921906967	0.4409164361333719	0	0	1.7241379310344829	2.376751201123449	HDAC2;SNW1;CTBP2
Malaria	3/49	0.26179267761844033	0.4555488401496024	0	0	1.688951442646024	2.2635367689278647	LRP1;CD81;MYD88
Ovarian steroidogenesis	3/49	0.26179267761844033	0.4529895770026945	0	0	1.688951442646024	2.2635367689278647	SCARB1;GNAS;PRKACA
Phototransduction	2/28	0.26981445494207196	0.46426174369920764	0	0	1.9704433497536946	2.5813216948470146	GNB1;CALM2
Leishmaniasis	4/74	0.2805759664392863	0.480096653685001	0	0	1.4911463187325258	1.8951139095476424	JUN;MAPK1;JAK2;MYD88
Glyoxylate and dicarboxylate metabolism	2/30	0.2969640820863506	0.5053311452077126	0	0	1.8390804597701151	2.232908658811856	CS;ACO2
Synthesis and degradation of ketone bodies	1/10	0.3087940638898467	0.5225745696597406	0	0	2.7586206896551726	3.2416018873680685	HMGCS1
Phagosome	7/152	0.3137575160518858	0.5280727592567258	0	0	1.2704174228675136	1.4725850876505437	SCARB1;SEC61A1;HLA-A;CALR;RAC1;ACTB;ATP6V1C1
Legionellosis	3/55	0.32155236281501537	0.5382506942773083	0	0	1.5047021943573669	1.707227402970588	EEF1A1;VCP;MYD88
Herpes simplex virus 1 infection	20/492	0.33126018393991136	0.5515034413702308	0	0	1.1213905242500701	1.2389696194950912	PIK3R3;PTPN11;PIK3R2;HLA-A;POU2F2;EIF2S1;PPP1CA;NXF1;PIK3CA;ZNF717;TRAF3;SRSF2;BCL2;AKT1;CALR;JAK2;SRSF6;SRSF7;MYD88;BCL2L1
Glutathione metabolism	3/56	0.3315606198339583	0.5490358651013933	0	0	1.477832512315271	1.6314452524333363	IDH1;IDH2;SMS
Peroxisome	4/83	0.35472523260970446	0.5842533242983368	0	0	1.3294557540506857	1.3778636069363002	IDH1;IDH2;HACL1;SOD2
DNA replication	2/36	0.37701169592627837	0.6176574592834774	0	0	1.5325670498084292	1.4949870779129804	PCNA;MCM6
Non-homologous end-joining	1/13	0.38130907845557876	0.6213925722979803	0	0	2.1220159151193636	2.045931041235168	RAD50
African trypanosomiasis	2/37	0.39001724873436516	0.6322384874220235	0	0	1.4911463187325258	1.4040101596457633	GNAQ;MYD88
Basal cell carcinoma	3/63	0.40112980019646804	0.6468480547670793	0	0	1.3136288998357963	1.1999608706591394	TCF7L2;SMO;CTNNB1
Inflammatory bowel disease (IBD)	3/65	0.4206784719533935	0.6748383820919021	0	0	1.2732095490716182	1.1024549114001545	JUN;STAT3;RORA
Rheumatoid arthritis	4/91	0.42072563500961885	0.6714170755593917	0	0	1.2125805229253508	1.0498211214088404	JUN;FLT1;ATP6V1C1;VEGFA
Ferroptosis	2/40	0.42826487474269376	0.6799256774265448	0	0	1.3793103448275863	1.1696736670314787	MAP1LC3B;PCBP1
Th1 and Th2 cell differentiation	4/92	0.4288853663052881	0.6774189375488653	0	0	1.199400299850075	1.0153710430836997	JUN;NFATC3;MAPK1;JAK2
IL-17 signaling pathway	4/93	0.4370146656979419	0.6867373318110516	0	0	1.1865035224323324	0.9821740001484859	JUN;HSP90AB1;TRAF3;MAPK1
Fat digestion and absorption	2/41	0.4407329218504985	0.6890646696951956	0	0	1.3456686291000843	1.102528116243448	ABCA1;SCARB1
Selenocompound metabolism	1/17	0.4663161949189778	0.7253807476517432	0	0	1.622718052738337	1.2379575579468598	MARS
