Gene	Gene ID	Gene type	Drug Name	Cell_Line	Time	Dose	P-value	Q-value	Log2(fold Change)
USP8	9101	CGC-OG	estradiol	HL60	6h	0.01μM	0.00520673	0.292965	-0.395492
USP8	9101	CGC-OG	tanespimycin	HL60	6h	1.0μM	0.00607848	0.0219068	-0.414663
USP8	9101	CGC-OG	tretinoin	HL60	6h	1.0μM	0.00663703	0.0386389	-0.464458
USP8	9101	CGC-OG	geldanamycin	HL60	6h	1.0μM	0.00889372	0.0532724	-0.522794
USP8	9101	CGC-OG	lycorine	MCF7	6h	12.4μM	0.00945783	0.0429591	-0.645686
CACNA1D	776	CGC-OG	tretinoin	MCF7	6h	1.0μM	6.27304e-09	1.68924e-07	-0.425064
CACNA1D	776	CGC-OG	cephaeline	MCF7	6h	6.0μM	0.00966342	0.0208539	-0.343666
NOTCH2NL	100996763	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	6.5861e-44	2.35418e-43	-0.547546
NOTCH2NL	100996763	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	3.37133e-12	3.4211e-11	-0.464793
NOTCH2NL	100996763	Novel DORGE-OG	tanespimycin	PC3	6h	1.0μM	6.11622e-10	5.28416e-08	-0.586777
NOTCH2NL	100996763	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	6.65044e-10	1.69615e-09	-0.344302
NOTCH2NL	100996763	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	4.14561e-09	8.02108e-08	-0.625381
NOTCH2NL	100996763	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	4.62543e-09	2.53838e-08	-0.340473
NOTCH2NL	100996763	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	8.83192e-09	1.12465e-07	-1.11697
NOTCH2NL	100996763	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	2.75446e-08	1.06923e-06	-0.642278
NOTCH2NL	100996763	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	3.53671e-08	1.69688e-07	-0.303223
NOTCH2NL	100996763	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	6.73433e-08	5.23964e-07	-1.00133
NOTCH2NL	100996763	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	6.75207e-08	5.93238e-07	-1.00402
NOTCH2NL	100996763	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	1.94875e-06	1.79057e-05	-0.911864
NOTCH2NL	100996763	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	3.13032e-06	1.27103e-05	-0.75552
NOTCH2NL	100996763	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.000197126	0.00235268	-0.526109
NOTCH2NL	100996763	Novel DORGE-OG	methotrexate	MCF7	6h	8.8μM	0.000231651	0.00320932	-0.453434
NOTCH2NL	100996763	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	0.000421662	0.000857593	-0.215436
NOTCH2NL	100996763	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.000592441	0.00357968	-0.337128
NOTCH2NL	100996763	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	0.000964016	0.00970334	-0.496
NOTCH2NL	100996763	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	0.00109945	0.00506977	-0.223685
NOTCH2NL	100996763	Novel DORGE-OG	valproicacid	HL60	6h	200.0μM	0.00394825	0.0563343	-0.42789
NOTCH2NL	100996763	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	0.00749326	0.0250332	-0.243069
NOTCH2NL	100996763	Novel DORGE-OG	PF-00562151-00	MCF7	6h	10.0μM	0.0083317	0.275646	-0.420128
KIAA0174	null	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	7.26851e-12	2.87071e-10	-0.589039
KIAA0174	null	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.42658e-11	3.77619e-10	-1.50907
KIAA0174	null	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	2.3368e-10	2.39672e-09	-1.09793
KIAA0174	null	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.40571e-09	2.26828e-08	-1.19052
KIAA0174	null	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	1.50423e-08	2.69268e-07	-1.2619
KIAA0174	null	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	3.31697e-08	1.92924e-07	-0.308753
KIAA0174	null	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	1.23683e-07	4.82363e-06	-0.735449
KIAA0174	null	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	8.70496e-07	4.59046e-05	-0.605456
KIAA0174	null	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	2.98036e-06	5.63505e-05	-0.351042
KIAA0174	null	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	6.28644e-06	0.000146212	-0.463653
KIAA0174	null	Novel DORGE-OG	thioridazine	HL60	6h	10.0μM	0.000570073	0.007036	-0.360557
KIAA0174	null	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.000861157	0.00765846	-0.766265
KIAA0174	null	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	0.00234597	0.0132707	-0.204445
KIAA0174	null	Novel DORGE-OG	trifluoperazine	HL60	6h	10.0μM	0.00322568	0.0991665	-0.320536
KIAA0174	null	Novel DORGE-OG	LY-294002	HL60	6h	0.1μM	0.00462144	0.859414	-0.284936
KIAA0174	null	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.0076711	0.0307425	-0.236755
CHD3	1107	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	7.736e-11	4.99166e-10	-0.299563
CHD3	1107	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	9.54128e-07	9.74574e-06	-0.484351
CHD3	1107	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.000128636	0.000959447	-0.328303
CHD3	1107	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	0.000257609	0.00202586	-0.240504
CHD3	1107	Novel DORGE-OG	methotrexate	PC3	6h	8.8μM	0.000914108	0.134071	-0.533526
CHD3	1107	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	0.00114924	0.00474376	-0.2283
CHD3	1107	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	0.00368956	0.0118886	-0.455989
CHD3	1107	Novel DORGE-OG	biperiden	MCF7	6h	11.4μM	0.00453248	0.501325	-0.331861
CHD3	1107	Novel DORGE-OG	loperamide	MCF7	6h	7.8μM	0.00458703	0.0670538	-0.388009
CHD3	1107	Novel DORGE-OG	clofazimine	MCF7	6h	8.4μM	0.0094334	0.149125	-0.299303
CHD3	1107	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	0.00956091	0.0264975	-0.377125
ETV5	2119	CGC-OG	trichostatinA	MCF7	6h	0.1μM	0	0	-1.01034
ETV5	2119	CGC-OG	trichostatinA	PC3	6h	0.1μM	1.02463e-41	7.21416e-41	-1.06214
ETV5	2119	CGC-OG	trichostatinA	MCF7	6h	1.0μM	1.74944e-21	9.66896e-21	-0.86075
ETV5	2119	CGC-OG	phenoxybenzamine	MCF7	6h	11.8μM	1.99018e-09	5.64006e-08	-1.17103
ETV5	2119	CGC-OG	trichostatinA	PC3	6h	1.0μM	8.87631e-08	3.34434e-07	-0.557355
ETV5	2119	CGC-OG	PF-00562151-00	MCF7	6h	10.0μM	1.39823e-07	0.000289922	-1.24249
ETV5	2119	CGC-OG	ionomycin	MCF7	6h	2.0μM	1.96558e-07	4.20686e-05	-0.98683
ETV5	2119	CGC-OG	thioridazine	MCF7	6h	10.0μM	8.10716e-07	1.2196e-05	-0.632091
ETV5	2119	CGC-OG	helveticoside	MCF7	6h	7.4μM	1.01155e-06	7.69706e-06	-0.794206
ETV5	2119	CGC-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.36338e-06	1.52809e-05	-0.64889
ETV5	2119	CGC-OG	trichostatinA	HL60	6h	0.1μM	2.30453e-06	9.4873e-06	-0.317196
ETV5	2119	CGC-OG	lanatosideC	MCF7	6h	4.0μM	3.49673e-06	2.12416e-05	-0.770063
ETV5	2119	CGC-OG	LY-294002	MCF7	6h	10.0μM	1.62163e-05	6.62552e-05	-0.363217
ETV5	2119	CGC-OG	cloperastine	MCF7	6h	11.0μM	2.60095e-05	0.00380687	-0.792592
ETV5	2119	CGC-OG	LY-294002	PC3	6h	10.0μM	6.74762e-05	0.000708415	-0.489007
ETV5	2119	CGC-OG	digoxigenin	MCF7	6h	10.2μM	8.28719e-05	0.000481105	-0.58387
ETV5	2119	CGC-OG	equilin	MCF7	6h	15.0μM	0.000112578	0.010942	-0.53952
ETV5	2119	CGC-OG	rottlerin	MCF7	6h	10.0μM	0.000118965	0.00519313	-0.560825
ETV5	2119	CGC-OG	ikarugamycin	MCF7	6h	2.0μM	0.000204245	0.195463	-0.496632
ETV5	2119	CGC-OG	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.000353939	0.0114671	-0.512444
ETV5	2119	CGC-OG	diethylstilbestrol	MCF7	6h	15.0μM	0.00044941	0.0386477	-0.579295
ETV5	2119	CGC-OG	promazine	MCF7	6h	12.4μM	0.000963173	0.203099	-0.493403
ETV5	2119	CGC-OG	valproicacid	MCF7	6h	1000.0μM	0.00105199	0.0211899	-0.383415
ETV5	2119	CGC-OG	amiodarone	MCF7	6h	5.8μM	0.00169915	0.0997128	-0.493316
ETV5	2119	CGC-OG	clofazimine	MCF7	6h	8.4μM	0.00245235	0.0740586	-0.491465
ETV5	2119	CGC-OG	dipyridamole	MCF7	6h	8.0μM	0.00364432	0.134478	-0.518814
ETV5	2119	CGC-OG	loperamide	MCF7	6h	7.8μM	0.00376144	0.0597891	-0.503721
ETV5	2119	CGC-OG	orphenadrine	MCF7	6h	13.0μM	0.00389372	0.782004	-0.435681
ETV5	2119	CGC-OG	geldanamycin	MCF7	6h	1.0μM	0.00422521	0.0151356	-0.251262
ETV5	2119	CGC-OG	haloperidol	MCF7	6h	10.6μM	0.00476112	0.339397	-0.4873
ETV5	2119	CGC-OG	medrysone	MCF7	6h	11.6μM	0.00646497	0.470314	-0.420124
ETV5	2119	CGC-OG	thioridazine	PC3	6h	10.0μM	0.00750856	0.065077	-0.474041
ETV5	2119	CGC-OG	cephaeline	MCF7	6h	6.0μM	0.00796549	0.0174839	-0.421157
ASAP2	8853	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	5.37658e-15	1.64349e-14	-0.582705
ASAP2	8853	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	2.56765e-08	1.25075e-07	-0.41773
ASAP2	8853	Novel DORGE-OG	LY-294002	PC3	6h	10.0μM	1.05447e-07	3.19188e-06	-0.868928
ASAP2	8853	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	4.19932e-07	6.0678e-06	-0.752371
ASAP2	8853	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	2.44456e-05	0.0010823	-1.0717
ASAP2	8853	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	6.53917e-05	0.000477429	-0.552657
ASAP2	8853	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.000101958	0.000386254	-1.44113
ASAP2	8853	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	0.000157817	0.000516685	-0.505046
ASAP2	8853	Novel DORGE-OG	sirolimus	PC3	6h	0.1μM	0.00151099	0.0166209	-0.524058
DDR2	4921	CGC-OG	sulfamethoxypyridazine	MCF7	6h	14.2μM	0.00340832	0.6558	-0.276723
DDR2	4921	CGC-OG	AG-013608	MCF7	6h	10.0μM	0.0070853	0.367548	-0.399289
ZNF750	79755	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	4.609e-12	8.14496e-11	-1.40352
ZNF750	79755	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	2.55203e-09	3.79329e-08	-1.09578
ZNF750	79755	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.14953e-05	6.26424e-05	-0.656919
ZNF750	79755	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	2.79066e-05	0.000187427	-0.644905
ZNF750	79755	Novel DORGE-OG	acetylsalicylicacid	HL60	6h	100.0μM	0.0082447	0.735179	-0.401453
MEIS2	4212	Novel DORGE-OG	tretinoin	MCF7	6h	1.0μM	4.92136e-08	1.15088e-06	-0.979229
MEIS2	4212	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	1.48484e-07	7.71311e-07	-1.64545
MEIS2	4212	Novel DORGE-OG	lycorine	MCF7	6h	12.4μM	0.000463624	0.00507622	-1.23218
MEIS2	4212	Novel DORGE-OG	AG-013608	MCF7	6h	10.0μM	0.000470868	0.234682	-0.661156
MEIS2	4212	Novel DORGE-OG	meclozine	MCF7	6h	8.6μM	0.00443702	0.132663	-0.746495
MEIS2	4212	Novel DORGE-OG	deferoxamine	MCF7	6h	6.0μM	0.008265	0.999533	-0.600879
MEIS2	4212	Novel DORGE-OG	indapamide	MCF7	6h	10.6μM	0.00934424	0.999877	-0.683139
MEIS2	4212	Novel DORGE-OG	valproicacid	MCF7	6h	1000.0μM	0.00969735	0.08884	-0.503176
TNS1	7145	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	7.00649e-45	5.1848e-44	-0.47541
TNS1	7145	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	3.45713e-36	1.09888e-35	-0.260602
TNS1	7145	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	2.40015e-07	8.58299e-07	-0.274225
TNS1	7145	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	1.67374e-05	3.72771e-05	-0.149183
TNS1	7145	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	0.00224083	0.00552371	-0.313922
TNS1	7145	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.00705172	0.0404102	-0.230647
CTIF	9811	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	2.04318e-29	5.86506e-29	-0.29548
CTIF	9811	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	8.00333e-09	1.95579e-08	-0.196005
CTIF	9811	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	1.55485e-07	3.89682e-07	-0.247246
CTIF	9811	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	2.96413e-06	1.20552e-05	-0.179037
CTIF	9811	Novel DORGE-OG	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00216368	0.147903	-0.281049
CTIF	9811	Novel DORGE-OG	equilin	MCF7	6h	15.0μM	0.00311932	0.101857	-0.25266
CTIF	9811	Novel DORGE-OG	alfuzosin	MCF7	6h	9.4μM	0.00554974	0.368957	-0.268041
CTIF	9811	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.00885914	0.0346484	-0.21926
RIT1	6016	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	6.69426e-22	2.79546e-19	-1.70718
RIT1	6016	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	1.34541e-18	5.57941e-15	-2.49656
RIT1	6016	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	4.49024e-13	7.25494e-11	-2.13343
RIT1	6016	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	1.0119e-11	3.80335e-10	-0.538782
RIT1	6016	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	1.25625e-11	7.10407e-09	-0.960668
RIT1	6016	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	1.00824e-10	6.4227e-10	-0.405479
RIT1	6016	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	1.63446e-10	2.98157e-09	-1.79449
RIT1	6016	Novel DORGE-OG	fulvestrant	MCF7	6h	1.0μM	2.0222e-10	6.76297e-09	-0.585191
RIT1	6016	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	5.9258e-10	1.07782e-08	-1.67517
RIT1	6016	Novel DORGE-OG	thioridazine	HL60	6h	10.0μM	3.23317e-08	7.31344e-06	-0.880284
RIT1	6016	Novel DORGE-OG	fulvestrant	MCF7	6h	0.01μM	3.83067e-08	2.45048e-06	-0.697887
RIT1	6016	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	5.4767e-08	9.62368e-07	-1.13411
RIT1	6016	Novel DORGE-OG	thioridazine	MCF7	6h	10.0μM	4.26472e-07	6.90851e-06	-0.597228
RIT1	6016	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	2.08739e-06	3.81563e-06	-0.22395
RIT1	6016	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	4.02409e-06	0.000141824	-0.618837
RIT1	6016	Novel DORGE-OG	prochlorperazine	MCF7	6h	10.0μM	1.26782e-05	0.000319938	-0.530435
RIT1	6016	Novel DORGE-OG	tanespimycin	PC3	6h	1.0μM	1.31341e-05	0.000254519	-0.474231
RIT1	6016	Novel DORGE-OG	tretinoin	MCF7	6h	1.0μM	2.15181e-05	0.000292575	-0.424645
RIT1	6016	Novel DORGE-OG	genistein	HL60	6h	10.0μM	7.46575e-05	0.00426061	-0.483637
RIT1	6016	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.000150714	0.00137567	-0.393191
RIT1	6016	Novel DORGE-OG	trifluoperazine	MCF7	6h	10.0μM	0.000280157	0.0031457	-0.394556
RIT1	6016	Novel DORGE-OG	clofazimine	MCF7	6h	8.4μM	0.000294667	0.0201426	-0.535924
RIT1	6016	Novel DORGE-OG	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.000616201	0.0269935	-0.721959
RIT1	6016	Novel DORGE-OG	valproicacid	MCF7	6h	500.0μM	0.000624933	0.0128086	-0.40302
RIT1	6016	Novel DORGE-OG	valproicacid	MCF7	6h	200.0μM	0.000860008	0.0507078	-0.379788
RIT1	6016	Novel DORGE-OG	prochlorperazine	HL60	6h	10.0μM	0.00119145	0.0485995	-0.412029
RIT1	6016	Novel DORGE-OG	trifluoperazine	HL60	6h	10.0μM	0.0014803	0.0609816	-0.374939
RIT1	6016	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	0.00238787	0.0288983	-0.557955
RIT1	6016	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	0.00281139	0.00534563	-0.216347
RIT1	6016	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	0.00313837	0.0147393	-0.342443
RIT1	6016	Novel DORGE-OG	cloperastine	MCF7	6h	11.0μM	0.00389428	0.109861	-0.562598
RIT1	6016	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.00509079	0.0138952	-0.290084
RIT1	6016	Novel DORGE-OG	alvespimycin	HL60	6h	0.1μM	0.00579067	0.11381	-0.313116
HGF	3082	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	1.84728e-06	4.06474e-06	-0.167808
HGF	3082	Novel DORGE-OG	ionomycin	MCF7	6h	2.0μM	0.00320937	0.0203195	-0.413348
SUPT5H	6829	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	1.03084e-10	2.71824e-10	-0.336272
SUPT5H	6829	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	0.000437132	0.00241383	-0.635984
SUPT5H	6829	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	0.0017821	0.00531299	-0.548614
SUPT5H	6829	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	0.00380154	0.00831195	-0.24534
SUPT5H	6829	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	0.00612193	0.0154681	-0.132812
HSPD1	3329	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	1.12104e-44	4.18288e-42	-0.667307
HSPD1	3329	Novel DORGE-OG	geldanamycin	MCF7	6h	1.0μM	8.07052e-25	1.70178e-22	-0.696935
HSPD1	3329	Novel DORGE-OG	alvespimycin	MCF7	6h	0.1μM	9.60551e-19	1.9917e-16	-0.711899
HSPD1	3329	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	4.62592e-17	1.15102e-14	-0.686216
HSPD1	3329	Novel DORGE-OG	tanespimycin	PC3	6h	1.0μM	6.96024e-13	1.88244e-10	-0.626078
HSPD1	3329	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.03277e-09	4.33042e-08	-0.357283
HSPD1	3329	Novel DORGE-OG	geldanamycin	HL60	6h	1.0μM	1.17523e-08	2.19679e-06	-0.666058
HSPD1	3329	Novel DORGE-OG	alvespimycin	HL60	6h	0.1μM	2.59853e-08	1.34701e-05	-0.635502
HSPD1	3329	Novel DORGE-OG	monorden	MCF7	6h	0.1μM	4.4329e-08	1.28255e-05	-0.717529
HSPD1	3329	Novel DORGE-OG	phenoxybenzamine	MCF7	6h	11.8μM	2.11692e-06	2.28418e-05	-0.596392
HSPD1	3329	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	1.92882e-05	0.000270841	-0.472386
HSPD1	3329	Novel DORGE-OG	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.00036405	0.0199715	-0.475241
TOM1L2	146691	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	2.2664e-23	5.9211e-23	-0.360643
TOM1L2	146691	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	3.5552e-22	1.36809e-21	-0.516657
TOM1L2	146691	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	2.83471e-05	8.08126e-05	-0.38077
TOM1L2	146691	Novel DORGE-OG	fulvestrant	HL60	6h	1.0μM	0.00296231	0.539294	-0.431682
TOM1L2	146691	Novel DORGE-OG	alvespimycin	HL60	6h	0.1μM	0.00966478	0.151435	-0.336822
ZFC3H1	196441	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	4.09318e-35	2.30214e-34	-0.776533
ZFC3H1	196441	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	4.72317e-30	1.36749e-29	-0.470558
ZFC3H1	196441	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	5.06195e-13	1.71223e-12	-0.459231
ZFC3H1	196441	Novel DORGE-OG	trichostatinA	PC3	6h	1.0μM	2.663e-10	1.34349e-09	-0.538635
ZFC3H1	196441	Novel DORGE-OG	clofazimine	MCF7	6h	8.4μM	7.94362e-05	0.0101115	-0.591284
ZFC3H1	196441	Novel DORGE-OG	haloperidol	MCF7	6h	10.6μM	0.000115522	0.0449128	-0.65024
ZFC3H1	196441	Novel DORGE-OG	methotrexate	MCF7	6h	8.8μM	0.00232507	0.019392	-0.531682
ZFC3H1	196441	Novel DORGE-OG	clozapine	MCF7	6h	12.2μM	0.0026172	0.37628	-0.390153
ZFC3H1	196441	Novel DORGE-OG	prochlorperazine	MCF7	6h	10.0μM	0.00287868	0.0238598	-0.295417
ZFC3H1	196441	Novel DORGE-OG	PF-00562151-00	PC3	6h	10.0μM	0.00482557	0.292853	-0.394957
PDGFB	5155	CGC-OG	cephaeline	MCF7	6h	6.0μM	2.8886e-09	2.21697e-08	-0.657817
EPB41L3	23136	Novel DORGE-OG	haloperidol	MCF7	6h	10.0μM	0.00833101	0.273476	-0.286536
TRIM8	81603	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	7.39434e-06	2.79614e-05	-0.593306
TRIM8	81603	Novel DORGE-OG	thioridazine	PC3	6h	10.0μM	5.55852e-05	0.00188429	-0.674815
TRIM8	81603	Novel DORGE-OG	wortmannin	MCF7	6h	0.01μM	0.000140237	0.00166637	-0.201516
TRIM8	81603	Novel DORGE-OG	sirolimus	HL60	6h	0.1μM	0.00129868	0.0776772	-0.265915
TRIM8	81603	Novel DORGE-OG	LY-294002	HL60	6h	10.0μM	0.002745	0.0148999	-0.221876
TRIM8	81603	Novel DORGE-OG	sirolimus	PC3	6h	0.1μM	0.00401315	0.0344804	-0.381285
TRIM8	81603	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	0.00582754	0.034856	-0.230277
TCEB3	6924	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	1.38869e-05	5.01646e-05	-0.434189
TCEB3	6924	Novel DORGE-OG	pioglitazone	PC3	6h	10.0μM	0.00414576	0.0497372	-0.353601
TCEB3	6924	Novel DORGE-OG	lorglumide	MCF7	6h	8.4μM	0.00662603	0.173144	-0.265982
ZC3H4	23211	Novel DORGE-OG	LY-294002	MCF7	6h	10.0μM	1.61455e-07	8.62829e-07	-0.240559
ZC3H4	23211	Novel DORGE-OG	sirolimus	MCF7	6h	0.1μM	2.77269e-06	2.49964e-05	-0.231869
ZC3H4	23211	Novel DORGE-OG	wortmannin	HL60	6h	0.01μM	0.00196133	0.116112	-0.332734
TBC1D2B	23102	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	3.43318e-43	1.21212e-42	-0.370659
TBC1D2B	23102	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	1.15195e-09	3.25861e-09	-0.29217
TBC1D2B	23102	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	0.00282859	0.0113518	-0.207318
TBC1D2B	23102	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	0.00340152	0.00614646	-0.0938794
RTN4	57142	Novel DORGE-OG	trichostatinA	MCF7	6h	0.1μM	4.54412e-25	1.21944e-24	-0.249715
RTN4	57142	Novel DORGE-OG	trichostatinA	HL60	6h	0.1μM	6.04604e-13	4.88117e-12	-0.337319
RTN4	57142	Novel DORGE-OG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	3.00261e-09	2.5053e-07	-0.744955
RTN4	57142	Novel DORGE-OG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.27107e-06	2.42527e-05	-0.335588
RTN4	57142	Novel DORGE-OG	thioridazine	HL60	6h	10.0μM	9.61045e-06	0.000318245	-0.425229
RTN4	57142	Novel DORGE-OG	trichostatinA	HL60	6h	1.0μM	1.68647e-05	7.50793e-05	-0.484615
RTN4	57142	Novel DORGE-OG	trichostatinA	MCF7	6h	1.0μM	4.94604e-05	0.00010737	-0.161569
RTN4	57142	Novel DORGE-OG	trichostatinA	PC3	6h	0.1μM	7.33719e-05	0.000148765	-0.165041
RTN4	57142	Novel DORGE-OG	prochlorperazine	MCF7	6h	10.0μM	0.000680838	0.0077638	-0.252556
RTN4	57142	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	0.000715131	0.00276646	-0.397746
RTN4	57142	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	0.00837659	0.0271693	-0.238181
DNAJB12	54788	Novel DORGE-OG	tretinoin	HL60	6h	1.0μM	3.32418e-10	7.12905e-08	-1.10717
DNAJB12	54788	Novel DORGE-OG	digoxigenin	MCF7	6h	10.2μM	9.62655e-07	9.63589e-06	-0.686837
DNAJB12	54788	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	5.79876e-06	3.66577e-05	-0.657572
DNAJB12	54788	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	2.1236e-05	0.000108678	-0.594176
DNAJB12	54788	Novel DORGE-OG	tanespimycin	MCF7	6h	1.0μM	0.000451876	0.00134557	-0.128234
DNAJB12	54788	Novel DORGE-OG	tanespimycin	HL60	6h	1.0μM	0.000659857	0.00319179	-0.222264
MAML1	9794	Novel DORGE-OG	cephaeline	MCF7	6h	6.0μM	3.70151e-07	1.7739e-06	-0.908005
MAML1	9794	Novel DORGE-OG	lanatosideC	MCF7	6h	4.0μM	9.41549e-06	5.21541e-05	-0.788484
MAML1	9794	Novel DORGE-OG	helveticoside	MCF7	6h	7.4μM	1.53371e-05	8.87073e-05	-0.772331
