Gene	Gene ID	Gene type	Drug Name	Cell_Line	Time	Dose	P-value	Q-value	Log2(fold Change)
FBXO5	26271	Novel DORGE-TSG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.00376989	0.113241	0.485306
FBXO5	26271	Novel DORGE-TSG	prochlorperazine	HL60	6h	10.0μM	0.00513913	0.109667	0.440525
FBXO5	26271	Novel DORGE-TSG	famprofazone	MCF7	6h	10.6μM	0.00701116	0.29967	0.429333
FBXO5	26271	Novel DORGE-TSG	valproicacid	MCF7	6h	200.0μM	0.00714431	0.160148	0.294557
FBXO5	26271	Novel DORGE-TSG	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00836261	0.0875751	0.42353
CDC123	8872	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	0.600323
CDC123	8872	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	2.31555e-16	9.31686e-16	0.521923
CDC123	8872	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	9.75225e-15	1.46531e-13	0.475756
CDC123	8872	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	2.57296e-14	2.05194e-12	1.6981
CDC123	8872	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	4.05813e-13	2.39402e-11	1.50995
CDC123	8872	Novel DORGE-TSG	sirolimus	MCF7	6h	0.1μM	1.50926e-10	3.5562e-09	0.406888
CDC123	8872	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	5.41336e-10	5.04873e-09	0.916239
CDC123	8872	Novel DORGE-TSG	LY-294002	PC3	6h	10.0μM	3.48575e-09	2.06506e-07	0.746742
CDC123	8872	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	4.42025e-09	9.64632e-08	1.50264
CDC123	8872	Novel DORGE-TSG	thioridazine	MCF7	6h	10.0μM	8.01379e-09	2.08576e-07	0.559566
CDC123	8872	Novel DORGE-TSG	tanespimycin	HL60	6h	1.0μM	3.44699e-07	3.9021e-06	0.44199
CDC123	8872	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	5.83288e-07	9.46113e-06	0.342463
CDC123	8872	Novel DORGE-TSG	thioridazine	HL60	6h	10.0μM	8.28957e-07	5.77134e-05	0.915643
CDC123	8872	Novel DORGE-TSG	prochlorperazine	MCF7	6h	10.0μM	9.11608e-07	3.84451e-05	0.414348
CDC123	8872	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.39932e-06	1.60009e-05	0.702122
CDC123	8872	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	1.96833e-05	0.000516624	0.38943
CDC123	8872	Novel DORGE-TSG	sirolimus	PC3	6h	0.1μM	7.91981e-05	0.00200265	0.486995
CDC123	8872	Novel DORGE-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.000112463	0.00111397	0.568169
CDC123	8872	Novel DORGE-TSG	geldanamycin	HL60	6h	1.0μM	0.000289431	0.00377048	0.517562
CDC123	8872	Novel DORGE-TSG	trifluoperazine	MCF7	6h	10.0μM	0.000404504	0.00422184	0.275441
CDC123	8872	Novel DORGE-TSG	fluphenazine	MCF7	6h	10.0μM	0.000480728	0.00647266	0.296562
CDC123	8872	Novel DORGE-TSG	wortmannin	HL60	6h	0.01μM	0.000548969	0.0588769	0.410289
CDC123	8872	Novel DORGE-TSG	wortmannin	MCF7	6h	0.01μM	0.000919186	0.00775294	0.250762
CDC123	8872	Novel DORGE-TSG	thioridazine	PC3	6h	10.0μM	0.00140464	0.0195691	0.423691
CDC123	8872	Novel DORGE-TSG	acetylsalicylicacid	MCF7	6h	100.0μM	0.00301405	0.167401	0.231766
CDC123	8872	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	0.00351425	0.00772178	0.187379
CDC123	8872	Novel DORGE-TSG	rottlerin	MCF7	6h	10.0μM	0.00410086	0.0487752	0.458397
CDC123	8872	Novel DORGE-TSG	genistein	HL60	6h	10.0μM	0.00541514	0.0651968	0.379289
CDC123	8872	Novel DORGE-TSG	sirolimus	HL60	6h	0.1μM	0.00571947	0.170229	0.293519
CDC123	8872	Novel DORGE-TSG	prochlorperazine	HL60	6h	10.0μM	0.00579477	0.117606	0.395207
CDC123	8872	Novel DORGE-TSG	trifluoperazine	HL60	6h	10.0μM	0.00595226	0.137705	0.365892
CDC123	8872	Novel DORGE-TSG	tretinoin	HL60	6h	1.0μM	0.00616277	0.0364579	0.355806
CDC123	8872	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	0.00996359	0.0447603	0.50299
NRIP1	8204	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	2.78133
NRIP1	8204	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	0	0	2.67668
NRIP1	8204	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	5.16743e-41	5.84434e-39	2.2183
NRIP1	8204	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	7.574e-36	7.13849e-34	0.989232
NRIP1	8204	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	2.11149e-24	3.80711e-22	1.03661
NRIP1	8204	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	3.28157e-23	6.69279e-21	1.91745
NRIP1	8204	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	3.15892e-17	3.4174e-15	0.912574
NRIP1	8204	Novel DORGE-TSG	alvespimycin	MCF7	6h	0.1μM	7.89994e-16	8.47269e-14	0.780127
NRIP1	8204	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	3.04957e-12	5.10365e-10	0.640008
NRIP1	8204	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.9526e-08	3.91181e-07	1.30978
NRIP1	8204	Novel DORGE-TSG	LY-294002	PC3	6h	10.0μM	2.75351e-08	1.06923e-06	0.904151
NRIP1	8204	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	3.19116e-08	5.17864e-07	0.395236
NRIP1	8204	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	4.8495e-07	2.269e-06	0.885999
NRIP1	8204	Novel DORGE-TSG	monorden	MCF7	6h	0.1μM	2.56815e-06	0.000329385	0.81682
NRIP1	8204	Novel DORGE-TSG	sirolimus	PC3	6h	0.1μM	3.41588e-06	0.000202366	0.742411
NRIP1	8204	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	2.37284e-05	0.000102147	1.19225
NRIP1	8204	Novel DORGE-TSG	methotrexate	PC3	6h	8.8μM	0.000271335	0.0969765	0.833436
NRIP1	8204	Novel DORGE-TSG	acetylsalicylicacid	MCF7	6h	100.0μM	0.000672534	0.0967981	0.251441
NRIP1	8204	Novel DORGE-TSG	dipyridamole	MCF7	6h	8.0μM	0.000950226	0.0802917	0.473884
NRIP1	8204	Novel DORGE-TSG	alpha-ergocryptine	MCF7	6h	7.0μM	0.00463677	0.206022	0.533575
NRIP1	8204	Novel DORGE-TSG	monastrol	MCF7	6h	100.0μM	0.00471436	0.0878795	0.441971
RCOR1	23186	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	1.70815e-05	0.000790001	0.984763
RCOR1	23186	Novel DORGE-TSG	methotrexate	MCF7	6h	8.8μM	1.84616e-05	0.000462134	0.578145
RCOR1	23186	Novel DORGE-TSG	tretinoin	MCF7	6h	1.0μM	4.35543e-05	0.000552354	0.351536
RCOR1	23186	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	0.000951253	0.00277613	0.235858
RCOR1	23186	Novel DORGE-TSG	sirolimus	MCF7	6h	0.1μM	0.00112895	0.00519423	0.23473
RCOR1	23186	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	0.00207311	0.00929424	0.467781
RCOR1	23186	Novel DORGE-TSG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.0036628	0.112804	0.424505
RCOR1	23186	Novel DORGE-TSG	estradiol	PC3	6h	0.01μM	0.00485782	0.336401	0.316986
RCOR1	23186	Novel DORGE-TSG	Prestwick-674	MCF7	6h	14.4μM	0.00653857	0.641008	0.512589
RCOR1	23186	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	0.00657091	0.0175313	0.622035
CBFA2T3	863	CGC-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	4.49471
CBFA2T3	863	CGC-TSG	trichostatinA	MCF7	6h	1.0μM	1.66063e-38	9.26455e-37	3.08246
CBFA2T3	863	CGC-TSG	tanespimycin	MCF7	6h	1.0μM	3.79286e-36	3.65791e-34	0.978715
CBFA2T3	863	CGC-TSG	fulvestrant	MCF7	6h	1.0μM	1.97526e-23	7.22772e-21	1.35882
CBFA2T3	863	CGC-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	6.36659e-19	1.46679e-16	1.06934
CBFA2T3	863	CGC-TSG	fulvestrant	MCF7	6h	0.01μM	5.86902e-17	2.92066e-14	1.11775
CBFA2T3	863	CGC-TSG	geldanamycin	MCF7	6h	1.0μM	9.97419e-17	4.51232e-15	0.930143
CBFA2T3	863	CGC-TSG	trichostatinA	HL60	6h	0.1μM	4.86011e-15	4.8064e-14	1.04923
CBFA2T3	863	CGC-TSG	alvespimycin	MCF7	6h	0.1μM	1.5287e-11	6.57942e-10	0.737637
CBFA2T3	863	CGC-TSG	trichostatinA	HL60	6h	1.0μM	1.09657e-10	1.97144e-09	3.20743
CBFA2T3	863	CGC-TSG	LY-294002	MCF7	6h	10.0μM	1.63177e-08	9.94653e-08	0.440855
CBFA2T3	863	CGC-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.73748e-07	2.63676e-06	1.63397
CBFA2T3	863	CGC-TSG	thioridazine	MCF7	6h	10.0μM	3.20456e-07	5.41683e-06	0.591541
CBFA2T3	863	CGC-TSG	valproicacid	HL60	6h	500.0μM	7.0903e-06	0.000400956	1.45264
CBFA2T3	863	CGC-TSG	tretinoin	HL60	6h	1.0μM	1.1724e-05	0.000241089	1.17091
CBFA2T3	863	CGC-TSG	lanatosideC	MCF7	6h	4.0μM	2.13e-05	0.000108872	0.897484
CBFA2T3	863	CGC-TSG	monorden	MCF7	6h	0.1μM	2.46638e-05	0.00171662	0.986571
CBFA2T3	863	CGC-TSG	methotrexate	MCF7	6h	8.8μM	4.37948e-05	0.0009096	0.870896
CBFA2T3	863	CGC-TSG	lycorine	MCF7	6h	12.4μM	6.80602e-05	0.0016565	1.5665
CBFA2T3	863	CGC-TSG	helveticoside	MCF7	6h	7.4μM	0.000111959	0.000527408	0.773403
CBFA2T3	863	CGC-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.000202401	0.00179223	1.34051
CBFA2T3	863	CGC-TSG	prochlorperazine	MCF7	6h	10.0μM	0.000248048	0.00344911	0.406221
CBFA2T3	863	CGC-TSG	genistein	HL60	6h	10.0μM	0.000276803	0.00950384	1.0212
CBFA2T3	863	CGC-TSG	thioridazine	HL60	6h	10.0μM	0.000711068	0.00841712	1.14486
CBFA2T3	863	CGC-TSG	LY-294002	HL60	6h	10.0μM	0.000772351	0.00523641	0.602742
CBFA2T3	863	CGC-TSG	trifluoperazine	HL60	6h	10.0μM	0.00109653	0.0506946	1.01788
CBFA2T3	863	CGC-TSG	arachidonicacid	MCF7	6h	10.0μM	0.00147633	0.124464	0.808594
CBFA2T3	863	CGC-TSG	rottlerin	MCF7	6h	10.0μM	0.00200425	0.0313018	0.581032
CBFA2T3	863	CGC-TSG	valproicacid	MCF7	6h	1000.0μM	0.00356574	0.0477517	0.308244
CBFA2T3	863	CGC-TSG	solasodine	MCF7	6h	9.6μM	0.00469677	0.208552	0.619605
CBFA2T3	863	CGC-TSG	gossypol	MCF7	6h	7.8μM	0.00748228	0.0528904	0.506663
CBFA2T3	863	CGC-TSG	valproicacid	HL60	6h	1000.0μM	0.00820793	0.0879543	0.663917
CBFA2T3	863	CGC-TSG	ionomycin	MCF7	6h	2.0μM	0.00860094	0.0405166	0.539095
CBFA2T3	863	CGC-TSG	LM-1685	MCF7	6h	10.0μM	0.00908068	0.574385	0.846091
ZFX	7543	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	0	0	1.35513
ZFX	7543	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	1.1959
ZFX	7543	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	1.07693e-32	1.79359e-31	0.942703
ZFX	7543	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	6.47939e-18	1.33904e-16	0.934434
ZFX	7543	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	9.35977e-09	9.249e-08	1.08072
ZFX	7543	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	1.00847e-05	3.83679e-05	0.266141
ZFX	7543	Novel DORGE-TSG	valproicacid	MCF7	6h	500.0μM	0.000197964	0.00555953	0.281889
ZFX	7543	Novel DORGE-TSG	methotrexate	MCF7	6h	8.8μM	0.000472008	0.00559796	0.459336
ZFX	7543	Novel DORGE-TSG	valproicacid	PC3	6h	1000.0μM	0.00573602	0.145276	0.402535
ZFX	7543	Novel DORGE-TSG	valproicacid	MCF7	6h	1000.0μM	0.0077469	0.0781326	0.21449
ZFX	7543	Novel DORGE-TSG	valproicacid	HL60	6h	500.0μM	0.0095157	0.0483006	0.39027
BRCA2	675	CGC-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	1.21023
BRCA2	675	CGC-TSG	trichostatinA	PC3	6h	0.1μM	3.20919e-31	1.61315e-30	0.83199
BRCA2	675	CGC-TSG	trichostatinA	MCF7	6h	1.0μM	2.30422e-19	1.09751e-18	0.877988
BRCA2	675	CGC-TSG	lanatosideC	MCF7	6h	4.0μM	5.70586e-09	6.62806e-08	1.39411
BRCA2	675	CGC-TSG	helveticoside	MCF7	6h	7.4μM	6.35528e-09	8.44722e-08	1.37941
BRCA2	675	CGC-TSG	trichostatinA	PC3	6h	1.0μM	7.42506e-08	2.8245e-07	0.609569
BRCA2	675	CGC-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	7.13847e-06	6.6574e-05	0.568605
BRCA2	675	CGC-TSG	digoxigenin	MCF7	6h	10.2μM	4.25965e-05	0.000269554	1.13774
BRCA2	675	CGC-TSG	valproicacid	MCF7	6h	500.0μM	0.000128205	0.00401764	0.502096
BRCA2	675	CGC-TSG	fluphenazine	MCF7	6h	10.0μM	0.00019603	0.00321319	0.455596
BRCA2	675	CGC-TSG	cloperastine	MCF7	6h	11.0μM	0.000276377	0.0195364	0.65355
BRCA2	675	CGC-TSG	chlorpromazine	HL60	6h	1.0μM	0.000425281	0.529092	0.664165
BRCA2	675	CGC-TSG	trichostatinA	HL60	6h	1.0μM	0.000428861	0.00144397	0.76018
BRCA2	675	CGC-TSG	tanespimycin	PC3	6h	1.0μM	0.000469422	0.00492833	0.43203
BRCA2	675	CGC-TSG	thioridazine	PC3	6h	10.0μM	0.000565837	0.0102319	0.701146
BRCA2	675	CGC-TSG	thioridazine	MCF7	6h	10.0μM	0.000649362	0.00387468	0.396696
BRCA2	675	CGC-TSG	PF-00562151-00	MCF7	6h	10.0μM	0.00114706	0.123621	0.576101
BRCA2	675	CGC-TSG	tanespimycin	MCF7	6h	1.0μM	0.00115761	0.00323781	0.197799
BRCA2	675	CGC-TSG	acacetin	MCF7	6h	14.0μM	0.00206782	0.0684196	0.642101
BRCA2	675	CGC-TSG	ionomycin	MCF7	6h	2.0μM	0.0034047	0.0211775	0.816642
BRCA2	675	CGC-TSG	geldanamycin	MCF7	6h	1.0μM	0.0034063	0.0125304	0.314078
BRCA2	675	CGC-TSG	trifluoperazine	MCF7	6h	10.0μM	0.00361733	0.0242343	0.35719
BRCA2	675	CGC-TSG	valproicacid	MCF7	6h	1000.0μM	0.00396363	0.0511057	0.340611
BRCA2	675	CGC-TSG	prochlorperazine	MCF7	6h	10.0μM	0.00455806	0.0338548	0.341624
BRCA2	675	CGC-TSG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	0.00487024	0.125187	0.529137
BRCA2	675	CGC-TSG	valproicacid	HL60	6h	1000.0μM	0.00504268	0.0670256	0.417156
BRCA2	675	CGC-TSG	furaltadone	MCF7	6h	11.0μM	0.00525598	0.912922	0.490908
BRCA2	675	CGC-TSG	felodipine	MCF7	6h	10.0μM	0.00832286	0.245367	0.588494
BRCA2	675	CGC-TSG	fulvestrant	MCF7	6h	1.0μM	0.0089762	0.0398405	0.238242
BRCA2	675	CGC-TSG	valproicacid	MCF7	6h	200.0μM	0.00967753	0.192946	0.343656
SMS	6611	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	2.38546e-09	1.87004e-08	1.38211
SMS	6611	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	1.29517e-05	4.67864e-05	0.252581
SMS	6611	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.000353503	0.00214011	0.354834
SMS	6611	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	0.000391193	0.00182006	0.319071
SMS	6611	Novel DORGE-TSG	AG-013608	MCF7	6h	10.0μM	0.000882742	0.282294	0.574315
SMS	6611	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	0.0012916	0.0110295	0.662136
SMS	6611	Novel DORGE-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.0013903	0.00872251	0.643765
SMS	6611	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	0.00675294	0.0318836	0.203593
SMS	6611	Novel DORGE-TSG	acetylsalicylicacid	MCF7	6h	100.0μM	0.0076392	0.219905	0.2669
CBLL1	79872	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	6.70808e-09	1.64541e-08	0.423891
CBLL1	79872	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	9.39766e-06	1.68419e-05	0.222512
CBLL1	79872	Novel DORGE-TSG	acetylsalicylicacid	MCF7	6h	100.0μM	1.06449e-05	0.0207018	0.542676
CBLL1	79872	Novel DORGE-TSG	furaltadone	MCF7	6h	11.0μM	0.000400916	0.912922	0.694521
CBLL1	79872	Novel DORGE-TSG	sirolimus	MCF7	6h	0.1μM	0.000448111	0.00229422	0.319439
CBLL1	79872	Novel DORGE-TSG	bromopride	MCF7	6h	11.6μM	0.000460665	0.535398	0.798604
CBLL1	79872	Novel DORGE-TSG	methotrexate	MCF7	6h	8.8μM	0.00101297	0.0103213	0.741005
CBLL1	79872	Novel DORGE-TSG	6-benzylaminopurine	MCF7	6h	17.8μM	0.00109907	0.649635	0.601388
CBLL1	79872	Novel DORGE-TSG	sulfamethoxypyridazine	MCF7	6h	14.2μM	0.00329869	0.6558	0.629594
CBLL1	79872	Novel DORGE-TSG	sulfamerazine	MCF7	6h	15.2μM	0.00465269	0.414004	0.54883
CBLL1	79872	Novel DORGE-TSG	AG-013608	MCF7	6h	10.0μM	0.00567724	0.367548	0.510313
CBLL1	79872	Novel DORGE-TSG	ketoprofen	MCF7	6h	15.8μM	0.00699379	0.739016	0.500537
CBLL1	79872	Novel DORGE-TSG	trifluoperazine	MCF7	6h	10.0μM	0.00699641	0.0399644	0.315647
CBLL1	79872	Novel DORGE-TSG	alfuzosin	MCF7	6h	9.4μM	0.00831606	0.404141	0.511489
MYH10	4628	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.26784e-12	5.53445e-11	0.946999
MYH10	4628	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.11217e-10	4.99512e-09	2.00088
MYH10	4628	Novel DORGE-TSG	tretinoin	MCF7	6h	1.0μM	3.26738e-07	6.48318e-06	0.501956
MYH10	4628	Novel DORGE-TSG	lycorine	MCF7	6h	12.4μM	2.74952e-05	0.00106563	0.741005
MYH10	4628	Novel DORGE-TSG	thioridazine	MCF7	6h	10.0μM	4.29155e-05	0.000382184	0.481542
MYH10	4628	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	4.91083e-05	0.00142713	1.065
MYH10	4628	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	6.26369e-05	0.000232616	0.240923
MYH10	4628	Novel DORGE-TSG	pramocaine	MCF7	6h	12.2μM	0.000228916	0.720314	0.5588
MYH10	4628	Novel DORGE-TSG	gossypol	MCF7	6h	7.8μM	0.000316382	0.00527628	0.702809
MYH10	4628	Novel DORGE-TSG	fluphenazine	MCF7	6h	10.0μM	0.00064993	0.00811459	0.343408
MYH10	4628	Novel DORGE-TSG	phenelzine	MCF7	6h	17.0μM	0.000968213	0.290902	0.573193
MYH10	4628	Novel DORGE-TSG	felodipine	MCF7	6h	10.0μM	0.00117669	0.110927	0.666687
MYH10	4628	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	0.00120056	0.00422045	0.732175
MYH10	4628	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	0.00167974	0.00670228	0.649479
MYH10	4628	Novel DORGE-TSG	thioridazine	PC3	6h	10.0μM	0.00184196	0.023747	0.812141
MYH10	4628	Novel DORGE-TSG	chlorcyclizine	MCF7	6h	11.8μM	0.00264151	0.164577	0.530538
MYH10	4628	Novel DORGE-TSG	trifluoperazine	MCF7	6h	10.0μM	0.00287329	0.0203553	0.337723
MYH10	4628	Novel DORGE-TSG	ethotoin	MCF7	6h	19.6μM	0.00445208	0.16816	0.418983
MYH10	4628	Novel DORGE-TSG	prochlorperazine	MCF7	6h	10.0μM	0.00707369	0.0477286	0.301797
ELAVL2	1993	Novel DORGE-TSG	arachidonicacid	MCF7	6h	10.0μM	0.000852147	0.113091	0.831044
ELAVL2	1993	Novel DORGE-TSG	mexiletine	MCF7	6h	18.6μM	0.00420539	0.999082	0.523385
ELAVL2	1993	Novel DORGE-TSG	LY-294002	PC3	6h	10.0μM	0.00508325	0.0249777	0.368084
ELAVL2	1993	Novel DORGE-TSG	AG-013608	PC3	6h	10.0μM	0.00899719	0.182303	0.649888
TAF1B	9014	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	3.98729e-18	5.12458e-17	0.484607
TAF1B	9014	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	1.00998e-12	2.87071e-12	0.388896
TAF1B	9014	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	7.68783e-10	1.06746e-08	0.553737
TAF1B	9014	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	1.20765e-08	5.02654e-08	0.436614
TAF1B	9014	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	2.41903e-07	3.51169e-06	0.791797
TAF1B	9014	Novel DORGE-TSG	alvespimycin	MCF7	6h	0.1μM	9.14364e-07	1.21794e-05	0.457012
TAF1B	9014	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	7.81279e-05	0.000559579	0.307891
TAF1B	9014	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	0.000138632	0.000639734	0.677157
TAF1B	9014	Novel DORGE-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.000219854	0.00190606	0.613039
TAF1B	9014	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	0.000532111	0.00246738	0.431272
TAF1B	9014	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	0.000934018	0.00335744	0.558475
TAF1B	9014	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	0.00290841	0.00832955	0.479377
TAF1B	9014	Novel DORGE-TSG	methotrexate	MCF7	6h	8.8μM	0.00452152	0.0315847	0.49616
TAF1B	9014	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	0.00613412	0.0154819	0.175226
TAF1B	9014	Novel DORGE-TSG	pempidine	MCF7	6h	13.0μM	0.00623227	0.369217	0.436663
TAF1B	9014	Novel DORGE-TSG	medrysone	MCF7	6h	11.6μM	0.00757745	0.470314	0.279502
TAF1B	9014	Novel DORGE-TSG	valproicacid	HL60	6h	500.0μM	0.0076037	0.0410758	0.440277
TAF1B	9014	Novel DORGE-TSG	valproicacid	MCF7	6h	1000.0μM	0.00829733	0.0803949	0.192261
LITAF	9516	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	6.42809e-13	1.52618e-11	2.01533
LITAF	9516	Novel DORGE-TSG	pioglitazone	PC3	6h	10.0μM	7.87222e-05	0.00406361	0.681073
LITAF	9516	Novel DORGE-TSG	lycorine	MCF7	6h	12.4μM	0.00148412	0.0112791	1.02084
LITAF	9516	Novel DORGE-TSG	genistein	MCF7	6h	10.0μM	0.0047833	0.0823494	0.293114
LITAF	9516	Novel DORGE-TSG	gossypol	MCF7	6h	7.8μM	0.00562759	0.0430054	0.593593
UGCG	7357	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	7.70543e-16	6.79881e-14	1.30129
UGCG	7357	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	6.06285e-13	2.80401e-11	1.15018
UGCG	7357	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	9.53589e-12	1.28952e-09	1.1066
UGCG	7357	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	9.86983e-12	1.56621e-10	1.80277
UGCG	7357	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	2.35079e-09	1.61047e-08	0.49482
UGCG	7357	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.7662e-08	3.5729e-07	1.56953
UGCG	7357	Novel DORGE-TSG	fenoprofen	MCF7	6h	7.2μM	0.000545888	0.219017	0.737124
UGCG	7357	Novel DORGE-TSG	pramocaine	MCF7	6h	12.2μM	0.000949682	0.804108	0.658469
UGCG	7357	Novel DORGE-TSG	monastrol	MCF7	6h	100.0μM	0.00155818	0.0463187	0.478028
UGCG	7357	Novel DORGE-TSG	tanespimycin	HL60	6h	1.0μM	0.0019866	0.00836954	0.329401
UGCG	7357	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	0.00218485	0.0154705	0.863363
UGCG	7357	Novel DORGE-TSG	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00352715	0.290604	0.60118
UGCG	7357	Novel DORGE-TSG	alpha-ergocryptine	MCF7	6h	7.0μM	0.003799	0.188088	0.612797
UGCG	7357	Novel DORGE-TSG	pempidine	MCF7	6h	13.0μM	0.00410477	0.311387	0.783508
UGCG	7357	Novel DORGE-TSG	LM-1685	MCF7	6h	10.0μM	0.00480939	0.550262	0.575558
UGCG	7357	Novel DORGE-TSG	AG-013608	PC3	6h	10.0μM	0.00555917	0.153012	0.646097
UGCG	7357	Novel DORGE-TSG	meclozine	MCF7	6h	8.6μM	0.0058014	0.148815	0.406326
UGCG	7357	Novel DORGE-TSG	carbamazepine	MCF7	6h	0.1μM	0.00624369	0.416373	0.494957
UGCG	7357	Novel DORGE-TSG	troglitazone	MCF7	6h	10.0μM	0.00711894	0.330885	0.331422
UGCG	7357	Novel DORGE-TSG	AG-013608	MCF7	6h	10.0μM	0.00780344	0.367548	0.729828
RPRD2	23248	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	0	0	1.88835
RPRD2	23248	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	1.80255
RPRD2	23248	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	2.6057e-34	5.76824e-33	1.46992
RPRD2	23248	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	3.63436e-19	1.15936e-17	1.20152
RPRD2	23248	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	2.07071e-09	2.47947e-08	1.98583
