Gene	Gene ID	Gene type	Drug Name	CREEDS ID	GEO ID	DrugBank ID	P-value	Q-value	Log2(fold Change)
SOD2	6648	Novel DORGE-TSG	Bisphenola	drug:2661	GSE17624		0.0159772	0.0340793	0.218208
SOD2	6648	Novel DORGE-TSG	Vemurafenib	drug:2495	GSE42872		0.0173217	0.032085	0.211753
SOD2	6648	Novel DORGE-TSG	Hypochlorousacid	drug:3198	GSE11630		0.0199641	0.0422531	0.181025
MARS	4141	Novel DORGE-TSG	Thapsigargin	drug:3236	GSE19519		2.07601e-26	2.48983e-23	1.14
MARS	4141	Novel DORGE-TSG	Doxorubicin	drug:2720	GSE12972	DB00997	1.58394e-15	3.21212e-15	0.342363
MARS	4141	Novel DORGE-TSG	Hypochlorousacid	drug:3198	GSE11630		4.92025e-10	4.16739e-08	0.534689
MARS	4141	Novel DORGE-TSG	Antimony	drug:3532	GSE6907		5.48725e-09	1.03506e-07	0.473768
MARS	4141	Novel DORGE-TSG	Bisphenola	drug:2663	GSE17624		4.17464e-07	7.9263e-06	1.06953
MARS	4141	Novel DORGE-TSG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	4.24968e-07	7.07886e-06	0.0791667
MARS	4141	Novel DORGE-TSG	Dasatinib	drug:3306	GSE59357	DB01254	4.90638e-07	3.35564e-06	0.761746
MARS	4141	Novel DORGE-TSG	Bisphenola	drug:2659	GSE17624		1.74013e-06	0.000338959	1.06933
MARS	4141	Novel DORGE-TSG	Imatinib	drug:2526	GSE22433	DB00619	3.54227e-06	6.03341e-05	0.671125
MARS	4141	Novel DORGE-TSG	Chromium	drug:3534	GSE6907		8.02729e-06	8.36348e-05	0.843176
MARS	4141	Novel DORGE-TSG	R1881	drug:3048	GSE22606		8.70721e-06	0.000167642	0.762079
MARS	4141	Novel DORGE-TSG	Bortezomib	drug:2686	GSE30931	DB00188	1.48687e-05	0.000673225	0.738642
MARS	4141	Novel DORGE-TSG	Mk-886	drug:3192	GSE3202		1.8985e-05	0.000312385	0.500816
MARS	4141	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	2.17022e-05	0.000325143	0.569413
MARS	4141	Novel DORGE-TSG	Cytarabine	drug:3422	GSE6930	DB00987	3.46967e-05	0.000497965	0.324809
MARS	4141	Novel DORGE-TSG	Cadmium	drug:3402	GSE9951		4.81947e-05	0.000191427	0.101824
MARS	4141	Novel DORGE-TSG	Y15	drug:2553	GSE43452		6.90641e-05	0.00239801	0.835602
MARS	4141	Novel DORGE-TSG	Estradiol	drug:3203	GSE12446	DB00783	0.00010689	0.00162961	0.596912
MARS	4141	Novel DORGE-TSG	Vemurafenib	drug:2560	GSE37441	DB08881	0.000142332	0.0128691	0.730943
MARS	4141	Novel DORGE-TSG	Mesalazine	drug:3289	GSE38713	DB00244	0.000372036	0.014342	0.511537
MARS	4141	Novel DORGE-TSG	Mercury	drug:3533	GSE6907		0.000431591	0.00160819	0.301683
MARS	4141	Novel DORGE-TSG	Carboplatin(36h)	drug:3032	GSE13525		0.000449616	0.0144133	0.526159
MARS	4141	Novel DORGE-TSG	R1881	drug:3049	GSE22606		0.000517883	0.00480036	0.431785
MARS	4141	Novel DORGE-TSG	Mln4924	drug:2647	GSE30531		0.000546327	0.00788642	0.688989
MARS	4141	Novel DORGE-TSG	Nickel	drug:3531	GSE6907		0.00057953	0.001559	1.08797
MARS	4141	Novel DORGE-TSG	4-hydroxynonenal	drug:3082	GSE2397		0.000594874	0.00328099	0.428711
MARS	4141	Novel DORGE-TSG	Y15	drug:2554	GSE43452		0.000628107	0.0092274	0.4059
MARS	4141	Novel DORGE-TSG	Cetuximab	drug:3136	GSE61495	DB00002	0.000632659	0.00611442	0.388741
MARS	4141	Novel DORGE-TSG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3042	GSE29159		0.000698818	0.00350695	0.0708834
MARS	4141	Novel DORGE-TSG	Calcitriol	drug:3170	GSE5145	DB00136	0.00092482	0.0446127	0.370865
MARS	4141	Novel DORGE-TSG	Harman	drug:3482	GSE5080		0.000945142	0.00378786	0.278969
MARS	4141	Novel DORGE-TSG	Estradiol	drug:2733	GSE26834	DB00783	0.00117777	0.00668524	0.275633
MARS	4141	Novel DORGE-TSG	Bisphenola	drug:2661	GSE17624		0.00140514	0.00441639	0.165777
MARS	4141	Novel DORGE-TSG	Carboplatin	drug:3089	GSE13525	DB00958	0.00172924	0.0161675	0.27661
MARS	4141	Novel DORGE-TSG	Azacitidine	drug:2534	GSE29077	DB00928	0.00231606	0.0328286	0.447108
MARS	4141	Novel DORGE-TSG	Carboplatin(30h)	drug:3031	GSE13525		0.00238469	0.0418542	0.337844
MARS	4141	Novel DORGE-TSG	Azacitidine	drug:2545	GSE29077	DB00928	0.00323797	0.040916	0.781008
MARS	4141	Novel DORGE-TSG	Gamma-tocotrienol	drug:3242	GSE21946		0.00473088	0.0298167	0.409121
MARS	4141	Novel DORGE-TSG	Pioglitazone	drug:2796	GSE8157	DB01132	0.00518087	0.016796	0.205055
MARS	4141	Novel DORGE-TSG	Bicalutamide	drug:3088	GSE7708	DB01128	0.00739179	0.0157262	0.112676
MARS	4141	Novel DORGE-TSG	4-hydroxynonenal	drug:3078	GSE2397		0.00788646	0.0280853	0.187022
MARS	4141	Novel DORGE-TSG	3,3',4,4'-tetrachlorobiphenyl	drug:3273	GSE6878		0.00865189	0.0466826	0.695481
MARS	4141	Novel DORGE-TSG	Quercetin	drug:3416	GSE7259		0.010151	0.0495833	0.658228
MARS	4141	Novel DORGE-TSG	Cisplatin	drug:3153	GSE47856	DB00515	0.0103333	0.0221016	0.149597
MARS	4141	Novel DORGE-TSG	Apratoxina	drug:3070	GSE2742		0.0111499	0.0332517	1.40503
MCMBP	79892	Novel DORGE-TSG	Puromycin,ec50,1d	drug:3268	GSE6930		1.1197e-07	1.5058e-06	0.349915
MCMBP	79892	Novel DORGE-TSG	Puromycin,ec50,5d	drug:3270	GSE6930		8.52767e-07	6.38486e-06	0.819556
MCMBP	79892	Novel DORGE-TSG	Cytarabine	drug:3375	GSE6930	DB00987	4.42914e-06	1.35531e-05	0.761147
MCMBP	79892	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	6.50215e-06	0.000142519	0.516137
MCMBP	79892	Novel DORGE-TSG	Estradiol	drug:2731	GSE8597	DB00783	1.51771e-05	0.000306495	0.367663
MCMBP	79892	Novel DORGE-TSG	Bexarotene	drug:2680	GSE6914	DB00307	2.88961e-05	0.00011936	0.468815
MCMBP	79892	Novel DORGE-TSG	Vanadiumpentoxide	drug:3557	GSE5339		3.26222e-05	0.000442514	0.535831
MCMBP	79892	Novel DORGE-TSG	Doxorubicin	drug:3265	GSE6930	DB00997	3.4425e-05	0.000197536	1.29024
MCMBP	79892	Novel DORGE-TSG	Cytarabine	drug:3424	GSE6930	DB00987	6.48322e-05	0.000359257	0.629125
MCMBP	79892	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		9.33127e-05	0.000431172	0.288581
MCMBP	79892	Novel DORGE-TSG	Doxorubicin	drug:3262	GSE6930	DB00997	9.67758e-05	0.000512383	0.975917
MCMBP	79892	Novel DORGE-TSG	Nicotine	drug:3064	GSE6264	DB00184	9.68948e-05	0.0110224	0.870713
MCMBP	79892	Novel DORGE-TSG	Lipopolysaccharide	drug:3484	GSE5504		0.000167051	0.0102452	0.5
MCMBP	79892	Novel DORGE-TSG	Vanadiumpentoxide	drug:3556	GSE5339		0.000169419	0.0021818	0.609241
MCMBP	79892	Novel DORGE-TSG	Vanadiumpentoxide	drug:3558	GSE5339		0.000235581	0.00061622	0.313449
MCMBP	79892	Novel DORGE-TSG	4-hydroxynonenal	drug:3079	GSE2397		0.000235846	0.00246798	0.192467
MCMBP	79892	Novel DORGE-TSG	Dasatinib	drug:3306	GSE59357	DB01254	0.000311598	0.000911574	0.313241
MCMBP	79892	Novel DORGE-TSG	Bortezomib	drug:2686	GSE30931	DB00188	0.000402979	0.00813507	0.36551
MCMBP	79892	Novel DORGE-TSG	Naturalalphainterferon	drug:2474	GSE5542	DB05258	0.000462371	0.00150821	0.047393
MCMBP	79892	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.000846773	0.00327267	0.97311
MCMBP	79892	Novel DORGE-TSG	Estradiol	drug:2487	GSE46924	DB00783	0.00105841	0.0110864	0.32997
MCMBP	79892	Novel DORGE-TSG	Hydrocortisone	drug:2751	GSE7890	DB00741	0.00106179	0.0186187	0.249988
MCMBP	79892	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		0.001129	0.00304432	0.143679
MCMBP	79892	Novel DORGE-TSG	Lipopolysaccharide	drug:2475	GSE40885		0.00239743	0.0261922	0.530027
MCMBP	79892	Novel DORGE-TSG	Bisphenola	drug:2662	GSE17624		0.00281116	0.00781148	0.0598689
MCMBP	79892	Novel DORGE-TSG	Doxorubicin	drug:2721	GSE763	DB00997	0.00490216	0.017716	0.6705
MCMBP	79892	Novel DORGE-TSG	Interferonbeta-1a	drug:3186	GSE26104	DB00060	0.0052746	0.0225929	0.273611
MCMBP	79892	Novel DORGE-TSG	Mesalazine	drug:3195	GSE38713	DB00244	0.00556646	0.0294675	0.0327454
MCMBP	79892	Novel DORGE-TSG	Argyrina	drug:3054	GSE8565		0.0060472	0.0205456	0.723885
MCMBP	79892	Novel DORGE-TSG	Celecoxib	drug:2501	GSE54657	DB00482	0.0100841	0.0355764	0.0882303
MCMBP	79892	Novel DORGE-TSG	Curcumin	drug:3259	GSE10896		0.0140649	0.0364768	0.116384
NUP85	79902	Novel DORGE-TSG	Estradiol	drug:2731	GSE8597	DB00783	1.61668e-07	9.77619e-06	0.674778
NUP85	79902	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		6.71271e-07	1.34969e-05	0.426635
NUP85	79902	Novel DORGE-TSG	Cetuximab	drug:3136	GSE61495	DB00002	1.08368e-05	0.00043173	0.449245
NUP85	79902	Novel DORGE-TSG	Cisplatin	drug:3152	GSE47856	DB00515	4.45873e-05	0.000402773	0.46989
NUP85	79902	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	5.26532e-05	0.00139193	2.02403
NUP85	79902	Novel DORGE-TSG	Chlorpyrifos	drug:3571	GSE5023		7.07072e-05	0.000663087	0.427114
NUP85	79902	Novel DORGE-TSG	Estradiol	drug:2487	GSE46924	DB00783	7.91872e-05	0.00231293	0.766276
NUP85	79902	Novel DORGE-TSG	Estradiol	drug:2727	GSE4668	DB00783	0.000104396	0.00510922	0.813958
NUP85	79902	Novel DORGE-TSG	Estradiol	drug:3063	GSE4668	DB00783	0.000128616	0.0034334	0.752594
NUP85	79902	Novel DORGE-TSG	Bexarotene	drug:2680	GSE6914	DB00307	0.000193607	0.000556763	0.143274
NUP85	79902	Novel DORGE-TSG	Estradiol	drug:3062	GSE4668	DB00783	0.000356327	0.0148533	0.52265
NUP85	79902	Novel DORGE-TSG	Estradiol	drug:2733	GSE26834	DB00783	0.000448451	0.00339758	0.0670833
NUP85	79902	Novel DORGE-TSG	Lipopolysaccharide	drug:3486	GSE5504		0.000528255	0.0108953	0.77
NUP85	79902	Novel DORGE-TSG	Mln4924	drug:2647	GSE30531		0.000856864	0.0102427	0.597965
NUP85	79902	Novel DORGE-TSG	Mesalazine	drug:3289	GSE38713	DB00244	0.00106016	0.0245302	0.532314
NUP85	79902	Novel DORGE-TSG	2,3,7,8-tetrachlorodibenzo-p-dioxin	drug:3189	GSE24193		0.00118276	0.0159317	0.200836
NUP85	79902	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.00228684	0.00989855	0.271473
NUP85	79902	Novel DORGE-TSG	Hydrocortisone	drug:2751	GSE7890	DB00741	0.0026879	0.0335607	0.635245
NUP85	79902	Novel DORGE-TSG	Aminolevulinicacid	drug:2575	GSE8920	DB00855	0.00308977	0.00773496	0.0325012
NUP85	79902	Novel DORGE-TSG	Arachidonicacid	drug:3119	GSE3737		0.00436161	0.0448866	0.452573
NUP85	79902	Novel DORGE-TSG	Apratoxina	drug:3070	GSE2742		0.00446035	0.0192847	0.235446
NUP85	79902	Novel DORGE-TSG	Lmp-420	drug:3222	GSE20211		0.00680524	0.021181	0.134752
NEMF	9147	Novel DORGE-TSG	Bpde	drug:3379	GSE19510		1.49394e-07	3.19003e-06	0.334978
NEMF	9147	Novel DORGE-TSG	Doxorubicin	drug:3263	GSE6930	DB00997	1.86193e-06	3.06735e-06	0.153681
NEMF	9147	Novel DORGE-TSG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	4.86469e-05	0.000697801	0.150417
NEMF	9147	Novel DORGE-TSG	Puromycin,ec50,1d	drug:3268	GSE6930		0.000247279	0.000766914	0.498167
NEMF	9147	Novel DORGE-TSG	Puromycin,ec50,5d	drug:3270	GSE6930		0.000282112	0.000798314	0.830166
NEMF	9147	Novel DORGE-TSG	Bisphenola	drug:2662	GSE17624		0.000286497	0.00118803	0.0990675
NEMF	9147	Novel DORGE-TSG	Imatinib	drug:2764	GSE24493	DB00619	0.000627421	0.00183583	0.0418967
NEMF	9147	Novel DORGE-TSG	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		0.000672462	0.00299075	0.23761
NEMF	9147	Novel DORGE-TSG	Curcumin	drug:3259	GSE10896		0.000784346	0.00412473	0.257085
NEMF	9147	Novel DORGE-TSG	Apratoxina	drug:3070	GSE2742		0.00110735	0.00988493	0.0848644
NEMF	9147	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		0.00128614	0.00339528	0.0933023
NEMF	9147	Novel DORGE-TSG	Mesalazine	drug:3195	GSE38713	DB00244	0.00195282	0.0138676	0.302458
NEMF	9147	Novel DORGE-TSG	Vanadiumpentoxide	drug:3554	GSE5339		0.00249813	0.012381	0.120369
NEMF	9147	Novel DORGE-TSG	Celecoxib	drug:2501	GSE54657	DB00482	0.00254275	0.014321	0.0682612
NEMF	9147	Novel DORGE-TSG	Harman	drug:3482	GSE5080		0.00256874	0.00830647	0.0925968
NEMF	9147	Novel DORGE-TSG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3043	GSE29159		0.00500589	0.0467541	0.24968
NEMF	9147	Novel DORGE-TSG	Mln4924	drug:2647	GSE30531		0.00534548	0.0328272	0.397477
NEMF	9147	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00724515	0.0150389	0.329888
NEMF	9147	Novel DORGE-TSG	Estradiol	drug:3061	GSE4668	DB00783	0.0111311	0.029265	0.338757
NEMF	9147	Novel DORGE-TSG	Bisphenola	drug:2663	GSE17624		0.0182685	0.0339545	0.0501675
TXNDC11	51061	Novel DORGE-TSG	Dasatinib	drug:3306	GSE59357	DB01254	7.93601e-08	7.24253e-07	0.399602
TXNDC11	51061	Novel DORGE-TSG	Tretinoin	drug:3233	GSE23702	DB00755	9.16959e-07	3.62773e-06	1.14
TXNDC11	51061	Novel DORGE-TSG	Thapsigargin	drug:3236	GSE19519		9.50494e-07	1.55567e-05	0.374494
TXNDC11	51061	Novel DORGE-TSG	Vemurafenib	drug:2508	GSE63790	DB08881	2.60382e-06	4.89218e-05	0.213822
TXNDC11	51061	Novel DORGE-TSG	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		1.02525e-05	0.000176568	0.057845
TXNDC11	51061	Novel DORGE-TSG	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		1.51266e-05	0.000146378	0.37176
TXNDC11	51061	Novel DORGE-TSG	R1881	drug:3048	GSE22606		4.36512e-05	0.000523523	1.12838
TXNDC11	51061	Novel DORGE-TSG	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		5.85095e-05	0.00106556	0.422079
TXNDC11	51061	Novel DORGE-TSG	1,25dihydroxyvitamind	drug:2493	GSE15947		9.62871e-05	0.00215172	0.397007
TXNDC11	51061	Novel DORGE-TSG	Dexamethasone	drug:3169	GSE34313	DB01234	0.000177614	0.00135362	0.408045
TXNDC11	51061	Novel DORGE-TSG	R1881	drug:3049	GSE22606		0.000200809	0.00244505	0.853797
TXNDC11	51061	Novel DORGE-TSG	Vx	drug:3376	GSE33606		0.000217099	0.00137441	0.306805
TXNDC11	51061	Novel DORGE-TSG	Bicalutamide	drug:3088	GSE7708	DB01128	0.000243259	0.000863873	0.161973
TXNDC11	51061	Novel DORGE-TSG	Alfacalcidol	drug:3362	GSE15947	DB01436	0.000277602	0.00621024	0.728248
TXNDC11	51061	Novel DORGE-TSG	Calcitriol	drug:3170	GSE5145	DB00136	0.000303728	0.0208958	0.456258
TXNDC11	51061	Novel DORGE-TSG	Alfacalcidol	drug:3364	GSE15947	DB01436	0.000580728	0.00750254	0.411444
TXNDC11	51061	Novel DORGE-TSG	Imatinib	drug:2764	GSE24493	DB00619	0.000762375	0.00215083	0.186355
TXNDC11	51061	Novel DORGE-TSG	Resveratrol	drug:3501	GSE25412	DB02709	0.000911119	0.00759053	0.593773
TXNDC11	51061	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		0.000986962	0.0034164	0.252063
TXNDC11	51061	Novel DORGE-TSG	Cisplatin	drug:3159	GSE47856	DB00515	0.00114493	0.0100775	0.00861667
TXNDC11	51061	Novel DORGE-TSG	Abiraterone	drug:3300	GSE49244	DB05812	0.00151338	0.0136833	0.408086
TXNDC11	51061	Novel DORGE-TSG	Lipopolysaccharide	drug:3486	GSE5504		0.00253115	0.0199842	0.38
TXNDC11	51061	Novel DORGE-TSG	Cyfluthrin	drug:3572	GSE5023		0.00329127	0.0113503	0.273632
TXNDC11	51061	Novel DORGE-TSG	Tretinoin	drug:3231	GSE23702	DB00755	0.00411115	0.00824142	0.7
TXNDC11	51061	Novel DORGE-TSG	Plx4032	drug:2558	GSE50649	DB05238	0.0042545	0.016592	1.51764
TXNDC11	51061	Novel DORGE-TSG	Plx4720	drug:2506	GSE50791		0.0052446	0.0406246	0.275831
TXNDC11	51061	Novel DORGE-TSG	Resveratrol	drug:3500	GSE25412	DB02709	0.00629682	0.0211755	0.284948
TXNDC11	51061	Novel DORGE-TSG	Tretinoin	drug:2828	GSE23702	DB00755	0.00646302	0.00882283	1.05333
TXNDC11	51061	Novel DORGE-TSG	Vx	drug:3345	GSE33606		0.00713565	0.0441009	0.168056
TXNDC11	51061	Novel DORGE-TSG	Abiraterone	drug:3300	GSE49244	DB05812	0.00776133	0.0372577	0.171471
TXNDC11	51061	Novel DORGE-TSG	Diclofenac	drug:3053	GSE54255	DB00586	0.02724	0.0481877	0.243789
PUM1	9698	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		1.40934e-08	3.99992e-07	0.771057
PUM1	9698	Novel DORGE-TSG	Imatinib	drug:2764	GSE24493	DB00619	5.40828e-08	2.53225e-06	0.402084
PUM1	9698	Novel DORGE-TSG	Cediranib	drug:2642	GSE32569		4.58988e-06	1.06763e-05	0.00723367
PUM1	9698	Novel DORGE-TSG	Trovafloxacin	drug:2623	GSE9166	DB00685	1.69884e-05	0.000299056	1.69404
PUM1	9698	Novel DORGE-TSG	Bicalutamide	drug:3088	GSE7708	DB01128	2.60534e-05	0.000135365	0.444861
PUM1	9698	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		5.04843e-05	0.000256105	0.220823
PUM1	9698	Novel DORGE-TSG	Harman	drug:3482	GSE5080		0.000117152	0.000796562	0.301903
PUM1	9698	Novel DORGE-TSG	Vemurafenib	drug:2564	GSE37441	DB08881	0.000143882	0.000791447	0.369717
PUM1	9698	Novel DORGE-TSG	Chlorpyrifos	drug:3571	GSE5023		0.000291851	0.001788	0.265342
PUM1	9698	Novel DORGE-TSG	Lapatinib	drug:2584	GSE38376	DB01259	0.000379629	0.00424956	0.366757
PUM1	9698	Novel DORGE-TSG	Clinafloxacin	drug:2625	GSE9166		0.000571758	0.010259	0.617692
PUM1	9698	Novel DORGE-TSG	Cisplatin	drug:3158	GSE47856	DB00515	0.000692124	0.0195996	0.62267
PUM1	9698	Novel DORGE-TSG	Alfacalcidol	drug:3362	GSE15947	DB01436	0.00076079	0.0125016	0.292156
PUM1	9698	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.000768117	0.00308356	0.756869
PUM1	9698	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.00105326	0.0053746	0.251993
PUM1	9698	Novel DORGE-TSG	Argyrina	drug:3054	GSE8565		0.00131348	0.00670183	0.142071
PUM1	9698	Novel DORGE-TSG	Puromycin,2xec50,3d	drug:3372	GSE6930		0.0017394	0.0236443	0.474107
PUM1	9698	Novel DORGE-TSG	Carboplatin	drug:3174	GSE49577	DB00958	0.00209121	0.029851	0.0485241
PUM1	9698	Novel DORGE-TSG	Neocarzinostatin	drug:3113	GSE1676		0.00259914	0.00924378	0.388437
PUM1	9698	Novel DORGE-TSG	Cisplatin	drug:3153	GSE47856	DB00515	0.00265235	0.00740456	0.347207
PUM1	9698	Novel DORGE-TSG	Trovafloxacin	drug:3036	GSE9166	DB00685	0.00289821	0.0288747	0.920845
PUM1	9698	Novel DORGE-TSG	Puromycin,ec50,3d	drug:3269	GSE6930		0.00297681	0.0230268	0.243746
PUM1	9698	Novel DORGE-TSG	Plx4720	drug:2506	GSE50791		0.00519603	0.0403579	0.272554
PUM1	9698	Novel DORGE-TSG	Curcumin	drug:3258	GSE10896		0.00525232	0.0228788	0.0938611
PUM1	9698	Novel DORGE-TSG	Vemurafenib	drug:2508	GSE63790	DB08881	0.00659771	0.0245486	0.13827
PUM1	9698	Novel DORGE-TSG	Cyfluthrin	drug:3572	GSE5023		0.00803149	0.0223059	0.143009
PUM1	9698	Novel DORGE-TSG	Imatinib	drug:2513	GSE1922	DB00619	0.0207458	0.0433209	0.0612818
PUM1	9698	Novel DORGE-TSG	Diclofenac	drug:3053	GSE54255	DB00586	0.0265105	0.0471257	0.162477
FBL	2091	Novel DORGE-TSG	Bexarotene	drug:2680	GSE6914	DB00307	1.9967e-08	6.40399e-07	0.707907
FBL	2091	Novel DORGE-TSG	Cediranib	drug:2642	GSE32569		1.71415e-07	5.42596e-07	0.045493
FBL	2091	Novel DORGE-TSG	Bicalutamide	drug:3088	GSE7708	DB01128	2.53067e-06	2.0332e-05	0.306351
FBL	2091	Novel DORGE-TSG	Hydrocortisone	drug:2751	GSE7890	DB00741	2.5454e-06	0.00130833	0.485007
FBL	2091	Novel DORGE-TSG	Vanadiumpentoxide	drug:3558	GSE5339		3.20252e-06	2.67016e-05	0.567089
FBL	2091	Novel DORGE-TSG	Etanercept	drug:2597	GSE36177	DB00005	5.96586e-06	0.000298787	0.748533
FBL	2091	Novel DORGE-TSG	1,25dihydroxyvitamind	drug:2493	GSE15947		2.54781e-05	0.000773589	0.117142
FBL	2091	Novel DORGE-TSG	Cyfluthrin	drug:3572	GSE5023		2.6387e-05	0.000377159	0.568557
FBL	2091	Novel DORGE-TSG	Estradiol	drug:2731	GSE8597	DB00783	2.69016e-05	0.000492163	0.354656
FBL	2091	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	3.22706e-05	0.00139193	2.33596
FBL	2091	Novel DORGE-TSG	Cadmium	drug:3402	GSE9951		3.82237e-05	0.000166814	0.30162
FBL	2091	Novel DORGE-TSG	Alfacalcidol	drug:3364	GSE15947	DB01436	9.65724e-05	0.00200077	0.070139
FBL	2091	Novel DORGE-TSG	Cetuximab	drug:3136	GSE61495	DB00002	9.97729e-05	0.00170664	0.49361
FBL	2091	Novel DORGE-TSG	4-hydroxytamoxifen	drug:3240	GSE26298		0.000132294	0.00107854	0.202407
FBL	2091	Novel DORGE-TSG	Estradiol	drug:3061	GSE4668	DB00783	0.000570627	0.00290345	0.218676
FBL	2091	Novel DORGE-TSG	Mln4924	drug:2647	GSE30531		0.000693339	0.0090821	0.715288
FBL	2091	Novel DORGE-TSG	Estradiol	drug:2733	GSE26834	DB00783	0.000893827	0.00549053	0.0807489
FBL	2091	Novel DORGE-TSG	Vanadiumpentoxide	drug:3557	GSE5339		0.00117214	0.005492	0.3118
FBL	2091	Novel DORGE-TSG	Bisphenola	drug:2661	GSE17624		0.0011752	0.00380821	0.1132
FBL	2091	Novel DORGE-TSG	Alfacalcidol	drug:3362	GSE15947	DB01436	0.00233389	0.0283057	0.103404
FBL	2091	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.00241295	0.0103318	0.25954
FBL	2091	Novel DORGE-TSG	Alfacalcidol	drug:3363	GSE15947	DB01436	0.00254885	0.0283363	0.177884
FBL	2091	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		0.00492249	0.0106044	0.0770201
FBL	2091	Novel DORGE-TSG	Apratoxina	drug:3070	GSE2742		0.00540173	0.0214187	0.0977355
FBL	2091	Novel DORGE-TSG	Quercetin	drug:3416	GSE7259		0.00708226	0.0403527	0.534105
FBL	2091	Novel DORGE-TSG	Etanercept	drug:2610	GSE11903	DB00005	0.00773168	0.0278957	0.151838
FBL	2091	Novel DORGE-TSG	Naturalalphainterferon	drug:2474	GSE5542	DB05258	0.00927969	0.018833	0.0329101
FBL	2091	Novel DORGE-TSG	Curcumin	drug:3258	GSE10896		0.0112986	0.0395387	0.143329
VCPIP1	80124	Novel DORGE-TSG	Vemurafenib	drug:2564	GSE37441	DB08881	4.64712e-08	8.42743e-07	0.80804
VCPIP1	80124	Novel DORGE-TSG	Bicalutamide	drug:3088	GSE7708	DB01128	3.99853e-07	4.75593e-06	0.205383
VCPIP1	80124	Novel DORGE-TSG	Imatinib	drug:2764	GSE24493	DB00619	1.25324e-06	1.72545e-05	0.265907
VCPIP1	80124	Novel DORGE-TSG	Aminolevulinicacid	drug:2575	GSE8920	DB00855	1.96196e-06	4.37895e-05	0.226722
VCPIP1	80124	Novel DORGE-TSG	Bisphenola	drug:2663	GSE17624		1.26373e-05	9.17024e-05	0.392992
VCPIP1	80124	Novel DORGE-TSG	Bisphenola	drug:2662	GSE17624		2.6935e-05	0.000171022	0.328233
VCPIP1	80124	Novel DORGE-TSG	Pd173074	drug:2578	GSE52452		2.7699e-05	0.000333922	0.310283
VCPIP1	80124	Novel DORGE-TSG	Cisplatin	drug:3153	GSE47856	DB00515	3.48247e-05	0.000304239	0.322803
VCPIP1	80124	Novel DORGE-TSG	Diclofenac	drug:3053	GSE54255	DB00586	4.81045e-05	0.0002019	1.00191
VCPIP1	80124	Novel DORGE-TSG	Sulforaphane	drug:3445	GSE28813		5.18593e-05	0.00064455	0.851846
VCPIP1	80124	Novel DORGE-TSG	Doxorubicin	drug:3262	GSE6930	DB00997	6.9396e-05	0.0003939	1.26162
VCPIP1	80124	Novel DORGE-TSG	Cytarabine	drug:3375	GSE6930	DB00987	7.10311e-05	0.000167489	0.566056
VCPIP1	80124	Novel DORGE-TSG	Cytarabine	drug:3424	GSE6930	DB00987	7.95742e-05	0.000422553	1.04066
VCPIP1	80124	Novel DORGE-TSG	Interferonbeta-1a	drug:3186	GSE26104	DB00060	9.60512e-05	0.00151326	0.501458
VCPIP1	80124	Novel DORGE-TSG	Puromycin,ec50,5d	drug:3270	GSE6930		0.000111903	0.00036082	0.824991
VCPIP1	80124	Novel DORGE-TSG	Naturalalphainterferon	drug:2473	GSE5542	DB05258	0.000126596	0.000564384	1.10878
VCPIP1	80124	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		0.000133882	0.000591052	0.434428
VCPIP1	80124	Novel DORGE-TSG	Vx	drug:3345	GSE33606		0.000186322	0.00361464	0.33167
VCPIP1	80124	Novel DORGE-TSG	Bpde	drug:3379	GSE19510		0.000189207	0.000721025	0.300427
