Gene	Gene ID	Gene type	Drug Name	CREEDS ID	GEO ID	DrugBank ID	P-value	Q-value	Log2(fold Change)
YLPM1	56252	Novel DORGE-OG	Naturalalphainterferon	drug:2473	GSE5542	DB05258	0.000458288	0.00162966	-0.178872
YLPM1	56252	Novel DORGE-OG	Bisphenola	drug:2659	GSE17624		0.00047093	0.00736698	-0.646117
YLPM1	56252	Novel DORGE-OG	Bexarotene	drug:2681	GSE12791	DB00307	0.000776086	0.00448609	-0.365601
YLPM1	56252	Novel DORGE-OG	Cisplatin	drug:3152	GSE47856	DB00515	0.0011422	0.00453855	-0.198923
YLPM1	56252	Novel DORGE-OG	4-hydroxytamoxifen	drug:3240	GSE26298		0.00124306	0.0053821	-0.157555
YLPM1	56252	Novel DORGE-OG	4-hydroxynonenal	drug:3080	GSE2397		0.0012454	0.00554117	-0.095786
YLPM1	56252	Novel DORGE-OG	Gamma-tocotrienol	drug:3242	GSE21946		0.00135347	0.0135378	-0.266742
YLPM1	56252	Novel DORGE-OG	Androstanolone	drug:3411	GSE7868		0.00142421	0.00552744	-0.274211
YLPM1	56252	Novel DORGE-OG	Mesalazine	drug:3195	GSE38713	DB00244	0.00194721	0.0138323	-0.0386903
YLPM1	56252	Novel DORGE-OG	Resveratrol	drug:3501	GSE25412	DB02709	0.00225466	0.0134455	-0.768413
YLPM1	56252	Novel DORGE-OG	Adenosinetriphosphate	drug:3219	GSE30903		0.00226748	0.0103336	-0.344081
YLPM1	56252	Novel DORGE-OG	Estradiol	drug:3061	GSE4668	DB00783	0.00286995	0.010038	-0.123301
YLPM1	56252	Novel DORGE-OG	Lysophosphatidicacid	drug:3223	GSE26309		0.00322155	0.0229098	-0.467971
YLPM1	56252	Novel DORGE-OG	Lipopolysaccharide	drug:3486	GSE5504		0.00497071	0.0279812	-0.145
YLPM1	56252	Novel DORGE-OG	Resveratrol	drug:3500	GSE25412	DB02709	0.00512636	0.0178175	-0.353753
YLPM1	56252	Novel DORGE-OG	Doxorubicin	drug:3180	GSE58074	DB00997	0.00524835	0.0180465	-0.214904
YLPM1	56252	Novel DORGE-OG	Bpde	drug:3378	GSE19510		0.00567192	0.0366384	-0.310669
YLPM1	56252	Novel DORGE-OG	Nickel	drug:3480	GSE6281		0.00653872	0.023478	-0.236524
YLPM1	56252	Novel DORGE-OG	Lysophosphatidicacid	drug:3225	GSE26309		0.00712457	0.0365155	-0.358039
YLPM1	56252	Novel DORGE-OG	Cetuximab	drug:3136	GSE61495	DB00002	0.0107865	0.0497648	-0.232583
YLPM1	56252	Novel DORGE-OG	Chlorpyrifos	drug:3571	GSE5023		0.0112427	0.0273659	-0.20617
YLPM1	56252	Novel DORGE-OG	Phorbol12-myristate13-acetate(pma)	drug:3246	GSE45417		0.0119459	0.0427889	-0.560776
YLPM1	56252	Novel DORGE-OG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	0.0129058	0.032751	-0.168125
YLPM1	56252	Novel DORGE-OG	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.0234651	0.0427267	-0.0493745
YLPM1	56252	Novel DORGE-OG	Vemurafenib	drug:2495	GSE42872		0.0267692	0.0466051	-0.15048
YLPM1	56252	Novel DORGE-OG	Cadmium	drug:3402	GSE9951		0.0393759	0.0451505	-0.191023
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3263	GSE6930	DB00997	1.18007e-08	3.01563e-08	-0.555043
GSK3B	2932	Novel DORGE-OG	Actinomycind	drug:3098	GSE6400		5.94537e-08	1.69988e-06	-0.753953
GSK3B	2932	Novel DORGE-OG	Puromycin,ec50,1d	drug:3268	GSE6930		1.06022e-07	1.45374e-06	-0.43656
GSK3B	2932	Novel DORGE-OG	Diclofenac	drug:3053	GSE54255	DB00586	1.67658e-07	2.07186e-06	-0.852282
GSK3B	2932	Novel DORGE-OG	Nitricoxide	drug:3181	GSE13887	DB00435	2.85266e-07	3.73458e-06	-0.210234
GSK3B	2932	Novel DORGE-OG	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		3.41659e-07	8.70807e-06	-0.620101
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3179	GSE58074	DB00997	1.13731e-06	3.59303e-05	-1.38917
GSK3B	2932	Novel DORGE-OG	Cediranib	drug:2642	GSE32569		3.13893e-06	7.56454e-06	-0.167217
GSK3B	2932	Novel DORGE-OG	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		9.22395e-06	0.000275799	-0.652874
GSK3B	2932	Novel DORGE-OG	Plx4032	drug:2558	GSE50649	DB05238	1.12374e-05	0.000164875	-0.78684
GSK3B	2932	Novel DORGE-OG	Lapatinib	drug:2586	GSE38376	DB01259	1.3161e-05	0.000464285	-0.715995
GSK3B	2932	Novel DORGE-OG	Cisplatin	drug:3152	GSE47856	DB00515	1.4289e-05	0.000186215	-0.438937
GSK3B	2932	Novel DORGE-OG	Tretinoin	drug:2828	GSE23702	DB00755	1.71862e-05	4.56006e-05	-0.43
GSK3B	2932	Novel DORGE-OG	Imatinib	drug:2517	GSE1922	DB00619	5.37997e-05	0.000250408	-0.562416
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3264	GSE6930	DB00997	6.02513e-05	0.00161882	-1.01126
GSK3B	2932	Novel DORGE-OG	Imatinib	drug:2513	GSE1922	DB00619	9.47769e-05	0.000405695	-0.505118
GSK3B	2932	Novel DORGE-OG	Imatinib	drug:2519	GSE1922	DB00619	9.88482e-05	0.000495892	-0.408854
GSK3B	2932	Novel DORGE-OG	Bpde	drug:3378	GSE19510		0.000140098	0.00304575	-0.608032
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3260	GSE6930	DB00997	0.000183995	0.00419263	-0.571924
GSK3B	2932	Novel DORGE-OG	Tretinoin	drug:3231	GSE23702	DB00755	0.000206617	0.000722735	-0.473333
GSK3B	2932	Novel DORGE-OG	Naturalalphainterferon	drug:2474	GSE5542	DB05258	0.000215031	0.000802436	-0.343728
GSK3B	2932	Novel DORGE-OG	Imatinib	drug:2516	GSE1922	DB00619	0.000215877	0.00119455	-0.320538
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3265	GSE6930	DB00997	0.000253216	0.000941509	-1.33013
GSK3B	2932	Novel DORGE-OG	Vemurafenib	drug:2561	GSE37441	DB08881	0.000286034	0.00399945	-0.5659
GSK3B	2932	Novel DORGE-OG	Mln4924	drug:2647	GSE30531		0.000347322	0.00605109	-0.765604
GSK3B	2932	Novel DORGE-OG	Tretinoin	drug:3233	GSE23702	DB00755	0.000375717	0.000636876	-0.25
GSK3B	2932	Novel DORGE-OG	Vemurafenib	drug:2564	GSE37441	DB08881	0.000392589	0.00191069	-0.397127
GSK3B	2932	Novel DORGE-OG	Curcumin	drug:3258	GSE10896		0.000431672	0.00393536	-0.192839
GSK3B	2932	Novel DORGE-OG	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.000454763	0.00151519	-0.241215
GSK3B	2932	Novel DORGE-OG	Cetuximab	drug:3135	GSE61495	DB00002	0.000478861	0.0456372	-0.367863
GSK3B	2932	Novel DORGE-OG	Gefitinib	drug:3474	GSE53180	DB00317	0.000659372	0.00483294	-1.47495
GSK3B	2932	Novel DORGE-OG	R1881	drug:3048	GSE22606		0.000696336	0.00411962	-0.476989
GSK3B	2932	Novel DORGE-OG	Imatinib	drug:2526	GSE22433	DB00619	0.00102826	0.0051197	-0.428914
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3261	GSE6930	DB00997	0.00109774	0.00896479	-0.593699
GSK3B	2932	Novel DORGE-OG	Lapatinib	drug:3252	GSE38376	DB01259	0.00126798	0.0153416	-0.323154
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:3180	GSE58074	DB00997	0.00138706	0.00612128	-0.492439
GSK3B	2932	Novel DORGE-OG	Cadmium	drug:3402	GSE9951		0.00140244	0.00222029	-0.201158
GSK3B	2932	Novel DORGE-OG	Vemurafenib	drug:2508	GSE63790	DB08881	0.00197598	0.0093856	-0.102579
GSK3B	2932	Novel DORGE-OG	Plx4720	drug:2505	GSE50791		0.00239124	0.0241246	-0.41922
GSK3B	2932	Novel DORGE-OG	R1881	drug:3049	GSE22606		0.00285197	0.0167886	-0.483926
GSK3B	2932	Novel DORGE-OG	Plx4720	drug:2506	GSE50791		0.00329626	0.0291355	-0.333681
GSK3B	2932	Novel DORGE-OG	Bexarotene	drug:2681	GSE12791	DB00307	0.00347521	0.0142613	-0.248659
GSK3B	2932	Novel DORGE-OG	Carboplatin	drug:3089	GSE13525	DB00958	0.00373585	0.0287111	-0.171276
GSK3B	2932	Novel DORGE-OG	Decitabine	drug:2703	GSE9118	DB01262	0.00386676	0.0488951	-0.3105
GSK3B	2932	Novel DORGE-OG	Vanadiumpentoxide	drug:3557	GSE5339		0.00386935	0.0136919	-0.643785
GSK3B	2932	Novel DORGE-OG	4-hydroxynonenal	drug:3082	GSE2397		0.00489084	0.0141913	-0.254377
GSK3B	2932	Novel DORGE-OG	Lapatinib	drug:2584	GSE38376	DB01259	0.00505742	0.0323952	-0.26622
GSK3B	2932	Novel DORGE-OG	Celecoxib	drug:2501	GSE54657	DB00482	0.00674093	0.0270718	-0.252588
GSK3B	2932	Novel DORGE-OG	Pioglitazone	drug:2796	GSE8157	DB01132	0.00814267	0.0241031	-0.189781
GSK3B	2932	Novel DORGE-OG	Interferonbeta-1a	drug:3186	GSE26104	DB00060	0.0107545	0.0373921	-0.044
GSK3B	2932	Novel DORGE-OG	Vanadiumpentoxide	drug:3558	GSE5339		0.0111228	0.0160759	-0.430821
GSK3B	2932	Novel DORGE-OG	Doxorubicin	drug:2533	GSE24460	DB00997	0.0143343	0.0494288	-0.539474
GSK3B	2932	Novel DORGE-OG	Puromycin,ec50,5d	drug:3270	GSE6930		0.015432	0.0265255	-0.618764
GSK3B	2932	Novel DORGE-OG	Ribavirin	drug:2481	GSE23031	DB00811	0.019407	0.0436324	-0.211959
IL7R	3575	CGC-OG	Imatinib	drug:2526	GSE22433	DB00619	5.9607e-10	1.02305e-07	-2.02959
IL7R	3575	CGC-OG	Bisphenola	drug:2662	GSE17624		1.76191e-08	5.85171e-07	-0.385175
IL7R	3575	CGC-OG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	3.27947e-08	1.4827e-06	-0.31125
IL7R	3575	CGC-OG	Vx	drug:3376	GSE33606		1.84274e-07	1.19462e-05	-1.38323
IL7R	3575	CGC-OG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3042	GSE29159		2.0507e-06	8.3241e-05	-0.108823
IL7R	3575	CGC-OG	Hypochlorousacid	drug:3198	GSE11630		5.28418e-06	5.05574e-05	-1.31583
IL7R	3575	CGC-OG	Plx4032	drug:2558	GSE50649	DB05238	6.45556e-06	0.000111185	-0.911903
IL7R	3575	CGC-OG	Plx4032	drug:2557	GSE50649	DB05238	8.65777e-06	0.000124971	-1.13774
IL7R	3575	CGC-OG	Doxorubicin	drug:3180	GSE58074	DB00997	1.28681e-05	0.000250499	-0.927782
IL7R	3575	CGC-OG	Calcitriol	drug:3126	GSE52819		1.49303e-05	0.00030148	-1.30236
IL7R	3575	CGC-OG	Doxorubicin	drug:3179	GSE58074	DB00997	1.74189e-05	0.000210543	-0.903571
IL7R	3575	CGC-OG	Cadmium	drug:3402	GSE9951		1.91284e-05	0.000115288	-0.385266
IL7R	3575	CGC-OG	4-hydroxynonenal	drug:3081	GSE2397		2.18901e-05	0.000470434	-1.10024
IL7R	3575	CGC-OG	Pd173074	drug:2578	GSE52452		3.55191e-05	0.000400636	-0.861107
IL7R	3575	CGC-OG	Luteolin	drug:3473	GSE53180		3.97835e-05	0.0126318	-3.89588
IL7R	3575	CGC-OG	Calcitriol	drug:3129	GSE52819		4.93459e-05	0.000999858	-1.11784
IL7R	3575	CGC-OG	Estradiol	drug:3203	GSE12446	DB00783	7.73314e-05	0.00130018	-1.32915
IL7R	3575	CGC-OG	Vx	drug:3345	GSE33606		9.50506e-05	0.0023618	-0.416416
IL7R	3575	CGC-OG	Celecoxib	drug:2501	GSE54657	DB00482	0.000118653	0.00246975	-0.179672
IL7R	3575	CGC-OG	Plx4032	drug:2565	GSE24862	DB05238	0.000137681	0.0140481	-0.64
IL7R	3575	CGC-OG	Tibolone	drug:3204	GSE12446		0.000141245	0.00488655	-1.11323
IL7R	3575	CGC-OG	Gefitinib	drug:3474	GSE53180	DB00317	0.000176707	0.00265982	-1.99953
IL7R	3575	CGC-OG	Harman	drug:3482	GSE5080		0.000185605	0.00111439	-0.410786
IL7R	3575	CGC-OG	Puromycin,ec50,1d	drug:3268	GSE6930		0.000237086	0.000741503	-0.448651
IL7R	3575	CGC-OG	Interferonbeta-1a	drug:3186	GSE26104	DB00060	0.000315813	0.00328885	-0.880417
IL7R	3575	CGC-OG	Chlorpyrifos	drug:3571	GSE5023		0.000700863	0.00338276	-1.0417
IL7R	3575	CGC-OG	Dexamethasone	drug:2714	GSE34313	DB01234	0.0014961	0.0237675	-0.533539
IL7R	3575	CGC-OG	2,3,7,8-tetrachlorodibenzo-p-dioxin	drug:3189	GSE24193		0.00166872	0.0196287	-1.25573
IL7R	3575	CGC-OG	Plx4032	drug:2568	GSE24862	DB05238	0.00169296	0.0436561	-0.605
IL7R	3575	CGC-OG	Bexarotene	drug:2681	GSE12791	DB00307	0.00451233	0.0175319	-1.6585
IL7R	3575	CGC-OG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	0.00671962	0.0198717	-1.16208
IL7R	3575	CGC-OG	4-hydroxynonenal	drug:3079	GSE2397		0.00728405	0.0276943	-1.26273
IL7R	3575	CGC-OG	Argyrina	drug:3054	GSE8565		0.0125914	0.0357097	-0.984393
USP8	9101	CGC-OG	Cediranib	drug:2642	GSE32569		4.01435e-10	2.39331e-09	-0.20811
USP8	9101	CGC-OG	Chromium	drug:3534	GSE6907		1.79805e-08	3.80405e-06	-1.68617
USP8	9101	CGC-OG	Diclofenac	drug:3053	GSE54255	DB00586	5.37305e-08	8.84293e-07	-0.873055
USP8	9101	CGC-OG	Vanadiumpentoxide	drug:3558	GSE5339		1.42545e-07	3.41203e-06	-1.45815
USP8	9101	CGC-OG	Bexarotene	drug:2680	GSE6914	DB00307	2.17602e-07	2.99003e-06	-0.635185
USP8	9101	CGC-OG	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		3.919e-07	9.38596e-06	-1.2252
USP8	9101	CGC-OG	Cytarabine	drug:3375	GSE6930	DB00987	4.05008e-07	1.71316e-06	-1.07795
USP8	9101	CGC-OG	Antimony	drug:3532	GSE6907		1.18146e-06	4.76886e-06	-1.44143
USP8	9101	CGC-OG	Cadmium	drug:3402	GSE9951		1.02984e-05	8.78412e-05	-0.889982
USP8	9101	CGC-OG	Actinomycind	drug:3098	GSE6400		1.1803e-05	9.04201e-05	-0.612462
USP8	9101	CGC-OG	Nitricoxide	drug:3181	GSE13887	DB00435	2.24736e-05	0.000118476	-0.388495
USP8	9101	CGC-OG	Bisphenola	drug:2661	GSE17624		2.79473e-05	0.000174725	-0.116449
USP8	9101	CGC-OG	Cyfluthrin	drug:3572	GSE5023		3.57941e-05	0.000455884	-0.25987
USP8	9101	CGC-OG	Alfacalcidol	drug:3363	GSE15947	DB01436	4.38481e-05	0.00244598	-0.909144
USP8	9101	CGC-OG	Tretinoin	drug:3233	GSE23702	DB00755	4.55895e-05	9.879e-05	-0.76
USP8	9101	CGC-OG	Tretinoin	drug:3232	GSE23702	DB00755	6.51782e-05	0.000669398	-0.71
USP8	9101	CGC-OG	Mercury	drug:3533	GSE6907		0.00011957	0.000598763	-0.581208
USP8	9101	CGC-OG	Tretinoin	drug:2828	GSE23702	DB00755	0.000154584	0.000308179	-0.603333
USP8	9101	CGC-OG	Cetuximab	drug:3136	GSE61495	DB00002	0.000488736	0.00507973	-0.404738
USP8	9101	CGC-OG	Doxorubicin	drug:3265	GSE6930	DB00997	0.000624017	0.00196483	-1.09905
USP8	9101	CGC-OG	Naturalalphainterferon	drug:2474	GSE5542	DB05258	0.000674479	0.00206548	-0.371017
USP8	9101	CGC-OG	Nickel	drug:3480	GSE6281		0.00103581	0.00677198	-0.220233
USP8	9101	CGC-OG	Vanadiumpentoxide	drug:3557	GSE5339		0.00107336	0.00513293	-0.490264
USP8	9101	CGC-OG	Plx4032	drug:2565	GSE24862	DB05238	0.00125074	0.0197741	-0.16
USP8	9101	CGC-OG	Isotretinoin	drug:2772	GSE10432	DB00982	0.00144717	0.00464664	-0.241254
USP8	9101	CGC-OG	Imatinib	drug:2517	GSE1922	DB00619	0.00166409	0.00408799	-0.346996
USP8	9101	CGC-OG	Imatinib	drug:2519	GSE1922	DB00619	0.00174546	0.00542824	-0.242854
USP8	9101	CGC-OG	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		0.00195707	0.00728561	-0.206587
USP8	9101	CGC-OG	Tretinoin	drug:3231	GSE23702	DB00755	0.00233818	0.00511064	-0.576667
USP8	9101	CGC-OG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3046	GSE29159		0.00244449	0.00841187	-0.221654
USP8	9101	CGC-OG	Doxorubicin	drug:2533	GSE24460	DB00997	0.0030942	0.016901	-2.12213
USP8	9101	CGC-OG	Nickel	drug:3531	GSE6907		0.00492351	0.0098528	-0.745637
USP8	9101	CGC-OG	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		0.00806144	0.0395613	-0.253601
USP8	9101	CGC-OG	Resveratrol	drug:3501	GSE25412	DB02709	0.00998457	0.0350892	-0.59565
USP8	9101	CGC-OG	Gefitinib	drug:3474	GSE53180	DB00317	0.0103472	0.030746	-0.98373
USP8	9101	CGC-OG	Apratoxina	drug:3071	GSE2742		0.0114987	0.0464673	-0.941658
USP8	9101	CGC-OG	Chlorpyrifos	drug:3571	GSE5023		0.0121732	0.0290734	-0.110374
CROCC	9696	Novel DORGE-OG	Doxorubicin	drug:2720	GSE12972	DB00997	3.38081e-14	6.45577e-14	-0.028884
CROCC	9696	Novel DORGE-OG	Doxorubicin	drug:3263	GSE6930	DB00997	2.30038e-11	1.34761e-10	-0.242927
CROCC	9696	Novel DORGE-OG	Puromycin,ec50,1d	drug:3268	GSE6930		1.47329e-08	3.49623e-07	-0.838759
CROCC	9696	Novel DORGE-OG	Androstanolone	drug:3411	GSE7868		7.0825e-08	1.15122e-05	-0.491458
CROCC	9696	Novel DORGE-OG	Naturalalphainterferon	drug:2473	GSE5542	DB05258	2.14316e-07	3.55329e-06	-0.430213
CROCC	9696	Novel DORGE-OG	Pioglitazone	drug:2796	GSE8157	DB01132	8.94693e-07	1.57799e-05	-0.353188
CROCC	9696	Novel DORGE-OG	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	1.53846e-06	7.59587e-05	-0.223339
CROCC	9696	Novel DORGE-OG	Harman	drug:3482	GSE5080		8.56343e-06	0.000131766	-0.44659
CROCC	9696	Novel DORGE-OG	Chlorpyrifos	drug:3571	GSE5023		1.62379e-05	0.000251439	-0.711075
CROCC	9696	Novel DORGE-OG	Dasatinib	drug:3306	GSE59357	DB01254	3.92606e-05	0.000148115	-0.165797
CROCC	9696	Novel DORGE-OG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	4.27825e-05	0.000646478	-0.23
CROCC	9696	Novel DORGE-OG	Argyrina	drug:3054	GSE8565		0.000142175	0.00146016	-0.591341
CROCC	9696	Novel DORGE-OG	Isotretinoin	drug:2772	GSE10432	DB00982	0.000424254	0.00180337	-0.011474
CROCC	9696	Novel DORGE-OG	Doxorubicin	drug:3260	GSE6930	DB00997	0.00046795	0.00711506	-0.933594
CROCC	9696	Novel DORGE-OG	Interferonbeta-1a	drug:3186	GSE26104	DB00060	0.000701261	0.0055231	-0.208889
CROCC	9696	Novel DORGE-OG	Apratoxina	drug:3069	GSE2742		0.000797071	0.0351704	-0.817116
CROCC	9696	Novel DORGE-OG	Estradiol	drug:3062	GSE4668	DB00783	0.00119076	0.0282491	-0.355962
CROCC	9696	Novel DORGE-OG	Cytarabine	drug:3422	GSE6930	DB00987	0.00171085	0.00810163	-0.551053
CROCC	9696	Novel DORGE-OG	Lmp-420	drug:3222	GSE20211		0.00321156	0.0115431	-0.0304621
CROCC	9696	Novel DORGE-OG	Apratoxina	drug:3071	GSE2742		0.00439589	0.0298056	-1.27247
CROCC	9696	Novel DORGE-OG	Curcumin	drug:3258	GSE10896		0.00446247	0.0204839	-0.639504
CROCC	9696	Novel DORGE-OG	Estradiol	drug:3063	GSE4668	DB00783	0.0046079	0.0383431	-0.187972
CROCC	9696	Novel DORGE-OG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.0070298	0.0142083	-0.0519444
CROCC	9696	Novel DORGE-OG	Cytarabine	drug:3375	GSE6930	DB00987	0.0294042	0.0422585	-0.96836
CACNA1D	776	CGC-OG	Doxorubicin	drug:3263	GSE6930	DB00997	5.2219e-10	1.93464e-09	-1.14711
CACNA1D	776	CGC-OG	Diclofenac	drug:3053	GSE54255	DB00586	3.42247e-09	1.19023e-07	-1.03658
CACNA1D	776	CGC-OG	Antimony	drug:3532	GSE6907		3.73146e-06	1.18769e-05	-0.844827
CACNA1D	776	CGC-OG	Chromium	drug:3534	GSE6907		5.70014e-06	6.69962e-05	-3.10989
CACNA1D	776	CGC-OG	Nitricoxide	drug:3181	GSE13887	DB00435	7.4786e-06	4.84538e-05	-0.318028
CACNA1D	776	CGC-OG	Curcumin	drug:3259	GSE10896		1.98787e-05	0.000377102	-0.347582
CACNA1D	776	CGC-OG	Pioglitazone	drug:2796	GSE8157	DB01132	0.00018517	0.00114836	-0.288151
CACNA1D	776	CGC-OG	Mercury	drug:3533	GSE6907		0.000247799	0.00104728	-2.38824
CACNA1D	776	CGC-OG	Vx	drug:3345	GSE33606		0.000410134	0.00612732	-0.309389
CACNA1D	776	CGC-OG	Bisphenola	drug:2663	GSE17624		0.00160004	0.00438401	-1.10556
CACNA1D	776	CGC-OG	Lipopolysaccharide	drug:2475	GSE40885		0.00287289	0.0295192	-0.373459
CACNA1D	776	CGC-OG	4-hydroxynonenal	drug:3078	GSE2397		0.00522995	0.0208723	-0.00434235
CACNA1D	776	CGC-OG	Cisplatin	drug:3159	GSE47856	DB00515	0.00561051	0.0271581	-0.10839
CACNA1D	776	CGC-OG	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		0.00625205	0.0127081	-3.39151
CACNA1D	776	CGC-OG	Nickel	drug:3480	GSE6281		0.00643822	0.0232255	-0.0740073
CACNA1D	776	CGC-OG	Bpde	drug:3379	GSE19510		0.00682376	0.0143985	-0.0891817
CACNA1D	776	CGC-OG	Cediranib	drug:2642	GSE32569		0.00864294	0.0115489	-0.0659849
CACNA1D	776	CGC-OG	Resveratrol	drug:3501	GSE25412	DB02709	0.0138738	0.0433258	-0.458237
CACNA1D	776	CGC-OG	Hypochlorousacid	drug:3198	GSE11630		0.0191851	0.0409388	-0.432322
CACNA1D	776	CGC-OG	Doxorubicin	drug:2720	GSE12972	DB00997	0.0201819	0.0227507	-0.0891134
NOTCH2NL	100996763	Novel DORGE-OG	Doxorubicin	drug:2720	GSE12972	DB00997	0	0	-0.0618723
NOTCH2NL	100996763	Novel DORGE-OG	Naturalalphainterferon	drug:2474	GSE5542	DB05258	6.96435e-08	1.40499e-06	-0.437792
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2515	GSE1922	DB00619	1.61718e-06	2.73725e-05	-0.540399
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2513	GSE1922	DB00619	1.72713e-06	1.50147e-05	-0.751095
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2517	GSE1922	DB00619	1.82421e-06	1.8579e-05	-0.593906
NOTCH2NL	100996763	Novel DORGE-OG	Tretinoin	drug:2828	GSE23702	DB00755	4.40691e-06	1.43887e-05	-0.536667
NOTCH2NL	100996763	Novel DORGE-OG	Tretinoin	drug:3233	GSE23702	DB00755	7.13691e-06	2.00005e-05	-0.486667
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2519	GSE1922	DB00619	1.11282e-05	8.02223e-05	-0.604763
NOTCH2NL	100996763	Novel DORGE-OG	Tretinoin	drug:3231	GSE23702	DB00755	4.20407e-05	0.000212969	-0.49
NOTCH2NL	100996763	Novel DORGE-OG	Naturalalphainterferon	drug:2473	GSE5542	DB05258	6.08222e-05	0.000307344	-0.445074
NOTCH2NL	100996763	Novel DORGE-OG	Interferongamma-1b	drug:2476	GSE5542	DB00033	6.94113e-05	0.000319249	-0.572199
NOTCH2NL	100996763	Novel DORGE-OG	4-hydroxynonenal	drug:3079	GSE2397		7.57585e-05	0.00116134	-0.0364894
NOTCH2NL	100996763	Novel DORGE-OG	Cycloheximide	drug:3059	GSE8597		9.02486e-05	0.000418896	-0.338549
NOTCH2NL	100996763	Novel DORGE-OG	Cisplatin	drug:3153	GSE47856	DB00515	0.000112467	0.000690031	-0.0153867
NOTCH2NL	100996763	Novel DORGE-OG	Sevoflurane	drug:2816	GSE4386	DB01236	0.000123718	0.00355634	-0.463057
NOTCH2NL	100996763	Novel DORGE-OG	Cadmium	drug:3402	GSE9951		0.000156279	0.000410754	-0.0415118
NOTCH2NL	100996763	Novel DORGE-OG	Vanadiumpentoxide	drug:3554	GSE5339		0.000187587	0.00226769	-0.0258696
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2520	GSE1922	DB00619	0.000242728	0.00152589	-0.420052
NOTCH2NL	100996763	Novel DORGE-OG	Apratoxina	drug:3070	GSE2742		0.000245313	0.00657986	-0.268077
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2516	GSE1922	DB00619	0.000296924	0.00155697	-0.490458
NOTCH2NL	100996763	Novel DORGE-OG	Adenosinetriphosphate	drug:3219	GSE30903		0.000389758	0.00299968	-0.213613
NOTCH2NL	100996763	Novel DORGE-OG	Vanadiumpentoxide	drug:3558	GSE5339		0.000450653	0.00103881	-0.999662
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2512	GSE1922	DB00619	0.000568303	0.00366459	-0.376858
NOTCH2NL	100996763	Novel DORGE-OG	Bpde	drug:3379	GSE19510		0.000634715	0.00194385	-0.219344
NOTCH2NL	100996763	Novel DORGE-OG	Vanadiumpentoxide	drug:3556	GSE5339		0.000675693	0.00539127	-0.161615
NOTCH2NL	100996763	Novel DORGE-OG	4-hydroxynonenal	drug:3081	GSE2397		0.000947608	0.00573667	-0.19617
NOTCH2NL	100996763	Novel DORGE-OG	Lmp-420	drug:3222	GSE20211		0.00146124	0.00608044	-0.164326
NOTCH2NL	100996763	Novel DORGE-OG	Cytarabine	drug:3422	GSE6930	DB00987	0.00190655	0.0088066	-0.168539
NOTCH2NL	100996763	Novel DORGE-OG	Vanadiumpentoxide	drug:3557	GSE5339		0.00320295	0.0117917	-0.523791
NOTCH2NL	100996763	Novel DORGE-OG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.00402724	0.00886059	-0.264583
NOTCH2NL	100996763	Novel DORGE-OG	Doxorubicin	drug:3260	GSE6930	DB00997	0.00410251	0.0283575	-0.209066
NOTCH2NL	100996763	Novel DORGE-OG	Hypochlorousacid	drug:3198	GSE11630		0.00421637	0.0116843	-0.1297
NOTCH2NL	100996763	Novel DORGE-OG	Imatinib	drug:2457	GSE1922	DB00619	0.00469744	0.0275508	-0.318951
NOTCH2NL	100996763	Novel DORGE-OG	Ribavirin	drug:2481	GSE23031	DB00811	0.00602554	0.0163848	-0.129945
