Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Prolactin signaling pathway	6/70	0.009242977787701036	0.027373434217422297	0	0	3.32871012482663	15.591315973982583	GSK3B;SOCS1;SHC1;PIK3R2;PIK3R1;SOS1
Amyotrophic lateral sclerosis (ALS)	5/51	0.00984885412179758	0.028889972090606234	0	0	3.807348181991243	17.591472162108335	MAP2K3;PPP3CA;PPP3CB;GRIN2A;BCL2L1
GnRH signaling pathway	7/93	0.010184440278261247	0.029592524582117585	0	0	2.923060862302955	13.40777087552963	MAP2K3;CDC42;PRKCB;CACNA1C;SOS1;MAP2K7;CALM2
IL-17 signaling pathway	7/93	0.010184440278261247	0.02931595893181742	0	0	2.923060862302955	13.40777087552963	NFKBIA;GSK3B;HSP90AA1;HSP90AB1;CASP8;TNFAIP3;ELAVL1
Endocytosis	13/244	0.010940999613401803	0.031202110008590328	0	0	2.069075282508356	9.34236757594937	SMAD2;SMAD3;CAV1;HLA-B;HLA-A;WASL;VPS37B;ASAP2;TGFBR1;DNM2;TGFBR2;CDC42;CAPZB
Adrenergic signaling in cardiomyocytes	9/145	0.012898871588998648	0.036448187609280584	0	0	2.4104452628054904	10.486920390078167	RYR2;PPP2R1A;TPM3;ATP2A2;CACNA1C;PPP2R5C;CALM2;RAPGEF3;GNAI2
Phosphatidylinositol signaling system	7/99	0.014050347391266298	0.03934097269554564	0	0	2.745905658527018	11.711584625696625	PRKCB;PTEN;PIK3R2;PIK3R1;DGKZ;CALM2;PIK3C2B
Progesterone-mediated oocyte maturation	7/99	0.014050347391266298	0.03898654951810829	0	0	2.745905658527018	11.711584625696625	HSP90AA1;HSP90AB1;CDC27;PIK3R2;PIK3R1;CPEB2;GNAI2
Thyroid cancer	4/37	0.014660010306671646	0.04031502834334703	0	0	4.198373130411966	17.72818422241595	RXRA;CDH1;TPM3;CCDC6
Longevity regulating pathway	7/102	0.01633302692658331	0.04451833887953681	0	0	2.6651437273938705	10.965909843970177	RPTOR;STK11;HDAC2;TSC2;TSC1;PIK3R2;PIK3R1
Alcoholism	10/180	0.018463915412240725	0.04988496444710652	0	0	2.157497303128371	8.612593246802746	GRIN2A;HDAC2;SHC1;GNB1;SOS1;CALM2;HIST1H2AC;HIST1H2BD;HDAC7;GNAI2
Long-term depression	5/60	0.018992967936134617	0.05086812282025619	0	0	3.236245954692557	12.827464326690265	GNA13;PPP2R1A;PRKCB;GRIA3;GNAI2
Bladder cancer	4/41	0.020749870251379577	0.05509448308124922	0	0	3.7887757518351886	14.682321705974113	RB1;CDH1;CDKN2A;VEGFA
Type I diabetes mellitus	4/43	0.024297305655166735	0.06396213796402866	0	0	3.612553623842854	13.429270040808479	HLA-B;FAS;HLA-A;HSPD1
Estrogen signaling pathway	8/137	0.025595422439554958	0.06680839077443158	0	0	2.2677343916093826	8.312021553545664	HSP90AA1;HSP90AB1;SHC1;PIK3R2;PIK3R1;SOS1;CALM2;GNAI2
Cholinergic synapse	7/112	0.025822839361747153	0.0668355842304044	0	0	2.4271844660194177	8.874990126395343	PRKCB;GNB1;PIK3R2;FYN;PIK3R1;CACNA1C;GNAI2
Acute myeloid leukemia	5/66	0.027456250587075525	0.07047104317349384	0	0	2.9420417769932334	10.577115118734824	CEBPA;ZBTB16;PIK3R2;PIK3R1;SOS1
Renin secretion	5/69	0.03245974751095108	0.08262481184605729	0	0	2.8141269171239625	9.646136190778826	PPP3CA;PPP3CB;CACNA1C;CALM2;GNAI2
Notch signaling pathway	4/48	0.034685365393363324	0.0875663323045566	0	0	3.236245954692557	10.878438276952695	HDAC2;CTBP2;MAML1;EP300
NF-kappa B signaling pathway	6/95	0.03605736633885952	0.09028999050706286	0	0	2.452733776188043	8.149561408855707	NFKBIA;CSNK2A1;PRKCB;TNFAIP3;ATM;BCL2L1
Platelet activation	7/124	0.041478445599448625	0.10302710681153368	0	0	2.192295646727216	6.97715928240593	GNA13;PIK3R2;FYN;PIK3R1;ARHGAP35;ACTB;GNAI2
Oxytocin signaling pathway	8/153	0.04471463446772707	0.1101768593284795	0	0	2.0305856970619964	6.30995253593245	RYR2;PPP3CA;PPP3CB;PRKCB;CACNA1C;CALM2;ACTB;GNAI2
Antigen processing and presentation	5/77	0.048438146466138976	0.1184043580283397	0	0	2.5217500945656286	7.634516771050122	HSP90AA1;HSP90AB1;HLA-B;HLA-A;B2M
Cardiac muscle contraction	5/78	0.05071009942677138	0.12298197341295734	0	0	2.4894199651481204	7.42252971989931	RYR2;TPM3;ATP2A2;CACNA1C;COX5A
Toll-like receptor signaling pathway	6/104	0.05212462589149162	0.1254248810514017	0	0	2.2404779686333085	6.61863579394453	MAP2K3;NFKBIA;CASP8;PIK3R2;PIK3R1;MAP2K7
Regulation of lipolysis in adipocytes	4/55	0.05294614742422502	0.12641405741597914	0	0	2.824360105913504	8.29932559458022	AQP7;PIK3R2;PIK3R1;GNAI2
Calcium signaling pathway	9/188	0.05491304289454344	0.13010167085784138	0	0	1.8591200165255113	5.3951744368345	RYR2;PPP3CA;GRIN2A;PPP3CB;PRKCB;STIM2;ATP2A2;CACNA1C;CALM2
Spliceosome	7/134	0.05843920556407045	0.13739904819644044	0	0	2.0286914939863787	5.761013767179263	HNRNPM;DDX39B;PCBP1;TRA2B;HNRNPU;PRPF40B;RBMX
Aldosterone-regulated sodium reabsorption	3/37	0.06923212567473926	0.1615416265743916	0	0	3.1487798478089744	8.408156222193876	PRKCB;PIK3R2;PIK3R1
Toxoplasmosis	6/113	0.07194816236127467	0.1666167970471624	0	0	2.062032820689063	5.426877332701684	MAP2K3;NFKBIA;SOCS1;CASP8;BCL2L1;GNAI2
Allograft rejection	3/38	0.0737897715488047	0.16960634057486454	0	0	3.0659172202350535	7.991421013431212	HLA-B;FAS;HLA-A
Ferroptosis	3/40	0.08329132902964531	0.19002762474911672	0	0	2.912621359223301	7.239060665560167	MAP1LC3B;PCBP1;PCBP2
Central carbon metabolism in cancer	4/65	0.08642920179497392	0.19573672171214682	0	0	2.389843166542196	5.8513629312325985	PKM;PTEN;PIK3R2;PIK3R1
Mitophagy	4/65	0.08642920179497392	0.19430798651716763	0	0	2.389843166542196	5.8513629312325985	CSNK2A1;RRAS2;AMBRA1;BCL2L1
Graft-versus-host disease	3/41	0.08822881663636138	0.1969164893043428	0	0	2.8415818138763913	6.898853848252073	HLA-B;FAS;HLA-A
Amoebiasis	5/96	0.10199036904405281	0.22599304795372854	0	0	2.022653721682848	4.617469440316666	PRKCB;COL4A1;ACTN1;PIK3R2;PIK3R1
Carbohydrate digestion and absorption	3/44	0.10374789899867917	0.22824537779709417	0	0	2.64783759929391	5.999447583472683	PRKCB;PIK3R2;PIK3R1
Inflammatory mediator regulation of TRP channels	5/100	0.11594696876026168	0.2532742296323447	0	0	1.9417475728155342	4.1837327345005	MAP2K3;PRKCB;PIK3R2;PIK3R1;CALM2
Mismatch repair	2/23	0.11748930704276556	0.2548359617547309	0	0	3.376952300548755	7.231432514750143	MSH2;MLH1
Melanogenesis	5/101	0.11957148189339357	0.25753857638577077	0	0	1.9225223493223111	4.083131618967058	GSK3B;PRKCB;EP300;CALM2;GNAI2
JAK-STAT signaling pathway	7/162	0.12573902749494043	0.26894180880862256	0	0	1.6780534579887332	3.4795222610993135	SOCS1;EP300;PIK3R2;PIK3R1;SOS1;MCL1;BCL2L1
Glucagon signaling pathway	5/103	0.12697798213513758	0.2697187482594647	0	0	1.8851918182675087	3.890548735165152	PPP3CA;PPP3CB;PKM;EP300;CALM2
Gastric acid secretion	4/75	0.12787999161059643	0.26977422887714864	0	0	2.0711974110032365	4.2597551231466	PRKCB;CALM2;ACTB;GNAI2
Protein processing in endoplasmic reticulum	7/165	0.13462570322725448	0.28207290199996177	0	0	1.6475433951162108	3.303747793922721	HSP90AA1;HSP90AB1;UBE2D3;DNAJB12;UBE2G1;MAP2K7;UBQLN4
Autoimmune thyroid disease	3/53	0.15583722951665926	0.3243099100752098	0	0	2.198204799413812	4.086337901421024	HLA-B;FAS;HLA-A
Phototransduction	2/28	0.16174859830408692	0.3343528072326092	0	0	2.7739251040221915	5.053292680875889	GNB1;CALM2
Serotonergic synapse	5/113	0.16695117710115165	0.34280641698103137	0	0	1.7183606839075523	3.075958178531617	PRKCB;GNB1;CACNA1C;RAPGEF3;GNAI2
Legionellosis	3/55	0.16835370368194216	0.34339695850356416	0	0	2.118270079435128	3.7740966645528222	NFKBIA;CASP8;HSPD1
NOD-like receptor signaling pathway	7/178	0.17648800132371947	0.3576204237349052	0	0	1.5272171921021054	2.6489618637762335	NFKBIA;HSP90AA1;HSP90AB1;CASP8;TNFAIP3;TP53BP1;BCL2L1
Insulin secretion	4/86	0.18110623727709865	0.3645798763486692	0	0	1.806276811921427	3.0863336619906887	RIMS2;RYR2;PRKCB;CACNA1C
Retrograde endocannabinoid signaling	6/148	0.18307672070102868	0.36615344140205736	0	0	1.5743899239044872	2.6730778932458366	PRKCB;GNB1;CACNA1C;NDUFV2;GRIA3;GNAI2
GABAergic synapse	4/89	0.19674299574300522	0.3909473721861007	0	0	1.7453910766881204	2.8377562859818632	PRKCB;GNB1;CACNA1C;GNAI2
Protein digestion and absorption	4/90	0.2020450744840983	0.3989095060327069	0	0	1.725997842502697	2.7603270169800167	COL2A1;COL4A1;COL11A1;PRSS3
Morphine addiction	4/91	0.20738921073115185	0.406852719141368	0	0	1.7070308332444257	2.685429221955625	PRKCB;PDE4D;GNB1;GNAI2
Base excision repair	2/33	0.2083964305372107	0.4062411430725373	0	0	2.3536334215945867	3.6912341210710395	XRCC1;POLE
Th1 and Th2 cell differentiation	4/92	0.2127736906379444	0.4121653881540055	0	0	1.6884761502743775	2.612961018789657	NFKBIA;PPP3CA;PPP3CB;MAML1
Necroptosis	6/162	0.23986701679897957	0.4617440073380356	0	0	1.4383315354189141	2.053463654626904	HSP90AA1;HSP90AB1;CASP8;TNFAIP3;FAS;HIST1H2AC
Aldosterone synthesis and secretion	4/98	0.24583219835191802	0.47028768380366925	0	0	1.585100059441252	2.224063556679982	NR4A2;PRKCB;CACNA1C;CALM2
Pancreatic secretion	4/98	0.24583219835191802	0.4673846734098195	0	0	1.585100059441252	2.224063556679982	RYR2;PRKCB;ATP2A2;PRSS3
African trypanosomiasis	2/37	0.24658968337801995	0.4659486041744181	0	0	2.099186565205983	2.938923168883885	PRKCB;FAS
Vascular smooth muscle contraction	5/132	0.25376316046264613	0.4765795940396037	0	0	1.4710208884966167	2.017290211942959	GNA13;PRKCB;MRVI1;CACNA1C;CALM2
Adipocytokine signaling pathway	3/69	0.26224410166974416	0.4895223231168558	0	0	1.6884761502743775	2.259990752568082	NFKBIA;STK11;RXRA
RIG-I-like receptor signaling pathway	3/70	0.26922977625630234	0.4995347655839827	0	0	1.664355062413315	2.1839501977761673	NFKBIA;DDX3X;CASP8
Nicotine addiction	2/40	0.27540125484308264	0.5079256676147872	0	0	1.9417475728155342	2.5039342451645723	GRIN2A;GRIA3
Homologous recombination	2/41	0.2849998414561692	0.5224997093363102	0	0	1.8943878759175943	2.3779619322903804	XRCC3;ATM
Herpes simplex virus 1 infection	15/492	0.28811241501297197	0.5250806143431679	0	0	1.1839924224484963	1.4733655518576119	HLA-B;TSC2;PIK3R2;TSC1;HLA-A;PIK3R1;POU2F2;NFKBIA;NXF1;CASP8;FAS;TNFRSF14;ITGA5;B2M;BCL2L1
Pertussis	3/76	0.3114810701409874	0.5643304094319066	0	0	1.5329586101175268	1.7880685425867389	ITGA5;CALM2;GNAI2
Tuberculosis	6/179	0.31461056872289356	0.5666669892786621	0	0	1.3017302164126485	1.5053464595260357	PPP3CA;PPP3CB;CASP8;EP300;CALM2;HSPD1
Cell adhesion molecules (CAMs)	5/145	0.3184063861323093	0.5701695751671586	0	0	1.3391362571141614	1.5325433789954326	PTPRC;CDH1;HLA-B;HLA-A;PTPRF
Basal transcription factors	2/45	0.3232096539739941	0.5754252799074576	0	0	1.725997842502697	1.9494353101398134	ERCC2;GTF2I
Nucleotide excision repair	2/47	0.3421313242809108	0.6056117694167846	0	0	1.6525511258004546	1.7724612708101941	ERCC2;POLE
Endocrine and other factor-regulated calcium reabsorption	2/48	0.3515301508693005	0.6186930655299689	0	0	1.6181229773462784	1.6916825140583593	PRKCB;DNM2
ECM-receptor interaction	3/82	0.35390043412712485	0.6193257597224685	0	0	1.4207909069381957	1.4758318706187132	COL2A1;COL4A1;ITGA5
Cocaine addiction	2/49	0.36088215101602145	0.62797572041206	0	0	1.585100059441252	1.6155400442644023	GRIN2A;GNAI2
Malaria	2/49	0.36088215101602145	0.6244477669265989	0	0	1.585100059441252	1.6155400442644023	LRP1;HGF
Huntington disease	6/193	0.37860098931160646	0.6514475123350547	0	0	1.2073041903516273	1.172621271248977	HDAC2;CASP8;SIN3A;EP300;NDUFV2;COX5A
Gap junction	3/88	0.3959837092386868	0.6775721246973085	0	0	1.323918799646955	1.2264548193203928	PRKCB;SOS1;GNAI2
Glycosaminoglycan biosynthesis	2/53	0.3977488782355572	0.6768323452848156	0	0	1.4654698662758747	1.3510671288417258	EXT1;HS6ST1
One carbon pool by folate	1/20	0.4066654978228012	0.6882031501616636	0	0	1.9417475728155342	1.7471151536568965	MTHFR
RNA transport	5/165	0.4204418321555244	0.7076288759776039	0	0	1.1768167107972933	1.019651826215522	UPF2;NXF1;DDX39B;EIF1AX;SRRM1
Systemic lupus erythematosus	4/133	0.4485424447279787	0.7508210487837905	0	0	1.167968464851449	0.9364210116200549	GRIN2A;ACTN1;HIST1H2AC;HIST1H2BD
Maturity onset diabetes of the young	1/26	0.49272359650904834	0.8203182039177669	0	0	1.4936519790888725	1.0572172043825914	HNF1A
Parkinson disease	4/142	0.4990103529591724	0.8263182188786296	0	0	1.093942294543963	0.7604303963163374	UBE2G1;NDUFV2;COX5A;GNAI2
Inflammatory bowel disease (IBD)	2/65	0.501652106949722	0.8262505290936597	0	0	1.194921583271098	0.8243147585720942	SMAD2;SMAD3
Epithelial cell signaling in Helicobacter pylori infection	2/68	0.5257838479197674	0.8613905593579169	0	0	1.142204454597373	0.7342833651802559	CDC42;NFKBIA
Citrate cycle (TCA cycle)	1/30	0.5430557572657055	0.8849797525811498	0	0	1.2944983818770226	0.7903472887886522	CS
Glyoxylate and dicarboxylate metabolism	1/30	0.5430557572657055	0.88032196440967	0	0	1.2944983818770226	0.7903472887886522	CS
Phagosome	4/152	0.5526146206987353	0.8911272417550287	0	0	1.021972406745018	0.6061261204174431	HLA-B;HLA-A;ITGA5;ACTB
Circadian rhythm	1/31	0.5548397163699581	0.8900553783434745	0	0	1.252740369558409	0.7379592938047851	NR1D1
Mucin type O-glycan biosynthesis	1/31	0.5548397163699581	0.8854436924453217	0	0	1.252740369558409	0.7379592938047851	B4GALT5
Ribosome	4/153	0.5578080091264372	0.8855920969636221	0	0	1.0152928485309982	0.5926674996862823	RPL5;RPS9;RPL22;RPL37
Inositol phosphate metabolism	2/74	0.5716277038564623	0.9028786296809764	0	0	1.0495932826029915	0.587003271469195	PTEN;PIK3C2B
Leishmaniasis	2/74	0.5716277038564623	0.8982721060601552	0	0	1.0495932826029915	0.587003271469195	NFKBIA;PRKCB
PPAR signaling pathway	2/74	0.5716277038564623	0.893712349176601	0	0	1.0495932826029915	0.587003271469195	RXRA;AQP7
Prion diseases	1/35	0.5990193025841737	0.9318078040198258	0	0	1.1095700416088765	0.5686118798385202	FYN
DNA replication	1/36	0.6093626237556488	0.9431341111393962	0	0	1.0787486515641855	0.5343492418237226	POLE
Primary immunodeficiency	1/37	0.6194396420241532	0.9539370487171961	0	0	1.0495932826029915	0.502692220211189	PTPRC
Cytokine-cytokine receptor interaction	7/294	0.635740117854526	0.9741689368119105	0	0	0.9246417013407304	0.4188307155574595	FAS;TNFRSF14;INHBA;ACVR1B;TGFBR1;ACVR2A;TGFBR2
Pyruvate metabolism	1/39	0.6388219672000787	0.974045375730813	0	0	0.9957679860592482	0.44623298481900997	PKM
Salivary secretion	2/90	0.6777517791484936	1.0	0	0	0.8629989212513485	0.3356842852436117	PRKCB;CALM2
Rheumatoid arthritis	2/91	0.6836166758366907	1.0	0	0	0.8535154166222129	0.3246413604134852	TEK;VEGFA
Cysteine and methionine metabolism	1/47	0.7069852629673856	1.0	0	0	0.8262755629002273	0.28650729829535754	DNMT3A
Ether lipid metabolism	1/47	0.7069852629673856	1.0	0	0	0.8262755629002273	0.28650729829535754	PAFAH1B1
Sphingolipid metabolism	1/47	0.7069852629673856	1.0	0	0	0.8262755629002273	0.28650729829535754	SGMS1
Cholesterol metabolism	1/50	0.7290943698723794	1.0	0	0	0.7766990291262137	0.2453996926007462	LRP1
Vibrio cholerae infection	1/50	0.7290943698723794	1.0	0	0	0.7766990291262137	0.2453996926007462	ACTB
Ribosome biogenesis in eukaryotes	2/101	0.7375550405744569	1.0	0	0	0.7690089397289244	0.23409751976586676	NXF1;CSNK2A1
Fanconi anemia pathway	1/54	0.7560047297528579	1.0	0	0	0.7191657677094571	0.20115616435478276	MLH1
Glycerolipid metabolism	1/61	0.7968367304449221	1.0	0	0	0.6366385484641096	0.144584100797878	DGKZ
Cytosolic DNA-sensing pathway	1/63	0.8071962884828104	1.0	0	0	0.6164278008938203	0.13203168930045706	NFKBIA
Cortisol synthesis and secretion	1/65	0.817028567220869	1.0	0	0	0.597460791635549	0.12073560491997895	CACNA1C
Glycolysis / Gluconeogenesis	1/68	0.8308465616318321	1.0	0	0	0.5711022272986865	0.10583103610373158	PKM
Bile secretion	1/72	0.847663895011915	1.0	0	0	0.5393743257820928	0.0891429730202494	RXRA
Purine metabolism	2/129	0.8485260964489499	1.0	0	0	0.6020922706404757	0.09889632802041445	PKM;PDE4D
Thyroid hormone synthesis	1/74	0.8554359149256501	1.0	0	0	0.5247966413014957	0.08194389816444789	PRKCB
Oxidative phosphorylation	2/133	0.8603331779644107	1.0	0	0	0.5839842324257245	0.0878519883338582	NDUFV2;COX5A
Synaptic vesicle cycle	1/78	0.8698126889017213	1.0	0	0	0.4978839930296241	0.06944356018265783	DNM2
Taste transduction	1/83	0.8857934367927076	1.0	0	0	0.46789098140133356	0.0567418396894157	CACNA1C
Glycerophospholipid metabolism	1/97	0.920866994229178	1.0	0	0	0.4003603242918627	0.03300557208420892	DGKZ
Hematopoietic cell lineage	1/97	0.920866994229178	1.0	0	0	0.4003603242918627	0.03300557208420892	ITGA5
Neuroactive ligand-receptor interaction	5/338	0.9381237285216951	1.0	0	0	0.574481530418797	0.03669410693128876	GRIN2A;PTH2;PRSS3;NR3C1;GRIA3
Olfactory transduction	2/444	0.9998902201577203	1.0	0	0	0.17493221376716522	1.9205085021883468E-5	GNB1;CALM2
