Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell adhesion molecules (CAMs)	3/145	0.3730536798370993	0.7318505311453923	0	0	1.3747279184328103	1.3555270329987823	PTPRC;CD28;HLA-A
Circadian rhythm	1/31	0.37527962188516906	0.7315577439280511	0	0	2.143392991104919	2.1007049030465135	NR1D1
Mucin type O-glycan biosynthesis	1/31	0.37527962188516906	0.7269567518278747	0	0	2.143392991104919	2.1007049030465135	B4GALT5
Salivary secretion	2/90	0.3935658962870594	0.7576143503525893	0	0	1.4765596160945	1.3769018282320156	ATP1A1;CALM2
Morphine addiction	2/91	0.3988664911930536	0.7630489396736678	0	0	1.4603336862473077	1.342234349421218	GNB1;GNAI2
Small cell lung cancer	2/93	0.4094023446864034	0.7783698898976065	0	0	1.428928660736613	1.27611456956076	PIK3R2;BCL2L1
Prion diseases	1/35	0.41210569322931856	0.7787027822983442	0	0	1.8984337921214998	1.682914903784007	FYN
Cushing syndrome	3/155	0.41361834339233045	0.7767954253953523	0	0	1.2860357946629515	1.1353273255295004	ARNT;CACNA1D;GNAI2
NF-kappa B signaling pathway	2/95	0.4198475165281311	0.7837153641858448	0	0	1.3988459520895262	1.2140076090377603	CSNK2A1;BCL2L1
African trypanosomiasis	1/37	0.42969911017455664	0.7972730477937556	0	0	1.7958157493041216	1.5168717949350392	FAS
Primary immunodeficiency	1/37	0.42969911017455664	0.7924989576872062	0	0	1.7958157493041216	1.5168717949350392	PTPRC
Pyruvate metabolism	1/39	0.44676771941627	0.8190741522631617	0	0	1.703722633955192	1.3727173742124907	PKM
Melanogenesis	2/101	0.4506006172450148	0.8212129592394353	0	0	1.3157461925594554	1.0488784989385633	CALM2;GNAI2
Ribosome biogenesis in eukaryotes	2/101	0.4506006172450148	0.816382294773321	0	0	1.3157461925594554	1.0488784989385633	NXF1;CSNK2A1
Longevity regulating pathway	2/102	0.45563672232170854	0.8206790086262352	0	0	1.3028467200833822	1.0241149743292606	PIK3R2;FOXO3
Bladder cancer	1/41	0.46332712513348717	0.8296788054715933	0	0	1.6206142127866463	1.2467740711575244	VEGFA
Toll-like receptor signaling pathway	2/104	0.46562890211271246	0.8289809355532683	0	0	1.2777919754663942	0.9767011366050768	JUN;PIK3R2
Toxoplasmosis	2/113	0.5092130834286351	0.9013656879081589	0	0	1.1760209331726106	0.7936832605684729	BCL2L1;GNAI2
Ether lipid metabolism	1/47	0.5100993085854532	0.8977747831103976	0	0	1.4137272920053723	0.9516503138519803	PAFAH1B1
Sphingolipid metabolism	1/47	0.5100993085854532	0.8926737900245431	0	0	1.4137272920053723	0.9516503138519803	SGMS1
Endocrine and other factor-regulated calcium reabsorption	1/48	0.5174896634481674	0.9004904878081105	0	0	1.3842746400885937	0.9119126911064498	ATP1A1
Intestinal immune network for IgA production	1/48	0.5174896634481674	0.8954315524833458	0	0	1.3842746400885937	0.9119126911064498	CD28
Malaria	1/49	0.5247688961664531	0.9029543017836176	0	0	1.3560241372296427	0.8743607174509217	LRP1
Cholesterol metabolism	1/50	0.5319386721651181	0.9102061723714243	0	0	1.3289036544850499	0.838839965675236	LRP1
Vibrio cholerae infection	1/50	0.5319386721651181	0.9051774089881568	0	0	1.3289036544850499	0.838839965675236	ACTB
Mineral absorption	1/51	0.5390006318861585	0.912154915499653	0	0	1.3028467200833822	0.8052094791782838	ATP1A1
Glycosaminoglycan biosynthesis	1/53	0.5528075422749985	0.9304083225174838	0	0	1.2536826929104243	0.7431146027125496	EXT1
Long-term depression	1/60	0.597965369853051	1.0	0	0	1.1074197120708749	0.5694600627387394	GNAI2
Glycerolipid metabolism	1/61	0.6040341782771416	1.0	0	0	1.0892652905615163	0.5491253157199736	DGKZ
Basal cell carcinoma	1/63	0.6158992324085317	1.0	0	0	1.0546854400674999	0.5111764094102011	SUFU
Signaling pathways regulating pluripotency of stem cells	2/139	0.621423992712754	1.0	0	0	0.9560457945935611	0.45483082485748394	PIK3R2;TCF3
Cortisol synthesis and secretion	1/65	0.6274098963432709	1.0	0	0	1.0222335803731153	0.4765195090940655	CACNA1D
Inflammatory bowel disease (IBD)	1/65	0.6274098963432709	1.0	0	0	1.0222335803731153	0.4765195090940655	JUN
Glycolysis / Gluconeogenesis	1/68	0.644034404592903	1.0	0	0	0.9771350400625367	0.4299424770606321	PKM
Bile secretion	1/72	0.6650559243220209	1.0	0	0	0.9228497600590624	0.37641578547191845	ATP1A1
Phagosome	2/152	0.6696751370394879	1.0	0	0	0.8742787200559539	0.350553028741874	HLA-A;ACTB
mTOR signaling pathway	2/152	0.6696751370394879	1.0	0	0	0.8742787200559539	0.350553028741874	PIK3R2;SOS1
Ribosome	2/153	0.6731733021984246	1.0	0	0	0.8685644800555882	0.3437365431179961	RPL5;RPS9
Inositol phosphate metabolism	1/74	0.6750979611468053	1.0	0	0	0.8979078746520608	0.35278573315498385	PIK3C2B
Leishmaniasis	1/74	0.6750979611468053	1.0	0	0	0.8979078746520608	0.35278573315498385	JUN
Thyroid hormone synthesis	1/74	0.6750979611468053	1.0	0	0	0.8979078746520608	0.35278573315498385	ATP1A1
Chemical carcinogenesis	1/82	0.7123531445089303	1.0	0	0	0.8103071063933232	0.27484118066076596	ARNT
TGF-beta signaling pathway	1/90	0.7453489586393665	1.0	0	0	0.73827980804725	0.2169824801844267	SMAD7
Herpes simplex virus 1 infection	6/492	0.7533888570196958	1.0	0	0	0.8103071063933232	0.2294577214905408	NXF1;DAXX;FAS;PIK3R2;HLA-A;BCL2L1
Tuberculosis	2/179	0.7539532445928705	1.0	0	0	0.7424042762486313	0.20967347034699887	PPP3CB;CALM2
Amoebiasis	1/96	0.7675948236891488	1.0	0	0	0.6921373200442968	0.18306565501914246	PIK3R2
Glycerophospholipid metabolism	1/97	0.7711093685346265	1.0	0	0	0.6850018837551803	0.17804915754733153	DGKZ
Purine metabolism	1/129	0.8594979848675571	1.0	0	0	0.5150789358469186	0.07798645275559275	PKM
Oxidative phosphorylation	1/133	0.8678201397773381	1.0	0	0	0.4995878400319736	0.07082696676806564	NDUFV2
RNA transport	1/165	0.918934800941261	1.0	0	0	0.40269807711668176	0.034044137642268914	NXF1
Huntington disease	1/193	0.9471841697475226	1.0	0	0	0.3442755581567487	0.01868098658156614	NDUFV2
Neuroactive ligand-receptor interaction	2/338	0.9644285005297901	1.0	0	0	0.3931667616819674	0.014240335178341916	PRSS3;NR3C1
Cytokine-cytokine receptor interaction	1/294	0.9887946643814916	1.0	0	0	0.22600402287160712	0.0025467462986386146	FAS
Olfactory transduction	2/444	0.9912350637653393	1.0	0	0	0.29930262488402026	0.002634932874492784	GNB1;CALM2
