Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Other types of O-glycan biosynthesis	1/22	0.2577468289902939	0.5400409750272824	0	0	3.3795201081446433	4.581877184242041	OGT
Vascular smooth muscle contraction	3/132	0.2621749528485568	0.545607334306456	0	0	1.6897600540723217	2.2621548481056064	GNA13;PRKCB;CACNA1C
Leishmaniasis	2/74	0.26248114957915974	0.5425784836938335	0	0	2.009444388626545	2.687784608974202	NFKBIA;PRKCB
PPAR signaling pathway	2/74	0.26248114957915974	0.5389612938025414	0	0	2.009444388626545	2.687784608974202	RXRA;AQP7
Synaptic vesicle cycle	2/78	0.28243880293927315	0.576100339770173	0	0	1.906395958440568	2.41024378729624	ATP6V1A;DNM2
RNA degradation	2/79	0.28742300650614355	0.5824097763413961	0	0	1.882264364029928	2.3468076948235344	CNOT3;HSPD1
Maturity onset diabetes of the young	1/26	0.2969266442922748	0.5977346826275859	0	0	2.8595939376608523	3.4723195870778456	HNF1A
Collecting duct acid secretion	1/27	0.3063952754397141	0.6127905508794282	0	0	2.7536830510808206	3.2572745719888814	ATP6V1A
Retrograde endocannabinoid signaling	3/148	0.32073259859749537	0.6373267120517973	0	0	1.5070832914699086	1.713776041174412	PRKCB;CACNA1C;GRIA3
Regulation of actin cytoskeleton	4/214	0.32516965405227904	0.6420016246673201	0	0	1.3897092033491991	1.5612107429871247	GNA13;APC;RRAS2;PIK3R1
GABAergic synapse	2/89	0.33693366465826274	0.6609908835334072	0	0	1.6707739860490372	1.8175835742569348	PRKCB;CACNA1C
Morphine addiction	2/91	0.34672715943235055	0.6758985133238226	0	0	1.6340536786633442	1.730817586299027	PRKCB;PDE4D
Rheumatoid arthritis	2/91	0.34672715943235055	0.6716475792777608	0	0	1.6340536786633442	1.730817586299027	ATP6V1A;TEK
JAK-STAT signaling pathway	3/162	0.3721259656302904	0.716342483838309	0	0	1.3768415255404103	1.3610393291217926	SOCS1;EP300;PIK3R1
Necroptosis	3/162	0.3721259656302904	0.7118931516405556	0	0	1.3768415255404103	1.3610393291217926	CASP8;TNFAIP3;SLC25A5
Aldosterone synthesis and secretion	2/98	0.38059884240212577	0.7236076756781157	0	0	1.5173355587588193	1.4657603605682843	PRKCB;CACNA1C
Progesterone-mediated oocyte maturation	2/99	0.3853792758774213	0.7282013311058022	0	0	1.502008936953175	1.4322065224278955	CDC27;PIK3R1
DNA replication	1/36	0.38609479723565837	0.7251048631011145	0	0	2.065262288310615	1.965453017298342	POLE
African trypanosomiasis	1/37	0.39436669667652136	0.7361511671295065	0	0	2.009444388626545	1.869735959598726	PRKCB
Glucagon signaling pathway	2/103	0.4043366329193413	0.7502149574648019	0	0	1.4436784927996533	1.3072617001920515	EP300;PPARGC1A
NOD-like receptor signaling pathway	3/178	0.4298923162409053	0.7928552898335259	0	0	1.2530804895367778	1.057876273760609	NFKBIA;CASP8;TNFAIP3
Tuberculosis	3/179	0.43344558835869224	0.7946502453242691	0	0	1.2460800398745613	1.0417092160367647	CASP8;EP300;HSPD1
Type I diabetes mellitus	1/43	0.4417173644174665	0.8050233623702939	0	0	1.729056799515864	1.4127864588176495	HSPD1
Serotonergic synapse	2/113	0.4504455558258851	0.8161013599668977	0	0	1.315919334144817	1.0494694371283473	PRKCB;CACNA1C
Cysteine and methionine metabolism	1/47	0.4712166654145783	0.848741128349065	0	0	1.581903029344301	1.1902828114255335	DNMT3A
Cocaine addiction	1/49	0.48537865480226555	0.8691664283668477	0	0	1.5173355587588193	1.0967695335800494	GRIN2A
Malaria	1/49	0.48537865480226555	0.8641423449658833	0	0	1.5173355587588193	1.0967695335800494	HGF
Vibrio cholerae infection	1/50	0.49231729583608674	0.8714582018247973	0	0	1.4869888475836432	1.0537276730395864	ATP6V1A
Platelet activation	2/124	0.4987553141454544	0.8778093528959997	0	0	1.199184554502938	0.8342003308629307	GNA13;PIK3R1
Mineral absorption	1/51	0.4991627259685553	0.8735347704449719	0	0	1.4578322035133755	1.012935537933693	SLC8A1
Glycosaminoglycan biosynthesis	1/53	0.5125789270991886	0.8919452516754244	0	0	1.4028196675317388	0.9375051914582443	HS6ST1
Fanconi anemia pathway	1/54	0.519152143527187	0.8983082034065932	0	0	1.3768415255404103	0.9025998779076686	MLH1
Pathogenic Escherichia coli infection	1/55	0.5256370403086859	0.904448091704331	0	0	1.3518080432578572	0.8694076943099623	CDH1
Natural killer cell mediated cytotoxicity	2/131	0.5280560360708435	0.90356255061011	0	0	1.135105990521865	0.7248251902552276	PRKCB;PIK3R1
Cytosolic DNA-sensing pathway	1/63	0.5744753266874829	0.9775602244184791	0	0	1.1801498790346374	0.654154871151157	NFKBIA
Cell adhesion molecules (CAMs)	2/145	0.5830966642920976	0.9867789703404729	0	0	1.025509550057685	0.5531622114242294	CDH1;NRXN1
Cortisol synthesis and secretion	1/65	0.5858808960480981	0.986072764933411	0	0	1.1438375750643408	0.6115399017760295	CACNA1C
Mitophagy	1/65	0.5858808960480981	0.9807136738196425	0	0	1.1438375750643408	0.6115399017760295	RRAS2
Shigellosis	1/65	0.5858808960480981	0.9754125188260228	0	0	1.1438375750643408	0.6115399017760295	NFKBIA
Renin secretion	1/69	0.6077863256496964	1.0	0	0	1.0775281504229297	0.5365356358611717	CACNA1C
Ribosome	2/153	0.6123683402623119	1.0	0	0	0.9718881356755837	0.4766346568924835	RPL22;RPL37
Bile secretion	1/72	0.6234542900512902	1.0	0	0	1.0326311441553075	0.48789738580742176	RXRA
Inositol phosphate metabolism	1/74	0.633551571579023	1.0	0	0	1.0047221943132725	0.4585691501540816	PTEN
Thyroid hormone synthesis	1/74	0.633551571579023	1.0	0	0	1.0047221943132725	0.4585691501540816	PRKCB
Gastric acid secretion	1/75	0.6384985892169928	1.0	0	0	0.9913258983890955	0.4447443004104207	PRKCB
Antigen processing and presentation	1/77	0.6481938973852069	1.0	0	0	0.9655771737556125	0.41864085649462224	B2M
Protein processing in endoplasmic reticulum	2/165	0.653298852217156	1.0	0	0	0.901205362171905	0.3836616821332333	ATXN3;MAP2K7
Neuroactive ligand-receptor interaction	4/338	0.6693423820420915	1.0	0	0	0.8798750577418006	0.3532342605246863	GRIN2A;PTH2;PRSS3;GRIA3
ECM-receptor interaction	1/82	0.6713137131600335	1.0	0	0	0.9067005168192946	0.36133712982047883	COL4A1
Taste transduction	1/83	0.675752725389152	1.0	0	0	0.8957764142070139	0.3510799128422204	CACNA1C
Gap junction	1/88	0.6970676810753311	1.0	0	0	0.8448800270361608	0.3048941952753534	PRKCB
Alcoholism	2/180	0.6995441645414548	1.0	0	0	0.8261049153242462	0.2951890537542559	GRIN2A;HDAC2
Salivary secretion	1/90	0.7051974524666202	1.0	0	0	0.8261049153242462	0.2885398107911189	PRKCB
Ribosome biogenesis in eukaryotes	1/101	0.7461770829786366	1.0	0	0	0.7361330928631896	0.21553412367094024	DROSHA
Purine metabolism	1/129	0.8266546259865395	1.0	0	0	0.576352266505288	0.10971919768084953	PDE4D
Oxidative phosphorylation	1/133	0.8358528537340746	1.0	0	0	0.5590183637532492	0.10023349843152286	ATP6V1A
Systemic lupus erythematosus	1/133	0.8358528537340746	1.0	0	0	0.5590183637532492	0.10023349843152286	GRIN2A
Estrogen signaling pathway	1/137	0.8445647079593331	1.0	0	0	0.5426966597020595	0.09167987564868794	PIK3R1
Parkinson disease	1/142	0.8548094748799226	1.0	0	0	0.5235876223886068	0.0821386833210363	SLC25A5
Phagosome	1/152	0.8733243540522007	1.0	0	0	0.4891410682840931	0.06625330295811875	ATP6V1A
Olfactory transduction	1/444	0.9977100210125402	1.0	0	0	0.16745369905221205	3.8390518756738494E-4	SLC8A1
