Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MicroRNAs in cancer	33/299	5.236305471432083E-8	2.371738360589826E-7	0	0	2.881668223931818	48.311353806063295	TRIM71;HDAC4;SHC1;PIK3R2;IRS2;EGFR;CRKL;RPTOR;NRAS;CCND2;BCL2L11;MYC;ERBB2;ABL1;DNMT3B;MAPK1;HRAS;MCL1;PDGFRB;PDGFRA;MAP2K1;MAP2K2;STAT3;VEGFA;FOXP1;ZEB2;HNRNPK;PIK3CA;BCL2;KRAS;EZR;SOS1;FGFR3
Epstein-Barr virus infection	26/201	5.878333159715134E-8	2.6239516133221176E-7	0	0	3.377369029525999	56.231193245282874	PSMD12;HDAC2;PIK3R3;PIK3CD;PIK3R2;CCND3;PSMD7;CCND2;BCL2L11;SIN3A;MYC;AKT1;PSMD1;RAC1;CD58;JUN;SYK;STAT3;HLA-B;HLA-A;SNW1;PIK3CA;TRAF3;BCL2;CALR;MYD88
Apelin signaling pathway	21/137	5.90182980783274E-8	2.596805115446406E-7	0	0	4.002210744982943	66.6184719918146	HDAC4;MAP2K1;MAP2K2;ITPR1;ITPR3;TGFBR1;SLC9A1;GNAI2;GNA13;NRAS;RPS6KB1;GNAQ;GNB1;AKT1;TFAM;MAPK1;KRAS;PRKACA;CALM2;HRAS;MEF2D
Signaling pathways regulating pluripotency of stem cells	21/139	7.629612334854279E-8	3.309747322725518E-7	0	0	3.9446249788680805	64.64705334019068	ACVR1;MAP2K1;MAP2K2;STAT3;PIK3R3;PIK3CD;PIK3R2;INHBA;NRAS;PIK3CA;MYC;AKT1;MAPK1;CTNNB1;KRAS;IL6ST;JAK2;FGFR3;HRAS;FGFR2;FGFR1
C-type lectin receptor signaling pathway	18/104	7.777317319965274E-8	3.3269635202073675E-7	0	0	4.518979714802169	73.97329963064583	JUN;SYK;PRKCD;ITPR1;NFATC3;PIK3R3;PIK3CD;ITPR3;PIK3R2;PTPN11;NRAS;PIK3CA;BCL3;AKT1;MAPK1;KRAS;CALM2;HRAS
Bacterial invasion of epithelial cells	15/74	1.0845959497244403E-7	4.576103459111337E-7	0	0	5.2924987650836215	84.8752106232273	SHC1;PXN;ILK;PIK3CD;PIK3R3;PIK3R2;WASL;ACTB;PTK2;CRKL;CDC42;PIK3CA;CTNNB1;RAC1;WASF2
Natural killer cell mediated cytotoxicity	20/131	1.300785781560174E-7	5.414081361088292E-7	0	0	3.986207721284356	63.20183015463126	MAP2K1;MAP2K2;SYK;SHC1;HLA-B;PIK3R3;PIK3CD;PIK3R2;BRAF;PTPN11;HLA-A;VAV2;NRAS;PIK3CA;MAPK1;FYN;KRAS;RAC1;SOS1;HRAS
RNA transport	22/165	3.5775347635230143E-7	1.469174276220118E-6	0	0	3.4812880765883376	51.67422698447336	UPF2;PRMT5;NUP210;NUP155;EIF1AX;EIF4A3;NUP153;CASC3;EIF2S2;EIF2S1;EEF1A1;FXR1;NXF1;XPO1;DDX39B;XPOT;NUP85;EIF3I;NUP62;NUP98;RAE1;EIF4E
mTOR signaling pathway	21/152	3.6018192533086084E-7	1.45968464476191E-6	0	0	3.607255737254363	53.51961458791522	MAP2K1;MAP2K2;LRP5;PIK3R3;PIK3CD;PIK3R2;BRAF;RPTOR;NRAS;PIK3CA;RPS6KB1;RPS6KA2;SESN2;AKT1;MAPK1;RICTOR;KRAS;SOS1;HRAS;EIF4E;ATP6V1C1
Oxytocin signaling pathway	21/153	4.0271688323196026E-7	1.610867532927841E-6	0	0	3.5836789023703477	52.76978667597186	KCNJ5;MAP2K1;JUN;MAP2K2;ROCK2;ITPR1;NFATC3;ITPR3;EEF2;ACTB;EGFR;GNAI2;PPP1CA;NRAS;GNAQ;GNAS;MAPK1;KRAS;PRKACA;CALM2;HRAS
Transcriptional misregulation in cancer	23/186	7.605109943857138E-7	3.0030434137282032E-6	0	0	3.228613941997249	45.48883056472797	ZBTB17;HDAC2;FLT1;TAF15;LDB1;FLT3;H3F3A;JMJD1C;KLF3;RUNX2;PTK2;CCND2;MYCN;RXRA;BCL6;EWSR1;SIN3A;MYC;REL;RARA;ERG;HIST1H3B;BCL2L1
JAK-STAT signaling pathway	21/162	1.0517103859834558E-6	4.100339226365878E-6	0	0	3.384585630016439	46.58913521918387	PDGFRB;PDGFRA;STAT3;MPL;PIK3R3;PIK3CD;PIK3R2;PTPN11;EGFR;CCND3;CCND2;PIK3CA;MYC;BCL2;AKT1;IL6ST;JAK2;SOS1;HRAS;MCL1;BCL2L1
Longevity regulating pathway	16/102	1.6056623502322123E-6	6.181800048394017E-6	0	0	4.095633031280397	54.643830265657336	HDAC2;PIK3R3;PIK3CD;IRS2;PIK3R2;SOD2;RPTOR;NRAS;PIK3CA;RPS6KB1;SESN2;AKT1;KRAS;PRKACA;HRAS;EIF4E
Protein processing in endoplasmic reticulum	20/165	5.376221394691825E-6	2.0442915920556567E-5	0	0	3.164807342353034	38.40026829193149	VCP;XBP1;SEC24B;HSP90AB1;HSPA5;EDEM1;UBE2D3;CUL1;RRBP1;EIF2S1;HERPUD1;DNAJA1;SEC61A1;BCL2;MAN1A1;CALR;SEC62;SEC24C;MAP3K5;SEC31A
Fluid shear stress and atherosclerosis	18/139	6.2048355901702325E-6	2.330596782649307E-5	0	0	3.381107124744069	40.54008855647266	ACVR1;JUN;HSP90AB1;SDC4;PIK3R3;PIK3CD;PIK3R2;ACTB;PTK2;VEGFA;PIK3CA;KDR;BCL2;AKT1;CTNNB1;RAC1;CALM2;MAP3K5
cAMP signaling pathway	23/212	7.234690761934829E-6	2.6846804273203944E-5	0	0	2.832651854771171	33.52903192734859	JUN;MAP2K1;MAP2K2;ROCK2;PIK3R3;PIK3CD;ATP2A2;PIK3R2;BRAF;VAV2;GNAI2;PPP1CA;SLC9A1;RAP1A;PIK3CA;GNAS;AKT1;MAPK1;SOX9;RAC1;PRKACA;CALM2;RAPGEF3
Chagas disease (American trypanosomiasis)	15/103	8.66070258867599E-6	3.1755909491811964E-5	0	0	3.802377753555223	44.32323268656512	JUN;PIK3R3;PIK3CD;PIK3R2;TGFBR1;GNAI2;PPP2CA;PIK3CA;GNAQ;GNA11;GNAS;AKT1;MAPK1;CALR;MYD88
Influenza A	20/171	9.252955013087141E-6	3.3528354635656936E-5	0	0	3.053761470691524	35.394828749889044	MAP2K1;JUN;MAP2K2;PIK3R3;PIK3CD;PIK3R2;EIF2S1;ACTB;NXF1;XPO1;DDX39B;PIK3CA;AKT1;MAPK1;VDAC1;NUP98;PRSS3;JAK2;RAE1;MYD88
Insulin resistance	15/108	1.5558498231573747E-5	5.572113320145017E-5	0	0	3.6263417464461853	40.14687974525755	MLXIP;PTPN1;PRKCD;STAT3;SLC2A1;PIK3R3;PIK3CD;IRS2;PIK3R2;PTPN11;PPP1CA;PIK3CA;RPS6KB1;RPS6KA2;AKT1
Alcoholism	20/180	1.9850722822523324E-5	7.027612217628946E-5	0	0	2.901073397156948	31.41070535904016	HDAC4;MAP2K1;HDAC2;SHC1;H3F3A;BRAF;GNAI2;PPP1CA;NRAS;GNB1;GNAS;MAPK1;KRAS;PRKACA;HIST1H3B;SOS1;CALM2;HRAS;HIST1H2AC;HIST1H2BD
Cell cycle	16/124	2.1030644409511958E-5	7.360725543329186E-5	0	0	3.3689884612145202	36.282422054499264	ZBTB17;HDAC2;PCNA;PLK1;CUL1;SMC3;YWHAZ;CCND3;CCND2;MYC;CHEK1;CDC27;CDC16;ABL1;MCM6;YWHAG
Serotonergic synapse	15/113	2.6938514396292094E-5	9.322542060739287E-5	0	0	3.465884147045912	36.467871947386875	KCNJ5;MAP2K1;ITPR1;ITPR3;BRAF;GNAI2;NRAS;GNAQ;GNB1;GNAS;MAPK1;KRAS;PRKACA;HRAS;RAPGEF3
Melanogenesis	14/101	3.036097805065028E-5	1.0390201377333651E-4	0	0	3.6191608717007475	37.64778674660227	TCF7L2;MAP2K1;MAP2K2;GNAI2;NRAS;GNAQ;KIT;GNAS;MAPK1;CTNNB1;KRAS;PRKACA;CALM2;HRAS
Shigellosis	11/65	3.277864730284802E-5	1.1094311394810098E-4	0	0	4.418557943362121	45.62485067914013	CDC42;FBXW11;ROCK2;ABL1;MAPK1;U2AF1;WASL;RAC1;WASF2;ACTB;CRKL
Regulation of lipolysis in adipocytes	10/55	3.925475346193545E-5	1.3141808767691432E-4	0	0	4.747211013529552	48.162535075994775	PIK3CA;GNAS;AQP7;PIK3CD;AKT1;PIK3R3;IRS2;PIK3R2;PRKACA;GNAI2
mRNA surveillance pathway	13/91	4.19629428728591E-5	1.3897404736387746E-4	0	0	3.7299515106303613	37.593150472580014	UPF2;CSTF3;EIF4A3;CASC3;GSPT1;SMG6;WDR33;PPP1CA;PPP2CA;NXF1;DDX39B;WDR82;ETF1
Type II diabetes mellitus	9/46	5.216353357218121E-5	1.7091881213012567E-4	0	0	5.108411851515496	50.374697513892144	PKM;PIK3CA;PRKCD;PIK3CD;PIK3R3;MAPK1;IRS2;PIK3R2;CACNA1E
Small cell lung cancer	13/93	5.2957241507717384E-5	1.7169295141449426E-4	0	0	3.6497374996490635	35.935409343986954	ZBTB17;PIK3CD;PIK3R3;PIK3R2;PTK2;RXRA;PIK3CA;TRAF3;COL4A1;MYC;BCL2;AKT1;BCL2L1
cGMP-PKG signaling pathway	18/166	7.018430800671785E-5	2.2517465485488643E-4	0	0	2.8311680140929254	27.078383164392548	MAP2K1;MAP2K2;ROCK2;ITPR1;NFATC3;ATP2A2;IRS2;ITPR3;GNAI2;PPP1CA;GNA13;GNAQ;GNA11;AKT1;MAPK1;VDAC1;CALM2;MEF2D
Measles	16/138	7.884435783740153E-5	2.503511568445327E-4	0	0	3.0272070231202934	28.601157309601025	JUN;CSNK2A1;STAT3;PIK3R3;MSN;PIK3CD;PIK3R2;EIF2S1;CCND3;CCND2;PIK3CA;TRAF3;BCL2;AKT1;MYD88;BCL2L1
Cushing syndrome	17/155	9.598451688099674E-5	3.0166562448313264E-4	0	0	2.863640192032342	26.492462267984344	SCARB1;TCF7L2;MAP2K1;MAP2K2;ITPR1;ITPR3;BRAF;CACNA1H;EGFR;GNAI2;RAP1A;GNAQ;GNA11;GNAS;MAPK1;CTNNB1;PRKACA
Phosphatidylinositol signaling system	13/99	1.0226055822114951E-4	3.1814395891024294E-4	0	0	3.4285412875491206	31.50139109721587	DGKD;MTMR3;ITPK1;INPPL1;ITPR1;PIK3R3;PIK3CD;ITPR3;PIK3R2;PIK3C2B;ITPKB;PIK3CA;CALM2
Salmonella infection	12/86	1.0371436768685965E-4	3.194402524755277E-4	0	0	3.6432084522436092	33.422320366115486	CDC42;JUN;ROCK2;MAPK1;FLNB;WASL;RAC1;FLNC;WASF2;MYH10;ACTB;MYD88
Hippo signaling pathway	17/160	1.420047892199429E-4	4.330443077202219E-4	0	0	2.7741514360313313	24.578010143362054	TCF7L2;FBXW11;CSNK1D;YWHAZ;ACTB;TGFBR1;PPP1CA;LATS1;PPP2CA;CCND3;CCND2;RASSF4;MYC;CTNNB1;TEAD1;YWHAG;TEAD3
Vascular smooth muscle contraction	15/132	1.638012013349302E-4	4.946153922662598E-4	0	0	2.9670068834559693	25.86297487661736	MAP2K1;MAP2K2;ROCK2;PRKCD;ITPR1;ITPR3;BRAF;PPP1CA;GNA13;GNAQ;GNA11;GNAS;MAPK1;PRKACA;CALM2
Non-alcoholic fatty liver disease (NAFLD)	16/149	1.9525046692215004E-4	5.838557651652641E-4	0	0	2.8037219408765135	23.947226601267086	MLXIP;XBP1;JUN;PIK3R3;PIK3CD;IRS2;PIK3R2;EIF2S1;CDC42;BCL2L11;RXRA;PIK3CA;AKT1;RAC1;NDUFV2;MAP3K5
AMPK signaling pathway	14/120	2.0294897654948437E-4	6.010411997811652E-4	0	0	3.0461270670147953	25.8998658411385	PIK3R3;PIK3CD;IRS2;PIK3R2;HMGCR;EEF2;RPTOR;PPP2CA;RAB10;PIK3CA;RPS6KB1;RAB14;SCD;AKT1
Pathogenic Escherichia coli infection	9/55	2.213693491409138E-4	6.493500908133472E-4	0	0	4.272489912176596	35.955899309444035	CDC42;ROCK2;ABL1;CTNNB1;FYN;WASL;EZR;YWHAZ;ACTB
Prion diseases	7/35	3.095634848355077E-4	8.994863521635506E-4	0	0	5.221932114882507	42.19502541118692	STIP1;MAP2K1;MAP2K2;HSPA5;MAPK1;FYN;PRKACA
Calcium signaling pathway	18/188	3.384164835787491E-4	9.741334293668667E-4	0	0	2.4998611188267317	19.97697322085295	PDGFRB;PDGFRA;ITPR1;ATP2A2;CXCR4;ITPR3;CACNA1E;CACNA1H;EGFR;ITPKB;STIM2;GNAQ;GNA11;ERBB2;GNAS;VDAC1;PRKACA;CALM2
Hedgehog signaling pathway	8/47	3.7316549187059065E-4	0.001064212699038351	0	0	4.444197544580857	35.080222471103475	CCND2;SMO;CSNK1A1;FBXW11;CUL1;BCL2;CSNK1D;PRKACA
Wnt signaling pathway	16/158	3.813640421546047E-4	0.001077615825537782	0	0	2.644016260700003	20.81305125507302	TCF7L2;JUN;CSNK2A1;CTBP2;FBXW11;ROCK2;CSNK1A1;CUL1;NFATC3;LRP5;CCND3;CCND2;MYC;CTNNB1;RAC1;PRKACA
Inflammatory mediator regulation of TRP channels	12/100	4.376188808741897E-4	0.0012253328664477313	0	0	3.1331592689295036	24.232361863286034	PIK3CA;GNAQ;PRKCD;ITPR1;GNAS;PIK3R3;PIK3CD;ITPR3;PIK3R2;PRKACA;CALM2;PPP1CA
Endocytosis	21/244	4.8316105699490626E-4	0.0013406631131029831	0	0	2.247142918289603	17.157296866812874	ARFGEF1;PDGFRA;HLA-B;AGAP1;CXCR4;ASAP1;HLA-A;WASL;VPS37B;EGFR;TGFBR1;EPN1;CDC42;RAB10;CAPZB;CHMP4B;HRAS;FGFR3;FGFR2;CYTH1;SH3GL1
Gastric acid secretion	10/75	5.590369353501742E-4	0.0015373515722129792	0	0	3.4812880765883376	26.07239343087998	GNAQ;ITPR1;GNAS;ITPR3;PRKACA;EZR;CALM2;ACTB;SLC9A1;GNAI2
Toll-like receptor signaling pathway	12/104	6.267545759942877E-4	0.0017083222071348728	0	0	3.012653143201446	22.21818292771102	MAP2K1;JUN;MAP2K2;PIK3CA;TRAF3;AKT1;PIK3R3;PIK3CD;MAPK1;PIK3R2;RAC1;MYD88
Tight junction	16/170	8.531401995220628E-4	0.0023049752759017133	0	0	2.457379818768238	17.365287454363532	ACTR2;JUN;PCNA;ROCK2;MSN;WASL;ACTB;PPP2CA;CDC42;RAP1A;ERBB2;RAC1;PRKACA;EZR;MYH10;MAP3K5
Osteoclast differentiation	13/127	0.0011823960393632282	0.003166765044555429	0	0	2.6726424210028576	18.014177473048246	MAP2K1;JUN;SYK;PIK3R3;PIK3CD;PIK3R2;TGFBR1;FOSL2;PIK3CA;AKT1;MAPK1;FYN;RAC1
Circadian entrainment	11/97	0.0012037248294033249	0.0031960969608295178	0	0	2.960889343490081	19.904088599892106	KCNJ5;GNAQ;GNB1;ITPR1;GNAS;MAPK1;ITPR3;PRKACA;CALM2;CACNA1H;GNAI2
Aldosterone-regulated sodium reabsorption	6/37	0.0026073622683697984	0.006863825458614512	0	0	4.2339990120668975	25.189822287005004	PIK3CA;PIK3CD;PIK3R3;MAPK1;PIK3R2;KRAS
Th17 cell differentiation	11/107	0.00265933050409971	0.0069413033496839895	0	0	2.684170713257363	15.91627575183985	JUN;HSP90AB1;RXRA;STAT3;NFATC3;RARA;MAPK1;RORA;IL6ST;JAK2;TGFBR1
Cortisol synthesis and secretion	8/65	0.0032757934044699046	0.008478524105686811	0	0	3.213496686081543	18.385041745984385	SCARB1;GNA11;GNAQ;ITPR1;GNAS;ITPR3;PRKACA;CACNA1H
Mitophagy	8/65	0.0032757934044699046	0.008407869738139421	0	0	3.213496686081543	18.385041745984385	NRAS;JUN;CSNK2A1;MFN2;KRAS;AMBRA1;HRAS;BCL2L1
TNF signaling pathway	11/110	0.003301599729341932	0.008404072038324916	0	0	2.6109660574412534	14.917358124030693	MAP2K1;JUN;PIK3CA;TRAF3;BCL3;AKT1;PIK3R3;PIK3CD;MAPK1;PIK3R2;MAP3K5
Amoebiasis	10/96	0.00371436049352894	0.009377237967269782	0	0	2.7197563098346387	15.218529039777675	PIK3CA;COL4A1;GNA11;GNAQ;GNAS;PIK3CD;PIK3R3;PIK3R2;PRKACA;PTK2
Adrenergic signaling in cardiomyocytes	13/145	0.003846416584949995	0.009631677302151207	0	0	2.3408661204645718	13.016651332745479	ATP2A2;SLC9A1;GNAI2;PPP1CA;PPP2CA;GNAQ;GNAS;BCL2;AKT1;MAPK1;PRKACA;CALM2;RAPGEF3
Aldosterone synthesis and secretion	10/98	0.004308950813302221	0.010702877826589388	0	0	2.664251079021687	14.512337707915258	SCARB1;KCNJ5;GNAQ;GNA11;ITPR1;GNAS;ITPR3;PRKACA;CALM2;CACNA1H
Dopaminergic synapse	12/131	0.004524402852539086	0.011148128628656308	0	0	2.3917246327706136	12.911174560408831	PPP2CA;KCNJ5;GNAQ;GNB1;ITPR1;GNAS;AKT1;ITPR3;PRKACA;CALM2;GNAI2;PPP1CA
Circadian rhythm	5/31	0.006042018307558811	0.01476937808514376	0	0	4.21123557651815	21.515274850386554	FBXW11;BHLHE40;CUL1;RORA;CSNK1D
Glucagon signaling pathway	10/103	0.006125833416053442	0.014856351906649294	0	0	2.534918502370149	12.91601932591613	PPP4C;PKM;GNAQ;ITPR1;GNAS;SLC2A1;AKT1;ITPR3;PRKACA;CALM2
Ubiquitin mediated proteolysis	12/137	0.006450050315250651	0.01552043357107188	0	0	2.2869775685616816	11.534754086769821	DDB1;FBXW11;UBE2D3;CDC27;CDC16;CUL1;HUWE1;UBE2O;TRIP12;SAE1;PRPF19;UBE2L3
Viral myocarditis	7/59	0.007112601110794824	0.016982024357556635	0	0	3.09775633933708	15.321153624778653	HLA-B;ABL1;DMD;FYN;RAC1;HLA-A;ACTB
Pancreatic secretion	9/98	0.012831244516422431	0.030400179315831607	0	0	2.3978259711195182	10.444623259184821	RAP1A;GNAQ;ITPR1;GNAS;ATP2A2;ITPR3;RAC1;PRSS3;SLC9A1
Aminoacyl-tRNA biosynthesis	7/66	0.01291988504823492	0.030376523624857675	0	0	2.769206424558905	12.043244617864906	DARS;KARS;MARS;IARS;EPRS;AARS;FARSB
Adipocytokine signaling pathway	7/69	0.01623479748871992	0.03788119414034648	0	0	2.648806145230257	10.91466622422667	RXRA;STAT3;SLC2A1;AKT1;IRS2;PTPN11;JAK2
Renin secretion	7/69	0.01623479748871992	0.03759637313177244	0	0	2.648806145230257	10.91466622422667	GNAQ;ITPR1;GNAS;ITPR3;PRKACA;CALM2;GNAI2
Bile secretion	7/72	0.020110824101252582	0.04622487927750593	0	0	2.5384392225123293	9.916405452037859	SCARB1;RXRA;SLC2A1;GNAS;HMGCR;PRKACA;SLC9A1
p53 signaling pathway	7/72	0.020110824101252582	0.045882472764339224	0	0	2.5384392225123293	9.916405452037859	CCND3;CCND2;CHEK1;SESN2;BCL2;PPM1D;BCL2L1
TGF-beta signaling pathway	8/90	0.02199049729584436	0.049802008581765166	0	0	2.3208587177255584	8.859053925234075	ACVR1;PPP2CA;RPS6KB1;MYC;CUL1;MAPK1;INHBA;TGFBR1
Inositol phosphate metabolism	7/74	0.023027179162320503	0.051769132715289885	0	0	2.4698327570390233	9.31393705667609	ITPKB;MTMR3;PIK3CA;ITPK1;INPPL1;PIK3CD;PIK3C2B
Carbohydrate digestion and absorption	5/44	0.025747229833448872	0.05746483180219024	0	0	2.9670068834559693	10.857548768523014	PIK3CA;PIK3CD;PIK3R3;AKT1;PIK3R2
Citrate cycle (TCA cycle)	4/30	0.026528056933739344	0.05878159378123538	0	0	3.4812880765883376	12.635517332832787	CS;IDH1;IDH2;ACO2
Proteasome	5/45	0.028083524878176915	0.061783754731989216	0	0	2.901073397156948	10.364294104592787	PSMD12;PSMD7;PSMA2;PSME4;PSMD1
NF-kappa B signaling pathway	8/95	0.029270742056846117	0.06393892591140854	0	0	2.1987082588978972	7.764005664905136	SYK;CSNK2A1;PARP1;TRAF3;BCL2;CARD11;MYD88;BCL2L1
RNA polymerase	4/31	0.02956303042612185	0.06412262937496852	0	0	3.3689884612145202	11.86298549771174	POLR2A;POLR3B;POLR1A;POLR3H
Glutamatergic synapse	9/114	0.031055958472169427	0.066889756709288	0	0	2.061288992716779	7.156722391950478	GRM3;GNAQ;GNB1;ITPR1;GNAS;MAPK1;ITPR3;PRKACA;GNAI2
Thermogenesis	15/231	0.03294348275744122	0.07046244923119371	0	0	1.6954325048319825	5.786446423451964	SMARCD2;SMARCD3;ACTB;RPTOR;NRAS;RPS6KB1;RPS6KA2;GNAS;KRAS;PRKACA;NDUFV2;SOS1;HRAS;MAP3K5;FGFR1
Cocaine addiction	5/49	0.03874635431491949	0.08230260088962209	0	0	2.664251079021687	8.66073056376729	GRM3;JUN;GNAS;PRKACA;GNAI2
NOD-like receptor signaling pathway	12/178	0.041522694932313614	0.08759582218597665	0	0	1.7602018364772494	5.600108784081729	JUN;HSP90AB1;TRAF3;PRKCD;ITPR1;BCL2;MFN2;MAPK1;VDAC1;ITPR3;MYD88;BCL2L1
Vibrio cholerae infection	5/50	0.04174846713209569	0.08747297875296241	0	0	2.6109660574412534	8.292669827044922	SEC61A1;GNAS;PRKACA;ACTB;ATP6V1C1
Epithelial cell signaling in Helicobacter pylori infection	6/68	0.045627903316708976	0.09495536636179976	0	0	2.3037935800952236	7.112354096372062	CDC42;JUN;PTPN11;RAC1;EGFR;ATP6V1C1
Insulin secretion	7/86	0.04672337158676789	0.09658253992432557	0	0	2.125204930475439	6.510588208383408	RIMS2;GNA11;GNAQ;SLC2A1;GNAS;ITPR3;PRKACA
Mismatch repair	3/23	0.056085758534620125	0.11516275752441998	0	0	3.40560790101033	9.811125067240141	PCNA;MSH3;RPA2
Protein export	3/23	0.056085758534620125	0.11440009025604635	0	0	3.40560790101033	9.811125067240141	SEC61A1;HSPA5;SEC62
Salivary secretion	7/90	0.05716978296325207	0.11584403389922131	0	0	2.030751378009864	5.811461714642599	GNAQ;ITPR1;GNAS;ITPR3;PRKACA;CALM2;SLC9A1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	6/72	0.05744876147910266	0.11564848716054654	0	0	2.1758050478677107	6.215974397649949	TCF7L2;ITGB4;ATP2A2;CTNNB1;DMD;ACTB
Dilated cardiomyopathy (DCM)	7/91	0.05998963501072245	0.11997927002144489	0	0	2.008435428800964	5.650900746142393	ITGB4;GNAS;ATP2A2;DMD;PRKACA;ACTB;TTN
Thyroid hormone synthesis	6/74	0.06398592216248782	0.127146219522879	0	0	2.1169995060334488	5.819826799865306	HSPA5;GNAQ;ITPR1;GNAS;ITPR3;PRKACA
Toxoplasmosis	8/113	0.06865149204448111	0.135542689421155	0	0	1.8484715450911526	4.951523672776087	STAT3;BCL2;AKT1;MAPK1;JAK2;MYD88;BCL2L1;GNAI2
Antigen processing and presentation	6/77	0.07457715023864048	0.14630421830255586	0	0	2.034519005798379	5.2814508475672834	HSP90AB1;HSPA5;NFYA;HLA-B;HLA-A;CALR
Basal transcription factors	4/45	0.09267390493164906	0.18065546024650575	0	0	2.3208587177255584	5.5205531679417605	GTF2A1;TAF15;GTF2B;TAF1
Ribosome biogenesis in eukaryotes	7/101	0.09281509357729918	0.17979275988558585	0	0	1.8095804358503738	4.301636905813533	FBL;NXF1;XPO1;CSNK2A1;XRN2;GTPBP4;MDN1
Notch signaling pathway	4/48	0.11093250457090938	0.21354507129900052	0	0	2.1758050478677107	4.78423265784643	HDAC2;SNW1;CTBP2;MAML3
Retrograde endocannabinoid signaling	9/148	0.11550080210664651	0.22095805620401943	0	0	1.5877496295250866	3.4271223342712256	KCNJ5;GNAQ;GNB1;ITPR1;MAPK1;ITPR3;PRKACA;NDUFV2;GNAI2
Amphetamine addiction	5/68	0.11894807404525856	0.22614819016012122	0	0	1.9198279834126863	4.087444773577297	JUN;GNAS;PRKACA;CALM2;PPP1CA
Huntington disease	11/193	0.12336167291476612	0.23310058440336176	0	0	1.488115369526103	3.1140820206160753	HDAC2;POLR2A;SIN3A;GNAQ;ITPR1;TFAM;HTT;VDAC1;NDUFV2;SOD2;RCOR1
Cholesterol metabolism	4/50	0.12392302169518322	0.23273347976900266	0	0	2.088772845953003	4.361555506902358	ABCA1;SCARB1;LRP1;VDAC1
Amyotrophic lateral sclerosis (ALS)	4/51	0.1306494809932883	0.24387903118747148	0	0	2.0478165156401986	4.16779247329185	BCL2;RAC1;MAP3K5;BCL2L1
Base excision repair	3/33	0.13119804552245262	0.24342769892117713	0	0	2.373605506764776	4.820905054630037	PCNA;PARP1;XRCC1
Morphine addiction	6/91	0.13605808474814282	0.25093347366723345	0	0	1.7215160818293977	3.4338623200670995	KCNJ5;GNB1;GNAS;PRKACA;PDE7A;GNAI2
PPAR signaling pathway	5/74	0.15368676355185015	0.2817590665117253	0	0	1.7641662550278738	3.3039989253965505	RXRA;SCD;UBC;ILK;AQP7
DNA replication	3/36	0.15828564648738797	0.2884732492196183	0	0	2.1758050478677107	4.010778914401847	PCNA;RPA2;MCM6
Pertussis	5/76	0.16611033209841738	0.30095283697830916	0	0	1.7177408272639823	3.08352181567454	JUN;MAPK1;CALM2;MYD88;GNAI2
Herpes simplex virus 1 infection	23/492	0.1896679168798292	0.34162408420460466	0	0	1.2205735634379842	2.0291797991879563	SYK;HLA-B;PIK3CD;PIK3R3;PTPN11;PIK3R2;HLA-A;POU2F2;EIF2S1;PPP1CA;NXF1;PIK3CA;ZNF717;TRAF3;SRSF2;BCL2;AKT1;CALR;JAK2;SRSF6;SRSF7;MYD88;BCL2L1
Other types of O-glycan biosynthesis	2/22	0.20537411782655263	0.3677629551777803	0	0	2.373605506764776	3.7572323713779965	B4GALT1;GXYLT1
Terpenoid backbone biosynthesis	2/22	0.20537411782655263	0.365637157749007	0	0	2.373605506764776	3.7572323713779965	HMGCS1;HMGCR
Alzheimer disease	9/171	0.21009272605852253	0.371888273712787	0	0	1.374192661811186	2.1440240388356826	RTN3;LRP1;GNAQ;ITPR1;ATP2A2;MAPK1;ITPR3;NDUFV2;CALM2
Hypertrophic cardiomyopathy (HCM)	5/85	0.2263575968553717	0.39838937046545425	0	0	1.5358623867301489	2.2817374339368537	ITGB4;ATP2A2;DMD;ACTB;TTN
Phagosome	8/152	0.2281070561843203	0.39918734832256053	0	0	1.374192661811186	2.030974598819881	SCARB1;SEC61A1;HLA-B;HLA-A;CALR;RAC1;ACTB;ATP6V1C1
Cysteine and methionine metabolism	3/47	0.2682348620701217	0.4667589690259745	0	0	1.666574079217821	2.1930320502772824	AMD1;DNMT3B;SMS
Nucleotide excision repair	3/47	0.2682348620701217	0.4641367276269522	0	0	1.666574079217821	2.1930320502772824	DDB1;PCNA;RPA2
Th1 and Th2 cell differentiation	5/92	0.27698202585105125	0.47659477073812173	0	0	1.4190032920876376	1.8217202059321718	JUN;NFATC3;MAPK1;MAML3;JAK2
Endocrine and other factor-regulated calcium reabsorption	3/48	0.278721685666074	0.4769237732508378	0	0	1.6318537859007833	2.084760994537927	GNAQ;GNAS;PRKACA
Necroptosis	8/162	0.28190069849370336	0.4796984261660809	0	0	1.2893659542919769	1.6325956910143558	HSP90AB1;PARP1;STAT3;BCL2;CHMP4B;VDAC1;JAK2;HIST1H2AC
Malaria	3/49	0.2892459872020001	0.48949320911107713	0	0	1.5985506474130122	1.9829665681000808	LRP1;CD81;MYD88
Ovarian steroidogenesis	3/49	0.2892459872020001	0.48681838283178164	0	0	1.5985506474130122	1.9829665681000808	SCARB1;GNAS;PRKACA
Phototransduction	2/28	0.2913416644725406	0.4876806122692528	0	0	1.8649757553151807	2.2999973812307304	GNB1;CALM2
