Gene	Compound	Cellline	Qvalue	Fold_change	Gene_type
NRIP1	phenoxybenzamine	MCF7	3.91181E-7	1.30978	Novel DORGE-TSG
NRIP1	LY-294002	PC3	1.06923E-6	0.904151	Novel DORGE-TSG
NRIP1	15-deltaprostaglandinJ2	MCF7	5.17864E-7	0.395236	Novel DORGE-TSG
NRIP1	cephaeline	MCF7	2.269E-6	0.885999	Novel DORGE-TSG
NRIP1	monorden	MCF7	3.29385E-4	0.81682	Novel DORGE-TSG
NRIP1	sirolimus	PC3	2.02366E-4	0.742411	Novel DORGE-TSG
RCOR1	ionomycin	MCF7	7.90001E-4	0.984763	Novel DORGE-TSG
RCOR1	methotrexate	MCF7	4.62134E-4	0.578145	Novel DORGE-TSG
RCOR1	tretinoin	MCF7	5.52354E-4	0.351536	Novel DORGE-TSG
RCOR1	trichostatinA	HL60	0.00277613	0.235858	Novel DORGE-TSG
RCOR1	sirolimus	MCF7	0.00519423	0.23473	Novel DORGE-TSG
RCOR1	phenoxybenzamine	MCF7	0.00929424	0.467781	Novel DORGE-TSG
CBFA2T3	trichostatinA	MCF7	0.0	4.49471	CGC-TSG
CBFA2T3	tanespimycin	MCF7	3.65791E-34	0.978715	CGC-TSG
CBFA2T3	fulvestrant	MCF7	7.22772E-21	1.35882	CGC-TSG
CBFA2T3	15-deltaprostaglandinJ2	MCF7	1.46679E-16	1.06934	CGC-TSG
CBFA2T3	geldanamycin	MCF7	4.51232E-15	0.930143	CGC-TSG
CBFA2T3	alvespimycin	MCF7	6.57942E-10	0.737637	CGC-TSG
CBFA2T3	LY-294002	MCF7	9.94653E-8	0.440855	CGC-TSG
CBFA2T3	phenoxybenzamine	MCF7	2.63676E-6	1.63397	CGC-TSG
CBFA2T3	thioridazine	MCF7	5.41683E-6	0.591541	CGC-TSG
CBFA2T3	valproicacid	HL60	4.00956E-4	1.45264	CGC-TSG
CBFA2T3	tretinoin	HL60	2.41089E-4	1.17091	CGC-TSG
CBFA2T3	lanatosideC	MCF7	1.08872E-4	0.897484	CGC-TSG
CBFA2T3	monorden	MCF7	0.00171662	0.986571	CGC-TSG
CBFA2T3	methotrexate	MCF7	9.096E-4	0.870896	CGC-TSG
CBFA2T3	lycorine	MCF7	0.0016565	1.5665	CGC-TSG
CBFA2T3	helveticoside	MCF7	5.27408E-4	0.773403	CGC-TSG
CBFA2T3	prochlorperazine	MCF7	0.00344911	0.406221	CGC-TSG
CBFA2T3	genistein	HL60	0.00950384	1.0212	CGC-TSG
CBFA2T3	rottlerin	MCF7	0.0313018	0.581032	CGC-TSG
CBFA2T3	ionomycin	MCF7	0.0405166	0.539095	CGC-TSG
ZFX	trichostatinA	PC3	0.0	1.35513	Novel DORGE-TSG
ZFX	valproicacid	MCF7	0.00555953	0.281889	Novel DORGE-TSG
ZFX	methotrexate	MCF7	0.00559796	0.459336	Novel DORGE-TSG
BRCA2	trichostatinA	MCF7	0.0	1.21023	CGC-TSG
BRCA2	lanatosideC	MCF7	6.62806E-8	1.39411	CGC-TSG
BRCA2	helveticoside	MCF7	8.44722E-8	1.37941	CGC-TSG
BRCA2	15-deltaprostaglandinJ2	MCF7	6.6574E-5	0.568605	CGC-TSG
BRCA2	digoxigenin	MCF7	2.69554E-4	1.13774	CGC-TSG
BRCA2	valproicacid	MCF7	0.00401764	0.502096	CGC-TSG
BRCA2	fluphenazine	MCF7	0.00321319	0.455596	CGC-TSG
BRCA2	cloperastine	MCF7	0.0195364	0.65355	CGC-TSG
BRCA2	tanespimycin	PC3	0.00492833	0.43203	CGC-TSG
BRCA2	thioridazine	PC3	0.0102319	0.701146	CGC-TSG
BRCA2	ionomycin	MCF7	0.0211775	0.816642	CGC-TSG
BRCA2	geldanamycin	MCF7	0.0125304	0.314078	CGC-TSG
BRCA2	trifluoperazine	MCF7	0.0242343	0.35719	CGC-TSG
BRCA2	prochlorperazine	MCF7	0.0338548	0.341624	CGC-TSG
BRCA2	fulvestrant	MCF7	0.0398405	0.238242	CGC-TSG
SMS	cephaeline	MCF7	1.87004E-8	1.38211	Novel DORGE-TSG
SMS	tanespimycin	MCF7	4.67864E-5	0.252581	Novel DORGE-TSG
SMS	15-deltaprostaglandinJ2	MCF7	0.00214011	0.354834	Novel DORGE-TSG
SMS	geldanamycin	MCF7	0.00182006	0.319071	Novel DORGE-TSG
SMS	ionomycin	MCF7	0.0110295	0.662136	Novel DORGE-TSG
SMS	fulvestrant	MCF7	0.0318836	0.203593	Novel DORGE-TSG
CBLL1	trichostatinA	PC3	1.64541E-8	0.423891	Novel DORGE-TSG
CBLL1	acetylsalicylicacid	MCF7	0.0207018	0.542676	Novel DORGE-TSG
CBLL1	sirolimus	MCF7	0.00229422	0.319439	Novel DORGE-TSG
CBLL1	methotrexate	MCF7	0.0103213	0.741005	Novel DORGE-TSG
CBLL1	trifluoperazine	MCF7	0.0399644	0.315647	Novel DORGE-TSG
MYH10	15-deltaprostaglandinJ2	MCF7	5.53445E-11	0.946999	Novel DORGE-TSG
MYH10	phenoxybenzamine	MCF7	4.99512E-9	2.00088	Novel DORGE-TSG
MYH10	tretinoin	MCF7	6.48318E-6	0.501956	Novel DORGE-TSG
MYH10	lycorine	MCF7	0.00106563	0.741005	Novel DORGE-TSG
MYH10	thioridazine	MCF7	3.82184E-4	0.481542	Novel DORGE-TSG
MYH10	ionomycin	MCF7	0.00142713	1.065	Novel DORGE-TSG
MYH10	LY-294002	MCF7	2.32616E-4	0.240923	Novel DORGE-TSG
MYH10	gossypol	MCF7	0.00527628	0.702809	Novel DORGE-TSG
MYH10	fluphenazine	MCF7	0.00811459	0.343408	Novel DORGE-TSG
MYH10	lanatosideC	MCF7	0.00422045	0.732175	Novel DORGE-TSG
MYH10	digoxigenin	MCF7	0.00670228	0.649479	Novel DORGE-TSG
MYH10	trifluoperazine	MCF7	0.0203553	0.337723	Novel DORGE-TSG
MYH10	prochlorperazine	MCF7	0.0477286	0.301797	Novel DORGE-TSG
ELAVL2	LY-294002	PC3	0.0249777	0.368084	Novel DORGE-TSG
TAF1B	tanespimycin	MCF7	5.12458E-17	0.484607	Novel DORGE-TSG
TAF1B	trichostatinA	PC3	2.87071E-12	0.388896	Novel DORGE-TSG
TAF1B	geldanamycin	MCF7	1.06746E-8	0.553737	Novel DORGE-TSG
TAF1B	phenoxybenzamine	MCF7	3.51169E-6	0.791797	Novel DORGE-TSG
TAF1B	alvespimycin	MCF7	1.21794E-5	0.457012	Novel DORGE-TSG
TAF1B	15-deltaprostaglandinJ2	MCF7	5.59579E-4	0.307891	Novel DORGE-TSG
TAF1B	helveticoside	MCF7	6.39734E-4	0.677157	Novel DORGE-TSG
TAF1B	digoxigenin	MCF7	0.00246738	0.431272	Novel DORGE-TSG
TAF1B	lanatosideC	MCF7	0.00335744	0.558475	Novel DORGE-TSG
TAF1B	methotrexate	MCF7	0.0315847	0.49616	Novel DORGE-TSG
TAF1B	valproicacid	HL60	0.0410758	0.440277	Novel DORGE-TSG
LITAF	cephaeline	MCF7	1.52618E-11	2.01533	Novel DORGE-TSG
LITAF	pioglitazone	PC3	0.00406361	0.681073	Novel DORGE-TSG
LITAF	lycorine	MCF7	0.0112791	1.02084	Novel DORGE-TSG
LITAF	gossypol	MCF7	0.0430054	0.593593	Novel DORGE-TSG
UGCG	fulvestrant	MCF7	6.79881E-14	1.30129	Novel DORGE-TSG
UGCG	15-deltaprostaglandinJ2	MCF7	2.80401E-11	1.15018	Novel DORGE-TSG
UGCG	cephaeline	MCF7	1.56621E-10	1.80277	Novel DORGE-TSG
UGCG	LY-294002	MCF7	1.61047E-8	0.49482	Novel DORGE-TSG
UGCG	phenoxybenzamine	MCF7	3.5729E-7	1.56953	Novel DORGE-TSG
UGCG	monastrol	MCF7	0.0463187	0.478028	Novel DORGE-TSG
UGCG	tanespimycin	HL60	0.00836954	0.329401	Novel DORGE-TSG
UGCG	ionomycin	MCF7	0.0154705	0.863363	Novel DORGE-TSG
RPRD2	trichostatinA	PC3	0.0	1.88835	Novel DORGE-TSG
RPRD2	tanespimycin	MCF7	8.55518E-8	0.265649	Novel DORGE-TSG
RPRD2	geldanamycin	MCF7	1.10685E-6	0.419411	Novel DORGE-TSG
RPRD2	phenoxybenzamine	MCF7	0.00101762	0.578921	Novel DORGE-TSG
RPRD2	alvespimycin	MCF7	0.00687179	0.2932	Novel DORGE-TSG
ZBTB17	trichostatinA	MCF7	2.32478E-26	0.32021	Novel DORGE-TSG
LAPTM5	trichostatinA	HL60	0.00345683	0.518638	Novel DORGE-TSG
PRKCD	tanespimycin	MCF7	6.72623E-44	0.895875	Novel DORGE-TSG
PRKCD	geldanamycin	MCF7	1.65508E-21	0.877288	Novel DORGE-TSG
PRKCD	alvespimycin	MCF7	1.93527E-16	0.896656	Novel DORGE-TSG
PRKCD	15-deltaprostaglandinJ2	MCF7	4.22045E-13	0.654344	Novel DORGE-TSG
PRKCD	trifluoperazine	MCF7	1.15189E-9	0.508445	Novel DORGE-TSG
PRKCD	thioridazine	MCF7	1.27452E-9	0.500178	Novel DORGE-TSG
PRKCD	phenoxybenzamine	MCF7	3.66289E-8	1.56565	Novel DORGE-TSG
PRKCD	trichostatinA	HL60	7.13016E-8	0.391767	Novel DORGE-TSG
PRKCD	monorden	MCF7	8.84904E-6	0.875409	Novel DORGE-TSG
PRKCD	lanatosideC	MCF7	3.34499E-7	1.30244	Novel DORGE-TSG
PRKCD	prochlorperazine	MCF7	2.52409E-5	0.352253	Novel DORGE-TSG
PRKCD	helveticoside	MCF7	1.65841E-5	0.987039	Novel DORGE-TSG
PRKCD	lycorine	MCF7	3.96041E-4	1.3426	Novel DORGE-TSG
PRKCD	fluphenazine	MCF7	0.00220374	0.231611	Novel DORGE-TSG
PRKCD	ionomycin	MCF7	0.0033215	0.791791	Novel DORGE-TSG
PRKCD	genistein	MCF7	0.0211623	0.222355	Novel DORGE-TSG
PRKCD	methotrexate	MCF7	0.0124385	0.612875	Novel DORGE-TSG
PRKCD	digoxigenin	MCF7	0.0059065	0.672138	Novel DORGE-TSG
PRKCD	valproicacid	HL60	0.0152466	0.456806	Novel DORGE-TSG
PRKCD	gossypol	MCF7	0.0186052	0.525673	Novel DORGE-TSG
PRKCD	LY-294002	PC3	0.0377403	0.283329	Novel DORGE-TSG
COPS5	trichostatinA	MCF7	4.82557E-17	0.296837	Novel DORGE-TSG
COPS5	tanespimycin	MCF7	1.93755E-13	0.417807	Novel DORGE-TSG
COPS5	helveticoside	MCF7	5.39427E-9	1.23384	Novel DORGE-TSG
COPS5	lanatosideC	MCF7	8.64739E-9	1.14952	Novel DORGE-TSG
COPS5	LY-294002	PC3	1.9955E-6	0.527666	Novel DORGE-TSG
COPS5	digoxigenin	MCF7	5.03483E-6	1.0635	Novel DORGE-TSG
COPS5	geldanamycin	MCF7	1.60968E-4	0.358879	Novel DORGE-TSG
COPS5	alvespimycin	MCF7	7.23394E-4	0.390294	Novel DORGE-TSG
COPS5	prochlorperazine	MCF7	0.0042518	0.303227	Novel DORGE-TSG
COPS5	sirolimus	MCF7	0.0100072	0.194723	Novel DORGE-TSG
COPS5	trifluoperazine	MCF7	0.0258269	0.264394	Novel DORGE-TSG
COPS5	phenoxybenzamine	MCF7	0.0274431	0.366749	Novel DORGE-TSG
COPS5	methotrexate	MCF7	0.0475461	0.360981	Novel DORGE-TSG
NFKBIE	trichostatinA	HL60	1.47161E-9	0.426975	CGC-TSG
NFKBIE	valproicacid	HL60	0.0223178	0.726532	CGC-TSG
KAT6B	trichostatinA	PC3	0.0	2.67454	CGC-TSG
KAT6B	tanespimycin	MCF7	3.32597E-16	0.429317	CGC-TSG
KAT6B	phenoxybenzamine	MCF7	5.11989E-11	1.4326	CGC-TSG
KAT6B	geldanamycin	MCF7	4.58655E-8	0.455815	CGC-TSG
KAT6B	15-deltaprostaglandinJ2	MCF7	1.55438E-6	0.439013	CGC-TSG
KAT6B	fulvestrant	MCF7	1.43573E-5	0.358241	CGC-TSG
KAT6B	alvespimycin	MCF7	2.00796E-5	0.426633	CGC-TSG
KAT6B	cephaeline	MCF7	1.36224E-4	0.475722	CGC-TSG
KAT6B	valproicacid	HL60	0.00121879	0.666661	CGC-TSG
KAT6B	ionomycin	MCF7	0.0235454	0.457271	CGC-TSG
RTN3	cephaeline	MCF7	1.02143E-9	1.12635	Novel DORGE-TSG
RTN3	sirolimus	HL60	0.0102103	0.397671	Novel DORGE-TSG
RTN3	lycorine	MCF7	0.00203791	0.931885	Novel DORGE-TSG
RTN3	rottlerin	MCF7	0.0161714	0.47313	Novel DORGE-TSG
RTN3	ionomycin	MCF7	0.022043	0.449454	Novel DORGE-TSG
MSH6	tanespimycin	MCF7	1.61809E-34	0.687975	CGC-TSG
MSH6	trichostatinA	MCF7	1.01358E-33	0.360324	CGC-TSG
MSH6	geldanamycin	MCF7	2.60447E-19	0.68177	CGC-TSG
MSH6	alvespimycin	MCF7	2.8256E-12	0.6412	CGC-TSG
MSH6	LY-294002	MCF7	6.96868E-13	0.346426	CGC-TSG
MSH6	fulvestrant	MCF7	7.59243E-11	0.41405	CGC-TSG
MSH6	thioridazine	MCF7	1.28636E-10	0.59389	CGC-TSG
MSH6	15-deltaprostaglandinJ2	MCF7	2.77245E-10	0.603715	CGC-TSG
MSH6	prochlorperazine	MCF7	8.64584E-8	0.450391	CGC-TSG
MSH6	phenoxybenzamine	MCF7	1.82996E-7	0.987227	CGC-TSG
MSH6	lanatosideC	MCF7	2.60322E-6	0.879471	CGC-TSG
MSH6	trifluoperazine	MCF7	3.03163E-5	0.360722	CGC-TSG
MSH6	gossypol	MCF7	1.45872E-4	0.682091	CGC-TSG
MSH6	fluphenazine	MCF7	3.12232E-4	0.294958	CGC-TSG
MSH6	digoxigenin	MCF7	4.68107E-4	0.691714	CGC-TSG
MSH6	methylbenzethoniumchloride	MCF7	0.00458252	0.649033	CGC-TSG
MSH6	sirolimus	MCF7	7.04332E-4	0.186446	CGC-TSG
MSH6	loperamide	MCF7	0.0082853	0.481419	CGC-TSG
MSH6	rottlerin	MCF7	0.00804346	0.444562	CGC-TSG
MSH6	valproicacid	HL60	0.0133658	0.573395	CGC-TSG
MSH6	monorden	MCF7	0.0129266	0.404709	CGC-TSG
MSH6	monastrol	MCF7	0.0289316	0.43145	CGC-TSG
MSH6	ionomycin	MCF7	0.00760634	0.568639	CGC-TSG
MSH6	helveticoside	MCF7	0.00344016	0.497266	CGC-TSG
MSH6	tretinoin	HL60	0.0200278	0.268395	CGC-TSG
MSH6	wortmannin	MCF7	0.0323491	0.182945	CGC-TSG
SLC9A1	LY-294002	MCF7	1.30417E-5	0.223924	Novel DORGE-TSG
SLC9A1	genistein	MCF7	0.00845409	0.288097	Novel DORGE-TSG
SLC9A1	equilin	MCF7	0.0221321	0.462974	Novel DORGE-TSG
SLC9A1	estradiol	MCF7	0.0401769	0.269628	Novel DORGE-TSG
SLC9A1	sirolimus	PC3	0.00942118	0.379396	Novel DORGE-TSG
SF3A1	trichostatinA	MCF7	0.0	0.693744	Novel DORGE-TSG
SF3A1	valproicacid	HL60	2.26332E-5	0.763258	Novel DORGE-TSG
SF3A1	sirolimus	MCF7	7.15441E-4	0.189033	Novel DORGE-TSG
SF3A1	gossypol	MCF7	0.0477218	0.340799	Novel DORGE-TSG
CCT2	LY-294002	MCF7	5.98164E-21	0.645574	Novel DORGE-TSG
CCT2	sirolimus	MCF7	5.73878E-12	0.459005	Novel DORGE-TSG
CCT2	trichostatinA	PC3	1.73821E-10	0.345958	Novel DORGE-TSG
CCT2	fulvestrant	MCF7	1.13148E-7	0.385788	Novel DORGE-TSG
CCT2	lanatosideC	MCF7	6.0205E-8	1.05507	Novel DORGE-TSG
CCT2	wortmannin	MCF7	3.80358E-6	0.463373	Novel DORGE-TSG
CCT2	helveticoside	MCF7	2.3421E-6	0.861577	Novel DORGE-TSG
CCT2	cephaeline	MCF7	2.49986E-6	0.671579	Novel DORGE-TSG
CCT2	digoxigenin	MCF7	1.11379E-4	0.793834	Novel DORGE-TSG
CCT2	thioridazine	MCF7	2.33135E-4	0.304077	Novel DORGE-TSG
CCT2	tretinoin	HL60	7.35293E-4	0.546863	Novel DORGE-TSG
CCT2	meclozine	MCF7	0.0170256	0.45587	Novel DORGE-TSG
CCT2	fluphenazine	MCF7	0.00248502	0.288975	Novel DORGE-TSG
CCT2	methotrexate	MCF7	0.00296	0.477716	Novel DORGE-TSG
CCT2	prochlorperazine	MCF7	0.00694899	0.252669	Novel DORGE-TSG
CCT2	trifluoperazine	MCF7	0.0074494	0.245492	Novel DORGE-TSG
CCT2	valproicacid	HL60	0.0268963	0.667864	Novel DORGE-TSG
CCT2	genistein	HL60	0.0211402	0.461475	Novel DORGE-TSG
CCT2	methylbenzethoniumchloride	MCF7	0.0441529	0.38754	Novel DORGE-TSG
CCT2	gossypol	MCF7	0.0422872	0.376376	Novel DORGE-TSG
FKBP5	LY-294002	MCF7	3.71397E-4	0.361468	Novel DORGE-TSG
FKBP5	fulvestrant	MCF7	0.00410304	0.563652	Novel DORGE-TSG
FKBP5	tanespimycin	MCF7	8.51557E-4	0.294378	Novel DORGE-TSG
FKBP5	loperamide	MCF7	0.0363082	0.536074	Novel DORGE-TSG
FKBP5	alvespimycin	MCF7	0.0207325	0.485204	Novel DORGE-TSG
FKBP5	tretinoin	MCF7	0.0360865	0.344271	Novel DORGE-TSG
FKBP5	phenoxybenzamine	MCF7	0.0283113	0.605298	Novel DORGE-TSG
FKBP5	geldanamycin	MCF7	0.0298396	0.327835	Novel DORGE-TSG
YPEL5	6-bromoindirubin-3'-oxime	MCF7	0.0118724	0.885477	Novel DORGE-TSG
YPEL5	alvespimycin	MCF7	6.21215E-4	0.342544	Novel DORGE-TSG
YPEL5	levonorgestrel	MCF7	0.0326351	0.558937	Novel DORGE-TSG
YPEL5	tanespimycin	MCF7	3.16432E-4	0.179426	Novel DORGE-TSG
YPEL5	tretinoin	MCF7	0.00123719	0.263393	Novel DORGE-TSG
YPEL5	geldanamycin	MCF7	6.70976E-4	0.271943	Novel DORGE-TSG
YPEL5	lycorine	MCF7	0.00478632	0.598616	Novel DORGE-TSG
YPEL5	acacetin	MCF7	0.0460439	0.47386	Novel DORGE-TSG
DNAJC11	trichostatinA	MCF7	0.0	1.07237	Novel DORGE-TSG
DNAJC11	LY-294002	MCF7	4.61578E-15	0.509254	Novel DORGE-TSG
DNAJC11	sirolimus	MCF7	2.56122E-11	0.491264	Novel DORGE-TSG
DNAJC11	thioridazine	MCF7	5.36632E-9	0.638574	Novel DORGE-TSG
DNAJC11	lanatosideC	MCF7	6.90311E-8	0.916671	Novel DORGE-TSG
DNAJC11	digoxigenin	MCF7	4.36843E-7	0.991785	Novel DORGE-TSG
DNAJC11	helveticoside	MCF7	7.76682E-7	0.803359	Novel DORGE-TSG
DNAJC11	trifluoperazine	MCF7	2.16621E-5	0.455665	Novel DORGE-TSG
DNAJC11	wortmannin	MCF7	4.32641E-5	0.409178	Novel DORGE-TSG
DNAJC11	prochlorperazine	MCF7	4.32477E-4	0.417743	Novel DORGE-TSG
DNAJC11	fluphenazine	MCF7	6.30458E-4	0.410473	Novel DORGE-TSG
DNAJC11	tanespimycin	MCF7	1.90899E-4	0.178457	Novel DORGE-TSG
DNAJC11	rottlerin	MCF7	0.00507685	0.60873	Novel DORGE-TSG
DNAJC11	valproicacid	HL60	0.00622524	0.705122	Novel DORGE-TSG
DNAJC11	ionomycin	MCF7	0.0116273	0.664775	Novel DORGE-TSG
DNAJC11	geldanamycin	HL60	0.0139339	0.495052	Novel DORGE-TSG
DNAJC11	tretinoin	HL60	0.0162219	0.424554	Novel DORGE-TSG
DNAJC11	genistein	HL60	0.0477607	0.471249	Novel DORGE-TSG
DNAJC11	methotrexate	MCF7	0.0327799	0.348045	Novel DORGE-TSG
DNAJC11	fulvestrant	MCF7	0.0268383	0.189839	Novel DORGE-TSG
SBF1	tanespimycin	MCF7	3.92913E-5	0.127277	Novel DORGE-TSG
SBF1	lycorine	MCF7	0.00588817	0.443731	Novel DORGE-TSG
SBF1	sirolimus	MCF7	0.0141644	0.114606	Novel DORGE-TSG
SBF1	cephaeline	MCF7	0.0125668	0.259291	Novel DORGE-TSG
DDB1	cephaeline	MCF7	0.00142581	0.466464	Novel DORGE-TSG
DDB1	15-deltaprostaglandinJ2	HL60	0.0147753	0.504706	Novel DORGE-TSG
PAXBP1	trichostatinA	MCF7	0.0	0.630523	Novel DORGE-TSG
PAXBP1	tanespimycin	MCF7	1.13379E-11	0.346571	Novel DORGE-TSG
PAXBP1	ionomycin	MCF7	1.77474E-4	0.932714	Novel DORGE-TSG
PAXBP1	15-deltaprostaglandinJ2	MCF7	7.1938E-5	0.403573	Novel DORGE-TSG
PAXBP1	geldanamycin	MCF7	2.90026E-4	0.307562	Novel DORGE-TSG
PAXBP1	phenoxybenzamine	MCF7	9.57201E-4	0.586167	Novel DORGE-TSG
PAXBP1	fulvestrant	MCF7	0.00144377	0.267925	Novel DORGE-TSG
PAXBP1	sirolimus	MCF7	0.0016084	0.218417	Novel DORGE-TSG
PAXBP1	thioridazine	MCF7	0.0126112	0.244181	Novel DORGE-TSG
ACTR2	trichostatinA	HL60	7.19395E-6	0.959123	Novel DORGE-TSG
ACTR2	cephaeline	MCF7	1.71307E-5	0.718184	Novel DORGE-TSG
ACTR2	LY-294002	MCF7	0.00462929	0.175841	Novel DORGE-TSG
ACTR2	phenoxybenzamine	MCF7	0.00774034	0.42332	Novel DORGE-TSG
ACTR2	tanespimycin	MCF7	0.0102833	0.134631	Novel DORGE-TSG
ACTR2	thioridazine	MCF7	0.0228833	0.233483	Novel DORGE-TSG
RREB1	trichostatinA	MCF7	0.0	0.35648	Novel DORGE-TSG
RREB1	phenoxybenzamine	MCF7	0.00287433	0.285537	Novel DORGE-TSG
ECD	LY-294002	MCF7	1.77599E-20	0.898516	Novel DORGE-TSG
ECD	trichostatinA	PC3	1.07155E-12	0.517708	Novel DORGE-TSG
ECD	sirolimus	MCF7	7.43569E-10	0.572316	Novel DORGE-TSG
ECD	lanatosideC	MCF7	2.24261E-9	1.39425	Novel DORGE-TSG
ECD	phenoxybenzamine	MCF7	5.47347E-9	1.11975	Novel DORGE-TSG
ECD	helveticoside	MCF7	8.10381E-9	1.33996	Novel DORGE-TSG
ECD	digoxigenin	MCF7	4.37654E-8	1.5228	Novel DORGE-TSG
ECD	alvespimycin	MCF7	9.23326E-7	0.679417	Novel DORGE-TSG
ECD	tanespimycin	MCF7	3.77445E-7	0.373069	Novel DORGE-TSG
ECD	methotrexate	MCF7	5.9487E-4	0.954144	Novel DORGE-TSG
ECD	acacetin	MCF7	0.0167626	0.608782	Novel DORGE-TSG
ECD	genistein	MCF7	0.0122084	0.375104	Novel DORGE-TSG
ECD	trifluoperazine	MCF7	0.00996896	0.357807	Novel DORGE-TSG
ECD	15-deltaprostaglandinJ2	MCF7	0.0189768	0.287008	Novel DORGE-TSG
ECD	fluphenazine	MCF7	0.0409738	0.274151	Novel DORGE-TSG
PTPRJ	trichostatinA	MCF7	0.00155469	0.0681243	Novel DORGE-TSG
MCM6	trichostatinA	MCF7	0.0	0.792297	Novel DORGE-TSG
MCM6	tanespimycin	MCF7	1.30402E-33	0.659163	Novel DORGE-TSG
MCM6	geldanamycin	MCF7	2.64811E-17	0.698177	Novel DORGE-TSG
MCM6	LY-294002	MCF7	5.26546E-11	0.358788	Novel DORGE-TSG
MCM6	15-deltaprostaglandinJ2	MCF7	4.61081E-9	0.505293	Novel DORGE-TSG
MCM6	alvespimycin	MCF7	1.28091E-8	0.530456	Novel DORGE-TSG
MCM6	thioridazine	MCF7	1.78241E-7	0.459675	Novel DORGE-TSG
MCM6	phenoxybenzamine	MCF7	4.11482E-5	0.735418	Novel DORGE-TSG
MCM6	trifluoperazine	HL60	0.00933881	0.511742	Novel DORGE-TSG
MCM6	valproicacid	HL60	0.00329653	0.424146	Novel DORGE-TSG
MCM6	ionomycin	MCF7	0.00339297	0.561837	Novel DORGE-TSG
MCM6	sirolimus	HL60	0.0239529	0.282483	Novel DORGE-TSG
MCM6	fulvestrant	MCF7	0.00218083	0.207247	Novel DORGE-TSG
MCM6	prochlorperazine	MCF7	0.0053404	0.287058	Novel DORGE-TSG
MCM6	monorden	MCF7	0.0200254	0.401365	Novel DORGE-TSG
MCM6	tretinoin	HL60	0.010613	0.314645	Novel DORGE-TSG
MCM6	fluphenazine	MCF7	0.0161674	0.219116	Novel DORGE-TSG
MCM6	lanatosideC	MCF7	0.0083874	0.501772	Novel DORGE-TSG
MCM6	rottlerin	MCF7	0.0490625	0.321884	Novel DORGE-TSG
RASSF4	15-deltaprostaglandinJ2	HL60	2.11633E-4	1.20762	Novel DORGE-TSG
MCC	trichostatinA	MCF7	1.21422E-4	0.21924	Novel DORGE-TSG
PGK1	cephaeline	MCF7	2.07377E-8	1.00612	Novel DORGE-TSG
PGK1	lycorine	MCF7	0.0162805	0.44563	Novel DORGE-TSG
PGK1	thioridazine	HL60	0.034356	0.433848	Novel DORGE-TSG
PGK1	LY-294002	PC3	0.0255358	0.277608	Novel DORGE-TSG
SEC24C	trichostatinA	MCF7	2.24257E-13	0.335117	Novel DORGE-TSG
SEC24C	15-deltaprostaglandinJ2	MCF7	2.36002E-4	0.485586	Novel DORGE-TSG
SEC24C	LY-294002	PC3	0.00269891	0.502446	Novel DORGE-TSG
SEC24C	sirolimus	MCF7	0.0132729	0.241924	Novel DORGE-TSG
BCL10	ionomycin	MCF7	0.00582334	0.731006	CGC-TSG
TXNL1	trichostatinA	MCF7	0.0	0.584295	Novel DORGE-TSG
TXNL1	LY-294002	PC3	0.00105195	0.356716	Novel DORGE-TSG
TXNL1	sirolimus	PC3	0.0137005	0.359998	Novel DORGE-TSG
TXNL1	tretinoin	MCF7	0.030723	0.160108	Novel DORGE-TSG
KRR1	trichostatinA	MCF7	0.0	0.853451	Novel DORGE-TSG
KRR1	LY-294002	MCF7	1.81624E-15	0.54552	Novel DORGE-TSG
KRR1	fulvestrant	MCF7	1.00022E-8	0.492523	Novel DORGE-TSG
KRR1	sirolimus	MCF7	1.05769E-7	0.373932	Novel DORGE-TSG
KRR1	thioridazine	MCF7	2.15342E-6	0.426862	Novel DORGE-TSG
KRR1	trifluoperazine	MCF7	1.47142E-5	0.433243	Novel DORGE-TSG
KRR1	fluphenazine	MCF7	1.3538E-4	0.37515	Novel DORGE-TSG
KRR1	wortmannin	MCF7	2.23975E-4	0.332989	Novel DORGE-TSG
KRR1	prochlorperazine	MCF7	0.00323597	0.291682	Novel DORGE-TSG
KRR1	methylbenzethoniumchloride	MCF7	0.0138038	0.467434	Novel DORGE-TSG
KRR1	cloperastine	MCF7	0.0304833	0.538972	Novel DORGE-TSG
KRR1	rottlerin	MCF7	0.0495027	0.349615	Novel DORGE-TSG
KRR1	tretinoin	MCF7	0.0448279	0.181517	Novel DORGE-TSG
USP47	trichostatinA	MCF7	5.97165E-27	0.376466	Novel DORGE-TSG
USP47	sirolimus	MCF7	2.96738E-6	0.334663	Novel DORGE-TSG
USP47	valproicacid	MCF7	0.004747	0.330354	Novel DORGE-TSG
USP47	pioglitazone	PC3	0.0124275	0.521882	Novel DORGE-TSG
USP47	phenoxybenzamine	MCF7	0.0036264	0.488084	Novel DORGE-TSG
NFYA	cephaeline	MCF7	1.89122E-5	0.505483	Novel DORGE-TSG
NFYA	valproicacid	HL60	0.0053828	0.523317	Novel DORGE-TSG
NFYA	15-deltaprostaglandinJ2	MCF7	9.36361E-4	0.361267	Novel DORGE-TSG
NFYA	rottlerin	MCF7	0.0127543	0.63409	Novel DORGE-TSG
NFYA	thioridazine	MCF7	0.0105774	0.275105	Novel DORGE-TSG
