Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
MSH6	2956	CGC-TSG	0.867688479410387	geldanamycin	HL60	6h	1.0μM	1.33133E-4	0.00203228	0.468504	7.501875468867217E-4
MSH6	2956	CGC-TSG	0.867688479410387	thioridazine	PC3	6h	10.0μM	1.5509E-4	0.00393056	0.579591	0.001420454545454545
MSH6	2956	CGC-TSG	0.867688479410387	loperamide	MCF7	6h	7.8μM	1.97126E-4	0.0082853	0.481419	0.003378378378378379
MSH6	2956	CGC-TSG	0.867688479410387	rottlerin	MCF7	6h	10.0μM	2.31457E-4	0.00804346	0.444562	0.001055966209081309
MSH6	2956	CGC-TSG	0.867688479410387	valproicacid	HL60	6h	200.0μM	2.98666E-4	0.0133658	0.573395	0.002352941176470588
MSH6	2956	CGC-TSG	0.867688479410387	sirolimus	PC3	6h	0.1μM	3.38427E-4	0.00548225	0.396878	6.915629322268327E-4
MSH6	2956	CGC-TSG	0.867688479410387	monorden	MCF7	6h	0.1μM	3.44633E-4	0.0129266	0.404709	0.002645502645502645
MSH6	2956	CGC-TSG	0.867688479410387	valproicacid	MCF7	6h	500.0μM	5.98648E-4	0.012413	0.217691	0.001785714285714286
MSH6	2956	CGC-TSG	0.867688479410387	trichostatinA	HL60	6h	1.0μM	6.52549E-4	0.00212578	0.367455	4.340277777777778E-4
MSH6	2956	CGC-TSG	0.867688479410387	monastrol	MCF7	6h	100.0μM	6.67419E-4	0.0289316	0.43145	0.005714285714285714
MSH6	2956	CGC-TSG	0.867688479410387	ionomycin	MCF7	6h	2.0μM	7.27558E-4	0.00760634	0.568639	4.340277777777778E-4
MSH6	2956	CGC-TSG	0.867688479410387	helveticoside	MCF7	6h	7.4μM	9.12232E-4	0.00344016	0.497266	3.834355828220859E-4
MSH6	2956	CGC-TSG	0.867688479410387	meclozine	MCF7	6h	8.6μM	0.00114079	0.0642198	0.413192	0.01408450704225352
MSH6	2956	CGC-TSG	0.867688479410387	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00182797	0.010923	0.513693	6.729475100942127E-4
MSH6	2956	CGC-TSG	0.867688479410387	AG-013608	PC3	6h	10.0μM	0.00248124	0.112964	0.431701	0.04347826086956522
MSH6	2956	CGC-TSG	0.867688479410387	genistein	MCF7	6h	10.0μM	0.00277556	0.0573364	0.18876	0.00308641975308642
MSH6	2956	CGC-TSG	0.867688479410387	tretinoin	HL60	6h	1.0μM	0.00284441	0.0200278	0.268395	9.216589861751152E-4
MSH6	2956	CGC-TSG	0.867688479410387	wortmannin	MCF7	6h	0.01μM	0.00536161	0.0323491	0.182945	7.390983000739098E-4
MSH6	2956	CGC-TSG	0.867688479410387	tretinoin	MCF7	6h	1.0μM	0.00554134	0.0345217	0.141605	7.462686567164179E-4
MSH6	2956	CGC-TSG	0.867688479410387	fulvestrant	MCF7	6h	0.01μM	0.00647325	0.0616644	0.198866	0.001269035532994924
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.693744	2.373605506764776E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	trichostatinA	PC3	6h	0.1μM	1.47394E-32	7.75363E-32	0.605081	2.787068004459309E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	trichostatinA	MCF7	6h	1.0μM	2.29815E-26	1.80958E-25	0.654159	2.809778027535825E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	trichostatinA	HL60	6h	0.1μM	2.56703E-15	2.61346E-14	0.423391	4.476275738585497E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	trichostatinA	PC3	6h	1.0μM	1.33224E-12	9.17231E-12	0.553372	2.996703626011388E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	valproicacid	HL60	6h	500.0μM	7.54318E-8	2.26332E-5	0.763258	6.596306068601583E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	trichostatinA	HL60	6h	1.0μM	1.30748E-5	5.96713E-5	0.550621	4.340277777777778E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	sirolimus	MCF7	6h	0.1μM	1.20304E-4	7.15441E-4	0.189033	4.199916001679967E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	valproicacid	HL60	6h	1000.0μM	6.8124E-4	0.0239919	0.395449	0.002985074626865672
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	valproicacid	MCF7	6h	1000.0μM	0.00627779	0.0688776	0.190801	0.002267573696145125
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	gossypol	MCF7	6h	7.8μM	0.00650944	0.0477218	0.340799	8.620689655172414E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	valproicacid	MCF7	6h	200.0μM	0.00686068	0.156879	0.207189	0.02127659574468085
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	sirolimus	PC3	6h	0.1μM	0.0075766	0.0542975	0.31347	6.915629322268327E-4
SF3A1	10291	Novel DORGE-TSG	0.672849690274044	fluphenazine	MCF7	6h	10.0μM	0.00798502	0.0532092	0.188427	7.541478129713424E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	LY-294002	MCF7	6h	10.0μM	1.08661E-22	5.98164E-21	0.645574	3.629764065335753E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	sirolimus	MCF7	6h	0.1μM	1.15781E-13	5.73878E-12	0.459005	4.199916001679967E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	trichostatinA	PC3	6h	0.1μM	6.54433E-11	1.73821E-10	0.345958	2.787068004459309E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	LY-294002	PC3	6h	10.0μM	1.41849E-10	2.10249E-8	0.780433	4.699248120300752E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	fulvestrant	MCF7	6h	1.0μM	4.41097E-9	1.13148E-7	0.385788	6.825938566552901E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	lanatosideC	MCF7	6h	4.0μM	5.1054E-9	6.0205E-8	1.05507	3.498950314905528E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	wortmannin	MCF7	6h	0.01μM	1.07311E-7	3.80358E-6	0.463373	7.390983000739098E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	trichostatinA	MCF7	6h	0.1μM	1.70986E-7	3.22897E-7	0.165334	2.373605506764776E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	helveticoside	MCF7	6h	7.4μM	2.69772E-7	2.3421E-6	0.861577	3.834355828220859E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	cephaeline	MCF7	6h	6.0μM	5.4012E-7	2.49986E-6	0.671579	3.364737550471063E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	trichostatinA	HL60	6h	0.1μM	1.09434E-5	4.14196E-5	0.240805	4.476275738585497E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	digoxigenin	MCF7	6h	10.2μM	1.54806E-5	1.11379E-4	0.793834	4.154549231408392E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	thioridazine	MCF7	6h	10.0μM	2.4361E-5	2.33135E-4	0.304077	4.428697962798937E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	tretinoin	HL60	6h	1.0μM	4.8785E-5	7.35293E-4	0.546863	9.216589861751152E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	sirolimus	PC3	6h	0.1μM	1.07516E-4	0.00247704	0.453941	6.915629322268327E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	meclozine	MCF7	6h	8.6μM	1.0948E-4	0.0170256	0.45587	0.01408450704225352
CCT2	10576	Novel DORGE-TSG	0.650442210707845	fluphenazine	MCF7	6h	10.0μM	1.39237E-4	0.00248502	0.288975	7.541478129713424E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	methotrexate	MCF7	6h	8.8μM	2.07794E-4	0.00296	0.477716	8.143322475570033E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	thioridazine	HL60	6h	10.0μM	2.50102E-4	0.00386954	0.538683	7.993605115907274E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	LY-294002	HL60	6h	10.0μM	5.4512E-4	0.00390209	0.293371	6.345177664974619E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	prochlorperazine	MCF7	6h	10.0μM	5.90393E-4	0.00694899	0.252669	8.103727714748784E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	trifluoperazine	MCF7	6h	10.0μM	8.11344E-4	0.0074494	0.245492	5.824111822947001E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	valproicacid	HL60	6h	200.0μM	9.90154E-4	0.0268963	0.667864	0.002352941176470588
CCT2	10576	Novel DORGE-TSG	0.650442210707845	genistein	HL60	6h	10.0μM	0.0010048	0.0211402	0.461475	0.001808318264014466
CCT2	10576	Novel DORGE-TSG	0.650442210707845	AG-013608	PC3	6h	10.0μM	0.001127	0.0849755	0.558467	0.04347826086956522
CCT2	10576	Novel DORGE-TSG	0.650442210707845	fulvestrant	MCF7	6h	0.01μM	0.00117209	0.0161842	0.264572	0.001269035532994924
CCT2	10576	Novel DORGE-TSG	0.650442210707845	famprofazone	MCF7	6h	10.6μM	0.0019406	0.24143	0.389962	0.5
CCT2	10576	Novel DORGE-TSG	0.650442210707845	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00290649	0.0441529	0.38754	0.001626016260162602
CCT2	10576	Novel DORGE-TSG	0.650442210707845	amiodarone	MCF7	6h	5.8μM	0.00358217	0.134993	0.30534	0.02857142857142857
CCT2	10576	Novel DORGE-TSG	0.650442210707845	pirenperone	MCF7	6h	10.2μM	0.00435423	0.170886	0.34536	0.2
CCT2	10576	Novel DORGE-TSG	0.650442210707845	gossypol	MCF7	6h	7.8μM	0.0055098	0.0422872	0.376376	8.620689655172414E-4
CCT2	10576	Novel DORGE-TSG	0.650442210707845	thioridazine	PC3	6h	10.0μM	0.00611403	0.0564278	0.425392	0.001420454545454545
CCT2	10576	Novel DORGE-TSG	0.650442210707845	valproicacid	MCF7	6h	500.0μM	0.00807645	0.078869	0.18702	0.001785714285714286
CCT2	10576	Novel DORGE-TSG	0.650442210707845	acacetin	MCF7	6h	14.0μM	0.00893075	0.142287	0.323354	0.00425531914893617
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	LY-294002	MCF7	6h	10.0μM	1.03678E-4	3.71397E-4	0.361468	3.629764065335753E-4
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	fulvestrant	MCF7	6h	0.01μM	2.25502E-4	0.00410304	0.563652	0.001269035532994924
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	tanespimycin	MCF7	6h	1.0μM	2.77822E-4	8.51557E-4	0.294378	2.959455460195324E-4
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	meclofenoxate	MCF7	6h	13.6μM	0.00106625	0.959813	0.647215	0.0
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	loperamide	MCF7	6h	7.8μM	0.00176273	0.0363082	0.536074	0.003378378378378379
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	AG-013608	PC3	6h	10.0μM	0.00182294	0.103087	0.557679	0.04347826086956522
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	PF-00562151-00	PC3	6h	10.0μM	0.0032206	0.280468	0.400947	0.2
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	fenoprofen	MCF7	6h	7.2μM	0.00438338	0.3619	0.557075	1.0
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	alvespimycin	MCF7	6h	0.1μM	0.0047261	0.0207325	0.485204	5.770340450086555E-4
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	tretinoin	MCF7	6h	1.0μM	0.00587663	0.0360865	0.344271	7.462686567164179E-4
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	cloperastine	MCF7	6h	11.0μM	0.00690687	0.148665	0.527062	0.01
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	phenoxybenzamine	MCF7	6h	11.8μM	0.00771445	0.0283113	0.605298	5.060728744939271E-4
FKBP5	2289	Novel DORGE-TSG	0.736001228354021	geldanamycin	MCF7	6h	1.0μM	0.00913824	0.0298396	0.327835	3.961965134706815E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	1.07237	2.373605506764776E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trichostatinA	PC3	6h	0.1μM	0.0	0.0	1.17713	2.787068004459309E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trichostatinA	MCF7	6h	1.0μM	2.68861E-28	2.55531E-27	0.793886	2.809778027535825E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trichostatinA	PC3	6h	1.0μM	4.99686E-19	1.54258E-17	0.809355	2.996703626011388E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	LY-294002	MCF7	6h	10.0μM	2.43385E-16	4.61578E-15	0.509254	3.629764065335753E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trichostatinA	HL60	6h	0.1μM	2.94848E-14	2.71116E-13	0.462717	4.476275738585497E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	sirolimus	MCF7	6h	0.1μM	6.05256E-13	2.56122E-11	0.491264	4.199916001679967E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	thioridazine	MCF7	6h	10.0μM	1.25952E-10	5.36632E-9	0.638574	4.428697962798937E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	lanatosideC	MCF7	6h	4.0μM	5.98147E-9	6.90311E-8	0.916671	3.498950314905528E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	LY-294002	PC3	6h	10.0μM	1.04812E-8	4.93926E-7	0.693418	4.699248120300752E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	digoxigenin	MCF7	6h	10.2μM	2.74232E-8	4.36843E-7	0.991785	4.154549231408392E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	helveticoside	MCF7	6h	7.4μM	7.80365E-8	7.76682E-7	0.803359	3.834355828220859E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trifluoperazine	MCF7	6h	10.0μM	5.79814E-7	2.16621E-5	0.455665	5.824111822947001E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	trichostatinA	HL60	6h	1.0μM	1.32882E-6	7.61838E-6	0.881538	4.340277777777778E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	wortmannin	MCF7	6h	0.01μM	1.78816E-6	4.32641E-5	0.409178	7.390983000739098E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	prochlorperazine	MCF7	6h	10.0μM	1.86319E-5	4.32477E-4	0.417743	8.103727714748784E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	LY-294002	HL60	6h	10.0μM	2.00032E-5	2.58421E-4	0.500606	6.345177664974619E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	fluphenazine	MCF7	6h	10.0μM	2.45589E-5	6.30458E-4	0.410473	7.541478129713424E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	tanespimycin	MCF7	6h	1.0μM	5.72651E-5	1.90899E-4	0.178457	2.959455460195324E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	sirolimus	PC3	6h	0.1μM	6.87111E-5	0.00179587	0.5309	6.915629322268327E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	rottlerin	MCF7	6h	10.0μM	1.15481E-4	0.00507685	0.60873	0.001055966209081309
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	thioridazine	HL60	6h	10.0μM	2.1607E-4	0.00346744	0.573008	7.993605115907274E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	valproicacid	HL60	6h	500.0μM	4.75863E-4	0.00622524	0.705122	6.596306068601583E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	ionomycin	MCF7	6h	2.0μM	0.00140656	0.0116273	0.664775	4.340277777777778E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	geldanamycin	HL60	6h	1.0μM	0.00152544	0.0139339	0.495052	7.501875468867217E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	tretinoin	HL60	6h	1.0μM	0.00216187	0.0162219	0.424554	9.216589861751152E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	thioridazine	PC3	6h	10.0μM	0.00244099	0.0293415	0.490135	0.001420454545454545
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	valproicacid	MCF7	6h	500.0μM	0.00299977	0.0392231	0.268274	0.001785714285714286
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	genistein	HL60	6h	10.0μM	0.00337062	0.0477607	0.471249	0.001808318264014466
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	beta-escin	MCF7	6h	3.2μM	0.00457053	0.24204	0.416578	0.2
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	methotrexate	MCF7	6h	8.8μM	0.00475587	0.0327799	0.348045	8.143322475570033E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	fulvestrant	MCF7	6h	1.0μM	0.00547724	0.0268383	0.189839	6.825938566552901E-4
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	promazine	MCF7	6h	12.4μM	0.00589874	0.352204	0.310027	1.0
DNAJC11	55735	Novel DORGE-TSG	0.738871324751573	alvespimycin	HL60	6h	0.1μM	0.00788836	0.136875	0.387689	0.006622516556291391
SBF1	6305	Novel DORGE-TSG	0.733869430603138	tanespimycin	MCF7	6h	1.0μM	1.07884E-5	3.92913E-5	0.127277	2.959455460195324E-4
SBF1	6305	Novel DORGE-TSG	0.733869430603138	lycorine	MCF7	6h	12.4μM	5.86877E-4	0.00588817	0.443731	6.381620931716656E-4
SBF1	6305	Novel DORGE-TSG	0.733869430603138	sirolimus	MCF7	6h	0.1μM	0.00360342	0.0141644	0.114606	4.199916001679967E-4
SBF1	6305	Novel DORGE-TSG	0.733869430603138	cephaeline	MCF7	6h	6.0μM	0.00552429	0.0125668	0.259291	3.364737550471063E-4
DDB1	1642	Novel DORGE-TSG	0.746467916152798	cephaeline	MCF7	6h	6.0μM	5.13205E-4	0.00142581	0.466464	3.364737550471063E-4
DDB1	1642	Novel DORGE-TSG	0.746467916152798	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.0026496	0.0147753	0.504706	6.729475100942127E-4
DDB1	1642	Novel DORGE-TSG	0.746467916152798	genistein	HL60	6h	10.0μM	0.0036463	0.0504601	0.476299	0.001808318264014466
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.630523	2.373605506764776E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	trichostatinA	MCF7	6h	1.0μM	1.8512E-24	1.25236E-23	0.697499	2.809778027535825E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	tanespimycin	MCF7	6h	1.0μM	1.50188E-12	1.13379E-11	0.346571	2.959455460195324E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	ionomycin	MCF7	6h	2.0μM	1.52638E-6	1.77474E-4	0.932714	4.340277777777778E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	7.82928E-6	7.1938E-5	0.403573	5.040322580645161E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	geldanamycin	MCF7	6h	1.0μM	5.15664E-5	2.90026E-4	0.307562	3.961965134706815E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	phenoxybenzamine	MCF7	6h	11.8μM	1.50955E-4	9.57201E-4	0.586167	5.060728744939271E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	fulvestrant	MCF7	6h	1.0μM	1.72333E-4	0.00144377	0.267925	6.825938566552901E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	sirolimus	MCF7	6h	0.1μM	3.00075E-4	0.0016084	0.218417	4.199916001679967E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	trichostatinA	PC3	6h	1.0μM	0.00197933	0.00449359	0.245503	2.996703626011388E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	thioridazine	MCF7	6h	10.0μM	0.00263456	0.0126112	0.244181	4.428697962798937E-4
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	carbamazepine	MCF7	6h	0.1μM	0.00297123	0.351918	0.318128	0.09090909090909091
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	rottlerin	MCF7	6h	10.0μM	0.0044122	0.0511101	0.346489	0.001055966209081309
PAXBP1	94104	Novel DORGE-TSG	0.837073595605172	AG-013608	PC3	6h	10.0μM	0.00500828	0.145177	0.493832	0.04347826086956522
MYO1E	4643	Novel DORGE-TSG	0.682311228165244	furaltadone	MCF7	6h	11.0μM	0.00370802	0.912922	0.456136	0.0
MYO1E	4643	Novel DORGE-TSG	0.682311228165244	AG-013608	PC3	6h	10.0μM	0.00567122	0.154602	0.4159	0.04347826086956522
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	trichostatinA	HL60	6h	1.0μM	1.24455E-6	7.19395E-6	0.959123	4.340277777777778E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	cephaeline	MCF7	6h	6.0μM	4.33348E-6	1.71307E-5	0.718184	3.364737550471063E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	trichostatinA	HL60	6h	0.1μM	0.00131329	0.00375946	0.182651	4.476275738585497E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	LY-294002	MCF7	6h	10.0μM	0.00157361	0.00462929	0.175841	3.629764065335753E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	phenoxybenzamine	MCF7	6h	11.8μM	0.00167424	0.00774034	0.42332	5.060728744939271E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	tanespimycin	MCF7	6h	1.0μM	0.00401547	0.0102833	0.134631	2.959455460195324E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	valproicacid	HL60	6h	200.0μM	0.00445573	0.0605172	0.46754	0.002352941176470588
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	fenoprofen	MCF7	6h	7.2μM	0.00465835	0.3619	0.438194	1.0
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	thioridazine	MCF7	6h	10.0μM	0.00534881	0.0228833	0.233483	4.428697962798937E-4
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	felodipine	MCF7	6h	10.0μM	0.00924666	0.251724	0.374889	0.02941176470588235
ACTR2	10097	Novel DORGE-TSG	0.879604060173329	AG-013608	PC3	6h	10.0μM	0.00962507	0.186661	0.409897	0.04347826086956522
ECD	11319	Novel DORGE-TSG	0.869141432998735	LY-294002	MCF7	6h	10.0μM	3.59737E-22	1.77599E-20	0.898516	3.629764065335753E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	trichostatinA	PC3	6h	0.1μM	3.71404E-13	1.07155E-12	0.517708	2.787068004459309E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	sirolimus	MCF7	6h	0.1μM	2.71345E-11	7.43569E-10	0.572316	4.199916001679967E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	lanatosideC	MCF7	6h	4.0μM	1.16628E-10	2.24261E-9	1.39425	3.498950314905528E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	phenoxybenzamine	MCF7	6h	11.8μM	1.25387E-10	5.47347E-9	1.11975	5.060728744939271E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	helveticoside	MCF7	6h	7.4μM	4.21824E-10	8.10381E-9	1.33996	3.834355828220859E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	digoxigenin	MCF7	6h	10.2μM	1.69912E-9	4.37654E-8	1.5228	4.154549231408392E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	alvespimycin	MCF7	6h	0.1μM	5.08382E-8	9.23326E-7	0.679417	5.770340450086555E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	tanespimycin	MCF7	6h	1.0μM	8.21574E-8	3.77445E-7	0.373069	2.959455460195324E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	LY-294002	PC3	6h	10.0μM	2.48698E-7	6.47291E-6	0.862101	4.699248120300752E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	methotrexate	MCF7	6h	8.8μM	2.50264E-5	5.9487E-4	0.954144	8.143322475570033E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	acacetin	MCF7	6h	14.0μM	1.26207E-4	0.0167626	0.608782	0.00425531914893617
ECD	11319	Novel DORGE-TSG	0.869141432998735	sirolimus	PC3	6h	0.1μM	2.12658E-4	0.00391952	0.503721	6.915629322268327E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	genistein	MCF7	6h	10.0μM	2.58083E-4	0.0122084	0.375104	0.00308641975308642
ECD	11319	Novel DORGE-TSG	0.869141432998735	genistein	HL60	6h	10.0μM	3.02441E-4	0.00989126	0.747226	0.001808318264014466
ECD	11319	Novel DORGE-TSG	0.869141432998735	trifluoperazine	MCF7	6h	10.0μM	0.00118802	0.00996896	0.357807	5.824111822947001E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	trichostatinA	PC3	6h	1.0μM	0.00160057	0.00367731	0.283293	2.996703626011388E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	benzamil	MCF7	6h	11.2μM	0.00166714	0.0923364	0.591832	0.015625
ECD	11319	Novel DORGE-TSG	0.869141432998735	troglitazone	PC3	6h	10.0μM	0.00262929	0.0604258	0.454622	0.003508771929824561
ECD	11319	Novel DORGE-TSG	0.869141432998735	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00437011	0.0189768	0.287008	5.040322580645161E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	LY-294002	HL60	6h	10.0μM	0.00517494	0.0252873	0.349156	6.345177664974619E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00543104	0.0672314	0.394545	0.001626016260162602
ECD	11319	Novel DORGE-TSG	0.869141432998735	fluphenazine	MCF7	6h	10.0μM	0.00565156	0.0409738	0.274151	7.541478129713424E-4
ECD	11319	Novel DORGE-TSG	0.869141432998735	monorden	MCF7	6h	0.1μM	0.00692973	0.0972004	0.591087	0.002645502645502645
ECD	11319	Novel DORGE-TSG	0.869141432998735	famprofazone	MCF7	6h	10.6μM	0.00877306	0.325808	0.368654	0.5
ECD	11319	Novel DORGE-TSG	0.869141432998735	amiodarone	MCF7	6h	5.8μM	0.00924879	0.197028	0.272814	0.02857142857142857
PTPRJ	5795	Novel DORGE-TSG	0.687681967659473	trichostatinA	MCF7	6h	0.1μM	9.51734E-4	0.00155469	0.0681243	2.373605506764776E-4
PTPRJ	5795	Novel DORGE-TSG	0.687681967659473	benzamil	MCF7	6h	11.2μM	0.0068022	0.189987	0.251231	0.015625
PTPRJ	5795	Novel DORGE-TSG	0.687681967659473	trichostatinA	MCF7	6h	1.0μM	0.00832852	0.0150945	0.109271	2.809778027535825E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.792297	2.373605506764776E-4
MCM6	4175	Novel DORGE-TSG	0.700971995786369	trichostatinA	PC3	6h	0.1μM	2.6151E-41	1.82067E-40	0.739408	2.787068004459309E-4
