Gene	GeneID	Gene_type	DORGE-OG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
RIT1	6016	Novel DORGE-OG	0.966794088280589	tanespimycin	PC3	6h	1.0μM	1.31341E-5	2.54519E-4	-0.474231	9.9601593625498E-4
RIT1	6016	Novel DORGE-OG	0.966794088280589	tretinoin	MCF7	6h	1.0μM	2.15181E-5	2.92575E-4	-0.424645	0.001196172248803828
RIT1	6016	Novel DORGE-OG	0.966794088280589	genistein	HL60	6h	10.0μM	7.46575E-5	0.00426061	-0.483637	0.002932551319648094
RIT1	6016	Novel DORGE-OG	0.966794088280589	LY-294002	HL60	6h	10.0μM	1.50714E-4	0.00137567	-0.393191	7.627765064836003E-4
RIT1	6016	Novel DORGE-OG	0.966794088280589	trifluoperazine	MCF7	6h	10.0μM	2.80157E-4	0.0031457	-0.394556	0.001683501683501683
RIT1	6016	Novel DORGE-OG	0.966794088280589	clofazimine	MCF7	6h	8.4μM	2.94667E-4	0.0201426	-0.535924	0.006289308176100629
RIT1	6016	Novel DORGE-OG	0.966794088280589	15-deltaprostaglandinJ2	PC3	6h	10.0μM	6.16201E-4	0.0269935	-0.721959	0.005
RIT1	6016	Novel DORGE-OG	0.966794088280589	valproicacid	MCF7	6h	500.0μM	6.24933E-4	0.0128086	-0.40302	0.002066115702479339
RIT1	6016	Novel DORGE-OG	0.966794088280589	valproicacid	MCF7	6h	200.0μM	8.60008E-4	0.0507078	-0.379788	0.006172839506172839
RIT1	6016	Novel DORGE-OG	0.966794088280589	prochlorperazine	HL60	6h	10.0μM	0.00119145	0.0485995	-0.412029	0.004761904761904762
RIT1	6016	Novel DORGE-OG	0.966794088280589	trifluoperazine	HL60	6h	10.0μM	0.0014803	0.0609816	-0.374939	0.0078125
RIT1	6016	Novel DORGE-OG	0.966794088280589	thioridazine	PC3	6h	10.0μM	0.00238787	0.0288983	-0.557955	0.001677852348993289
RIT1	6016	Novel DORGE-OG	0.966794088280589	trichostatinA	MCF7	6h	1.0μM	0.00281139	0.00534563	-0.216347	2.967359050445104E-4
RIT1	6016	Novel DORGE-OG	0.966794088280589	alvespimycin	MCF7	6h	0.1μM	0.00313837	0.0147393	-0.342443	6.574621959237344E-4
RIT1	6016	Novel DORGE-OG	0.966794088280589	cloperastine	MCF7	6h	11.0μM	0.00389428	0.109861	-0.562598	0.005780346820809248
RIT1	6016	Novel DORGE-OG	0.966794088280589	trichostatinA	HL60	6h	1.0μM	0.00509079	0.0138952	-0.290084	3.90777647518562E-4
RIT1	6016	Novel DORGE-OG	0.966794088280589	alvespimycin	HL60	6h	0.1μM	0.00579067	0.11381	-0.313116	0.004651162790697674
HGF	3082	Novel DORGE-OG	0.938639170449636	trichostatinA	PC3	6h	0.1μM	1.84728E-6	4.06474E-6	-0.167808	2.745744096650192E-4
HGF	3082	Novel DORGE-OG	0.938639170449636	ionomycin	MCF7	6h	2.0μM	0.00320937	0.0203195	-0.413348	0.002132196162046908
SUPT5H	6829	Novel DORGE-OG	0.885562494077192	trichostatinA	PC3	6h	0.1μM	1.03084E-10	2.71824E-10	-0.336272	2.745744096650192E-4
SUPT5H	6829	Novel DORGE-OG	0.885562494077192	phenoxybenzamine	MCF7	6h	11.8μM	4.37132E-4	0.00241383	-0.635984	6.389776357827476E-4
SUPT5H	6829	Novel DORGE-OG	0.885562494077192	trichostatinA	HL60	6h	1.0μM	0.0017821	0.00531299	-0.548614	3.90777647518562E-4
SUPT5H	6829	Novel DORGE-OG	0.885562494077192	trichostatinA	PC3	6h	1.0μM	0.00380154	0.00831195	-0.24534	3.663003663003663E-4
SUPT5H	6829	Novel DORGE-OG	0.885562494077192	trichostatinA	HL60	6h	0.1μM	0.00612193	0.0154681	-0.132812	3.424657534246575E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	tanespimycin	MCF7	6h	1.0μM	1.12104E-44	4.18288E-42	-0.667307	5.461496450027307E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	geldanamycin	MCF7	6h	1.0μM	8.07052E-25	1.70178E-22	-0.696935	7.468259895444362E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	alvespimycin	MCF7	6h	0.1μM	9.60551E-19	1.9917E-16	-0.711899	6.574621959237344E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	tanespimycin	HL60	6h	1.0μM	4.62592E-17	1.15102E-14	-0.686216	5.966587112171838E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	tanespimycin	PC3	6h	1.0μM	6.96024E-13	1.88244E-10	-0.626078	9.9601593625498E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.03277E-9	4.33042E-8	-0.357283	7.874015748031496E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	geldanamycin	HL60	6h	1.0μM	1.17523E-8	2.19679E-6	-0.666058	0.00141643059490085
HSPD1	3329	Novel DORGE-OG	0.75959565561575	alvespimycin	HL60	6h	0.1μM	2.59853E-8	1.34701E-5	-0.635502	0.004651162790697674
HSPD1	3329	Novel DORGE-OG	0.75959565561575	monorden	MCF7	6h	0.1μM	4.4329E-8	1.28255E-5	-0.717529	0.004464285714285714
HSPD1	3329	Novel DORGE-OG	0.75959565561575	phenoxybenzamine	MCF7	6h	11.8μM	2.11692E-6	2.28418E-5	-0.596392	6.389776357827476E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	15-deltaprostaglandinJ2	HL60	6h	10.0μM	1.92882E-5	2.70841E-4	-0.472386	7.057163020465773E-4
HSPD1	3329	Novel DORGE-OG	0.75959565561575	15-deltaprostaglandinJ2	PC3	6h	10.0μM	3.6405E-4	0.0199715	-0.475241	0.005
TOM1L2	146691	Novel DORGE-OG	0.748047316875852	trichostatinA	MCF7	6h	0.1μM	2.2664E-23	5.9211E-23	-0.360643	2.495632642874969E-4
TOM1L2	146691	Novel DORGE-OG	0.748047316875852	trichostatinA	PC3	6h	0.1μM	3.5552E-22	1.36809E-21	-0.516657	2.745744096650192E-4
TOM1L2	146691	Novel DORGE-OG	0.748047316875852	trichostatinA	PC3	6h	1.0μM	2.83471E-5	8.08126E-5	-0.38077	3.663003663003663E-4
TOM1L2	146691	Novel DORGE-OG	0.748047316875852	fulvestrant	HL60	6h	1.0μM	0.00296231	0.539294	-0.431682	0.0
TOM1L2	146691	Novel DORGE-OG	0.748047316875852	alvespimycin	HL60	6h	0.1μM	0.00966478	0.151435	-0.336822	0.004651162790697674
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	trichostatinA	PC3	6h	0.1μM	4.09318E-35	2.30214E-34	-0.776533	2.745744096650192E-4
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	trichostatinA	MCF7	6h	0.1μM	4.72317E-30	1.36749E-29	-0.470558	2.495632642874969E-4
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	trichostatinA	MCF7	6h	1.0μM	5.06195E-13	1.71223E-12	-0.459231	2.967359050445104E-4
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	trichostatinA	PC3	6h	1.0μM	2.663E-10	1.34349E-9	-0.538635	3.663003663003663E-4
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	clofazimine	MCF7	6h	8.4μM	7.94362E-5	0.0101115	-0.591284	0.006289308176100629
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	haloperidol	MCF7	6h	10.6μM	1.15522E-4	0.0449128	-0.65024	0.03125
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	methotrexate	MCF7	6h	8.8μM	0.00232507	0.019392	-0.531682	0.001213592233009709
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	clozapine	MCF7	6h	12.2μM	0.0026172	0.37628	-0.390153	0.0
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	prochlorperazine	MCF7	6h	10.0μM	0.00287868	0.0238598	-0.295417	0.0015600624024961
ZFC3H1	196441	Novel DORGE-OG	0.719463934553233	PF-00562151-00	PC3	6h	10.0μM	0.00482557	0.292853	-0.394957	0.09090909090909091
PDGFB	5155	CGC-OG	0.981631215375553	cephaeline	MCF7	6h	6.0μM	2.8886E-9	2.21697E-8	-0.657817	3.554923569143263E-4
EPB41L3	23136	Novel DORGE-OG	0.785341128847993	haloperidol	MCF7	6h	10.0μM	0.00833101	0.273476	-0.286536	0.04761904761904762
TRIM8	81603	Novel DORGE-OG	0.737781543256383	cephaeline	MCF7	6h	6.0μM	7.39434E-6	2.79614E-5	-0.593306	3.554923569143263E-4
TRIM8	81603	Novel DORGE-OG	0.737781543256383	thioridazine	PC3	6h	10.0μM	5.55852E-5	0.00188429	-0.674815	0.001677852348993289
TRIM8	81603	Novel DORGE-OG	0.737781543256383	wortmannin	MCF7	6h	0.01μM	1.40237E-4	0.00166637	-0.201516	0.001040582726326743
TRIM8	81603	Novel DORGE-OG	0.737781543256383	sirolimus	HL60	6h	0.1μM	0.00129868	0.0776772	-0.265915	0.02
TRIM8	81603	Novel DORGE-OG	0.737781543256383	LY-294002	HL60	6h	10.0μM	0.002745	0.0148999	-0.221876	7.627765064836003E-4
TRIM8	81603	Novel DORGE-OG	0.737781543256383	sirolimus	PC3	6h	0.1μM	0.00401315	0.0344804	-0.381285	0.004219409282700422
TRIM8	81603	Novel DORGE-OG	0.737781543256383	tretinoin	HL60	6h	1.0μM	0.00582754	0.034856	-0.230277	8.237232289950577E-4
TCEB3	6924	Novel DORGE-OG	0.909616052703671	cephaeline	MCF7	6h	6.0μM	1.38869E-5	5.01646E-5	-0.434189	3.554923569143263E-4
TCEB3	6924	Novel DORGE-OG	0.909616052703671	pioglitazone	PC3	6h	10.0μM	0.00414576	0.0497372	-0.353601	0.001926782273603083
TCEB3	6924	Novel DORGE-OG	0.909616052703671	lorglumide	MCF7	6h	8.4μM	0.00662603	0.173144	-0.265982	0.02
ZC3H4	23211	Novel DORGE-OG	0.92680821655611	LY-294002	MCF7	6h	10.0μM	1.61455E-7	8.62829E-7	-0.240559	4.627487274409995E-4
ZC3H4	23211	Novel DORGE-OG	0.92680821655611	sirolimus	MCF7	6h	0.1μM	2.77269E-6	2.49964E-5	-0.231869	7.855459544383347E-4
ZC3H4	23211	Novel DORGE-OG	0.92680821655611	wortmannin	HL60	6h	0.01μM	0.00196133	0.116112	-0.332734	0.05555555555555555
TBC1D2B	23102	Novel DORGE-OG	0.788415503085446	trichostatinA	MCF7	6h	0.1μM	3.43318E-43	1.21212E-42	-0.370659	2.495632642874969E-4
TBC1D2B	23102	Novel DORGE-OG	0.788415503085446	trichostatinA	MCF7	6h	1.0μM	1.15195E-9	3.25861E-9	-0.29217	2.967359050445104E-4
TBC1D2B	23102	Novel DORGE-OG	0.788415503085446	tanespimycin	HL60	6h	1.0μM	0.00282859	0.0113518	-0.207318	5.966587112171838E-4
TBC1D2B	23102	Novel DORGE-OG	0.788415503085446	trichostatinA	PC3	6h	0.1μM	0.00340152	0.00614646	-0.0938794	2.745744096650192E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	trichostatinA	MCF7	6h	0.1μM	4.54412E-25	1.21944E-24	-0.249715	2.495632642874969E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	trichostatinA	HL60	6h	0.1μM	6.04604E-13	4.88117E-12	-0.337319	3.424657534246575E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	15-deltaprostaglandinJ2	HL60	6h	10.0μM	3.00261E-9	2.5053E-7	-0.744955	7.057163020465773E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.27107E-6	2.42527E-5	-0.335588	7.874015748031496E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	thioridazine	HL60	6h	10.0μM	9.61045E-6	3.18245E-4	-0.425229	0.001626016260162602
RTN4	57142	Novel DORGE-OG	0.798972983284053	trichostatinA	HL60	6h	1.0μM	1.68647E-5	7.50793E-5	-0.484615	3.90777647518562E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	trichostatinA	MCF7	6h	1.0μM	4.94604E-5	1.0737E-4	-0.161569	2.967359050445104E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	trichostatinA	PC3	6h	0.1μM	7.33719E-5	1.48765E-4	-0.165041	2.745744096650192E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	prochlorperazine	MCF7	6h	10.0μM	6.80838E-4	0.0077638	-0.252556	0.0015600624024961
RTN4	57142	Novel DORGE-OG	0.798972983284053	helveticoside	MCF7	6h	7.4μM	7.15131E-4	0.00276646	-0.397746	5.701254275940707E-4
RTN4	57142	Novel DORGE-OG	0.798972983284053	digoxigenin	MCF7	6h	10.2μM	0.00837659	0.0271693	-0.238181	6.49772579597141E-4
DNAJB12	54788	Novel DORGE-OG	0.722258553451282	tretinoin	HL60	6h	1.0μM	3.32418E-10	7.12905E-8	-1.10717	8.237232289950577E-4
DNAJB12	54788	Novel DORGE-OG	0.722258553451282	digoxigenin	MCF7	6h	10.2μM	9.62655E-7	9.63589E-6	-0.686837	6.49772579597141E-4
DNAJB12	54788	Novel DORGE-OG	0.722258553451282	helveticoside	MCF7	6h	7.4μM	5.79876E-6	3.66577E-5	-0.657572	5.701254275940707E-4
DNAJB12	54788	Novel DORGE-OG	0.722258553451282	lanatosideC	MCF7	6h	4.0μM	2.1236E-5	1.08678E-4	-0.594176	6.071645415907711E-4
DNAJB12	54788	Novel DORGE-OG	0.722258553451282	tanespimycin	MCF7	6h	1.0μM	4.51876E-4	0.00134557	-0.128234	5.461496450027307E-4
DNAJB12	54788	Novel DORGE-OG	0.722258553451282	tanespimycin	HL60	6h	1.0μM	6.59857E-4	0.00319179	-0.222264	5.966587112171838E-4
MAML1	9794	Novel DORGE-OG	0.829582257451204	cephaeline	MCF7	6h	6.0μM	3.70151E-7	1.7739E-6	-0.908005	3.554923569143263E-4
MAML1	9794	Novel DORGE-OG	0.829582257451204	lanatosideC	MCF7	6h	4.0μM	9.41549E-6	5.21541E-5	-0.788484	6.071645415907711E-4
MAML1	9794	Novel DORGE-OG	0.829582257451204	helveticoside	MCF7	6h	7.4μM	1.53371E-5	8.87073E-5	-0.772331	5.701254275940707E-4
MAML1	9794	Novel DORGE-OG	0.829582257451204	lycorine	MCF7	6h	12.4μM	1.89678E-4	0.00297202	-0.969566	8.230452674897119E-4
MAML1	9794	Novel DORGE-OG	0.829582257451204	LY-294002	MCF7	6h	10.0μM	4.93748E-4	0.00158114	-0.221376	4.627487274409995E-4
MAML1	9794	Novel DORGE-OG	0.829582257451204	digoxigenin	MCF7	6h	10.2μM	5.48442E-4	0.00253201	-0.638524	6.49772579597141E-4
AHCTF1	25909	Novel DORGE-OG	0.734841823913438	helveticoside	MCF7	6h	7.4μM	1.01804E-5	6.12745E-5	-0.999301	5.701254275940707E-4
AHCTF1	25909	Novel DORGE-OG	0.734841823913438	rosiglitazone	PC3	6h	10.0μM	1.97811E-4	0.0133026	-0.654085	0.0045662100456621
AHCTF1	25909	Novel DORGE-OG	0.734841823913438	digoxigenin	MCF7	6h	10.2μM	3.2779E-4	0.0016106	-0.787821	6.49772579597141E-4
AHCTF1	25909	Novel DORGE-OG	0.734841823913438	lanatosideC	MCF7	6h	4.0μM	0.00174328	0.00584014	-0.596919	6.071645415907711E-4
AHCTF1	25909	Novel DORGE-OG	0.734841823913438	lycorine	MCF7	6h	12.4μM	0.00891429	0.0410751	-0.801131	8.230452674897119E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	tanespimycin	MCF7	6h	1.0μM	3.86327E-13	3.06133E-12	-0.338925	5.461496450027307E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	geldanamycin	MCF7	6h	1.0μM	2.82681E-6	2.07251E-5	-0.362645	7.468259895444362E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	tanespimycin	PC3	6h	1.0μM	8.67474E-6	1.81382E-4	-0.386342	9.9601593625498E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	15-deltaprostaglandinJ2	HL60	6h	10.0μM	2.75015E-5	3.62444E-4	-0.724222	7.057163020465773E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	alvespimycin	MCF7	6h	0.1μM	2.7587E-5	2.50519E-4	-0.404522	6.574621959237344E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	trichostatinA	PC3	6h	0.1μM	1.45819E-4	2.90355E-4	-0.174492	2.745744096650192E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00412545	0.0180785	-0.241521	7.874015748031496E-4
RNF216	54476	Novel DORGE-OG	0.791023820971071	monastrol	MCF7	6h	100.0μM	0.00860745	0.125074	-0.284313	0.003816793893129771
RNF216	54476	Novel DORGE-OG	0.791023820971071	tanespimycin	HL60	6h	1.0μM	0.00917428	0.0314428	-0.2364	5.966587112171838E-4
ACVR1B	91	Novel DORGE-OG	0.992735101583882	tanespimycin	MCF7	6h	1.0μM	1.68682E-5	6.00574E-5	-0.133398	5.461496450027307E-4
ACVR1B	91	Novel DORGE-OG	0.992735101583882	tretinoin	HL60	6h	1.0μM	2.02977E-4	0.00240728	-0.349627	8.237232289950577E-4
ACVR1B	91	Novel DORGE-OG	0.992735101583882	alvespimycin	MCF7	6h	0.1μM	0.00414349	0.0186233	-0.189497	6.574621959237344E-4
CTNND2	1501	CGC-OG	0.759277649947112	AG-013608	PC3	6h	10.0μM	0.00423733	0.136182	-0.449527	0.03448275862068965
CTNND2	1501	CGC-OG	0.759277649947112	wortmannin	MCF7	6h	0.01μM	0.00436771	0.0274893	-0.2714	0.001040582726326743
CTNND2	1501	CGC-OG	0.759277649947112	monastrol	MCF7	6h	100.0μM	0.00612974	0.103168	-0.387033	0.003816793893129771
MUC4	4585	CGC-OG	0.777349967178533	trichostatinA	MCF7	6h	0.1μM	6.97815E-24	1.83775E-23	-0.199062	2.495632642874969E-4
MUC4	4585	CGC-OG	0.777349967178533	trichostatinA	MCF7	6h	1.0μM	2.93742E-10	8.58052E-10	-0.23675	2.967359050445104E-4
MUC4	4585	CGC-OG	0.777349967178533	sirolimus	MCF7	6h	0.1μM	7.21408E-4	0.00349768	-0.142319	7.855459544383347E-4
MUC4	4585	CGC-OG	0.777349967178533	cephaeline	MCF7	6h	6.0μM	0.00173971	0.00437425	-0.308941	3.554923569143263E-4
SRRM1	10250	Novel DORGE-OG	0.866334768364112	cephaeline	MCF7	6h	6.0μM	1.47181E-9	1.22809E-8	-0.799153	3.554923569143263E-4
SRRM1	10250	Novel DORGE-OG	0.866334768364112	tanespimycin	HL60	6h	1.0μM	1.9499E-5	1.40546E-4	-0.339116	5.966587112171838E-4
SRRM1	10250	Novel DORGE-OG	0.866334768364112	biperiden	MCF7	6h	11.4μM	0.00680621	0.501715	-0.245984	0.0
SRRM1	10250	Novel DORGE-OG	0.866334768364112	3-hydroxy-DL-kynurenine	MCF7	6h	17.8μM	0.00790624	0.647496	-0.29959	0.0
PIM1	5292	CGC-OG	0.982215417798157	trichostatinA	MCF7	6h	0.1μM	6.29543E-34	1.92483E-33	-0.489881	2.495632642874969E-4
PIM1	5292	CGC-OG	0.982215417798157	trichostatinA	PC3	6h	0.1μM	7.33119E-34	3.98982E-33	-0.72314	2.745744096650192E-4
PIM1	5292	CGC-OG	0.982215417798157	trichostatinA	HL60	6h	0.1μM	2.73307E-16	3.0799E-15	-0.501602	3.424657534246575E-4
PIM1	5292	CGC-OG	0.982215417798157	trichostatinA	PC3	6h	1.0μM	1.06084E-12	7.44541E-12	-0.658828	3.663003663003663E-4
PIM1	5292	CGC-OG	0.982215417798157	LY-294002	PC3	6h	10.0μM	1.74181E-11	5.55636E-9	-0.839894	0.001324503311258278
PIM1	5292	CGC-OG	0.982215417798157	trichostatinA	MCF7	6h	1.0μM	1.24197E-10	3.70981E-10	-0.453874	2.967359050445104E-4
PIM1	5292	CGC-OG	0.982215417798157	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	5.53149E-9	1.0811E-7	-0.723069	7.874015748031496E-4
PIM1	5292	CGC-OG	0.982215417798157	trichostatinA	HL60	6h	1.0μM	2.00348E-8	1.81804E-7	-1.03404	3.90777647518562E-4
PIM1	5292	CGC-OG	0.982215417798157	LY-294002	HL60	6h	10.0μM	4.90259E-6	8.5305E-5	-0.453717	7.627765064836003E-4
PIM1	5292	CGC-OG	0.982215417798157	sirolimus	PC3	6h	0.1μM	5.5764E-6	2.87867E-4	-0.633692	0.004219409282700422
PIM1	5292	CGC-OG	0.982215417798157	cephaeline	MCF7	6h	6.0μM	1.72426E-5	6.14127E-5	-0.785752	3.554923569143263E-4
PIM1	5292	CGC-OG	0.982215417798157	helveticoside	MCF7	6h	7.4μM	9.40491E-5	4.50371E-4	-0.594372	5.701254275940707E-4
PIM1	5292	CGC-OG	0.982215417798157	butylhydroxybenzoate	MCF7	6h	20.6μM	9.62786E-5	0.0190091	-0.528851	0.0131578947368421
PIM1	5292	CGC-OG	0.982215417798157	sirolimus	HL60	6h	0.1μM	2.05753E-4	0.0239231	-0.376084	0.02
PIM1	5292	CGC-OG	0.982215417798157	pioglitazone	PC3	6h	10.0μM	6.38406E-4	0.0154342	-0.592021	0.001926782273603083
PIM1	5292	CGC-OG	0.982215417798157	PF-00562151-00	MCF7	6h	10.0μM	0.00108028	0.11914	-0.488633	0.02631578947368421
PIM1	5292	CGC-OG	0.982215417798157	famprofazone	MCF7	6h	10.6μM	0.0013052	0.222728	-0.515274	0.125
PIM1	5292	CGC-OG	0.982215417798157	tretinoin	HL60	6h	1.0μM	0.0016061	0.0128459	-0.423975	8.237232289950577E-4
PIM1	5292	CGC-OG	0.982215417798157	testosterone	MCF7	6h	11.6μM	0.00164557	0.181123	-0.428284	0.05882352941176471
PIM1	5292	CGC-OG	0.982215417798157	valproicacid	HL60	6h	1000.0μM	0.00217682	0.0418068	-0.468809	0.0024330900243309
PIM1	5292	CGC-OG	0.982215417798157	thioridazine	PC3	6h	10.0μM	0.00278624	0.0324566	-0.520703	0.001677852348993289
PIM1	5292	CGC-OG	0.982215417798157	SB-202190	MCF7	6h	1.0μM	0.00690245	0.999285	-0.388349	0.0
PIM1	5292	CGC-OG	0.982215417798157	equilin	MCF7	6h	15.0μM	0.00903278	0.186996	-0.299871	0.005917159763313609
PIM1	5292	CGC-OG	0.982215417798157	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00909902	0.0924802	-0.371629	0.003731343283582089
CACNA1C	775	Novel DORGE-OG	0.857106406333033	alvespimycin	MCF7	6h	0.1μM	0.00616985	0.0257927	-0.220149	6.574621959237344E-4
CACNA1C	775	Novel DORGE-OG	0.857106406333033	alpha-estradiol	MCF7	6h	0.01μM	0.00961123	0.402604	-0.165765	0.07142857142857142
SND1	27044	CGC-OG	0.747544475992738	trichostatinA	MCF7	6h	0.1μM	9.00755E-42	3.11537E-41	-0.512499	2.495632642874969E-4
SND1	27044	CGC-OG	0.747544475992738	trichostatinA	MCF7	6h	1.0μM	1.85944E-17	7.92509E-17	-0.540639	2.967359050445104E-4
SND1	27044	CGC-OG	0.747544475992738	trichostatinA	PC3	6h	0.1μM	4.55318E-17	1.49069E-16	-0.481142	2.745744096650192E-4
SND1	27044	CGC-OG	0.747544475992738	geldanamycin	MCF7	6h	1.0μM	2.12081E-8	2.30236E-7	-0.469523	7.468259895444362E-4
SND1	27044	CGC-OG	0.747544475992738	trichostatinA	HL60	6h	0.1μM	1.15057E-7	5.48227E-7	-0.33608	3.424657534246575E-4
SND1	27044	CGC-OG	0.747544475992738	LY-294002	MCF7	6h	10.0μM	1.85751E-7	9.86309E-7	-0.312651	4.627487274409995E-4
SND1	27044	CGC-OG	0.747544475992738	tanespimycin	MCF7	6h	1.0μM	4.19477E-7	1.79831E-6	-0.265314	5.461496450027307E-4
SND1	27044	CGC-OG	0.747544475992738	trichostatinA	PC3	6h	1.0μM	7.03638E-6	2.14295E-5	-0.392235	3.663003663003663E-4
SND1	27044	CGC-OG	0.747544475992738	trichostatinA	HL60	6h	1.0μM	2.50665E-4	8.81187E-4	-0.567611	3.90777647518562E-4
SND1	27044	CGC-OG	0.747544475992738	loperamide	MCF7	6h	7.8μM	0.00582275	0.0796547	-0.477488	0.002469135802469136
ATXN2	6311	Novel DORGE-OG	0.787955659770921	cephaeline	MCF7	6h	6.0μM	2.97338E-12	5.63042E-11	-1.11349	3.554923569143263E-4
ATXN2	6311	Novel DORGE-OG	0.787955659770921	digoxigenin	MCF7	6h	10.2μM	3.51589E-12	3.31373E-10	-1.1177	6.49772579597141E-4
ATXN2	6311	Novel DORGE-OG	0.787955659770921	lanatosideC	MCF7	6h	4.0μM	1.57258E-10	2.90242E-9	-1.18535	6.071645415907711E-4
ATXN2	6311	Novel DORGE-OG	0.787955659770921	LY-294002	MCF7	6h	10.0μM	8.63544E-10	6.28266E-9	-0.349343	4.627487274409995E-4
ATXN2	6311	Novel DORGE-OG	0.787955659770921	helveticoside	MCF7	6h	7.4μM	1.28807E-9	2.10025E-8	-1.06143	5.701254275940707E-4
ATXN2	6311	Novel DORGE-OG	0.787955659770921	thioridazine	MCF7	6h	10.0μM	1.96624E-4	0.00141733	-0.322471	0.00104602510460251
ATXN2	6311	Novel DORGE-OG	0.787955659770921	monastrol	MCF7	6h	100.0μM	4.65141E-4	0.0241117	-0.445928	0.003816793893129771
ATXN2	6311	Novel DORGE-OG	0.787955659770921	wortmannin	MCF7	6h	0.01μM	5.6135E-4	0.00515393	-0.293527	0.001040582726326743
ATXN2	6311	Novel DORGE-OG	0.787955659770921	loperamide	MCF7	6h	7.8μM	0.00166755	0.0354426	-0.339945	0.002469135802469136
ATXN2	6311	Novel DORGE-OG	0.787955659770921	benzamil	MCF7	6h	11.2μM	0.00285651	0.122741	-0.42522	0.01265822784810127
ATXN2	6311	Novel DORGE-OG	0.787955659770921	thioridazine	PC3	6h	10.0μM	0.0090504	0.0743699	-0.465267	0.001677852348993289
DYRK3	8444	Novel DORGE-OG	0.740250242747598	trichostatinA	PC3	6h	0.1μM	0.0	0.0	-1.50856	2.745744096650192E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	-1.74109	2.495632642874969E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	trichostatinA	MCF7	6h	1.0μM	2.93795E-33	5.32038E-32	-1.31861	2.967359050445104E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	trichostatinA	HL60	6h	0.1μM	2.08105E-23	4.67336E-22	-0.790479	3.424657534246575E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	trichostatinA	PC3	6h	1.0μM	1.36482E-14	1.30915E-13	-0.969389	3.663003663003663E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	trichostatinA	HL60	6h	1.0μM	2.44812E-14	2.92856E-12	-2.01599	3.90777647518562E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	LY-294002	MCF7	6h	10.0μM	1.66257E-6	7.79062E-6	-0.253239	4.627487274409995E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	tanespimycin	MCF7	6h	1.0μM	1.68691E-4	5.32256E-4	-0.185036	5.461496450027307E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	lanatosideC	MCF7	6h	4.0μM	2.58668E-4	0.00104858	-0.557214	6.071645415907711E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	phenoxybenzamine	MCF7	6h	11.8μM	9.00692E-4	0.00452017	-0.457656	6.389776357827476E-4
DYRK3	8444	Novel DORGE-OG	0.740250242747598	thioridazine	PC3	6h	10.0μM	0.00315828	0.0348644	-0.482001	0.001677852348993289
