Gene	Compound	Cellline	Qvalue	Fold_change	Gene_type
ERRFI1	Etanercept	NA	0.0245387	0.213861	Novel DORGE-TSG
ERRFI1	Adenosinetriphosphate	NA	0.0185457	2.42341	Novel DORGE-TSG
ERRFI1	3,3',4,4'-tetrachlorobiphenyl	NA	0.0386262	0.521312	Novel DORGE-TSG
ERRFI1	Ribavirin	NA	0.0186539	0.116133	Novel DORGE-TSG
ERRFI1	Abiraterone	NA	0.0449464	0.306222	Novel DORGE-TSG
ERRFI1	Cediranib	NA	0.0158325	1.16077	Novel DORGE-TSG
ERRFI1	Calcitriol	NA	0.0470894	0.0143367	Novel DORGE-TSG
TMEM127	Doxorubicin	NA	3.70759E-22	0.208913	CGC-TSG
TMEM127	Mk-886	NA	5.09068E-5	0.698322	CGC-TSG
TMEM127	Vemurafenib	NA	5.57481E-5	0.416567	CGC-TSG
TMEM127	Cisplatin	NA	1.48284E-4	0.609853	CGC-TSG
TMEM127	Tretinoin	NA	2.87663E-5	0.323333	CGC-TSG
TMEM127	Dasatinib	NA	7.07706E-5	0.316264	CGC-TSG
TMEM127	Motexafingadolinium(4h)	NA	4.89234E-4	0.536103	CGC-TSG
TMEM127	Bpde	NA	1.85481E-4	0.203207	CGC-TSG
TMEM127	3,3',4,4'-tetrachlorobiphenyl	NA	0.0059837	0.679077	CGC-TSG
TMEM127	Lapatinib	NA	0.00325293	0.415301	CGC-TSG
TMEM127	Phorbol12-myristate13-acetate(pma)	NA	0.00283655	0.695337	CGC-TSG
TMEM127	Puromycin,ec50,5d	NA	0.00112374	1.58325	CGC-TSG
TMEM127	Resveratrol	NA	0.00242651	0.472027	CGC-TSG
TMEM127	Plx4032	NA	0.00316331	0.45808	CGC-TSG
TMEM127	Cytarabine	NA	0.00767606	0.541436	CGC-TSG
TMEM127	Sulforaphane	NA	0.00421835	0.608964	CGC-TSG
TMEM127	R1881	NA	0.00845026	0.279609	CGC-TSG
TMEM127	Nicotine	NA	0.0283404	0.681105	CGC-TSG
TMEM127	Ribavirin	NA	0.00504412	0.161078	CGC-TSG
TMEM127	Azacitidine	NA	0.0301875	0.570973	CGC-TSG
TMEM127	Argyrina	NA	0.010599	0.20417	CGC-TSG
TMEM127	4-hydroxynonenal	NA	0.0113339	0.327975	CGC-TSG
TMEM127	Pd173074	NA	0.0114957	0.175883	CGC-TSG
TMEM127	Ubiquinol	NA	0.0345446	0.236296	CGC-TSG
TMEM127	Dexamethasone	NA	0.0149721	0.34285	CGC-TSG
TMEM127	Curcumin	NA	0.0198688	0.0718416	CGC-TSG
TMEM127	Quercetin	NA	0.0328758	0.393123	CGC-TSG
TMEM127	Interferonbeta-1b	NA	0.0155541	0.0566667	CGC-TSG
TMEM127	Clinafloxacin	NA	0.0334373	3.74962	CGC-TSG
TMEM127	Imatinib	NA	0.0173091	0.00489647	CGC-TSG
TMEM127	Puromycin,ec50,1d	NA	0.020638	0.179845	CGC-TSG
TMEM127	Bicalutamide	NA	0.0273163	0.13476	CGC-TSG
TMEM127	Vanadiumpentoxide	NA	0.0420951	0.236566	CGC-TSG
TMEM127	Arachidonicacid	NA	0.0382251	0.267144	CGC-TSG
KCNH2	Hypochlorousacid	NA	3.2037E-7	0.836277	Novel DORGE-TSG
KCNH2	Imatinib	NA	3.33787E-6	0.485612	Novel DORGE-TSG
KCNH2	Doxorubicin	NA	4.94357E-7	0.138342	Novel DORGE-TSG
KCNH2	Bisphenola	NA	2.05329E-5	0.822389	Novel DORGE-TSG
KCNH2	Vanadiumpentoxide	NA	4.74134E-5	0.476888	Novel DORGE-TSG
KCNH2	Cyfluthrin	NA	2.66528E-4	0.718305	Novel DORGE-TSG
KCNH2	Actinomycind	NA	3.40004E-4	0.36661	Novel DORGE-TSG
KCNH2	Isotretinoin	NA	0.00136343	0.0996155	Novel DORGE-TSG
KCNH2	Curcumin	NA	0.00224361	0.451588	Novel DORGE-TSG
KCNH2	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.00218491	0.0202401	Novel DORGE-TSG
KCNH2	Mk-886	NA	0.00316659	0.446772	Novel DORGE-TSG
KCNH2	Harman	NA	0.00341419	0.452941	Novel DORGE-TSG
KCNH2	4-hydroxynonenal	NA	0.00570303	0.0610352	Novel DORGE-TSG
KCNH2	Androstanolone	NA	0.00557981	0.11141	Novel DORGE-TSG
KCNH2	Antimony	NA	0.00212949	1.32906	Novel DORGE-TSG
KCNH2	Cisplatin	NA	0.0072047	0.101623	Novel DORGE-TSG
KCNH2	Trovafloxacin	NA	0.031207	0.900085	Novel DORGE-TSG
KCNH2	Nickel	NA	0.0168023	0.136483	Novel DORGE-TSG
KCNH2	Naturalalphainterferon	NA	0.0230246	0.0456149	Novel DORGE-TSG
KCNH2	Argyrina	NA	0.0421439	0.658749	Novel DORGE-TSG
KCNH2	Arachidonicacid	NA	0.0342049	0.401709	Novel DORGE-TSG
PCNA	Doxorubicin	NA	1.67139E-34	0.381086	Novel DORGE-TSG
PCNA	Nitricoxide	NA	2.29802E-8	1.83773	Novel DORGE-TSG
PCNA	Estradiol	NA	5.31058E-7	1.38266	Novel DORGE-TSG
PCNA	Naturalalphainterferon	NA	5.50899E-7	0.289164	Novel DORGE-TSG
PCNA	Antimony	NA	3.96193E-6	0.627387	Novel DORGE-TSG
PCNA	Imatinib	NA	4.07151E-5	0.474548	Novel DORGE-TSG
PCNA	Bicalutamide	NA	5.63794E-5	0.233288	Novel DORGE-TSG
PCNA	Adenosinetriphosphate	NA	6.19859E-4	0.121976	Novel DORGE-TSG
PCNA	Pioglitazone	NA	9.76229E-4	0.519543	Novel DORGE-TSG
PCNA	Hydrocortisone	NA	0.00810506	0.762233	Novel DORGE-TSG
PCNA	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	NA	0.00148127	1.0533	Novel DORGE-TSG
PCNA	Clinafloxacin	NA	0.00995557	1.26686	Novel DORGE-TSG
PCNA	Arachidonicacid	NA	0.00258993	1.85944	Novel DORGE-TSG
PCNA	Lmp-420	NA	0.00397619	0.0721324	Novel DORGE-TSG
PCNA	Vanadiumpentoxide	NA	0.0113233	0.0549889	Novel DORGE-TSG
PCNA	Chromium	NA	0.010551	0.751315	Novel DORGE-TSG
PCNA	Azacitidine	NA	0.0449264	0.153653	Novel DORGE-TSG
PCNA	Diclofenac	NA	0.0414946	0.62682	Novel DORGE-TSG
PCNA	Chlorpyrifos	NA	0.0214511	0.315422	Novel DORGE-TSG
PCNA	Cytarabine	NA	0.0333942	0.173348	Novel DORGE-TSG
PCNA	Cyfluthrin	NA	0.0457919	0.176917	Novel DORGE-TSG
PCNA	Puromycin,ec50,1d	NA	0.0406484	0.102362	Novel DORGE-TSG
EDEM1	Thapsigargin	NA	3.24157E-14	1.13471	Novel DORGE-TSG
EDEM1	Doxorubicin	NA	3.11126E-12	0.303826	Novel DORGE-TSG
EDEM1	Cytarabine	NA	8.28307E-5	0.862006	Novel DORGE-TSG
EDEM1	Harman	NA	7.72487E-5	0.156966	Novel DORGE-TSG
EDEM1	Resveratrol	NA	6.47901E-5	0.817735	Novel DORGE-TSG
EDEM1	Bisphenola	NA	7.41849E-5	0.0829231	Novel DORGE-TSG
EDEM1	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	2.05793E-4	0.0397608	Novel DORGE-TSG
EDEM1	Phorbol12-myristate13-acetate(pma)	NA	2.3228E-4	0.952875	Novel DORGE-TSG
EDEM1	R1881	NA	2.25759E-4	1.37278	Novel DORGE-TSG
EDEM1	Vanadiumpentoxide	NA	8.18399E-5	0.531568	Novel DORGE-TSG
EDEM1	Gamma-tocotrienol	NA	0.00195217	0.718897	Novel DORGE-TSG
EDEM1	Bicalutamide	NA	2.43353E-4	0.304865	Novel DORGE-TSG
EDEM1	Lipopolysaccharide	NA	0.00742107	0.8875	Novel DORGE-TSG
EDEM1	Argyrina	NA	8.79246E-4	0.356695	Novel DORGE-TSG
EDEM1	Dasatinib	NA	2.61754E-4	0.486331	Novel DORGE-TSG
EDEM1	Cyfluthrin	NA	8.53675E-4	0.186396	Novel DORGE-TSG
EDEM1	Nickel	NA	0.00197393	0.34902	Novel DORGE-TSG
EDEM1	Vx	NA	9.23857E-4	0.286594	Novel DORGE-TSG
EDEM1	Imatinib	NA	0.00103234	0.550047	Novel DORGE-TSG
EDEM1	Tretinoin	NA	2.97298E-4	0.375	Novel DORGE-TSG
EDEM1	Cisplatin	NA	0.00116283	0.0948533	Novel DORGE-TSG
EDEM1	4-hydroxynonenal	NA	0.00249477	0.152946	Novel DORGE-TSG
EDEM1	Abiraterone	NA	0.00691915	0.235715	Novel DORGE-TSG
EDEM1	Diclofenac	NA	0.0173351	1.00146	Novel DORGE-TSG
EDEM1	Aplidin	NA	0.00175694	0.518564	Novel DORGE-TSG
EDEM1	Chlorpyrifos	NA	0.0033914	0.31538	Novel DORGE-TSG
EDEM1	Nicotine	NA	0.0425576	0.674044	Novel DORGE-TSG
EDEM1	3,3',4,4'-tetrachlorobiphenyl	NA	0.0272405	1.13339	Novel DORGE-TSG
EDEM1	Sulforaphane	NA	0.0154806	0.523384	Novel DORGE-TSG
EDEM1	Luteolin	NA	0.0477561	1.03144	Novel DORGE-TSG
EDEM1	Celecoxib	NA	0.0250993	0.0438747	Novel DORGE-TSG
EDEM1	Insulin	NA	0.044607	0.0876204	Novel DORGE-TSG
EDEM1	Isotretinoin	NA	0.0308117	0.0832154	Novel DORGE-TSG
EDEM1	Adenosinetriphosphate	NA	0.0425453	0.23311	Novel DORGE-TSG
EDEM1	Androstanolone	NA	0.0353651	0.0941121	Novel DORGE-TSG
EDEM1	Arachidonicacid	NA	0.0414379	0.182319	Novel DORGE-TSG
SNAPC1	Doxorubicin	NA	7.12E-42	0.954559	Novel DORGE-TSG
SNAPC1	Antimony	NA	5.25303E-8	1.03086	Novel DORGE-TSG
SNAPC1	Nickel	NA	7.87027E-7	1.97683	Novel DORGE-TSG
SNAPC1	Cycloheximide	NA	1.72346E-7	1.94379	Novel DORGE-TSG
SNAPC1	Diclofenac	NA	3.4765E-7	1.01012	Novel DORGE-TSG
SNAPC1	Cytarabine	NA	2.39945E-7	0.895876	Novel DORGE-TSG
SNAPC1	Bicalutamide	NA	1.69763E-6	0.13532	Novel DORGE-TSG
SNAPC1	Mln4924	NA	5.50231E-4	3.26562	Novel DORGE-TSG
SNAPC1	Calcitriol	NA	7.88223E-5	1.07602	Novel DORGE-TSG
SNAPC1	Cediranib	NA	2.16217E-6	0.0689121	Novel DORGE-TSG
SNAPC1	Thapsigargin	NA	8.5362E-5	0.458771	Novel DORGE-TSG
SNAPC1	Mercury	NA	7.66934E-5	0.492445	Novel DORGE-TSG
SNAPC1	Bpde	NA	5.91587E-5	0.409567	Novel DORGE-TSG
SNAPC1	Torcetrapib	NA	0.0068444	0.409088	Novel DORGE-TSG
SNAPC1	Nitricoxide	NA	2.14736E-4	0.818812	Novel DORGE-TSG
SNAPC1	Bexarotene	NA	6.51011E-4	0.534565	Novel DORGE-TSG
SNAPC1	R1881	NA	7.42125E-4	0.681932	Novel DORGE-TSG
SNAPC1	Lipopolysaccharide	NA	0.00802974	0.64	Novel DORGE-TSG
SNAPC1	Interferongamma-1b	NA	4.23228E-4	0.402953	Novel DORGE-TSG
SNAPC1	Carboplatin(36h)	NA	0.00690929	1.0251	Novel DORGE-TSG
SNAPC1	Adenosinetriphosphate	NA	0.00131088	1.30372	Novel DORGE-TSG
SNAPC1	Carboplatin(30h)	NA	0.00819557	0.581038	Novel DORGE-TSG
SNAPC1	Puromycin,ec50,1d	NA	5.50191E-4	0.197549	Novel DORGE-TSG
SNAPC1	4-hydroxytamoxifen	NA	0.00158918	0.28216	Novel DORGE-TSG
SNAPC1	Carboplatin	NA	0.00460061	0.553241	Novel DORGE-TSG
SNAPC1	Ribavirin	NA	0.00208085	0.424703	Novel DORGE-TSG
SNAPC1	Bisphenola	NA	0.00196329	0.148179	Novel DORGE-TSG
SNAPC1	Fluticasone	NA	0.044182	0.557691	Novel DORGE-TSG
SNAPC1	Phenol	NA	0.036365	2.10729	Novel DORGE-TSG
SNAPC1	Arachidonicacid	NA	0.0205571	0.321885	Novel DORGE-TSG
SNAPC1	Cisplatin	NA	0.0207187	0.07903	Novel DORGE-TSG
SNAPC1	4-hydroxynonenal	NA	0.00709934	0.0608778	Novel DORGE-TSG
SNAPC1	Aminolevulinicacid	NA	0.00438633	0.221895	Novel DORGE-TSG
SNAPC1	Gamma-tocotrienol	NA	0.0190685	0.427991	Novel DORGE-TSG
SNAPC1	Naturalalphainterferon	NA	0.00750283	0.343806	Novel DORGE-TSG
SNAPC1	Celecoxib	NA	0.015729	0.153839	Novel DORGE-TSG
SNAPC1	Estradiol	NA	0.0131157	0.145789	Novel DORGE-TSG
SNAPC1	Resveratrol	NA	0.0129493	0.3032	Novel DORGE-TSG
SNAPC1	Alfacalcidol	NA	0.0401766	0.348536	Novel DORGE-TSG
SNAPC1	Doxycycline	NA	0.0470395	0.100294	Novel DORGE-TSG
SNAPC1	Mk-886	NA	0.0180957	0.132301	Novel DORGE-TSG
SNAPC1	Trovafloxacin	NA	0.0188218	0.868528	Novel DORGE-TSG
SNAPC1	Androstanolone	NA	0.0177032	0.172709	Novel DORGE-TSG
SNAPC1	Vanadiumpentoxide	NA	0.0383636	0.109908	Novel DORGE-TSG
SNAPC1	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.0294913	0.106737	Novel DORGE-TSG
NUP155	Estradiol	NA	2.38353E-6	0.839298	Novel DORGE-TSG
NUP155	Doxorubicin	NA	8.83578E-8	0.161145	Novel DORGE-TSG
NUP155	Mercury	NA	2.59325E-5	1.53048	Novel DORGE-TSG
NUP155	Interferonbeta-1a	NA	1.90583E-4	0.405	Novel DORGE-TSG
NUP155	Naturalalphainterferon	NA	2.38709E-4	0.0564657	Novel DORGE-TSG
NUP155	4-hydroxynonenal	NA	8.89084E-4	0.281929	Novel DORGE-TSG
NUP155	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	NA	3.4988E-4	1.03483	Novel DORGE-TSG
NUP155	Metformin	NA	9.5854E-4	0.365393	Novel DORGE-TSG
NUP155	Carboplatin	NA	0.00236939	0.315687	Novel DORGE-TSG
NUP155	Mesalazine	NA	0.00894199	0.303654	Novel DORGE-TSG
NUP155	Aplidin	NA	6.35438E-4	0.238973	Novel DORGE-TSG
NUP155	Chromium	NA	0.00167968	0.798262	Novel DORGE-TSG
NUP155	Arachidonicacid	NA	0.00325392	1.80437	Novel DORGE-TSG
NUP155	Hydrocortisone	NA	0.0186187	0.783751	Novel DORGE-TSG
NUP155	Cytarabine	NA	0.0074627	0.233095	Novel DORGE-TSG
NUP155	Puromycin,ec50,1d	NA	0.00749612	0.0860401	Novel DORGE-TSG
NUP155	Chlorpyrifos	NA	0.0111693	0.144724	Novel DORGE-TSG
NUP155	Vanadiumpentoxide	NA	0.0134564	0.370695	Novel DORGE-TSG
NUP155	Mln4924	NA	0.0332478	0.44278	Novel DORGE-TSG
NUP155	Mk-886	NA	0.0442451	0.210816	Novel DORGE-TSG
EPHA7	Bicalutamide	NA	3.6039E-6	0.0714349	Novel DORGE-TSG
EPHA7	Vemurafenib	NA	1.15855E-5	0.71976	Novel DORGE-TSG
EPHA7	R1881	NA	1.84421E-4	1.1461	Novel DORGE-TSG
EPHA7	4-hydroxytamoxifen	NA	3.53584E-4	1.00389	Novel DORGE-TSG
EPHA7	Cadmium	NA	2.0003E-4	0.0970954	Novel DORGE-TSG
EPHA7	Tretinoin	NA	4.43884E-4	0.26	Novel DORGE-TSG
EPHA7	Arachidonicacid	NA	0.00524234	0.538169	Novel DORGE-TSG
EPHA7	Nicotine	NA	0.0341293	1.31097	Novel DORGE-TSG
EPHA7	Mycophenolicacid	NA	0.0418163	1.2674	Novel DORGE-TSG
EPHA7	Vanadiumpentoxide	NA	0.0127823	0.0428544	Novel DORGE-TSG
EPHA7	Luteolin	NA	0.0372713	1.37483	Novel DORGE-TSG
EPHA7	Puromycin,2xec50,3d	NA	0.0444595	2.8829	Novel DORGE-TSG
EPHA7	Nitricoxide	NA	0.0154425	0.0605494	Novel DORGE-TSG
EPHA7	Cediranib	NA	0.0132312	0.0712731	Novel DORGE-TSG
EPHA7	Dasatinib	NA	0.0231546	0.129427	Novel DORGE-TSG
TMEM30A	Doxorubicin	NA	3.62232E-9	0.201193	Novel DORGE-TSG
TMEM30A	Nitricoxide	NA	5.01041E-7	0.647242	Novel DORGE-TSG
TMEM30A	Bpde	NA	3.57555E-6	0.34951	Novel DORGE-TSG
TMEM30A	Lmp-420	NA	8.08578E-6	0.13213	Novel DORGE-TSG
TMEM30A	Phorbol12-myristate13-acetate(pma)	NA	2.78215E-4	0.741276	Novel DORGE-TSG
TMEM30A	Adenosinetriphosphate	NA	9.14703E-4	0.415961	Novel DORGE-TSG
TMEM30A	Sulforaphane	NA	0.00156663	0.72481	Novel DORGE-TSG
TMEM30A	Actinomycind	NA	8.42123E-4	0.261915	Novel DORGE-TSG
TMEM30A	Pd173074	NA	0.00186036	0.238833	Novel DORGE-TSG
TMEM30A	Argyrina	NA	0.00230145	0.235678	Novel DORGE-TSG
TMEM30A	Bexarotene	NA	0.00242074	0.458772	Novel DORGE-TSG
TMEM30A	Resveratrol	NA	0.00188587	0.56548	Novel DORGE-TSG
TMEM30A	4-hydroxynonenal	NA	0.00228634	0.158496	Novel DORGE-TSG
TMEM30A	Aplidin	NA	0.00131257	0.0847144	Novel DORGE-TSG
TMEM30A	Cisplatin	NA	0.0080735	0.218813	Novel DORGE-TSG
TMEM30A	Trovafloxacin	NA	0.00495534	0.733267	Novel DORGE-TSG
TMEM30A	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.00511088	0.0834863	Novel DORGE-TSG
TMEM30A	Interferonbeta-1a	NA	0.0104024	0.453611	Novel DORGE-TSG
TMEM30A	Interferonbeta-1b	NA	0.00558579	0.166389	Novel DORGE-TSG
TMEM30A	Ribavirin	NA	0.00952924	0.197981	Novel DORGE-TSG
TMEM30A	Cytarabine	NA	0.00942564	0.549095	Novel DORGE-TSG
TMEM30A	Gamma-tocotrienol	NA	0.0310571	0.128862	Novel DORGE-TSG
TMEM30A	Lapatinib	NA	0.0492344	0.38125	Novel DORGE-TSG
TMEM30A	Calcitriol	NA	0.0419164	0.129583	Novel DORGE-TSG
TMEM30A	Vemurafenib	NA	0.0324302	0.1691	Novel DORGE-TSG
TMEM30A	Arachidonicacid	NA	0.0451307	1.40749	Novel DORGE-TSG
TMEM131	Cediranib	NA	4.0347E-8	0.0681771	Novel DORGE-TSG
TMEM131	Cisplatin	NA	2.10551E-5	0.385893	Novel DORGE-TSG
TMEM131	Imatinib	NA	6.86677E-6	0.178718	Novel DORGE-TSG
TMEM131	Vanadiumpentoxide	NA	1.85838E-4	0.458052	Novel DORGE-TSG
TMEM131	Vemurafenib	NA	1.70021E-4	0.234886	Novel DORGE-TSG
TMEM131	Anastrozole	NA	0.0203456	0.174107	Novel DORGE-TSG
TMEM131	Arachidonicacid	NA	0.00139193	1.29847	Novel DORGE-TSG
TMEM131	Nilotinib	NA	0.00210757	0.841642	Novel DORGE-TSG
TMEM131	Tibolone	NA	0.00625257	0.297854	Novel DORGE-TSG
TMEM131	Y15	NA	0.00475439	0.600139	Novel DORGE-TSG
TMEM131	Pd173074	NA	0.00225185	0.290303	Novel DORGE-TSG
TMEM131	Interferonbeta-1a	NA	0.00263527	0.103333	Novel DORGE-TSG
TMEM131	Bpde	NA	0.00141328	0.227234	Novel DORGE-TSG
TMEM131	Celecoxib	NA	0.00514031	0.112357	Novel DORGE-TSG
TMEM131	Sulforaphane	NA	0.00487425	0.488167	Novel DORGE-TSG
TMEM131	Adenosinetriphosphate	NA	0.00571029	0.932535	Novel DORGE-TSG
TMEM131	Apratoxina	NA	0.0120023	0.910669	Novel DORGE-TSG
TMEM131	Aplidin	NA	0.00502743	0.541918	Novel DORGE-TSG
TMEM131	Quercetin	NA	0.0369203	0.0285839	Novel DORGE-TSG
TMEM131	Estradiol	NA	0.0267616	0.210441	Novel DORGE-TSG
TMEM131	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	0.0182996	0.240512	Novel DORGE-TSG
TMEM131	Resveratrol	NA	0.021922	0.424303	Novel DORGE-TSG
TMEM131	Fgfr-specificpd173074inhibitor	NA	0.0228618	0.0815333	Novel DORGE-TSG
NPAT	Hypochlorousacid	NA	8.02271E-7	0.226666	Novel DORGE-TSG
NPAT	Fgfr-specificpd173074inhibitor	NA	4.73705E-5	0.589687	Novel DORGE-TSG
NPAT	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	6.9823E-5	0.00407946	Novel DORGE-TSG
NPAT	Harman	NA	5.99636E-5	0.538304	Novel DORGE-TSG
NPAT	Celecoxib	NA	6.45595E-4	0.170225	Novel DORGE-TSG
NPAT	Interferonbeta-1b	NA	4.78391E-5	0.226111	Novel DORGE-TSG
NPAT	Curcumin	NA	2.96206E-4	0.854367	Novel DORGE-TSG
NPAT	Calcitriol	NA	2.74954E-4	0.367443	Novel DORGE-TSG
NPAT	Bicalutamide	NA	1.14467E-4	0.505413	Novel DORGE-TSG
NPAT	Cisplatin	NA	3.24356E-4	0.381047	Novel DORGE-TSG
NPAT	Diclofenac	NA	2.36655E-4	0.414304	Novel DORGE-TSG
NPAT	Puromycin,ec50,5d	NA	3.65884E-4	0.544278	Novel DORGE-TSG
NPAT	Bisphenola	NA	0.00420141	0.731972	Novel DORGE-TSG
NPAT	Neocarzinostatin	NA	0.00136684	0.555499	Novel DORGE-TSG
NPAT	4-hydroxynonenal	NA	0.00196239	0.261825	Novel DORGE-TSG
NPAT	Aplidin	NA	0.00169621	0.33695	Novel DORGE-TSG
NPAT	Azacitidine	NA	0.0233233	0.0430659	Novel DORGE-TSG
NPAT	Estradiol	NA	0.00633642	0.122272	Novel DORGE-TSG
NPAT	Isotretinoin	NA	0.00622368	0.0425954	Novel DORGE-TSG
NPAT	Dexamethasone	NA	0.00979979	0.411545	Novel DORGE-TSG
NPAT	Nilotinib	NA	0.014359	1.1215	Novel DORGE-TSG
NPAT	Arachidonicacid	NA	0.00864943	1.53602	Novel DORGE-TSG
NPAT	Vemurafenib	NA	0.00847198	0.18596	Novel DORGE-TSG
NPAT	Metformin	NA	0.0159114	0.7284	Novel DORGE-TSG
NPAT	Insulin	NA	0.0301455	0.0171776	Novel DORGE-TSG
NPAT	Androstanolone	NA	0.0153614	0.0635071	Novel DORGE-TSG
NPAT	Mk-886	NA	0.0311983	0.456039	Novel DORGE-TSG
NPAT	Cytarabine	NA	0.0192741	0.440138	Novel DORGE-TSG
NPAT	Cyfluthrin	NA	0.0423861	0.152624	Novel DORGE-TSG
SOD2	Doxorubicin	NA	4.19187E-13	0.15501	Novel DORGE-TSG
SOD2	Promegestone	NA	3.74415E-9	1.30631	Novel DORGE-TSG
SOD2	Interferongamma-1b	NA	6.57141E-9	0.991295	Novel DORGE-TSG
SOD2	Heregulin	NA	4.30603E-6	1.66454	Novel DORGE-TSG
SOD2	Nickel	NA	2.42792E-6	1.09655	Novel DORGE-TSG
SOD2	Puromycin,ec50,5d	NA	1.2539E-6	1.01507	Novel DORGE-TSG
SOD2	Isotretinoin	NA	1.64198E-5	0.644823	Novel DORGE-TSG
SOD2	Naturalalphainterferon	NA	5.76573E-6	0.381859	Novel DORGE-TSG
SOD2	Doxycycline	NA	2.92197E-4	2.64071	Novel DORGE-TSG
SOD2	Y15	NA	3.06009E-4	0.631722	Novel DORGE-TSG
SOD2	Lmp-420	NA	6.88111E-5	0.32003	Novel DORGE-TSG
SOD2	Carboplatin(30h)	NA	0.0017045	0.873806	Novel DORGE-TSG
SOD2	Lipopolysaccharide	NA	7.22931E-4	1.88867	Novel DORGE-TSG
SOD2	Vanadiumpentoxide	NA	8.13011E-5	0.997795	Novel DORGE-TSG
SOD2	Cediranib	NA	3.58811E-5	0.271873	Novel DORGE-TSG
SOD2	Resveratrol	NA	2.32114E-4	0.75979	Novel DORGE-TSG
SOD2	Actinomycind	NA	1.85857E-4	0.519547	Novel DORGE-TSG
SOD2	Bpde	NA	2.43716E-4	0.338787	Novel DORGE-TSG
SOD2	Hydrocortisone	NA	0.0036017	1.10368	Novel DORGE-TSG
SOD2	Calcitriol	NA	7.21133E-4	0.95143	Novel DORGE-TSG
SOD2	Plx4032	NA	5.50771E-4	0.646769	Novel DORGE-TSG
SOD2	Arachidonicacid	NA	0.00489464	0.696504	Novel DORGE-TSG
SOD2	Carboplatin(36h)	NA	0.00541957	0.726963	Novel DORGE-TSG
SOD2	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	5.05868E-4	0.388594	Novel DORGE-TSG
SOD2	Bicalutamide	NA	4.22438E-4	0.0356025	Novel DORGE-TSG
SOD2	Adenosinetriphosphate	NA	0.00183382	0.93206	Novel DORGE-TSG
SOD2	Sulforaphane	NA	0.00174157	0.65831	Novel DORGE-TSG
SOD2	Cycloheximide	NA	0.00138525	0.441314	Novel DORGE-TSG
SOD2	Cetuximab	NA	0.0448494	0.584643	Novel DORGE-TSG
SOD2	Propofol	NA	0.0333689	0.528011	Novel DORGE-TSG
SOD2	Ubiquinol	NA	0.0168068	3.88273	Novel DORGE-TSG
SOD2	Bexarotene	NA	0.00421346	0.607822	Novel DORGE-TSG
SOD2	R1881	NA	0.0078825	0.676819	Novel DORGE-TSG
SOD2	Trovafloxacin	NA	0.0248771	1.20017	Novel DORGE-TSG
SOD2	Carboplatin	NA	0.0153316	0.592269	Novel DORGE-TSG
SOD2	Insulin	NA	0.015101	0.227786	Novel DORGE-TSG
SOD2	Cisplatin	NA	0.0136506	0.339199	Novel DORGE-TSG
SOD2	Mycophenolicacid	NA	0.0414638	0.48116	Novel DORGE-TSG
SOD2	Luteolin	NA	0.0342527	1.17241	Novel DORGE-TSG
SOD2	Cytarabine	NA	0.00730077	0.474239	Novel DORGE-TSG
SOD2	Interferonbeta-1a	NA	0.0156203	0.707333	Novel DORGE-TSG
SOD2	Sevoflurane	NA	0.0397951	0.987496	Novel DORGE-TSG
SOD2	Diclofenac	NA	0.00893849	0.405573	Novel DORGE-TSG
SOD2	Estradiol	NA	0.0301192	0.294171	Novel DORGE-TSG
SOD2	4-hydroxynonenal	NA	0.0231083	0.133074	Novel DORGE-TSG
SOD2	Cyfluthrin	NA	0.0225758	0.136903	Novel DORGE-TSG
SOD2	Gefitinib	NA	0.0257518	1.0443	Novel DORGE-TSG
SOD2	Clinafloxacin	NA	0.033983	0.429536	Novel DORGE-TSG
SOD2	Bisphenola	NA	0.0340793	0.218208	Novel DORGE-TSG
SOD2	Vemurafenib	NA	0.032085	0.211753	Novel DORGE-TSG
SOD2	Hypochlorousacid	NA	0.0422531	0.181025	Novel DORGE-TSG
MARS	Thapsigargin	NA	2.48983E-23	1.14	Novel DORGE-TSG
MARS	Doxorubicin	NA	3.21212E-15	0.342363	Novel DORGE-TSG
MARS	Hypochlorousacid	NA	4.16739E-8	0.534689	Novel DORGE-TSG
MARS	Antimony	NA	1.03506E-7	0.473768	Novel DORGE-TSG
MARS	Bisphenola	NA	7.9263E-6	1.06953	Novel DORGE-TSG
MARS	Interferonbeta-1b	NA	7.07886E-6	0.0791667	Novel DORGE-TSG
MARS	Dasatinib	NA	3.35564E-6	0.761746	Novel DORGE-TSG
MARS	Imatinib	NA	6.03341E-5	0.671125	Novel DORGE-TSG
MARS	Chromium	NA	8.36348E-5	0.843176	Novel DORGE-TSG
MARS	R1881	NA	1.67642E-4	0.762079	Novel DORGE-TSG
MARS	Bortezomib	NA	6.73225E-4	0.738642	Novel DORGE-TSG
MARS	Mk-886	NA	3.12385E-4	0.500816	Novel DORGE-TSG
