Gene	GeneID	Gene_type	DORGE-OG_score	Drug_Name	CREEDS_ID	GEO_ID	DrugBank_ID	p-value	q-value	Fold_Change	Specificity
MARK2	2011	Novel DORGE-OG	0.704149394798528	Hypochlorousacid	drug:3198	GSE11630		1.51583E-5	1.19161E-4	-0.0404361	3.255208333333333E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	4-hydroxynonenal	drug:3080	GSE2397		1.60185E-5	2.93929E-4	-1.05148	2.061430632859204E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		1.78805E-5	2.52358E-4	-0.471743	2.196354052273227E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Bexarotene	drug:2680	GSE6914	DB00307	4.00516E-5	1.5534E-4	-0.836329	3.189792663476874E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Cediranib	drug:2642	GSE32569		6.55892E-5	1.22201E-4	-0.00944523	1.196601651310279E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	4-hydroxynonenal	drug:3082	GSE2397		1.07106E-4	0.00116957	-0.529564	2.074258452603194E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Nickel	drug:3531	GSE6907		1.21916E-4	4.36555E-4	-2.83704	3.223726627981947E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Chlorpyrifos	drug:3571	GSE5023		1.92345E-4	0.00133259	-1.1367	1.469723691945914E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	4-hydroxynonenal	drug:3078	GSE2397		3.25383E-4	0.00290023	-0.535142	2.790178571428571E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Bicalutamide	drug:3088	GSE7708	DB01128	6.15648E-4	0.00189325	-0.352317	2.458814851241702E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Chromium	drug:3534	GSE6907		0.00110682	0.00341211	-1.22676	3.648303538854433E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Bisphenola	drug:2662	GSE17624		0.00117638	0.00378675	-0.105391	1.66333998669328E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Decitabine	drug:2703	GSE9118	DB01262	0.00118929	0.0268774	-0.906222	0.002331002331002331
MARK2	2011	Novel DORGE-OG	0.704149394798528	Naturalalphainterferon	drug:2473	GSE5542	DB05258	0.0013196	0.00395582	-0.242365	2.260397830018083E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Vemurafenib	drug:2495	GSE42872		0.00163485	0.00429227	-0.177067	1.623903864891198E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3046	GSE29159		0.0020622	0.00740791	-0.153873	2.035002035002035E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Actinomycind	drug:3098	GSE6400		0.00211243	0.00499487	-0.184911	2.004008016032064E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Gefitinib	drug:3474	GSE53180	DB00317	0.00213157	0.00990488	-1.30504	1.396453009356235E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Celecoxib	drug:2501	GSE54657	DB00482	0.00354613	0.0177221	-0.262112	3.041362530413625E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Aplidin	drug:2598	GSE5681		0.00674136	0.0138389	-0.620461	2.985074626865672E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Puromycin,ec50,5d	drug:3270	GSE6930		0.00702456	0.0131839	-1.37665	1.931993817619784E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Imatinib	drug:2513	GSE1922	DB00619	0.00980557	0.0226206	-0.212589	2.955082742316785E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Bpde	drug:3379	GSE19510		0.010143	0.0201054	-0.149	1.528584530724549E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Mercury	drug:3533	GSE6907		0.0168598	0.0321989	-1.24725	4.235493434985176E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	Tretinoin	drug:2828	GSE23702	DB00755	0.0404732	0.0486472	-0.0466667	1.307018690367272E-4
SIX2	10736	CGC-OG	0.813595462436139	Doxorubicin	drug:3263	GSE6930	DB00997	8.81193E-15	2.26149E-13	-0.0375782	1.777777777777778E-4
SIX2	10736	CGC-OG	0.813595462436139	Doxorubicin	drug:2720	GSE12972	DB00997	3.10626E-9	4.71687E-9	-0.145542	1.432254368375824E-4
SIX2	10736	CGC-OG	0.813595462436139	Bisphenola	drug:2663	GSE17624		3.08826E-6	3.25826E-5	-0.621763	1.36332651670075E-4
SIX2	10736	CGC-OG	0.813595462436139	Torcetrapib	drug:3172	GSE15918		1.17942E-5	0.00404149	-0.393897	0.009523809523809525
SIX2	10736	CGC-OG	0.813595462436139	Aminolevulinicacid	drug:2575	GSE8920	DB00855	2.9051E-5	2.33486E-4	-0.0388325	2.420721374969741E-4
SIX2	10736	CGC-OG	0.813595462436139	Cediranib	drug:2642	GSE32569		3.94568E-5	7.63051E-5	-0.131282	1.196601651310279E-4
SIX2	10736	CGC-OG	0.813595462436139	Curcumin	drug:3259	GSE10896		1.14783E-4	0.00108396	-0.671503	2.500625156289073E-4
SIX2	10736	CGC-OG	0.813595462436139	Harman	drug:3482	GSE5080		1.68106E-4	0.00103393	-1.42237	1.529519730804527E-4
SIX2	10736	CGC-OG	0.813595462436139	Celecoxib	drug:2501	GSE54657	DB00482	2.5258E-4	0.0036097	-0.139848	3.041362530413625E-4
SIX2	10736	CGC-OG	0.813595462436139	Cytarabine	drug:3375	GSE6930	DB00987	2.89382E-4	6.09477E-4	-0.721209	1.591596371160274E-4
SIX2	10736	CGC-OG	0.813595462436139	Bpde	drug:3379	GSE19510		2.94404E-4	0.00103352	-0.173523	1.528584530724549E-4
SIX2	10736	CGC-OG	0.813595462436139	Gefitinib	drug:3474	GSE53180	DB00317	0.00190606	0.00925565	-1.98786	1.396453009356235E-4
SIX2	10736	CGC-OG	0.813595462436139	Estradiol	drug:2733	GSE26834	DB00783	0.00556828	0.0206966	-0.159866	4.355400696864111E-4
SIX2	10736	CGC-OG	0.813595462436139	Curcumin	drug:3258	GSE10896		0.0087267	0.0329556	-0.961088	3.096934035305048E-4
SIX2	10736	CGC-OG	0.813595462436139	Vemurafenib	drug:2495	GSE42872		0.0114946	0.022657	-0.209107	1.623903864891198E-4
SIX2	10736	CGC-OG	0.813595462436139	Nickel	drug:3480	GSE6281		0.0166377	0.0459361	-0.113506	3.03030303030303E-4
SIX2	10736	CGC-OG	0.813595462436139	Bisphenola	drug:2661	GSE17624		0.0234614	0.0468231	-0.0980011	1.650982334489021E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Doxorubicin	drug:2720	GSE12972	DB00997	2.0761E-12	3.61825E-12	-0.0652799	1.432254368375824E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Doxorubicin	drug:3263	GSE6930	DB00997	9.87093E-10	3.35537E-9	-0.062746	1.777777777777778E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Tretinoin	drug:3233	GSE23702	DB00755	1.74567E-7	9.83175E-7	-0.646667	1.312163758037003E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Tretinoin	drug:2828	GSE23702	DB00755	1.9326E-7	1.1843E-6	-0.616667	1.307018690367272E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Tretinoin	drug:3231	GSE23702	DB00755	2.16806E-6	2.73383E-5	-0.786667	1.54320987654321E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Nickel	drug:3531	GSE6907		6.0432E-6	4.48405E-5	-0.458569	3.223726627981947E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cytarabine	drug:3375	GSE6930	DB00987	8.25257E-6	2.35646E-5	-0.415173	1.591596371160274E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Nitricoxide	drug:3181	GSE13887	DB00435	1.00774E-5	6.14896E-5	-0.105847	2.005213555243633E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Thapsigargin	drug:3236	GSE19519		2.23228E-5	2.52306E-4	-0.341247	4.380201489268506E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cadmium	drug:3402	GSE9951		2.42083E-5	1.28721E-4	-0.196587	1.126126126126126E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	4-hydroxynonenal	drug:3080	GSE2397		3.55968E-5	4.706E-4	-0.207233	2.061430632859204E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	R1881	drug:3049	GSE22606		4.97183E-5	9.82892E-4	-0.349414	3.690036900369004E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Bexarotene	drug:2681	GSE12791	DB00307	5.56912E-5	6.65813E-4	-0.503974	4.065040650406504E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Antimony	drug:3532	GSE6907		7.66169E-5	1.48416E-4	-0.210297	3.162555344718533E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Lapatinib	drug:3252	GSE38376	DB01259	1.86754E-4	0.00378044	-0.417509	7.23589001447178E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Bexarotene	drug:2680	GSE6914	DB00307	2.37247E-4	6.59856E-4	-0.23654	3.189792663476874E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		2.66401E-4	0.00171555	-0.301843	2.196354052273227E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	R1881	drug:3048	GSE22606		2.76358E-4	0.00202925	-0.398794	2.794857462269424E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Etanercept	drug:2597	GSE36177	DB00005	2.99829E-4	0.00477848	-0.407857	8.375209380234506E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Imatinib	drug:2764	GSE24493	DB00619	9.447E-4	0.00256692	-0.19632	1.449275362318841E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Plx4032	drug:2565	GSE24862	DB05238	0.0011064	0.019149	-0.28	5.02008032128514E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Vanadiumpentoxide	drug:3558	GSE5339		0.00113841	0.00223138	-0.237686	2.693965517241379E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Abiraterone	drug:3300	GSE49244	DB05812	0.00147569	0.0135175	-0.252434	3.646973012399708E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Vx	drug:3376	GSE33606		0.00152563	0.00654126	-0.212703	2.715177844148792E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Plx4720	drug:2505	GSE50791		0.00156764	0.0177351	-0.394492	7.849293563579278E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cytarabine	drug:3373	GSE6930	DB00987	0.00156921	0.0101549	-0.322842	4.29553264604811E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Tretinoin	drug:3232	GSE23702	DB00755	0.00186937	0.00703857	-0.52	1.965408805031447E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cisplatin	drug:3153	GSE47856	DB00515	0.00313934	0.00846506	-0.0640933	1.68947457340767E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Resveratrol	drug:3501	GSE25412	DB02709	0.00332994	0.0172527	-0.421037	2.583311805734952E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Vemurafenib	drug:2495	GSE42872		0.00333946	0.00788276	-0.160167	1.623903864891198E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Resveratrol	drug:3500	GSE25412	DB02709	0.00411297	0.0147677	-0.334607	2.680246582685607E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cytarabine	drug:3422	GSE6930	DB00987	0.00414761	0.016085	-0.189929	5.841121495327102E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Imatinib	drug:2527	GSE19567	DB00619	0.00426882	0.00975003	-0.118464	3.75234521575985E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Lapatinib	drug:2586	GSE38376	DB01259	0.00488982	0.0397854	-0.282752	7.390983000739098E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Interferonbeta-1a	drug:3187	GSE26104	DB00060	0.00509953	0.0161444	-0.042619	1.819174094960888E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	0.00570312	0.0232811	-0.291389	4.844961240310077E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cytarabine	drug:3374	GSE6930	DB00987	0.00674335	0.0316473	-0.404261	5.497526113249038E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cisplatin	drug:3155	GSE47856	DB00515	0.006949	0.030291	-0.106757	3.059039461609055E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Chromium	drug:3534	GSE6907		0.00756204	0.0164065	-0.508262	3.648303538854433E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Aminolevulinicacid	drug:2575	GSE8920	DB00855	0.00965699	0.0195672	-0.0878985	2.420721374969741E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Cisplatin	drug:3148	GSE47856	DB00515	0.0122587	0.0388356	-0.25651	2.735229759299781E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	4-hydroxytamoxifen	drug:3240	GSE26298		0.0182255	0.0436683	-0.378566	2.865329512893983E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Doxorubicin	drug:3265	GSE6930	DB00997	0.0247533	0.0438515	-0.332588	1.986886548778065E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	Bpde	drug:3379	GSE19510		0.0283052	0.0484963	-0.0590772	1.528584530724549E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	1,25dihydroxyvitamind	drug:2493	GSE15947		4.96023E-7	3.19646E-5	-0.434653	7.604562737642585E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Vx	drug:3376	GSE33606		2.04768E-6	4.92964E-5	-0.583069	2.715177844148792E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Alfacalcidol	drug:3363	GSE15947	DB01436	2.81736E-6	5.18198E-4	-0.633036	7.936507936507937E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Cetuximab	drug:3136	GSE61495	DB00002	4.1971E-6	2.55431E-4	-0.612194	5.230125523012552E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Alfacalcidol	drug:3362	GSE15947	DB01436	1.72977E-5	8.18509E-4	-0.363763	7.8125E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Alfacalcidol	drug:3364	GSE15947	DB01436	3.63565E-5	9.9602E-4	-0.307159	5.630630630630631E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Doxorubicin	drug:3263	GSE6930	DB00997	3.76374E-5	5.19519E-5	-0.271533	1.777777777777778E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Bortezomib	drug:2686	GSE30931	DB00188	4.11555E-5	0.00141582	-0.501981	0.001016260162601626
YAP1	10413	Novel DORGE-OG	0.791975935968669	Etanercept	drug:2610	GSE11903	DB00005	4.28323E-5	5.69288E-4	-1.20556	5.037783375314861E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Imatinib	drug:2764	GSE24493	DB00619	9.3153E-5	4.03361E-4	-0.0915807	1.449275362318841E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Estradiol	drug:2733	GSE26834	DB00783	9.65358E-5	0.00122117	-0.231111	4.355400696864111E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Androstanolone	drug:3411	GSE7868		1.14193E-4	8.92539E-4	-0.441608	1.776198934280639E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Isotretinoin	drug:2772	GSE10432	DB00982	1.32422E-4	7.55441E-4	-0.303227	3.871467286101432E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Cadmium	drug:3402	GSE9951		2.21133E-4	5.23045E-4	-0.648048	1.126126126126126E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Actinomycind	drug:3098	GSE6400		3.28543E-4	0.0011103	-0.227117	2.004008016032064E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Cytarabine	drug:3373	GSE6930	DB00987	4.03017E-4	0.00404714	-0.337646	4.29553264604811E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Resveratrol	drug:3500	GSE25412	DB02709	7.97432E-4	0.00377324	-0.38897	2.680246582685607E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Bexarotene	drug:2680	GSE6914	DB00307	0.00101966	0.00227138	-0.472001	3.189792663476874E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Plx4720	drug:2507	GSE50791		0.00111781	0.0195353	-0.483888	0.00105708245243129
YAP1	10413	Novel DORGE-OG	0.791975935968669	Y15	drug:2553	GSE43452		0.00146055	0.0163288	-0.435221	6.635700066357001E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Estradiol	drug:3203	GSE12446	DB00783	0.00149695	0.0108735	-0.322554	4.873294346978557E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Cisplatin	drug:3152	GSE47856	DB00515	0.00171777	0.00632775	-0.269887	2.660281989890929E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Apratoxina	drug:3071	GSE2742		0.00208405	0.0219797	-1.03869	6.464124111182935E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Cisplatin	drug:3159	GSE47856	DB00515	0.00214948	0.0146825	-0.20094	3.165558721114277E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Resveratrol	drug:3501	GSE25412	DB02709	0.00233911	0.0137628	-0.837857	2.583311805734952E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Neocarzinostatin	drug:3113	GSE1676		0.00299852	0.0103149	-0.324744	4.612546125461254E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Tretinoin	drug:2828	GSE23702	DB00755	0.00351855	0.00506045	-0.216667	1.307018690367272E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Y15	drug:2554	GSE43452		0.00488858	0.0379746	-0.231987	5.399568034557236E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		0.00792246	0.0391194	-0.292964	3.532320734722713E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Lysophosphatidicacid	drug:3224	GSE26309		0.00901492	0.0387615	-0.264304	4.347826086956522E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Puromycin,ec50,1d	drug:3268	GSE6930		0.00924577	0.0179571	-0.0854802	1.883593897155773E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	Apratoxina	drug:3070	GSE2742		0.0158911	0.0424206	-0.228739	6.872852233676976E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Actinomycind	drug:3098	GSE6400		5.29807E-10	6.78716E-8	-1.96232	2.004008016032064E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Doxorubicin	drug:3263	GSE6930	DB00997	2.09119E-7	4.07281E-7	-0.00945922	1.777777777777778E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Vanadiumpentoxide	drug:3557	GSE5339		2.50769E-7	2.63135E-5	-1.32764	4.025764895330113E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Vanadiumpentoxide	drug:3556	GSE5339		2.56644E-6	2.22059E-4	-0.963943	4.833252779120348E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Puromycin,ec50,5d	drug:3270	GSE6930		2.98261E-6	1.76362E-5	-0.144409	1.931993817619784E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Aminolevulinicacid	drug:2575	GSE8920	DB00855	5.04119E-6	7.60379E-5	-0.203034	2.420721374969741E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Ribavirin	drug:2481	GSE23031	DB00811	5.93516E-6	6.62847E-5	-0.639951	2.162629757785467E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Vanadiumpentoxide	drug:3558	GSE5339		2.31712E-5	1.06788E-4	-0.519985	2.693965517241379E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	4-hydroxytamoxifen	drug:3240	GSE26298		1.1574E-4	9.80995E-4	-0.20236	2.865329512893983E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Cisplatin	drug:3155	GSE47856	DB00515	1.29764E-4	0.00299669	-0.212305	3.059039461609055E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Lmp-420	drug:3222	GSE20211		2.00813E-4	0.00123053	-0.0153625	2.305209774089442E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Gefitinib	drug:3474	GSE53180	DB00317	2.28151E-4	0.00286943	-1.80264	1.396453009356235E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Cytarabine	drug:3422	GSE6930	DB00987	3.63993E-4	0.00258966	-0.317403	5.841121495327102E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		0.00128038	0.0034004	-0.250808	4.178854993731718E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Imatinib	drug:2517	GSE1922	DB00619	0.0013117	0.00334288	-0.485848	2.721829069134459E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Lapatinib	drug:3252	GSE38376	DB01259	0.00154706	0.0177389	-0.326595	7.23589001447178E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Neocarzinostatin	drug:3113	GSE1676		0.00195555	0.00744856	-0.111151	4.612546125461254E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Imatinib	drug:2519	GSE1922	DB00619	0.00210835	0.0063174	-0.22333	3.439972480220158E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Bisphenola	drug:2662	GSE17624		0.00290113	0.00801814	-0.0931424	1.66333998669328E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Bexarotene	drug:2680	GSE6914	DB00307	0.00306425	0.00585468	-0.107127	3.189792663476874E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Quercetin	drug:3182	GSE13899		0.00345851	0.0417916	-0.454454	7.955449482895784E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Plx4032	drug:2565	GSE24862	DB05238	0.0038196	0.0295188	-0.21	5.02008032128514E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Plx4720	drug:2507	GSE50791		0.00412041	0.0491126	-0.325637	0.00105708245243129
BRD2	6046	Novel DORGE-OG	0.910506512472288	Vanadiumpentoxide	drug:3554	GSE5339		0.00482915	0.0195309	-0.321991	4.37636761487965E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Estradiol	drug:2731	GSE8597	DB00783	0.00518506	0.0305166	-0.181744	4.692632566870014E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Cisplatin	drug:3159	GSE47856	DB00515	0.0114722	0.0433483	-0.2383	3.165558721114277E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Imatinib	drug:2515	GSE1922	DB00619	0.014767	0.0416858	-0.260064	4.04040404040404E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Curcumin	drug:3259	GSE10896		0.0158627	0.0401505	-0.616273	2.500625156289073E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Imatinib	drug:2516	GSE1922	DB00619	0.0220514	0.0474775	-0.137828	3.624501631025734E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	Cisplatin	drug:3153	GSE47856	DB00515	0.0265762	0.0477933	-0.0465767	1.68947457340767E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Cediranib	drug:2642	GSE32569		1.10044E-8	4.5906E-8	-0.0435939	1.196601651310279E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Ribavirin	drug:2481	GSE23031	DB00811	3.31089E-8	2.08788E-6	-0.980121	2.162629757785467E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Cytarabine	drug:3375	GSE6930	DB00987	3.92392E-8	2.67996E-7	-0.867639	1.591596371160274E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Bexarotene	drug:2680	GSE6914	DB00307	4.25264E-7	4.74214E-6	-0.506781	3.189792663476874E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Vanadiumpentoxide	drug:3558	GSE5339		2.11803E-6	2.00183E-5	-1.54565	2.693965517241379E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Actinomycind	drug:3098	GSE6400		6.70788E-6	5.8713E-5	-0.411786	2.004008016032064E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Bisphenola	drug:2661	GSE17624		8.32465E-6	6.51191E-5	-0.11517	1.650982334489021E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Diclofenac	drug:3053	GSE54255	DB00586	1.3322E-5	6.83956E-5	-0.487186	1.710863986313088E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Resveratrol	drug:3500	GSE25412	DB02709	1.88723E-5	1.6975E-4	-0.633017	2.680246582685607E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Vanadiumpentoxide	drug:3556	GSE5339		1.91248E-5	5.83594E-4	-0.509953	4.833252779120348E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Vemurafenib	drug:2508	GSE63790	DB08881	2.00244E-5	2.36351E-4	-0.151293	2.646202699126753E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Doxorubicin	drug:3265	GSE6930	DB00997	2.64858E-5	1.63015E-4	-1.33985	1.986886548778065E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Cisplatin	drug:3153	GSE47856	DB00515	2.88999E-5	2.67876E-4	-0.144953	1.68947457340767E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Imatinib	drug:2764	GSE24493	DB00619	9.68646E-5	4.15894E-4	-0.229024	1.449275362318841E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Vemurafenib	drug:2495	GSE42872		1.40804E-4	5.48192E-4	-0.277933	1.623903864891198E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Tretinoin	drug:3233	GSE23702	DB00755	1.58591E-4	2.94026E-4	-0.216667	1.312163758037003E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Lysophosphatidicacid	drug:3224	GSE26309		2.42587E-4	0.00325309	-0.491556	4.347826086956522E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Doxorubicin	drug:3262	GSE6930	DB00997	2.9355E-4	0.00125094	-0.523221	2.345215759849906E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Tretinoin	drug:2828	GSE23702	DB00755	4.30577E-4	7.62345E-4	-0.196667	1.307018690367272E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Hypochlorousacid	drug:3198	GSE11630		4.39705E-4	0.0018224	-0.0984098	3.255208333333333E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Apratoxina	drug:3070	GSE2742		4.82495E-4	0.00758447	-0.0813996	6.872852233676976E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Decitabine	drug:2703	GSE9118	DB01262	5.37337E-4	0.0186241	-0.312589	0.002331002331002331
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	Resveratrol	drug:3501	GSE25412	DB02709	5.73149E-4	0.00562326	-1.20332	2.583311805734952E-4
LUC7L2	51631	Novel DORGE-OG	0.841236734796921	1,25dihydroxyvitamind	drug:2493	GSE15947		5.80035E-4	0.00864169	-0.195891	7.604562737642585E-4
